P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(-17, 0)","(78, 52)","(96.0, 0.0)","(25, -93)","(0.0, 102.0)","(181.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(773, 16)","(790, 16)","(-18, 0)","(77, 52)","(95.0, 0.0)","(24, -93)","(0.0, 102.0)","(180.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(772, 16)","(790, 16)",0,200,7179
"(-18, 0)","(77, 52)","(95.0, 0.0)","(24, -93)","(0.0, 102.0)","(180.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(772, 16)","(790, 16)","(-19, 0)","(76, 52)","(94.0, 0.0)","(23, -93)","(0.0, 102.0)","(179.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(771, 16)","(790, 16)",0,200,7214
"(-19, 0)","(76, 52)","(94.0, 0.0)","(23, -93)","(0.0, 102.0)","(179.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(771, 16)","(790, 16)","(-20, 0)","(75, 52)","(93.0, 0.0)","(22, -93)","(0.0, 102.0)","(178.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(770, 16)","(790, 16)",0,200,7250
"(-20, 0)","(75, 52)","(93.0, 0.0)","(22, -93)","(0.0, 102.0)","(178.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(770, 16)","(790, 16)","(-21, 0)","(74, 52)","(92.0, 0.0)","(21, -93)","(0.0, 102.0)","(177.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(769, 16)","(790, 16)",0,200,7286
"(-21, 0)","(74, 52)","(92.0, 0.0)","(21, -93)","(0.0, 102.0)","(177.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(769, 16)","(790, 16)","(-22, 0)","(73, 52)","(91.0, 0.0)","(20, -93)","(0.0, 102.0)","(176.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(768, 16)","(790, 16)",0,200,7321
"(-22, 0)","(73, 52)","(91.0, 0.0)","(20, -93)","(0.0, 102.0)","(176.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(768, 16)","(790, 16)","(-23, 0)","(72, 52)","(90.0, 0.0)","(19, -93)","(0.0, 102.0)","(175.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(767, 16)","(790, 16)",0,200,7357
"(-23, 0)","(72, 52)","(90.0, 0.0)","(19, -93)","(0.0, 102.0)","(175.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(767, 16)","(790, 16)","(-24, 0)","(71, 52)","(89.0, 0.0)","(18, -93)","(0.0, 102.0)","(174.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(766, 16)","(790, 16)",0,200,7393
"(-24, 0)","(71, 52)","(89.0, 0.0)","(18, -93)","(0.0, 102.0)","(174.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(766, 16)","(790, 16)","(-25, 0)","(70, 52)","(88.0, 0.0)","(17, -93)","(0.0, 102.0)","(173.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(765, 16)","(790, 16)",0,200,7429
"(-25, 0)","(70, 52)","(88.0, 0.0)","(17, -93)","(0.0, 102.0)","(173.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(765, 16)","(790, 16)","(-26, 0)","(69, 52)","(87.0, 0.0)","(16, -93)","(0.0, 102.0)","(172.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(764, 16)","(790, 16)",0,200,7464
"(-26, 0)","(69, 52)","(87.0, 0.0)","(16, -93)","(0.0, 102.0)","(172.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(764, 16)","(790, 16)","(-27, 0)","(68, 52)","(86.0, 0.0)","(15, -93)","(0.0, 102.0)","(171.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(763, 16)","(790, 16)",0,200,7500
"(-27, 0)","(68, 52)","(86.0, 0.0)","(15, -93)","(0.0, 102.0)","(171.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(763, 16)","(790, 16)","(-28, 0)","(67, 52)","(85.0, 0.0)","(14, -93)","(0.0, 102.0)","(170.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(762, 16)","(790, 16)",0,200,7536
"(-28, 0)","(67, 52)","(85.0, 0.0)","(14, -93)","(0.0, 102.0)","(170.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(762, 16)","(790, 16)","(-29, 0)","(84.0, 0.0)","(66, 52)","(13, -93)","(0.0, 102.0)","(169.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(761, 16)","(790, 16)",0,200,7571
"(-29, 0)","(84.0, 0.0)","(66, 52)","(13, -93)","(0.0, 102.0)","(169.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(761, 16)","(790, 16)","(-30, 0)","(83.0, 0.0)","(65, 52)","(12, -93)","(0.0, 102.0)","(168.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(760, 16)","(790, 16)",0,200,7607
"(-30, 0)","(83.0, 0.0)","(65, 52)","(12, -93)","(0.0, 102.0)","(168.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(760, 16)","(790, 16)","(-31, 0)","(82.0, 0.0)","(64, 52)","(11, -93)","(0.0, 102.0)","(167.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(759, 16)","(790, 16)",0,200,7643
"(-31, 0)","(82.0, 0.0)","(64, 52)","(11, -93)","(0.0, 102.0)","(167.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(759, 16)","(790, 16)","(-32, 0)","(81.0, 0.0)","(63, 52)","(10, -93)","(0.0, 102.0)","(166.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(758, 16)","(790, 16)",0,200,7679
"(-32, 0)","(81.0, 0.0)","(63, 52)","(10, -93)","(0.0, 102.0)","(166.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(758, 16)","(790, 16)","(-33, 0)","(80.0, 0.0)","(62, 52)","(9, -93)","(0.0, 102.0)","(165.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(757, 16)","(790, 16)",0,200,7714
"(-33, 0)","(80.0, 0.0)","(62, 52)","(9, -93)","(0.0, 102.0)","(165.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(757, 16)","(790, 16)","(-34, 0)","(79.0, 0.0)","(61, 52)","(8, -93)","(0.0, 102.0)","(164.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(756, 16)","(790, 16)",0,200,7750
"(-34, 0)","(79.0, 0.0)","(61, 52)","(8, -93)","(0.0, 102.0)","(164.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(756, 16)","(790, 16)","(-35, 0)","(78.0, 0.0)","(60, 52)","(7, -93)","(0.0, 102.0)","(163.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(755, 16)","(790, 16)",0,200,7786
"(-35, 0)","(78.0, 0.0)","(60, 52)","(7, -93)","(0.0, 102.0)","(163.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(755, 16)","(790, 16)","(-36, 0)","(77.0, 0.0)","(59, 52)","(6, -93)","(0.0, 102.0)","(162.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(754, 16)","(790, 16)",0,200,7821
"(-36, 0)","(77.0, 0.0)","(59, 52)","(6, -93)","(0.0, 102.0)","(162.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(754, 16)","(790, 16)","(-37, 0)","(76.0, 0.0)","(58, 52)","(5, -93)","(0.0, 102.0)","(161.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(753, 16)","(790, 16)",0,200,7857
"(-37, 0)","(76.0, 0.0)","(58, 52)","(5, -93)","(0.0, 102.0)","(161.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(753, 16)","(790, 16)","(-38, 0)","(75.0, 0.0)","(57, 52)","(4, -93)","(0.0, 102.0)","(160.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(752, 16)","(790, 16)",0,200,7893
"(-38, 0)","(75.0, 0.0)","(57, 52)","(4, -93)","(0.0, 102.0)","(160.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(752, 16)","(790, 16)","(-39, 0)","(74.0, 0.0)","(56, 52)","(3, -93)","(0.0, 102.0)","(159.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(751, 16)","(790, 16)",0,200,7929
"(-39, 0)","(74.0, 0.0)","(56, 52)","(3, -93)","(0.0, 102.0)","(159.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(751, 16)","(790, 16)","(-40, 0)","(73.0, 0.0)","(55, 52)","(2, -93)","(0.0, 102.0)","(158.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(750, 16)","(790, 16)",0,200,7964
"(-40, 0)","(73.0, 0.0)","(55, 52)","(2, -93)","(0.0, 102.0)","(158.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(750, 16)","(790, 16)","(-41, 0)","(72.0, 0.0)","(54, 52)","(1, -93)","(0.0, 102.0)","(157.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(749, 16)","(790, 16)",0,200,8000
"(-41, 0)","(72.0, 0.0)","(54, 52)","(1, -93)","(0.0, 102.0)","(157.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(749, 16)","(790, 16)","(-42, 0)","(71.0, 0.0)","(53, 52)","(0, -93)","(0.0, 102.0)","(156.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(748, 16)","(790, 16)",0,200,8036
"(-42, 0)","(71.0, 0.0)","(53, 52)","(0, -93)","(0.0, 102.0)","(156.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(748, 16)","(790, 16)","(-43, 0)","(70.0, 0.0)","(52, 52)","(0.0, -93.0)","(0.0, 102.0)","(155.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(747, 16)","(790, 16)",0,200,8071
"(-43, 0)","(70.0, 0.0)","(52, 52)","(0.0, -93.0)","(0.0, 102.0)","(155.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(747, 16)","(790, 16)","(-44, 0)","(69.0, 0.0)","(51, 52)","(0.0, -93.0)","(0.0, 102.0)","(154.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(746, 16)","(790, 16)",0,200,8107
"(-44, 0)","(69.0, 0.0)","(51, 52)","(0.0, -93.0)","(0.0, 102.0)","(154.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(746, 16)","(790, 16)","(-45, 0)","(68.0, 0.0)","(50, 52)","(0.0, -93.0)","(0.0, 102.0)","(153.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(745, 16)","(790, 16)",0,200,8143
"(-45, 0)","(68.0, 0.0)","(50, 52)","(0.0, -93.0)","(0.0, 102.0)","(153.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(745, 16)","(790, 16)","(-46, 0)","(67.0, 0.0)","(49, 52)","(0.0, -93.0)","(0.0, 102.0)","(152.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(744, 16)","(790, 16)",0,200,8179
"(-46, 0)","(67.0, 0.0)","(49, 52)","(0.0, -93.0)","(0.0, 102.0)","(152.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(744, 16)","(790, 16)","(-47, 0)","(66.0, 0.0)","(48, 52)","(0.0, -93.0)","(0.0, 102.0)","(151.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(743, 16)","(790, 16)",0,200,8214
"(-47, 0)","(66.0, 0.0)","(48, 52)","(0.0, -93.0)","(0.0, 102.0)","(151.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(743, 16)","(790, 16)","(-48, 0)","(65.0, 0.0)","(47, 52)","(0.0, -93.0)","(0.0, 102.0)","(150.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(742, 16)","(790, 16)",0,200,8250
"(-48, 0)","(65.0, 0.0)","(47, 52)","(0.0, -93.0)","(0.0, 102.0)","(150.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(742, 16)","(790, 16)","(-49, 0)","(64.0, 0.0)","(46, 52)","(0.0, -93.0)","(0.0, 102.0)","(149.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(741, 16)","(790, 16)",0,200,8286
"(-49, 0)","(64.0, 0.0)","(46, 52)","(0.0, -93.0)","(0.0, 102.0)","(149.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(741, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8321
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8357
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8393
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8429
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8464
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8500
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8536
"(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)","(-50, 0)","(63.0, 0.0)","(45, 52)","(0.0, -93.0)","(0.0, 102.0)","(148.0, 0.0)","(0, 102)","(42, -93)","(95, 52)","(113.0, 0.0)","(198.0, 0.0)","(740, 16)","(790, 16)",0,200,8571
