P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(36, 0)","(11, -16)","(51.0, 0.0)","(59, -48)","(86, -4)","(-88, 9)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-216, -89)","(-252, -89)","(37, 0)","(12, -16)","(52.0, 0.0)","(60, -48)","(87, -4)","(-87, 9)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-215, -89)","(-252, -89)",1,200,7821
"(37, 0)","(12, -16)","(52.0, 0.0)","(60, -48)","(87, -4)","(-87, 9)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-215, -89)","(-252, -89)","(38, 0)","(13, -16)","(53.0, 0.0)","(61, -48)","(-86, 9)","(88, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-214, -89)","(-252, -89)",1,200,7857
"(38, 0)","(13, -16)","(53.0, 0.0)","(61, -48)","(-86, 9)","(88, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-214, -89)","(-252, -89)","(39, 0)","(14, -16)","(54.0, 0.0)","(62, -48)","(-85, 9)","(89, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-213, -89)","(-252, -89)",1,200,7893
"(39, 0)","(14, -16)","(54.0, 0.0)","(62, -48)","(-85, 9)","(89, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-213, -89)","(-252, -89)","(40, 0)","(15, -16)","(55.0, 0.0)","(63, -48)","(-84, 9)","(90, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-212, -89)","(-252, -89)",1,200,7929
"(40, 0)","(15, -16)","(55.0, 0.0)","(63, -48)","(-84, 9)","(90, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-212, -89)","(-252, -89)","(41, 0)","(16, -16)","(56.0, 0.0)","(64, -48)","(-83, 9)","(91, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-211, -89)","(-252, -89)",1,200,7964
"(41, 0)","(16, -16)","(56.0, 0.0)","(64, -48)","(-83, 9)","(91, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-211, -89)","(-252, -89)","(42, 0)","(17, -16)","(57.0, 0.0)","(65, -48)","(-82, 9)","(92, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-210, -89)","(-252, -89)",1,200,8000
"(42, 0)","(17, -16)","(57.0, 0.0)","(65, -48)","(-82, 9)","(92, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-210, -89)","(-252, -89)","(43, 0)","(18, -16)","(58.0, 0.0)","(-81, 9)","(66, -48)","(93, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-209, -89)","(-252, -89)",1,200,8036
"(43, 0)","(18, -16)","(58.0, 0.0)","(-81, 9)","(66, -48)","(93, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-209, -89)","(-252, -89)","(44, 0)","(19, -16)","(59.0, 0.0)","(-80, 9)","(67, -48)","(94, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-208, -89)","(-252, -89)",1,200,8071
"(44, 0)","(19, -16)","(59.0, 0.0)","(-80, 9)","(67, -48)","(94, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-208, -89)","(-252, -89)","(45, 0)","(20, -16)","(60.0, 0.0)","(-79, 9)","(68, -48)","(95, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-207, -89)","(-252, -89)",1,200,8107
"(45, 0)","(20, -16)","(60.0, 0.0)","(-79, 9)","(68, -48)","(95, -4)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-207, -89)","(-252, -89)","(46, 0)","(21, -16)","(61.0, 0.0)","(-78, 9)","(69, -48)","(-96.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-206, -89)","(-252, -89)",1,200,8143
"(46, 0)","(21, -16)","(61.0, 0.0)","(-78, 9)","(69, -48)","(-96.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-206, -89)","(-252, -89)","(47, 0)","(22, -16)","(62.0, 0.0)","(-77, 9)","(70, -48)","(-95.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-205, -89)","(-252, -89)",1,200,8179
"(47, 0)","(22, -16)","(62.0, 0.0)","(-77, 9)","(70, -48)","(-95.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-205, -89)","(-252, -89)","(48, 0)","(23, -16)","(63.0, 0.0)","(-76, 9)","(71, -48)","(-94.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-204, -89)","(-252, -89)",1,200,8214
"(48, 0)","(23, -16)","(63.0, 0.0)","(-76, 9)","(71, -48)","(-94.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-204, -89)","(-252, -89)","(49, 0)","(24, -16)","(64.0, 0.0)","(-75, 9)","(72, -48)","(-93.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-203, -89)","(-252, -89)",1,200,8250
"(49, 0)","(24, -16)","(64.0, 0.0)","(-75, 9)","(72, -48)","(-93.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-203, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8286
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8321
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8357
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8393
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8429
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8464
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8500
"(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)","(50, 0)","(25, -16)","(65.0, 0.0)","(-74, 9)","(73, -48)","(-92.0, 0.0)","(15.0, 0.0)","(0.0, -16.0)","(50, -4)","(23, -48)","(0.0, 105.0)","(-202, -89)","(-252, -89)",1,200,8536
