P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(1, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(-7, 8)","(0.0, 11.0)","(0.0, 29.0)","(34.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-365, -145)","(2, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-8, 8)","(0.0, 29.0)","(33.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-366, -145)",4,200,10556
"(2, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-8, 8)","(0.0, 29.0)","(33.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-366, -145)","(3, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-9, 8)","(0.0, 29.0)","(32.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-367, -145)",4,200,10593
"(3, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-9, 8)","(0.0, 29.0)","(32.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-367, -145)","(4, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-10, 8)","(0.0, 29.0)","(31.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-368, -145)",4,200,10630
"(4, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-10, 8)","(0.0, 29.0)","(31.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-368, -145)","(5, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-11, 8)","(0.0, 29.0)","(30.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-369, -145)",4,200,10667
"(5, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-11, 8)","(0.0, 29.0)","(30.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-369, -145)","(6, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-12, 8)","(0.0, 29.0)","(29.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-370, -145)",4,200,10704
"(6, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-12, 8)","(0.0, 29.0)","(29.0, 0.0)","(0.0, -39.0)","(-364, -145)","(-370, -145)","(7, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-13, 8)","(28.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-371, -145)",4,200,10741
"(7, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-13, 8)","(28.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-371, -145)","(8, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-14, 8)","(27.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-372, -145)",4,200,10778
"(8, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-14, 8)","(27.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-372, -145)","(9, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-15, 8)","(26.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-373, -145)",4,200,10815
"(9, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-15, 8)","(26.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-373, -145)","(10, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-16, 8)","(25.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-374, -145)",4,200,10852
"(10, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-16, 8)","(25.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-374, -145)","(11, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-17, 8)","(24.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-375, -145)",4,200,10889
"(11, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-17, 8)","(24.0, 0.0)","(0.0, 29.0)","(0.0, -39.0)","(-364, -145)","(-375, -145)","(12, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-18, 8)","(23.0, 0.0)","(0.0, 29.0)","(0, -39)","(-364, -145)","(-376, -145)",4,200,10926
"(12, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-18, 8)","(23.0, 0.0)","(0.0, 29.0)","(0, -39)","(-364, -145)","(-376, -145)","(13, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-19, 8)","(22.0, 0.0)","(0.0, 29.0)","(-1, -39)","(-364, -145)","(-377, -145)",4,200,10963
"(13, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(-19, 8)","(22.0, 0.0)","(0.0, 29.0)","(-1, -39)","(-364, -145)","(-377, -145)","(14, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(21.0, 0.0)","(-20, 8)","(0.0, 29.0)","(-2, -39)","(-364, -145)","(-378, -145)",4,200,11000
"(14, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(21.0, 0.0)","(-20, 8)","(0.0, 29.0)","(-2, -39)","(-364, -145)","(-378, -145)","(15, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(20.0, 0.0)","(-21, 8)","(0.0, 29.0)","(-3, -39)","(-364, -145)","(-379, -145)",4,200,11059
"(15, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(20.0, 0.0)","(-21, 8)","(0.0, 29.0)","(-3, -39)","(-364, -145)","(-379, -145)","(16, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(19.0, 0.0)","(-22, 8)","(0.0, 29.0)","(-4, -39)","(-364, -145)","(-380, -145)",4,200,11118
"(16, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(19.0, 0.0)","(-22, 8)","(0.0, 29.0)","(-4, -39)","(-364, -145)","(-380, -145)","(17, 0)","(-6, 8)","(0.0, 11.0)","(0.0, 29.0)","(35.0, 0.0)","(0.0, -39.0)","(0.0, 11.0)","(18.0, 0.0)","(-23, 8)","(0.0, 29.0)","(-5, -39)","(-364, -145)","(-381, -145)",4,200,11176
