P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(0, -11)","(25, 113)","(125.0, 0.0)","(-80, 123)","(106, 130)","(155, 79)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 282)","(85, 293)","(0, -12)","(25, 112)","(125.0, 0.0)","(-80, 122)","(106, 129)","(155, 78)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 281)","(85, 293)",2,200,7500
"(0, -12)","(25, 112)","(125.0, 0.0)","(-80, 122)","(106, 129)","(155, 78)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 281)","(85, 293)","(0, -13)","(25, 111)","(125.0, 0.0)","(-80, 121)","(106, 128)","(155, 77)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 280)","(85, 293)",2,200,7536
"(0, -13)","(25, 111)","(125.0, 0.0)","(-80, 121)","(106, 128)","(155, 77)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 280)","(85, 293)","(0, -14)","(25, 110)","(125.0, 0.0)","(-80, 120)","(106, 127)","(155, 76)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 279)","(85, 293)",2,200,7571
"(0, -14)","(25, 110)","(125.0, 0.0)","(-80, 120)","(106, 127)","(155, 76)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 279)","(85, 293)","(0, -15)","(25, 109)","(125.0, 0.0)","(-80, 119)","(106, 126)","(155, 75)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 278)","(85, 293)",2,200,7607
"(0, -15)","(25, 109)","(125.0, 0.0)","(-80, 119)","(106, 126)","(155, 75)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 278)","(85, 293)","(0, -16)","(25, 108)","(125.0, 0.0)","(-80, 118)","(106, 125)","(155, 74)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 277)","(85, 293)",2,200,7643
"(0, -16)","(25, 108)","(125.0, 0.0)","(-80, 118)","(106, 125)","(155, 74)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 277)","(85, 293)","(0, -17)","(25, 107)","(125.0, 0.0)","(-80, 117)","(106, 124)","(155, 73)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 276)","(85, 293)",2,200,7679
"(0, -17)","(25, 107)","(125.0, 0.0)","(-80, 117)","(106, 124)","(155, 73)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 276)","(85, 293)","(0, -18)","(25, 106)","(125.0, 0.0)","(-80, 116)","(106, 123)","(155, 72)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 275)","(85, 293)",2,200,7714
"(0, -18)","(25, 106)","(125.0, 0.0)","(-80, 116)","(106, 123)","(155, 72)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 275)","(85, 293)","(0, -19)","(25, 105)","(125.0, 0.0)","(-80, 115)","(106, 122)","(155, 71)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 274)","(85, 293)",2,200,7750
"(0, -19)","(25, 105)","(125.0, 0.0)","(-80, 115)","(106, 122)","(155, 71)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 274)","(85, 293)","(0, -20)","(25, 104)","(125.0, 0.0)","(-80, 114)","(106, 121)","(155, 70)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 273)","(85, 293)",2,200,7786
"(0, -20)","(25, 104)","(125.0, 0.0)","(-80, 114)","(106, 121)","(155, 70)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 273)","(85, 293)","(0, -21)","(25, 103)","(125.0, 0.0)","(-80, 113)","(106, 120)","(155, 69)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 272)","(85, 293)",2,200,7821
"(0, -21)","(25, 103)","(125.0, 0.0)","(-80, 113)","(106, 120)","(155, 69)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 272)","(85, 293)","(0, -22)","(25, 102)","(125.0, 0.0)","(-80, 112)","(106, 119)","(155, 68)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 271)","(85, 293)",2,200,7857
"(0, -22)","(25, 102)","(125.0, 0.0)","(-80, 112)","(106, 119)","(155, 68)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 271)","(85, 293)","(0, -23)","(25, 101)","(125.0, 0.0)","(-80, 111)","(106, 118)","(155, 67)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 270)","(85, 293)",2,200,7893
"(0, -23)","(25, 101)","(125.0, 0.0)","(-80, 111)","(106, 118)","(155, 67)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 270)","(85, 293)","(0, -24)","(25, 100)","(125.0, 0.0)","(-80, 110)","(106, 117)","(-130, 107)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 269)","(85, 293)",2,200,7929
"(0, -24)","(25, 100)","(125.0, 0.0)","(-80, 110)","(106, 117)","(-130, 107)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 269)","(85, 293)","(0, -25)","(25, 99)","(125.0, 0.0)","(-80, 109)","(106, 116)","(-130, 106)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 268)","(85, 293)",2,200,7964
"(0, -25)","(25, 99)","(125.0, 0.0)","(-80, 109)","(106, 116)","(-130, 106)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 268)","(85, 293)","(0, -26)","(25, 98)","(125.0, 0.0)","(-80, 108)","(106, 115)","(-130, 105)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 267)","(85, 293)",2,200,8000
"(0, -26)","(25, 98)","(125.0, 0.0)","(-80, 108)","(106, 115)","(-130, 105)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 267)","(85, 293)","(0, -27)","(25, 97)","(125.0, 0.0)","(-80, 107)","(106, 114)","(-130, 104)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 266)","(85, 293)",2,200,8037
"(0, -27)","(25, 97)","(125.0, 0.0)","(-80, 107)","(106, 114)","(-130, 104)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 266)","(85, 293)","(0, -28)","(25, 96)","(125.0, 0.0)","(-80, 106)","(106, 113)","(-130, 103)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 265)","(85, 293)",2,200,8074
"(0, -28)","(25, 96)","(125.0, 0.0)","(-80, 106)","(106, 113)","(-130, 103)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 265)","(85, 293)","(0, -29)","(25, 95)","(125.0, 0.0)","(-80, 105)","(106, 112)","(-130, 102)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 264)","(85, 293)",2,200,8111
"(0, -29)","(25, 95)","(125.0, 0.0)","(-80, 105)","(106, 112)","(-130, 102)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 264)","(85, 293)","(0, -30)","(25, 94)","(125.0, 0.0)","(-80, 104)","(106, 111)","(-130, 101)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 263)","(85, 293)",2,200,8148
"(0, -30)","(25, 94)","(125.0, 0.0)","(-80, 104)","(106, 111)","(-130, 101)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 263)","(85, 293)","(0, -31)","(25, 93)","(125.0, 0.0)","(-80, 103)","(106, 110)","(-130, 100)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 262)","(85, 293)",2,200,8185
"(0, -31)","(25, 93)","(125.0, 0.0)","(-80, 103)","(106, 110)","(-130, 100)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 262)","(85, 293)","(0, -32)","(25, 92)","(125.0, 0.0)","(-80, 102)","(106, 109)","(-130, 99)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 261)","(85, 293)",2,200,8222
"(0, -32)","(25, 92)","(125.0, 0.0)","(-80, 102)","(106, 109)","(-130, 99)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 261)","(85, 293)","(0, -33)","(25, 91)","(125.0, 0.0)","(-80, 101)","(106, 108)","(-130, 98)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 260)","(85, 293)",2,200,8259
"(0, -33)","(25, 91)","(125.0, 0.0)","(-80, 101)","(106, 108)","(-130, 98)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 260)","(85, 293)","(0, -34)","(25, 90)","(125.0, 0.0)","(-80, 100)","(106, 107)","(-130, 97)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 259)","(85, 293)",2,200,8296
"(0, -34)","(25, 90)","(125.0, 0.0)","(-80, 100)","(106, 107)","(-130, 97)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 259)","(85, 293)","(0, -35)","(25, 89)","(125.0, 0.0)","(-80, 99)","(106, 106)","(-130, 96)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 258)","(85, 293)",2,200,8333
"(0, -35)","(25, 89)","(125.0, 0.0)","(-80, 99)","(106, 106)","(-130, 96)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 258)","(85, 293)","(0, -36)","(25, 88)","(125.0, 0.0)","(-80, 98)","(106, 105)","(-130, 95)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 257)","(85, 293)",2,200,8370
"(0, -36)","(25, 88)","(125.0, 0.0)","(-80, 98)","(106, 105)","(-130, 95)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 257)","(85, 293)","(0, -37)","(25, 87)","(125.0, 0.0)","(-80, 97)","(106, 104)","(-130, 94)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 256)","(85, 293)",2,200,8407
"(0, -37)","(25, 87)","(125.0, 0.0)","(-80, 97)","(106, 104)","(-130, 94)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 256)","(85, 293)","(0, -38)","(25, 86)","(-80, 96)","(125.0, 0.0)","(106, 103)","(-130, 93)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 255)","(85, 293)",2,200,8444
"(0, -38)","(25, 86)","(-80, 96)","(125.0, 0.0)","(106, 103)","(-130, 93)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 255)","(85, 293)","(0, -39)","(25, 85)","(-80, 95)","(125.0, 0.0)","(106, 102)","(-130, 92)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 254)","(85, 293)",2,200,8481
"(0, -39)","(25, 85)","(-80, 95)","(125.0, 0.0)","(106, 102)","(-130, 92)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 254)","(85, 293)","(0, -40)","(25, 84)","(-80, 94)","(125.0, 0.0)","(106, 101)","(-130, 91)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 253)","(85, 293)",2,200,8519
"(0, -40)","(25, 84)","(-80, 94)","(125.0, 0.0)","(106, 101)","(-130, 91)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 253)","(85, 293)","(0, -41)","(25, 83)","(-80, 93)","(125.0, 0.0)","(106, 100)","(-130, 90)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 252)","(85, 293)",2,200,8556
"(0, -41)","(25, 83)","(-80, 93)","(125.0, 0.0)","(106, 100)","(-130, 90)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 252)","(85, 293)","(0, -42)","(25, 82)","(-80, 92)","(125.0, 0.0)","(106, 99)","(-130, 89)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 251)","(85, 293)",2,200,8593
"(0, -42)","(25, 82)","(-80, 92)","(125.0, 0.0)","(106, 99)","(-130, 89)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 251)","(85, 293)","(0, -43)","(25, 81)","(-80, 91)","(125.0, 0.0)","(106, 98)","(-130, 88)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 250)","(85, 293)",2,200,8630
"(0, -43)","(25, 81)","(-80, 91)","(125.0, 0.0)","(106, 98)","(-130, 88)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 250)","(85, 293)","(0, -44)","(25, 80)","(-80, 90)","(125.0, 0.0)","(106, 97)","(-130, 87)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 249)","(85, 293)",2,200,8667
"(0, -44)","(25, 80)","(-80, 90)","(125.0, 0.0)","(106, 97)","(-130, 87)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 249)","(85, 293)","(0, -45)","(25, 79)","(-80, 89)","(125.0, 0.0)","(106, 96)","(-130, 86)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 248)","(85, 293)",2,200,8704
"(0, -45)","(25, 79)","(-80, 89)","(125.0, 0.0)","(106, 96)","(-130, 86)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 248)","(85, 293)","(0, -46)","(25, 78)","(-80, 88)","(125.0, 0.0)","(106, 95)","(-130, 85)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 247)","(85, 293)",2,200,8741
"(0, -46)","(25, 78)","(-80, 88)","(125.0, 0.0)","(106, 95)","(-130, 85)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 247)","(85, 293)","(0, -47)","(25, 77)","(-80, 87)","(125, 0)","(106, 94)","(-130, 84)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 246)","(85, 293)",2,200,8778
"(0, -47)","(25, 77)","(-80, 87)","(125, 0)","(106, 94)","(-130, 84)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 246)","(85, 293)","(0, -48)","(25, 76)","(-80, 86)","(125, -1)","(106, 93)","(-130, 83)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 245)","(85, 293)",2,200,8815
"(0, -48)","(25, 76)","(-80, 86)","(125, -1)","(106, 93)","(-130, 83)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 245)","(85, 293)","(0, -49)","(25, 75)","(-80, 85)","(125, -2)","(106, 92)","(-130, 82)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 244)","(85, 293)",2,200,8852
"(0, -49)","(25, 75)","(-80, 85)","(125, -2)","(106, 92)","(-130, 82)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 244)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,8889
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,8926
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,8963
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9000
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9036
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9071
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9107
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9143
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9179
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9214
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9250
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9286
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9321
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9357
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9393
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9429
"(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)","(0, -50)","(25, 74)","(-80, 84)","(125, -3)","(106, 91)","(-130, 81)","(125, 4)","(25, 124)","(-80, 134)","(106, 141)","(155, 90)","(85, 243)","(85, 293)",2,200,9464
