P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(-11, 0)","(0.0, -22.0)","(-58.0, 0.0)","(-59.0, 0.0)","(0.0, -62.0)","(64, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(356, -71)","(367, -71)","(-12, 0)","(0.0, -22.0)","(-59.0, 0.0)","(-60.0, 0.0)","(0.0, -62.0)","(63, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(355, -71)","(367, -71)",0,200,6250
"(-12, 0)","(0.0, -22.0)","(-59.0, 0.0)","(-60.0, 0.0)","(0.0, -62.0)","(63, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(355, -71)","(367, -71)","(-13, 0)","(0, -22)","(-60.0, 0.0)","(-61.0, 0.0)","(0.0, -62.0)","(62, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(354, -71)","(367, -71)",0,200,6286
"(-13, 0)","(0, -22)","(-60.0, 0.0)","(-61.0, 0.0)","(0.0, -62.0)","(62, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(354, -71)","(367, -71)","(-14, 0)","(-1, -22)","(-61.0, 0.0)","(0, -62)","(-62.0, 0.0)","(61, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(353, -71)","(367, -71)",0,200,6321
"(-14, 0)","(-1, -22)","(-61.0, 0.0)","(0, -62)","(-62.0, 0.0)","(61, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(353, -71)","(367, -71)","(-15, 0)","(-2, -22)","(-62.0, 0.0)","(-1, -62)","(-63.0, 0.0)","(60, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(352, -71)","(367, -71)",0,200,6357
"(-15, 0)","(-2, -22)","(-62.0, 0.0)","(-1, -62)","(-63.0, 0.0)","(60, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(352, -71)","(367, -71)","(-16, 0)","(-3, -22)","(-2, -62)","(-63.0, 0.0)","(-64.0, 0.0)","(59, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(351, -71)","(367, -71)",0,200,6393
"(-16, 0)","(-3, -22)","(-2, -62)","(-63.0, 0.0)","(-64.0, 0.0)","(59, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(351, -71)","(367, -71)","(-17, 0)","(-4, -22)","(-3, -62)","(-64.0, 0.0)","(-65.0, 0.0)","(58, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(350, -71)","(367, -71)",0,200,6429
"(-17, 0)","(-4, -22)","(-3, -62)","(-64.0, 0.0)","(-65.0, 0.0)","(58, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(350, -71)","(367, -71)","(-18, 0)","(-5, -22)","(-4, -62)","(-65.0, 0.0)","(-66.0, 0.0)","(57, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(349, -71)","(367, -71)",0,200,6464
"(-18, 0)","(-5, -22)","(-4, -62)","(-65.0, 0.0)","(-66.0, 0.0)","(57, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(349, -71)","(367, -71)","(-19, 0)","(-6, -22)","(-5, -62)","(-66.0, 0.0)","(-67.0, 0.0)","(56, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(348, -71)","(367, -71)",0,200,6500
"(-19, 0)","(-6, -22)","(-5, -62)","(-66.0, 0.0)","(-67.0, 0.0)","(56, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(348, -71)","(367, -71)","(-20, 0)","(-7, -22)","(-6, -62)","(-67.0, 0.0)","(-68.0, 0.0)","(55, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(347, -71)","(367, -71)",0,200,6536
"(-20, 0)","(-7, -22)","(-6, -62)","(-67.0, 0.0)","(-68.0, 0.0)","(55, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(347, -71)","(367, -71)","(-21, 0)","(-8, -22)","(-7, -62)","(-68.0, 0.0)","(-69.0, 0.0)","(54, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(346, -71)","(367, -71)",0,200,6571
"(-21, 0)","(-8, -22)","(-7, -62)","(-68.0, 0.0)","(-69.0, 0.0)","(54, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(346, -71)","(367, -71)","(-22, 0)","(-9, -22)","(-8, -62)","(-69.0, 0.0)","(-70.0, 0.0)","(53, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(345, -71)","(367, -71)",0,200,6607
"(-22, 0)","(-9, -22)","(-8, -62)","(-69.0, 0.0)","(-70.0, 0.0)","(53, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(345, -71)","(367, -71)","(-23, 0)","(-10, -22)","(-9, -62)","(-70.0, 0.0)","(-71.0, 0.0)","(52, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(344, -71)","(367, -71)",0,200,6643
"(-23, 0)","(-10, -22)","(-9, -62)","(-70.0, 0.0)","(-71.0, 0.0)","(52, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(344, -71)","(367, -71)","(-24, 0)","(-11, -22)","(-10, -62)","(-71.0, 0.0)","(-72.0, 0.0)","(51, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(343, -71)","(367, -71)",0,200,6679
"(-24, 0)","(-11, -22)","(-10, -62)","(-71.0, 0.0)","(-72.0, 0.0)","(51, 52)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(343, -71)","(367, -71)","(-25, 0)","(-12, -22)","(-11, -62)","(-72.0, 0.0)","(50, 52)","(-73.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(342, -71)","(367, -71)",0,200,6714
"(-25, 0)","(-12, -22)","(-11, -62)","(-72.0, 0.0)","(50, 52)","(-73.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(342, -71)","(367, -71)","(-26, 0)","(-13, -22)","(-12, -62)","(49, 52)","(-73.0, 0.0)","(-74.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(341, -71)","(367, -71)",0,200,6750
"(-26, 0)","(-13, -22)","(-12, -62)","(49, 52)","(-73.0, 0.0)","(-74.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(341, -71)","(367, -71)","(-27, 0)","(-14, -22)","(-13, -62)","(48, 52)","(-74.0, 0.0)","(-75.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(340, -71)","(367, -71)",0,200,6786
"(-27, 0)","(-14, -22)","(-13, -62)","(48, 52)","(-74.0, 0.0)","(-75.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(340, -71)","(367, -71)","(-28, 0)","(-15, -22)","(-14, -62)","(47, 52)","(-75.0, 0.0)","(-76.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(339, -71)","(367, -71)",0,200,6821
"(-28, 0)","(-15, -22)","(-14, -62)","(47, 52)","(-75.0, 0.0)","(-76.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(339, -71)","(367, -71)","(-29, 0)","(-16, -22)","(-15, -62)","(46, 52)","(-76.0, 0.0)","(-77.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(338, -71)","(367, -71)",0,200,6857
"(-29, 0)","(-16, -22)","(-15, -62)","(46, 52)","(-76.0, 0.0)","(-77.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(338, -71)","(367, -71)","(-30, 0)","(-17, -22)","(-16, -62)","(45, 52)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(337, -71)","(367, -71)",0,200,6893
"(-30, 0)","(-17, -22)","(-16, -62)","(45, 52)","(-77.0, 0.0)","(-78.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(337, -71)","(367, -71)","(-31, 0)","(-18, -22)","(-17, -62)","(44, 52)","(-78.0, 0.0)","(-79.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(336, -71)","(367, -71)",0,200,6929
"(-31, 0)","(-18, -22)","(-17, -62)","(44, 52)","(-78.0, 0.0)","(-79.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(336, -71)","(367, -71)","(-32, 0)","(-19, -22)","(-18, -62)","(43, 52)","(-79.0, 0.0)","(-80.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(335, -71)","(367, -71)",0,200,6964
"(-32, 0)","(-19, -22)","(-18, -62)","(43, 52)","(-79.0, 0.0)","(-80.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(335, -71)","(367, -71)","(-33, 0)","(-20, -22)","(-19, -62)","(42, 52)","(-80.0, 0.0)","(-81.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(334, -71)","(367, -71)",0,200,7000
"(-33, 0)","(-20, -22)","(-19, -62)","(42, 52)","(-80.0, 0.0)","(-81.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(334, -71)","(367, -71)","(-34, 0)","(-21, -22)","(-20, -62)","(41, 52)","(-81.0, 0.0)","(-82.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(333, -71)","(367, -71)",0,200,7036
"(-34, 0)","(-21, -22)","(-20, -62)","(41, 52)","(-81.0, 0.0)","(-82.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(333, -71)","(367, -71)","(-35, 0)","(-22, -22)","(-21, -62)","(40, 52)","(41, -71)","(-82.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(332, -71)","(367, -71)",0,200,7071
"(-35, 0)","(-22, -22)","(-21, -62)","(40, 52)","(41, -71)","(-82.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(332, -71)","(367, -71)","(-36, 0)","(-23, -22)","(39, 52)","(-22, -62)","(40, -71)","(-83.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(331, -71)","(367, -71)",0,200,7107
"(-36, 0)","(-23, -22)","(39, 52)","(-22, -62)","(40, -71)","(-83.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(331, -71)","(367, -71)","(-37, 0)","(-24, -22)","(38, 52)","(-23, -62)","(39, -71)","(-84.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(330, -71)","(367, -71)",0,200,7143
"(-37, 0)","(-24, -22)","(38, 52)","(-23, -62)","(39, -71)","(-84.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(330, -71)","(367, -71)","(-38, 0)","(-25, -22)","(37, 52)","(-24, -62)","(38, -71)","(-85.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(329, -71)","(367, -71)",0,200,7179
"(-38, 0)","(-25, -22)","(37, 52)","(-24, -62)","(38, -71)","(-85.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(329, -71)","(367, -71)","(-39, 0)","(-26, -22)","(36, 52)","(-25, -62)","(37, -71)","(-86.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(328, -71)","(367, -71)",0,200,7214
"(-39, 0)","(-26, -22)","(36, 52)","(-25, -62)","(37, -71)","(-86.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(328, -71)","(367, -71)","(-40, 0)","(-27, -22)","(35, 52)","(-26, -62)","(36, -71)","(-87.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(327, -71)","(367, -71)",0,200,7250
"(-40, 0)","(-27, -22)","(35, 52)","(-26, -62)","(36, -71)","(-87.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(327, -71)","(367, -71)","(-41, 0)","(-28, -22)","(34, 52)","(-27, -62)","(35, -71)","(-88.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(326, -71)","(367, -71)",0,200,7286
"(-41, 0)","(-28, -22)","(34, 52)","(-27, -62)","(35, -71)","(-88.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(326, -71)","(367, -71)","(-42, 0)","(-29, -22)","(33, 52)","(-28, -62)","(34, -71)","(-89.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(325, -71)","(367, -71)",0,200,7321
"(-42, 0)","(-29, -22)","(33, 52)","(-28, -62)","(34, -71)","(-89.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(325, -71)","(367, -71)","(-43, 0)","(-30, -22)","(32, 52)","(-29, -62)","(33, -71)","(-90.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(324, -71)","(367, -71)",0,200,7357
"(-43, 0)","(-30, -22)","(32, 52)","(-29, -62)","(33, -71)","(-90.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(324, -71)","(367, -71)","(-44, 0)","(-31, -22)","(31, 52)","(-30, -62)","(32, -71)","(-91.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(323, -71)","(367, -71)",0,200,7393
"(-44, 0)","(-31, -22)","(31, 52)","(-30, -62)","(32, -71)","(-91.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(323, -71)","(367, -71)","(-45, 0)","(-32, -22)","(30, 52)","(-31, -62)","(31, -71)","(-92.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(322, -71)","(367, -71)",0,200,7429
"(-45, 0)","(-32, -22)","(30, 52)","(-31, -62)","(31, -71)","(-92.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(322, -71)","(367, -71)","(-46, 0)","(-33, -22)","(29, 52)","(-32, -62)","(30, -71)","(-93.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(321, -71)","(367, -71)",0,200,7464
"(-46, 0)","(-33, -22)","(29, 52)","(-32, -62)","(30, -71)","(-93.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(321, -71)","(367, -71)","(-47, 0)","(-34, -22)","(28, 52)","(-33, -62)","(29, -71)","(-94.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(320, -71)","(367, -71)",0,200,7500
"(-47, 0)","(-34, -22)","(28, 52)","(-33, -62)","(29, -71)","(-94.0, 0.0)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(320, -71)","(367, -71)","(-48, 0)","(-35, -22)","(27, 52)","(-34, -62)","(28, -71)","(94, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(319, -71)","(367, -71)",0,200,7536
"(-48, 0)","(-35, -22)","(27, 52)","(-34, -62)","(28, -71)","(94, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(319, -71)","(367, -71)","(-49, 0)","(-36, -22)","(26, 52)","(-35, -62)","(27, -71)","(93, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(318, -71)","(367, -71)",0,200,7571
"(-49, 0)","(-36, -22)","(26, 52)","(-35, -62)","(27, -71)","(93, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(318, -71)","(367, -71)","(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)",0,200,7607
"(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)","(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)",0,200,7643
"(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)","(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)",0,200,7679
"(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)","(-50, 0)","(-37, -22)","(25, 52)","(-36, -62)","(26, -71)","(92, 7)","(0.0, -22.0)","(-47.0, 0.0)","(-48.0, 0.0)","(0.0, -62.0)","(-87, -23)","(317, -71)","(367, -71)",0,200,7714
