P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(11, 0)","(0.0, -37.0)","(41.0, 0.0)","(0.0, 53.0)","(-62.0, 0.0)","(66.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(494, 48)","(483, 48)","(12, 0)","(0.0, -37.0)","(42.0, 0.0)","(0.0, 53.0)","(-61.0, 0.0)","(67.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(495, 48)","(483, 48)",1,200,10630
"(12, 0)","(0.0, -37.0)","(42.0, 0.0)","(0.0, 53.0)","(-61.0, 0.0)","(67.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(495, 48)","(483, 48)","(13, 0)","(0.0, -37.0)","(43.0, 0.0)","(0.0, 53.0)","(-60.0, 0.0)","(68.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(496, 48)","(483, 48)",1,200,10667
"(13, 0)","(0.0, -37.0)","(43.0, 0.0)","(0.0, 53.0)","(-60.0, 0.0)","(68.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(496, 48)","(483, 48)","(14, 0)","(0.0, -37.0)","(44.0, 0.0)","(0.0, 53.0)","(-59.0, 0.0)","(-68.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(497, 48)","(483, 48)",1,200,10704
"(14, 0)","(0.0, -37.0)","(44.0, 0.0)","(0.0, 53.0)","(-59.0, 0.0)","(-68.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(497, 48)","(483, 48)","(15, 0)","(0.0, -37.0)","(45.0, 0.0)","(0.0, 53.0)","(-58.0, 0.0)","(-67.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(498, 48)","(483, 48)",1,200,10741
"(15, 0)","(0.0, -37.0)","(45.0, 0.0)","(0.0, 53.0)","(-58.0, 0.0)","(-67.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(498, 48)","(483, 48)","(16, 0)","(0.0, -37.0)","(46.0, 0.0)","(0.0, 53.0)","(-57.0, 0.0)","(-66.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(499, 48)","(483, 48)",1,200,10778
"(16, 0)","(0.0, -37.0)","(46.0, 0.0)","(0.0, 53.0)","(-57.0, 0.0)","(-66.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(499, 48)","(483, 48)","(17, 0)","(0.0, -37.0)","(47.0, 0.0)","(0.0, 53.0)","(-56.0, 0.0)","(-65.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(500, 48)","(483, 48)",1,200,10815
"(17, 0)","(0.0, -37.0)","(47.0, 0.0)","(0.0, 53.0)","(-56.0, 0.0)","(-65.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(500, 48)","(483, 48)","(18, 0)","(0, -37)","(48.0, 0.0)","(0.0, 53.0)","(-55.0, 0.0)","(-64.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(501, 48)","(483, 48)",1,200,10852
"(18, 0)","(0, -37)","(48.0, 0.0)","(0.0, 53.0)","(-55.0, 0.0)","(-64.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(501, 48)","(483, 48)","(19, 0)","(1, -37)","(49.0, 0.0)","(0.0, 53.0)","(-54.0, 0.0)","(-63.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(502, 48)","(483, 48)",1,200,10889
"(19, 0)","(1, -37)","(49.0, 0.0)","(0.0, 53.0)","(-54.0, 0.0)","(-63.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(502, 48)","(483, 48)","(20, 0)","(2, -37)","(50.0, 0.0)","(-53.0, 0.0)","(0.0, 53.0)","(-62.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(503, 48)","(483, 48)",1,200,10926
"(20, 0)","(2, -37)","(50.0, 0.0)","(-53.0, 0.0)","(0.0, 53.0)","(-62.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(503, 48)","(483, 48)","(21, 0)","(3, -37)","(51.0, 0.0)","(-52.0, 0.0)","(0.0, 53.0)","(-61.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(504, 48)","(483, 48)",1,200,10963
"(21, 0)","(3, -37)","(51.0, 0.0)","(-52.0, 0.0)","(0.0, 53.0)","(-61.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(504, 48)","(483, 48)","(22, 0)","(4, -37)","(-51.0, 0.0)","(52.0, 0.0)","(0.0, 53.0)","(-60.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(505, 48)","(483, 48)",1,200,11000
"(22, 0)","(4, -37)","(-51.0, 0.0)","(52.0, 0.0)","(0.0, 53.0)","(-60.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(505, 48)","(483, 48)","(23, 0)","(5, -37)","(-50.0, 0.0)","(53.0, 0.0)","(0.0, 53.0)","(-59.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(506, 48)","(483, 48)",1,200,11036
"(23, 0)","(5, -37)","(-50.0, 0.0)","(53.0, 0.0)","(0.0, 53.0)","(-59.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(506, 48)","(483, 48)","(24, 0)","(6, -37)","(-49.0, 0.0)","(0.0, 53.0)","(54.0, 0.0)","(-58.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(507, 48)","(483, 48)",1,200,11071
"(24, 0)","(6, -37)","(-49.0, 0.0)","(0.0, 53.0)","(54.0, 0.0)","(-58.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(507, 48)","(483, 48)","(25, 0)","(7, -37)","(-48.0, 0.0)","(0.0, 53.0)","(55.0, 0.0)","(-57.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(508, 48)","(483, 48)",1,200,11107
"(25, 0)","(7, -37)","(-48.0, 0.0)","(0.0, 53.0)","(55.0, 0.0)","(-57.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(508, 48)","(483, 48)","(26, 0)","(8, -37)","(-47.0, 0.0)","(0.0, 53.0)","(56.0, 0.0)","(-56.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(509, 48)","(483, 48)",1,200,11143
"(26, 0)","(8, -37)","(-47.0, 0.0)","(0.0, 53.0)","(56.0, 0.0)","(-56.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(509, 48)","(483, 48)","(27, 0)","(9, -37)","(-46.0, 0.0)","(0.0, 53.0)","(-55.0, 0.0)","(57.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(510, 48)","(483, 48)",1,200,11179
"(27, 0)","(9, -37)","(-46.0, 0.0)","(0.0, 53.0)","(-55.0, 0.0)","(57.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(510, 48)","(483, 48)","(28, 0)","(10, -37)","(-45.0, 0.0)","(0.0, 53.0)","(-54.0, 0.0)","(58.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(511, 48)","(483, 48)",1,200,12393
"(28, 0)","(10, -37)","(-45.0, 0.0)","(0.0, 53.0)","(-54.0, 0.0)","(58.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(511, 48)","(483, 48)","(29, 0)","(11, -37)","(-44.0, 0.0)","(0.0, 53.0)","(-53.0, 0.0)","(59.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(512, 48)","(483, 48)",1,200,12429
"(29, 0)","(11, -37)","(-44.0, 0.0)","(0.0, 53.0)","(-53.0, 0.0)","(59.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(512, 48)","(483, 48)","(30, 0)","(12, -37)","(-43.0, 0.0)","(-52.0, 0.0)","(0.0, 53.0)","(60.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(513, 48)","(483, 48)",1,200,12464
"(30, 0)","(12, -37)","(-43.0, 0.0)","(-52.0, 0.0)","(0.0, 53.0)","(60.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(513, 48)","(483, 48)","(31, 0)","(13, -37)","(-42.0, 0.0)","(-51.0, 0.0)","(0.0, 53.0)","(61.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(514, 48)","(483, 48)",1,200,12500
"(31, 0)","(13, -37)","(-42.0, 0.0)","(-51.0, 0.0)","(0.0, 53.0)","(61.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(514, 48)","(483, 48)","(32, 0)","(14, -37)","(-41.0, 0.0)","(-50.0, 0.0)","(0.0, 53.0)","(62.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(515, 48)","(483, 48)",1,200,12536
"(32, 0)","(14, -37)","(-41.0, 0.0)","(-50.0, 0.0)","(0.0, 53.0)","(62.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(515, 48)","(483, 48)","(33, 0)","(15, -37)","(-40.0, 0.0)","(-49.0, 0.0)","(0.0, 53.0)","(63.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(516, 48)","(483, 48)",1,200,12571
"(33, 0)","(15, -37)","(-40.0, 0.0)","(-49.0, 0.0)","(0.0, 53.0)","(63.0, 0.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(516, 48)","(483, 48)","(34, 0)","(-39.0, 0.0)","(16, -37)","(-48.0, 0.0)","(0.0, 53.0)","(-57, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(517, 48)","(483, 48)",1,200,12607
"(34, 0)","(-39.0, 0.0)","(16, -37)","(-48.0, 0.0)","(0.0, 53.0)","(-57, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(517, 48)","(483, 48)","(35, 0)","(-38.0, 0.0)","(17, -37)","(-47.0, 0.0)","(0.0, 53.0)","(-56, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(518, 48)","(483, 48)",1,200,12643
"(35, 0)","(-38.0, 0.0)","(17, -37)","(-47.0, 0.0)","(0.0, 53.0)","(-56, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(518, 48)","(483, 48)","(36, 0)","(-37.0, 0.0)","(18, -37)","(-46.0, 0.0)","(0.0, 53.0)","(-55, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(519, 48)","(483, 48)",1,200,12679
"(36, 0)","(-37.0, 0.0)","(18, -37)","(-46.0, 0.0)","(0.0, 53.0)","(-55, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(519, 48)","(483, 48)","(37, 0)","(-36.0, 0.0)","(19, -37)","(-45.0, 0.0)","(0.0, 53.0)","(-54, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(520, 48)","(483, 48)",1,200,12714
"(37, 0)","(-36.0, 0.0)","(19, -37)","(-45.0, 0.0)","(0.0, 53.0)","(-54, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(520, 48)","(483, 48)","(38, 0)","(-35.0, 0.0)","(20, -37)","(-44.0, 0.0)","(0.0, 53.0)","(-53, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(521, 48)","(483, 48)",1,200,12750
"(38, 0)","(-35.0, 0.0)","(20, -37)","(-44.0, 0.0)","(0.0, 53.0)","(-53, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(521, 48)","(483, 48)","(39, 0)","(-34.0, 0.0)","(21, -37)","(-43.0, 0.0)","(0.0, 53.0)","(-52, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(522, 48)","(483, 48)",1,200,12786
"(39, 0)","(-34.0, 0.0)","(21, -37)","(-43.0, 0.0)","(0.0, 53.0)","(-52, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(522, 48)","(483, 48)","(40, 0)","(-33.0, 0.0)","(-42.0, 0.0)","(22, -37)","(0.0, 53.0)","(-51, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(523, 48)","(483, 48)",1,200,13000
"(40, 0)","(-33.0, 0.0)","(-42.0, 0.0)","(22, -37)","(0.0, 53.0)","(-51, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(523, 48)","(483, 48)","(41, 0)","(-32.0, 0.0)","(-41.0, 0.0)","(23, -37)","(0.0, 53.0)","(-50, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(524, 48)","(483, 48)",1,200,13037
"(41, 0)","(-32.0, 0.0)","(-41.0, 0.0)","(23, -37)","(0.0, 53.0)","(-50, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(524, 48)","(483, 48)","(42, 0)","(-31.0, 0.0)","(-40.0, 0.0)","(24, -37)","(0.0, 53.0)","(-49, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(525, 48)","(483, 48)",1,200,13074
"(42, 0)","(-31.0, 0.0)","(-40.0, 0.0)","(24, -37)","(0.0, 53.0)","(-49, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(525, 48)","(483, 48)","(43, 0)","(-30.0, 0.0)","(-39.0, 0.0)","(25, -37)","(0.0, 53.0)","(-48, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(526, 48)","(483, 48)",1,200,13111
"(43, 0)","(-30.0, 0.0)","(-39.0, 0.0)","(25, -37)","(0.0, 53.0)","(-48, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(526, 48)","(483, 48)","(44, 0)","(-29.0, 0.0)","(-38.0, 0.0)","(26, -37)","(0.0, 53.0)","(-47, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(527, 48)","(483, 48)",1,200,13148
"(44, 0)","(-29.0, 0.0)","(-38.0, 0.0)","(26, -37)","(0.0, 53.0)","(-47, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(527, 48)","(483, 48)","(45, 0)","(-28.0, 0.0)","(-37.0, 0.0)","(27, -37)","(0.0, 53.0)","(-46, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(528, 48)","(483, 48)",1,200,13185
"(45, 0)","(-28.0, 0.0)","(-37.0, 0.0)","(27, -37)","(0.0, 53.0)","(-46, -27)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(528, 48)","(483, 48)","(46, 0)","(-27.0, 0.0)","(-36.0, 0.0)","(28, -37)","(-45, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(529, 48)","(483, 48)",1,200,13222
"(46, 0)","(-27.0, 0.0)","(-36.0, 0.0)","(28, -37)","(-45, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(529, 48)","(483, 48)","(47, 0)","(-26.0, 0.0)","(-35.0, 0.0)","(29, -37)","(-44, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(530, 48)","(483, 48)",1,200,13259
"(47, 0)","(-26.0, 0.0)","(-35.0, 0.0)","(29, -37)","(-44, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(530, 48)","(483, 48)","(48, 0)","(-25.0, 0.0)","(-34.0, 0.0)","(30, -37)","(-43, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(531, 48)","(483, 48)",1,200,13296
"(48, 0)","(-25.0, 0.0)","(-34.0, 0.0)","(30, -37)","(-43, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(531, 48)","(483, 48)","(49, 0)","(-24.0, 0.0)","(-33.0, 0.0)","(31, -37)","(-42, -27)","(0.0, 53.0)","(30.0, 0.0)","(0.0, -37.0)","(0.0, 53.0)","(55.0, 0.0)","(-73.0, 0.0)","(532, 48)","(483, 48)",1,200,13333
