P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score
18,176,2,0,0,100,18,177,4,0,0,100,16:01:00,13036,200
18,175,2,0,0,100,18,177,4,0,0,100,16:01:00,13071,200
18,174,2,0,0,100,18,177,4,0,0,100,16:01:00,13107,200
18,173,2,0,0,100,18,177,4,0,0,100,16:01:00,13143,200
18,172,2,0,0,100,18,177,4,0,0,100,16:01:00,13179,200
18,171,2,0,0,100,18,177,4,0,0,100,16:01:00,13214,200
18,170,2,0,0,100,18,177,4,0,0,100,16:01:00,13250,200
18,169,2,0,0,100,18,177,4,0,0,100,16:01:00,13286,200
18,168,2,0,0,100,18,177,4,0,0,100,16:01:00,13893,200
18,167,2,0,0,100,18,177,4,0,0,100,16:01:00,13929,200
18,166,2,0,0,100,18,177,4,0,0,100,16:01:00,13964,200
18,165,2,0,0,100,18,177,4,0,0,100,16:01:01,14000,200
18,164,2,0,0,100,18,177,4,0,0,100,16:01:01,14036,200
18,163,2,0,0,100,18,177,4,0,0,100,16:01:01,14071,200
18,162,2,0,0,100,18,177,4,0,0,100,16:01:01,14107,200
18,161,2,0,0,100,18,177,4,0,0,100,16:01:01,14143,200
18,160,2,0,0,100,18,177,4,0,0,100,16:01:01,14179,200
18,159,2,0,0,100,18,177,4,0,0,100,16:01:01,14214,200
18,158,2,0,0,100,18,177,4,0,0,100,16:01:01,14250,200
18,157,2,0,0,100,18,177,4,0,0,100,16:01:01,14286,200
18,156,2,0,0,100,18,177,4,0,0,100,16:01:01,14321,200
18,155,2,0,0,100,18,177,4,0,0,100,16:01:01,14357,200
18,154,2,0,0,100,18,177,4,0,0,100,16:01:01,14393,200
18,153,2,0,0,100,18,177,4,0,0,100,16:01:01,14429,200
18,152,2,0,0,100,18,177,4,0,0,100,16:01:01,14464,200
18,151,2,0,0,100,18,177,4,0,0,100,16:01:01,14500,200
18,150,2,0,0,100,18,177,4,0,0,100,16:01:01,14536,200
18,149,2,0,0,100,18,177,4,0,0,100,16:01:01,14571,200
18,148,2,0,0,100,18,177,4,0,0,100,16:01:01,14607,200
18,147,2,0,0,100,18,177,4,0,0,100,16:01:01,14643,200
18,146,2,0,0,100,18,177,4,0,0,100,16:01:01,14679,200
18,145,2,0,0,100,18,177,4,0,0,100,16:01:01,14714,200
18,144,2,0,0,100,18,177,4,0,0,100,16:01:01,14750,200
18,143,2,0,0,100,18,177,4,0,0,100,16:01:01,14786,200
18,142,2,0,0,100,18,177,4,0,0,100,16:01:01,14821,200
18,141,2,0,0,100,18,177,4,0,0,100,16:01:01,14857,200
18,140,2,0,0,100,18,177,4,0,0,100,16:01:01,14893,200
18,139,2,0,0,100,18,177,4,0,0,100,16:01:01,14929,200
18,138,2,0,0,100,18,177,4,0,0,100,16:01:01,14964,200
18,137,2,0,0,100,18,177,4,0,0,100,16:01:02,15000,200
18,136,2,0,0,100,18,177,4,0,0,100,16:01:02,15036,200
