P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_to_P2_relative_position_tag,P1_to_obs_1_relative_position_tag,P1_to_obs_2_relative_position_tag,P1_to_obs_3_relative_position_tag,P1_to_obs_4_relative_position_tag,P1_to_obs_5_relative_position_tag,P2_to_obs_1_relative_position_tag,P2_to_obs_2_relative_position_tag,P2_to_obs_3_relative_position_tag,P2_to_obs_4_relative_position_tag,P2_to_obs_5_relative_position_tag,P1_to_goal_relative_position_tag,P2_to_goal_relative_position_tag,P1_action,reward,timestamp_milliseconds
"(0, -37)","(63.0, 0.0)","(79, 23)","(60, -83)","(64, 111)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 131)","(23, 168)","(0, -38)","(63.0, 0.0)","(79, 22)","(60, -84)","(64, 110)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 130)","(23, 168)",2,200,8111
"(0, -38)","(63.0, 0.0)","(79, 22)","(60, -84)","(64, 110)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 130)","(23, 168)","(0, -39)","(63.0, 0.0)","(79, 21)","(60, -85)","(64, 109)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 129)","(23, 168)",2,200,8148
"(0, -39)","(63.0, 0.0)","(79, 21)","(60, -85)","(64, 109)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 129)","(23, 168)","(0, -40)","(63.0, 0.0)","(79, 20)","(60, -86)","(64, 108)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 128)","(23, 168)",2,200,8185
"(0, -40)","(63.0, 0.0)","(79, 20)","(60, -86)","(64, 108)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 128)","(23, 168)","(0, -41)","(63.0, 0.0)","(79, 19)","(60, -87)","(64, 107)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 127)","(23, 168)",2,200,8222
"(0, -41)","(63.0, 0.0)","(79, 19)","(60, -87)","(64, 107)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 127)","(23, 168)","(0, -42)","(63.0, 0.0)","(79, 18)","(60, -88)","(64, 106)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 126)","(23, 168)",2,200,8259
"(0, -42)","(63.0, 0.0)","(79, 18)","(60, -88)","(64, 106)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 126)","(23, 168)","(0, -43)","(63.0, 0.0)","(79, 17)","(60, -89)","(64, 105)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 125)","(23, 168)",2,200,8296
"(0, -43)","(63.0, 0.0)","(79, 17)","(60, -89)","(64, 105)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 125)","(23, 168)","(0, -44)","(63.0, 0.0)","(79, 16)","(60, -90)","(64, 104)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 124)","(23, 168)",2,200,8333
"(0, -44)","(63.0, 0.0)","(79, 16)","(60, -90)","(64, 104)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 124)","(23, 168)","(0, -45)","(63.0, 0.0)","(79, 15)","(60, -91)","(64, 103)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 123)","(23, 168)",2,200,8370
"(0, -45)","(63.0, 0.0)","(79, 15)","(60, -91)","(64, 103)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 123)","(23, 168)","(0, -46)","(63.0, 0.0)","(79, 14)","(60, -92)","(64, 102)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 122)","(23, 168)",2,200,8407
"(0, -46)","(63.0, 0.0)","(79, 14)","(60, -92)","(64, 102)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 122)","(23, 168)","(0, -47)","(63.0, 0.0)","(79, 13)","(60, -93)","(64, 101)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 121)","(23, 168)",2,200,8444
"(0, -47)","(63.0, 0.0)","(79, 13)","(60, -93)","(64, 101)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 121)","(23, 168)","(0, -48)","(63.0, 0.0)","(79, 12)","(60, -94)","(64, 100)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 120)","(23, 168)",2,200,8481
"(0, -48)","(63.0, 0.0)","(79, 12)","(60, -94)","(64, 100)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 120)","(23, 168)","(0, -49)","(63.0, 0.0)","(79, 11)","(60, -95)","(64, 99)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 119)","(23, 168)",2,200,8519
"(0, -49)","(63.0, 0.0)","(79, 11)","(60, -95)","(64, 99)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 119)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8556
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8593
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8630
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8667
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8704
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",0,200,8741
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",0,200,8778
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",0,200,8815
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8852
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8889
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8926
"(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)","(0, -50)","(63.0, 0.0)","(79, 10)","(60, -96)","(64, 98)","(-143.0, 0.0)","(63, 35)","(60, -46)","(79, 60)","(-91, -102)","(-143.0, 0.0)","(23, 118)","(23, 168)",2,200,8963
