P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
101,275,4,0,0,100,101,273,3,0,0,100,348,200
101,275,4,0,0,100,103,273,1,0,0,100,957,200
101,275,4,0,0,100,103,275,2,0,0,100,1179,200
103,275,1,0,0,100,103,275,4,0,0,100,2034,200
105,275,1,0,0,100,103,275,4,0,0,100,2069,200
107,275,1,0,0,100,103,275,4,0,0,100,2103,200
109,275,1,0,0,100,103,275,4,0,0,100,2138,200
111,275,1,0,0,100,103,275,4,0,0,100,2172,200
113,275,1,0,0,100,103,275,4,0,0,100,2207,200
115,275,1,0,0,100,103,275,4,0,0,100,2241,200
117,275,1,0,0,100,103,275,4,0,0,100,2276,200
119,275,1,0,0,100,103,275,4,0,0,100,2310,200
121,275,1,0,0,100,103,275,4,0,0,100,2345,200
123,275,1,0,0,100,103,275,4,0,0,100,2379,200
125,275,1,0,0,100,103,277,2,0,0,100,2414,200
127,275,1,0,0,100,103,277,4,0,0,100,2448,200
129,275,1,0,0,100,103,277,4,0,0,100,2483,200
129,273,2,0,0,100,103,277,4,0,0,100,2517,200
129,271,2,0,0,100,103,277,4,0,0,100,2552,200
129,269,2,0,0,100,103,277,4,0,0,100,2586,200
129,267,2,0,0,100,101,277,0,0,0,100,2621,200
129,265,2,0,0,100,101,275,3,0,0,100,2655,200
129,263,2,0,0,100,101,275,4,0,0,100,2690,200
129,261,2,0,0,100,101,275,4,0,0,100,2724,200
129,259,2,0,0,100,101,275,4,0,0,100,2759,200
129,257,2,0,0,100,101,275,4,0,0,100,2793,200
129,255,2,0,0,100,101,275,4,0,0,100,2828,200
129,253,2,0,0,100,101,275,4,0,0,100,2862,200
129,251,2,0,0,100,101,275,4,0,0,100,2897,200
129,249,2,0,0,100,101,275,4,0,0,100,2931,200
129,247,2,0,0,100,101,275,4,0,0,100,2966,200
129,245,2,0,0,100,101,275,4,0,0,100,3000,200
129,243,2,0,0,100,101,275,4,0,0,100,3036,200
129,241,2,0,0,100,101,275,4,0,0,100,3071,200
129,239,2,0,0,100,101,275,4,0,0,100,3107,200
129,237,2,0,0,100,101,275,4,0,0,100,3143,200
129,235,2,0,0,100,101,275,4,0,0,100,3179,200
129,233,2,0,0,100,103,275,1,0,0,100,3214,200
129,233,2,1,0,100,103,275,4,0,0,100,3250,200
129,233,2,1,0,50,103,275,4,0,0,100,3286,150
129,233,2,1,0,0,103,275,4,0,0,100,3321,100
129,233,2,1,0,-50,103,275,4,0,0,100,3357,50
129,233,2,1,0,-100,103,275,4,0,0,100,3393,0
129,233,2,1,0,-150,103,275,4,0,0,100,3429,-50
129,235,2,0,0,-200,103,277,2,0,0,100,3464,-100
129,233,2,0,0,-200,103,277,4,0,0,100,3500,-100
129,233,2,1,0,-200,103,275,3,0,0,100,3536,-100
129,233,2,1,0,-250,103,273,3,0,0,100,3571,-150
129,233,2,1,0,-300,103,271,3,0,0,100,3607,-200
129,233,2,1,0,-350,103,269,3,0,0,100,3643,-250
129,233,2,1,0,-400,103,269,4,0,0,100,3679,-300
129,233,2,1,0,-450,103,269,4,0,0,100,3714,-350
131,233,1,0,0,-500,103,269,4,0,0,100,4103,-400
133,233,1,0,0,-500,103,269,4,0,0,100,4138,-400
135,233,1,0,0,-500,103,269,4,0,0,100,4172,-400
137,233,1,0,0,-500,103,269,4,0,0,100,4207,-400
139,233,1,0,0,-500,103,269,4,0,0,100,4241,-400
141,233,1,0,0,-500,103,267,3,0,0,100,4276,-400
143,233,1,0,0,-500,103,265,3,0,0,100,4310,-400
143,233,4,0,0,-500,103,263,3,0,0,100,4345,-400
143,233,4,0,0,-500,105,263,1,0,0,100,4379,-400
143,233,2,1,0,-500,105,261,3,0,0,100,4414,-400
143,233,2,1,0,-550,105,261,4,0,0,100,4448,-450
143,233,2,1,0,-600,105,261,4,0,0,100,4483,-500
143,233,2,1,0,-650,105,261,4,0,0,100,4517,-550
143,233,2,1,0,-700,105,261,4,0,0,100,4552,-600
143,233,2,1,0,-750,105,261,4,0,0,100,4586,-650
143,233,2,1,0,-800,105,261,4,0,0,100,4621,-700
143,233,2,1,0,-850,105,261,4,0,0,100,4655,-750
143,233,2,1,0,-900,105,261,4,0,0,100,4690,-800
143,233,2,1,0,-950,105,261,4,0,0,100,4724,-850
143,233,2,1,0,-1000,105,261,4,0,0,100,4759,-900
143,233,2,1,0,-1050,105,261,4,0,0,100,4793,-950
143,233,2,1,0,-1100,105,261,4,0,0,100,4828,-1000
143,233,2,1,0,-1150,105,261,4,0,0,100,4862,-1050
143,233,2,1,0,-1200,105,261,4,0,0,100,4897,-1100
143,233,2,1,0,-1250,105,261,4,0,0,100,4931,-1150
143,233,2,1,0,-1300,105,261,4,0,0,100,4966,-1200
141,233,0,0,0,-1350,105,261,4,0,0,100,5069,-1250
139,233,0,0,0,-1350,105,261,4,0,0,100,5103,-1250
139,233,2,1,0,-1350,105,261,4,0,0,100,5207,-1250
139,233,2,1,0,-1400,105,261,4,0,0,100,5241,-1300
139,233,2,1,0,-1450,105,261,4,0,0,100,5276,-1350
139,233,2,1,0,-1500,105,261,4,0,0,100,5310,-1400
139,233,2,1,0,-1550,105,261,4,0,0,100,5345,-1450
139,233,2,1,0,-1600,105,261,4,0,0,100,5379,-1500
139,233,2,1,0,-1650,105,261,4,0,0,100,5414,-1550
139,233,2,1,0,-1700,105,261,4,0,0,100,5448,-1600
139,233,2,1,0,-1750,105,261,4,0,0,100,5483,-1650
139,233,2,1,0,-1800,105,261,4,0,0,100,5517,-1700
139,233,2,1,0,-1850,105,261,4,0,0,100,5552,-1750
139,233,2,1,0,-1900,105,261,4,0,0,100,5586,-1800
139,233,2,1,0,-1950,105,261,4,0,0,100,5621,-1850
139,233,2,1,0,-2000,105,261,4,0,0,100,5655,-1900
139,235,3,0,0,-2050,105,261,4,0,0,100,5793,-1950
139,237,3,0,0,-2050,105,261,4,0,0,100,5828,-1950
139,239,3,0,0,-2050,105,261,4,0,0,100,5862,-1950
139,241,3,0,0,-2050,105,261,4,0,0,100,5897,-1950
139,243,3,0,0,-2050,105,261,4,0,0,100,5931,-1950
139,245,3,0,0,-2050,105,261,4,0,0,100,5966,-1950
139,247,3,0,0,-2050,105,261,4,0,0,100,6000,-1950
139,249,3,0,0,-2050,105,261,4,0,0,100,6036,-1950
139,251,3,0,0,-2050,105,261,4,0,0,100,6071,-1950
139,253,3,0,0,-2050,105,261,4,0,0,100,6107,-1950
139,255,3,0,0,-2050,105,261,4,0,0,100,6143,-1950
139,257,3,0,0,-2050,105,261,4,0,0,100,6179,-1950
139,259,3,0,0,-2050,105,261,4,0,0,100,6214,-1950
139,261,3,0,0,-2050,105,261,4,0,0,100,6250,-1950
139,263,3,0,0,-2050,105,261,4,0,0,100,6286,-1950
139,265,3,0,0,-2050,105,261,4,0,0,100,6321,-1950
139,267,3,0,0,-2050,105,261,4,0,0,100,6357,-1950
139,269,3,0,0,-2050,107,261,1,0,0,100,6393,-1950
139,271,3,0,0,-2050,109,261,1,0,0,100,6429,-1950
139,273,3,0,0,-2050,109,261,4,0,0,100,6464,-1950
139,275,3,0,0,-2050,109,259,3,0,0,100,6500,-1950
139,277,3,0,0,-2050,109,261,2,0,0,100,6536,-1950
139,279,3,0,0,-2050,109,263,2,0,0,100,6571,-1950
139,281,3,0,0,-2050,109,263,4,0,0,100,6607,-1950
139,283,3,0,0,-2050,109,263,4,0,0,100,6643,-1950
139,285,3,0,0,-2050,109,263,4,0,0,100,6679,-1950
139,287,3,0,0,-2050,109,263,4,0,0,100,6714,-1950
139,289,3,0,0,-2050,109,263,4,0,0,100,6750,-1950
139,291,3,0,0,-2050,109,263,4,0,0,100,6786,-1950
139,293,3,0,0,-2050,109,263,4,0,0,100,6821,-1950
139,295,3,0,0,-2050,109,263,4,0,0,100,6857,-1950
141,295,1,0,0,-2050,109,263,4,0,0,100,6893,-1950
143,295,1,0,0,-2050,109,263,4,0,0,100,6929,-1950
145,295,1,0,0,-2050,109,263,4,0,0,100,6964,-1950
147,295,1,0,0,-2050,109,263,4,0,0,100,7000,-1950
149,295,1,0,0,-2050,111,263,1,0,0,100,7034,-1950
151,295,1,0,0,-2050,111,263,4,0,0,100,7069,-1950
151,293,2,0,0,-2050,113,263,1,0,0,100,7103,-1950
151,291,2,0,0,-2050,115,263,1,0,0,100,7138,-1950
151,289,2,0,0,-2050,117,263,1,0,0,100,7172,-1950
151,287,2,0,0,-2050,119,263,1,0,0,100,7207,-1950
151,285,2,0,0,-2050,119,265,2,0,0,100,7241,-1950
151,283,2,0,0,-2050,119,265,4,0,0,100,7276,-1950
151,281,2,0,0,-2050,119,265,4,0,0,100,7310,-1950
151,279,2,0,0,-2050,119,265,4,0,0,100,7345,-1950
151,277,2,0,0,-2050,119,265,4,0,0,100,7379,-1950
151,275,2,0,0,-2050,119,263,3,0,0,100,7414,-1950
151,273,2,0,0,-2050,121,263,1,0,0,100,7448,-1950
151,271,2,0,0,-2050,121,263,4,0,0,100,7483,-1950
153,271,1,0,0,-2050,121,263,4,0,0,100,7517,-1950
155,271,1,0,0,-2050,121,263,4,0,0,100,7552,-1950
157,271,1,0,0,-2050,121,263,4,0,0,100,7586,-1950
159,271,1,0,0,-2050,121,263,4,0,0,100,7621,-1950
161,271,1,0,0,-2050,121,265,2,0,0,100,7655,-1950
163,271,1,0,0,-2050,121,265,4,0,0,100,7690,-1950
163,271,1,1,0,-2050,121,265,4,0,0,100,7724,-1950
163,271,1,1,0,-2100,121,265,4,0,0,100,7759,-2000
163,271,1,1,0,-2150,121,265,4,0,0,100,7793,-2050
163,271,1,1,0,-2200,121,265,4,0,0,100,7828,-2100
163,271,1,1,0,-2250,121,265,4,0,0,100,7862,-2150
163,271,1,1,0,-2300,121,265,4,0,0,100,7897,-2200
163,271,1,1,0,-2350,121,265,4,0,0,100,7931,-2250
163,271,1,1,0,-2400,119,265,0,0,0,100,7966,-2300
163,271,1,1,0,-2450,119,265,4,0,0,100,8000,-2350
163,271,1,1,0,-2500,119,263,3,0,0,100,8036,-2400
163,271,1,1,0,-2550,119,263,4,0,0,100,8071,-2450
161,271,0,0,0,-2600,119,263,4,0,0,100,8179,-2500
159,271,0,0,0,-2600,119,263,4,0,0,100,8214,-2500
157,271,0,0,0,-2600,119,263,4,0,0,100,8250,-2500
155,271,0,0,0,-2600,119,263,4,0,0,100,8286,-2500
153,271,0,0,0,-2600,119,265,2,0,0,100,8321,-2500
151,271,0,0,0,-2600,119,265,4,0,0,100,8357,-2500
149,271,0,0,0,-2600,119,265,4,0,0,100,8393,-2500
147,271,0,0,0,-2600,117,265,0,0,0,100,8429,-2500
145,271,0,0,0,-2600,117,265,4,0,0,100,8464,-2500
143,271,0,0,0,-2600,117,267,2,0,0,100,8500,-2500
141,271,0,0,0,-2600,117,269,2,0,0,100,8536,-2500
139,271,0,0,0,-2600,117,269,4,0,0,100,8571,-2500
137,271,0,0,0,-2600,117,269,4,0,0,100,8607,-2500
135,271,0,0,0,-2600,117,269,4,0,0,100,8643,-2500
135,269,2,0,0,-2600,117,269,4,0,0,100,8679,-2500
135,267,2,0,0,-2600,117,269,4,0,0,100,8714,-2500
135,265,2,0,0,-2600,117,269,4,0,0,100,8750,-2500
135,263,2,0,0,-2600,117,269,4,0,0,100,8786,-2500
135,261,2,0,0,-2600,117,269,4,0,0,100,8821,-2500
135,259,2,0,0,-2600,117,269,4,0,0,100,8857,-2500
135,257,2,0,0,-2600,117,269,4,0,0,100,8893,-2500
135,255,2,0,0,-2600,117,269,4,0,0,100,8929,-2500
135,253,2,0,0,-2600,117,269,4,0,0,100,8964,-2500
135,251,2,0,0,-2600,117,269,4,0,0,100,9000,-2500
135,249,2,0,0,-2600,117,269,4,0,0,100,9034,-2500
135,247,2,0,0,-2600,117,267,3,0,0,100,9069,-2500
135,245,2,0,0,-2600,117,267,4,0,0,100,9103,-2500
135,243,2,0,0,-2600,117,267,4,0,0,100,9138,-2500
133,243,0,0,0,-2600,117,267,4,0,0,100,9172,-2500
131,243,0,0,0,-2600,117,267,4,0,0,100,9207,-2500
129,243,0,0,0,-2600,117,267,4,0,0,100,9241,-2500
129,241,2,0,0,-2600,117,267,4,0,0,100,9276,-2500
129,239,2,0,0,-2600,117,267,4,0,0,100,9310,-2500
129,237,2,0,0,-2600,117,267,4,0,0,100,9345,-2500
129,235,2,0,0,-2600,117,267,4,0,0,100,9379,-2500
129,233,2,0,0,-2600,117,267,4,0,0,100,9414,-2500
129,231,2,0,0,-2600,117,267,4,0,0,100,9448,-2500
129,229,2,0,0,-2600,117,269,2,0,0,100,9483,-2500
129,227,2,0,0,-2600,117,267,3,0,0,100,9517,-2500
129,225,2,0,0,-2600,117,267,4,0,0,100,9552,-2500
129,223,2,0,0,-2600,117,267,4,0,0,100,9586,-2500
131,223,1,0,0,-2600,117,267,4,0,0,100,9621,-2500
133,223,1,0,0,-2600,117,267,4,0,0,100,9655,-2500
135,223,1,0,0,-2600,115,267,0,0,0,100,9690,-2500
137,223,1,0,0,-2600,115,267,4,0,0,100,9724,-2500
139,223,1,0,0,-2600,115,267,4,0,0,100,9759,-2500
141,223,1,0,0,-2600,115,265,3,0,0,100,9793,-2500
143,223,1,0,0,-2600,117,265,1,0,0,100,9828,-2500
143,221,2,0,0,-2600,117,263,3,0,0,100,9862,-2500
143,219,2,0,0,-2600,117,261,3,0,0,100,9897,-2500
143,217,2,0,0,-2600,117,259,3,0,0,100,9931,-2500
143,215,2,0,0,-2600,117,259,4,0,0,100,9966,-2500
143,213,2,0,0,-2600,117,257,3,0,0,100,10000,-2500
143,211,2,0,0,-2600,117,255,3,0,0,100,10034,-2500
143,209,2,0,0,-2600,117,253,3,0,0,100,10069,-2500
143,207,2,0,0,-2600,117,251,3,0,0,100,10103,-2500
143,205,2,0,0,-2600,117,249,3,0,0,100,10138,-2500
143,203,2,0,0,-2600,117,247,3,0,0,100,10172,-2500
143,201,2,0,0,-2600,117,245,3,0,0,100,10207,-2500
143,199,2,0,0,-2600,117,243,3,0,0,100,10241,-2500
143,197,2,0,0,-2600,117,241,3,0,0,100,10276,-2500
143,195,2,0,0,-2600,117,239,3,0,0,100,10310,-2500
143,193,2,0,0,-2600,117,237,3,0,0,100,10345,-2500
143,195,2,0,0,-2600,117,239,2,0,0,100,10379,-2500
143,193,2,0,0,-2600,117,237,3,0,0,100,10414,-2500
145,193,1,0,0,-2600,117,235,3,0,0,100,10448,-2500
147,193,1,0,0,-2600,117,233,3,0,0,100,10483,-2500
149,193,1,0,0,-2600,117,231,3,0,0,100,10517,-2500
151,193,1,0,0,-2600,117,229,3,0,0,100,10552,-2500
149,193,1,0,0,-2600,115,229,0,0,0,100,10586,-2500
151,193,1,0,0,-2600,115,229,4,0,0,100,10621,-2500
153,193,1,0,0,-2600,115,227,3,0,0,100,10655,-2500
155,193,1,0,0,-2600,115,225,3,0,0,100,10690,-2500
155,191,1,0,0,-2600,115,223,3,0,0,100,10724,-2500
155,189,1,0,0,-2600,115,221,3,0,0,100,10759,-2500
155,187,1,0,0,-2600,115,219,3,0,0,100,10793,-2500
157,187,1,0,0,-2600,117,219,1,0,0,100,10828,-2500
159,187,1,0,0,-2600,119,219,1,0,0,100,10862,-2500
161,187,1,0,0,-2600,121,219,1,0,0,100,10897,-2500
163,187,1,0,0,-2600,123,219,1,0,0,100,10931,-2500
163,189,2,0,0,-2600,123,221,2,0,0,100,10966,-2500
163,187,2,0,0,-2600,125,221,1,0,0,100,11000,-2500
163,185,2,0,0,-2600,127,221,1,0,0,100,11036,-2500
165,185,1,0,0,-2600,129,221,1,0,0,100,11071,-2500
167,185,1,0,0,-2600,131,221,1,0,0,100,11107,-2500
169,185,1,0,0,-2600,131,219,3,0,0,100,11143,-2500
169,185,1,1,0,-2600,131,217,3,0,0,100,11179,-2500
169,185,1,1,0,-2650,131,215,3,0,0,100,11214,-2550
169,185,1,1,0,-2700,131,213,3,0,0,100,11250,-2600
169,185,1,1,0,-2750,131,213,4,0,0,100,11286,-2650
169,185,1,1,0,-2800,131,213,4,0,0,100,11321,-2700
169,185,1,1,0,-2850,131,213,4,0,0,100,11357,-2750
169,185,1,1,0,-2900,131,213,4,0,0,100,11393,-2800
169,185,1,1,0,-2950,131,213,4,0,0,100,11429,-2850
169,185,1,1,0,-3000,131,213,4,0,0,100,11464,-2900
169,185,1,1,0,-3050,131,213,4,0,0,100,11500,-2950
169,185,1,1,0,-3100,131,213,4,0,0,100,11536,-3000
169,185,1,1,0,-3150,131,213,4,0,0,100,11571,-3050
169,185,1,1,0,-3200,131,213,4,0,0,100,11607,-3100
169,185,1,1,0,-3250,131,213,4,0,0,100,11643,-3150
169,185,1,1,0,-3300,131,213,4,0,0,100,11679,-3200
169,185,1,1,0,-3350,131,213,4,0,0,100,11714,-3250
169,185,1,1,0,-3400,131,211,3,0,0,100,11750,-3300
169,185,1,1,0,-3450,131,211,4,0,0,100,11786,-3350
169,185,1,1,0,-3500,131,211,4,0,0,100,11821,-3400
169,185,1,1,0,-3550,131,211,4,0,0,100,11857,-3450
169,185,1,1,0,-3600,131,211,4,0,0,100,11893,-3500
169,183,2,0,0,-3650,131,211,4,0,0,100,11929,-3550
169,181,2,0,0,-3650,131,211,4,0,0,100,11964,-3550
169,179,2,0,0,-3650,131,211,4,0,0,100,12000,-3550
169,181,2,0,0,-3650,131,213,2,0,0,100,12034,-3550
169,179,2,0,0,-3650,131,213,4,0,0,100,12069,-3550
169,177,2,0,0,-3650,133,213,1,0,0,100,12103,-3550
169,177,2,1,0,-3650,135,213,1,0,0,100,12138,-3550
169,177,2,1,0,-3700,137,213,1,0,0,100,12172,-3600
169,177,4,0,0,-3750,139,213,1,0,0,100,12241,-3650
169,179,3,0,0,-3750,139,213,4,0,0,100,12448,-3650
169,181,3,0,0,-3750,139,213,4,0,0,100,12483,-3650
169,183,3,0,0,-3750,139,213,4,0,0,100,12517,-3650
169,185,3,0,0,-3750,137,213,0,0,0,100,12552,-3650
169,187,3,0,0,-3750,137,211,3,0,0,100,12586,-3650
169,187,1,1,0,-3750,137,211,4,0,0,100,12690,-3650
169,187,1,1,0,-3800,137,211,4,0,0,100,12724,-3700
169,187,1,1,0,-3850,137,211,4,0,0,100,12759,-3750
169,187,1,1,0,-3900,137,209,3,0,0,100,12793,-3800
169,187,1,1,0,-3950,137,209,4,0,0,100,12828,-3850
169,187,1,1,0,-4000,137,209,4,0,0,100,12862,-3900
169,187,1,1,0,-4050,137,209,4,0,0,100,12897,-3950
169,187,1,1,0,-4100,137,209,4,0,0,100,12931,-4000
169,187,1,1,0,-4150,137,207,3,0,0,100,12966,-4050
169,187,1,1,0,-4200,137,205,3,0,0,100,13000,-4100
169,185,2,0,0,-4250,137,205,4,0,0,100,13034,-4150
169,183,2,0,0,-4250,135,205,0,0,0,100,13069,-4150
169,183,1,1,0,-4250,135,205,4,0,0,100,13172,-4150
169,183,1,1,0,-4300,135,205,4,0,0,100,13207,-4200
169,183,1,1,0,-4350,135,205,4,0,0,100,13241,-4250
169,183,1,1,0,-4400,135,205,4,0,0,100,13276,-4300
169,183,1,1,0,-4450,135,205,4,0,0,100,13310,-4350
169,183,1,1,0,-4500,135,205,4,0,0,100,13345,-4400
169,183,1,1,0,-4550,135,205,4,0,0,100,13379,-4450
169,183,1,1,0,-4600,135,205,4,0,0,100,13414,-4500
169,183,1,1,0,-4650,135,205,4,0,0,100,13448,-4550
169,183,1,1,0,-4700,135,205,4,0,0,100,13483,-4600
169,183,1,1,0,-4750,133,205,0,0,0,100,13517,-4650
169,183,1,1,0,-4800,133,205,4,0,0,100,13552,-4700
169,185,3,0,0,-4850,133,205,4,0,0,100,13586,-4750
169,187,3,0,0,-4850,131,205,0,0,0,100,13621,-4750
169,189,3,0,0,-4850,133,205,1,0,0,100,13655,-4750
169,189,1,1,0,-4850,133,205,4,0,0,100,13690,-4750
169,189,1,1,0,-4900,133,205,4,0,0,100,13724,-4800
169,189,1,1,0,-4950,133,205,4,0,0,100,13759,-4850
169,189,1,1,0,-5000,133,205,4,0,0,100,13793,-4900
169,189,1,1,0,-5050,133,205,4,0,0,100,13828,-4950
169,189,1,1,0,-5100,133,205,4,0,0,100,13862,-5000
169,189,1,1,0,-5150,133,205,4,0,0,100,13897,-5050
169,189,1,1,0,-5200,133,205,4,0,0,100,13931,-5100
169,189,1,1,0,-5250,133,205,4,0,0,100,13966,-5150
169,189,1,1,0,-5300,133,205,4,0,0,100,14000,-5200
169,189,1,1,0,-5350,133,205,4,0,0,100,14034,-5250
169,189,1,1,0,-5400,133,205,4,0,0,100,14069,-5300
169,189,1,1,0,-5450,133,205,4,0,0,100,14103,-5350
169,189,1,1,0,-5500,133,205,4,0,0,100,14138,-5400
