P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
252,65,4,0,0,100,250,65,0,0,0,100,261,200
252,65,4,0,0,100,250,63,3,0,0,100,522,200
252,65,4,0,0,100,250,61,3,0,0,100,783,200
252,65,4,0,0,100,252,61,1,0,0,100,957,200
250,65,0,0,0,100,252,61,4,0,0,100,1069,200
248,65,0,0,0,100,252,61,4,0,0,100,1103,200
246,65,0,0,0,100,252,61,4,0,0,100,1138,200
244,65,0,0,0,100,252,61,4,0,0,100,1172,200
242,65,0,0,0,100,252,61,4,0,0,100,1207,200
240,65,0,0,0,100,252,61,4,0,0,100,1241,200
238,65,0,0,0,100,254,61,1,0,0,100,1276,200
236,65,0,0,0,100,256,61,1,0,0,100,1310,200
234,65,0,0,0,100,258,61,1,0,0,100,1345,200
232,65,0,0,0,100,258,61,4,0,0,100,1379,200
230,65,0,0,0,100,258,61,4,0,0,100,1414,200
228,65,0,0,0,100,258,61,4,0,0,100,1448,200
226,65,0,0,0,100,258,61,4,0,0,100,1483,200
224,65,0,0,0,100,258,61,4,0,0,100,1517,200
222,65,0,0,0,100,258,59,3,0,0,100,1552,200
220,65,0,0,0,100,258,59,4,0,0,100,1586,200
218,65,0,0,0,100,258,59,4,0,0,100,1621,200
216,65,0,0,0,100,258,59,4,0,0,100,1655,200
214,65,0,0,0,100,258,57,3,0,0,100,1690,200
212,65,0,0,0,100,258,57,4,0,0,100,1724,200
210,65,0,0,0,100,258,57,4,0,0,100,1759,200
208,65,0,0,0,100,258,57,4,0,0,100,1793,200
206,65,0,0,0,100,256,57,0,0,0,100,1828,200
204,65,0,0,0,100,254,57,0,0,0,100,1862,200
202,65,0,0,0,100,252,57,0,0,0,100,1897,200
200,65,0,0,0,100,250,57,0,0,0,100,1931,200
198,65,0,0,0,100,248,57,0,0,0,100,1966,200
196,65,0,0,0,100,246,57,0,0,0,100,2000,200
198,65,0,0,0,100,248,57,1,0,0,100,2036,200
196,65,0,0,0,100,246,57,0,0,0,100,2071,200
194,65,0,0,0,100,244,57,0,0,0,100,2107,200
192,65,0,0,0,100,242,57,0,0,0,100,2143,200
192,65,0,0,0,100,242,57,4,0,0,100,2179,200
194,65,0,0,0,100,244,57,1,0,0,100,2214,200
194,67,0,0,0,100,244,59,2,0,0,100,2250,200
192,67,0,0,0,100,242,59,0,0,0,100,2286,200
190,67,0,0,0,100,240,59,0,0,0,100,2321,200
188,67,0,0,0,100,238,59,0,0,0,100,2357,200
186,67,0,0,0,100,236,59,0,0,0,100,2393,200
184,67,0,0,0,100,234,59,0,0,0,100,2429,200
182,67,0,0,0,100,232,59,0,0,0,100,2464,200
180,67,0,0,0,100,230,59,0,0,0,100,2500,200
178,67,0,0,0,100,228,59,0,0,0,100,2536,200
176,67,0,0,0,100,226,59,0,0,0,100,2571,200
174,67,0,0,0,100,224,59,0,0,0,100,2607,200
172,67,0,0,0,100,222,59,0,0,0,100,2643,200
170,67,0,0,0,100,220,59,0,0,0,100,2679,200
168,67,0,0,0,100,218,59,0,0,0,100,2714,200
166,67,0,0,0,100,216,59,0,0,0,100,2750,200
164,67,0,0,0,100,214,59,0,0,0,100,2786,200
162,67,0,0,0,100,212,59,0,0,0,100,2821,200
160,67,0,0,0,100,210,59,0,0,0,100,2857,200
158,67,0,0,0,100,208,59,0,0,0,100,2893,200
156,67,0,0,0,100,206,59,0,0,0,100,2929,200
154,67,0,0,0,100,204,59,0,0,0,100,2964,200
152,67,0,0,0,100,202,59,0,0,0,100,3000,200
150,67,0,0,0,100,200,59,0,0,0,100,3034,200
148,67,0,0,0,100,198,59,0,0,0,100,3069,200
146,67,0,0,0,100,196,59,0,0,0,100,3103,200
146,69,0,0,0,100,196,61,2,0,0,100,3138,200
144,69,0,0,0,100,194,61,0,0,0,100,3172,200
142,69,0,0,0,100,192,61,0,0,0,100,3207,200
140,69,0,0,0,100,190,61,0,0,0,100,3241,200
138,69,0,0,0,100,188,61,0,0,0,100,3276,200
136,69,0,0,0,100,186,61,0,0,0,100,3310,200
134,69,0,0,0,100,184,61,0,0,0,100,3345,200
132,69,0,0,0,100,182,61,0,0,0,100,3379,200
130,69,0,0,0,100,180,61,0,0,0,100,3414,200
128,69,0,0,0,100,178,61,0,0,0,100,3448,200
126,69,0,0,0,100,176,61,0,0,0,100,3483,200
124,69,0,0,0,100,174,61,0,0,0,100,3517,200
122,69,0,0,0,100,172,61,0,0,0,100,3552,200
120,69,0,0,0,100,170,61,0,0,0,100,3586,200
118,69,0,0,0,100,168,61,0,0,0,100,3621,200
116,69,0,0,0,100,166,61,0,0,0,100,3655,200
114,69,0,0,0,100,164,61,0,0,0,100,3690,200
112,69,0,0,0,100,162,61,0,0,0,100,3724,200
110,69,0,0,0,100,160,61,0,0,0,100,3759,200
108,69,0,0,0,100,158,61,0,0,0,100,3793,200
106,69,0,0,0,100,156,61,0,0,0,100,3828,200
104,69,0,0,0,100,154,61,0,0,0,100,3862,200
102,69,0,0,0,100,152,61,0,0,0,100,3897,200
100,69,0,0,0,100,150,61,0,0,0,100,3931,200
98,69,0,0,0,100,148,61,0,0,0,100,3966,200
96,69,0,0,0,100,146,61,0,0,0,100,4000,200
94,69,0,0,0,100,144,61,0,0,0,100,4036,200
92,69,0,0,0,100,142,61,0,0,0,100,4071,200
90,69,0,0,0,100,140,61,0,0,0,100,4107,200
88,69,0,0,0,100,138,61,0,0,0,100,4143,200
86,69,0,0,0,100,136,61,0,0,0,100,4179,200
84,69,0,0,0,100,134,61,0,0,0,100,4214,200
