P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
90,173,4,0,0,100,88,173,0,0,0,100,211,200
90,173,4,0,0,100,86,173,0,0,0,100,737,200
90,173,4,0,0,100,86,175,2,0,0,100,1000,200
90,175,3,0,0,100,86,175,4,0,0,100,1276,200
90,177,3,0,0,100,86,175,4,0,0,100,1310,200
90,179,3,0,0,100,86,175,4,0,0,100,1345,200
90,181,3,0,0,100,86,175,4,0,0,100,1379,200
90,183,3,0,0,100,86,175,4,0,0,100,1414,200
90,185,3,0,0,100,86,175,4,0,0,100,1448,200
90,187,3,0,0,100,88,175,1,0,0,100,1483,200
90,189,3,0,0,100,88,175,4,0,0,100,1517,200
90,191,3,0,0,100,88,175,4,0,0,100,1552,200
90,193,3,0,0,100,88,175,4,0,0,100,1586,200
90,195,3,0,0,100,88,175,4,0,0,100,1621,200
90,197,3,0,0,100,88,175,4,0,0,100,1655,200
90,199,3,0,0,100,88,175,4,0,0,100,1690,200
90,201,3,0,0,100,88,175,4,0,0,100,1724,200
90,203,3,0,0,100,88,175,4,0,0,100,1759,200
90,205,3,0,0,100,88,175,4,0,0,100,1793,200
90,207,3,0,0,100,88,175,4,0,0,100,1828,200
90,209,3,0,0,100,88,175,4,0,0,100,1862,200
90,211,3,0,0,100,88,175,4,0,0,100,1897,200
90,213,3,0,0,100,88,177,2,0,0,100,1931,200
90,215,3,0,0,100,88,177,4,0,0,100,1966,200
90,217,3,0,0,100,90,177,1,0,0,100,2000,200
90,219,3,0,0,100,90,177,4,0,0,100,2036,200
90,221,3,0,0,100,90,177,4,0,0,100,2071,200
90,223,3,0,0,100,90,177,4,0,0,100,2107,200
90,225,3,0,0,100,90,177,4,0,0,100,2143,200
90,227,3,0,0,100,90,177,4,0,0,100,2179,200
90,229,3,0,0,100,90,179,2,0,0,100,2214,200
90,231,3,0,0,100,90,181,2,0,0,100,2250,200
90,233,3,0,0,100,90,183,2,0,0,100,2286,200
90,235,3,0,0,100,90,185,2,0,0,100,2321,200
90,237,3,0,0,100,90,187,2,0,0,100,2357,200
90,239,3,0,0,100,90,189,2,0,0,100,2393,200
90,237,3,0,0,100,90,187,3,0,0,100,2429,200
90,239,3,0,0,100,90,189,2,0,0,100,2464,200
90,241,3,0,0,100,90,191,2,0,0,100,2500,200
90,243,3,0,0,100,90,193,2,0,0,100,2536,200
90,245,3,0,0,100,90,195,2,0,0,100,2571,200
