P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
157,270,4,0,0,100,155,270,0,0,0,100,400,200
157,270,4,0,0,100,157,270,1,0,0,100,500,200
159,270,1,0,0,100,157,270,4,0,0,100,1241,200
161,270,1,0,0,100,157,270,4,0,0,100,1276,200
163,270,1,0,0,100,157,272,2,0,0,100,1310,200
165,270,1,0,0,100,157,272,4,0,0,100,1345,200
167,270,1,0,0,100,157,272,4,0,0,100,1379,200
169,270,1,0,0,100,157,272,4,0,0,100,1414,200
171,270,1,0,0,100,157,272,4,0,0,100,1448,200
173,270,1,0,0,100,157,272,4,0,0,100,1483,200
175,270,1,0,0,100,157,272,4,0,0,100,1517,200
177,270,1,0,0,100,157,272,4,0,0,100,1552,200
179,270,1,0,0,100,157,272,4,0,0,100,1586,200
181,270,1,0,0,100,157,272,4,0,0,100,1621,200
183,270,1,0,0,100,157,272,4,0,0,100,1655,200
185,270,1,0,0,100,157,272,4,0,0,100,1690,200
187,270,1,0,0,100,157,272,4,0,0,100,1724,200
189,270,1,0,0,100,157,272,4,0,0,100,1759,200
191,270,1,0,0,100,157,272,4,0,0,100,1793,200
193,270,1,0,0,100,157,272,4,0,0,100,1828,200
195,270,1,0,0,100,157,272,4,0,0,100,1862,200
197,270,1,0,0,100,157,272,4,0,0,100,1897,200
199,270,1,0,0,100,157,272,4,0,0,100,1931,200
201,270,1,0,0,100,157,272,4,0,0,100,1966,200
203,270,1,0,0,100,157,272,4,0,0,100,2000,200
205,270,1,0,0,100,157,270,3,0,0,100,2036,200
207,270,1,0,0,100,157,270,4,0,0,100,2071,200
209,270,1,0,0,100,159,270,1,0,0,100,2107,200
211,270,1,0,0,100,161,270,1,0,0,100,2143,200
213,270,1,0,0,100,163,270,1,0,0,100,2179,200
215,270,1,0,0,100,165,270,1,0,0,100,2214,200
215,272,1,0,0,100,165,272,2,0,0,100,2250,200
217,272,1,0,0,100,167,272,1,0,0,100,2286,200
219,272,1,0,0,100,169,272,1,0,0,100,2321,200
219,274,1,0,0,100,169,274,2,0,0,100,2357,200
221,274,1,0,0,100,171,274,1,0,0,100,2393,200
223,274,1,0,0,100,173,274,1,0,0,100,2429,200
225,274,1,0,0,100,175,274,1,0,0,100,2464,200
225,272,1,0,0,100,175,272,3,0,0,100,2500,200
227,272,1,0,0,100,177,272,1,0,0,100,2536,200
227,274,1,0,0,100,177,274,2,0,0,100,2571,200
229,274,1,0,0,100,179,274,1,0,0,100,2607,200
231,274,1,0,0,100,181,274,1,0,0,100,2643,200
233,274,1,0,0,100,183,274,1,0,0,100,2679,200
235,274,1,0,0,100,185,274,1,0,0,100,2714,200
237,274,1,0,0,100,187,274,1,0,0,100,2750,200
239,274,1,0,0,100,189,274,1,0,0,100,2786,200
241,274,1,0,0,100,191,274,1,0,0,100,2821,200
243,274,1,0,0,100,193,274,1,0,0,100,2857,200
245,274,1,0,0,100,195,274,1,0,0,100,2893,200
247,274,1,0,0,100,197,274,1,0,0,100,2929,200
249,274,1,0,0,100,199,274,1,0,0,100,2964,200
251,274,1,0,0,100,201,274,1,0,0,100,3000,200
253,274,1,0,0,100,203,274,1,0,0,100,3036,200
255,274,1,0,0,100,205,274,1,0,0,100,3071,200
257,274,1,0,0,100,207,274,1,0,0,100,3107,200
259,274,1,0,0,100,209,274,1,0,0,100,3143,200
261,274,1,0,0,100,211,274,1,0,0,100,3179,200
263,274,1,0,0,100,213,274,1,0,0,100,3214,200
265,274,1,0,0,100,215,274,1,0,0,100,3250,200
267,274,1,0,0,100,217,274,1,0,0,100,3286,200
269,274,1,0,0,100,219,274,1,0,0,100,3321,200
267,274,0,0,0,100,221,274,1,0,0,100,3357,200
265,274,0,0,0,100,223,274,1,0,0,100,3393,200
263,274,0,0,0,100,225,274,1,0,0,100,3429,200
261,274,0,0,0,100,225,274,4,0,0,100,3464,200
259,274,0,0,0,100,225,274,4,0,0,100,3500,200
257,274,0,0,0,100,225,274,4,0,0,100,3536,200
255,274,0,0,0,100,225,274,4,0,0,100,3571,200
253,274,0,0,0,100,225,274,4,0,0,100,3607,200
251,274,0,0,0,100,225,274,4,0,0,100,3643,200
249,274,0,0,0,100,225,274,4,0,0,100,3679,200
247,274,0,0,0,100,225,274,4,0,0,100,3714,200
245,274,0,0,0,100,225,274,4,0,0,100,3750,200
243,274,0,0,0,100,225,274,4,0,0,100,3786,200
241,274,0,0,0,100,225,274,4,0,0,100,3821,200
239,274,0,0,0,100,225,274,4,0,0,100,3857,200
237,274,0,0,0,100,225,274,4,0,0,100,3893,200
235,274,0,0,0,100,225,274,4,0,0,100,3929,200
233,274,0,0,0,100,225,274,4,0,0,100,3964,200
231,274,0,0,0,100,225,274,4,0,0,100,4000,200
231,272,2,0,0,100,225,274,4,0,0,100,4034,200
231,270,2,0,0,100,225,274,4,0,0,100,4069,200
231,268,2,0,0,100,225,274,4,0,0,100,4103,200
231,266,2,0,0,100,225,274,4,0,0,100,4138,200
231,264,2,0,0,100,225,274,4,0,0,100,4172,200
231,262,2,0,0,100,225,274,4,0,0,100,4207,200
231,260,2,0,0,100,225,274,4,0,0,100,4241,200
231,258,2,0,0,100,225,274,4,0,0,100,4276,200
231,256,2,0,0,100,225,274,4,0,0,100,4310,200
231,254,2,0,0,100,225,274,4,0,0,100,4345,200
231,252,2,0,0,100,225,274,4,0,0,100,4379,200
231,250,2,0,0,100,225,274,4,0,0,100,4414,200
231,248,2,0,0,100,225,274,4,0,0,100,4448,200
231,246,2,0,0,100,225,274,4,0,0,100,4483,200
229,246,0,0,0,100,225,274,4,0,0,100,4517,200
227,246,0,0,0,100,225,274,4,0,0,100,4552,200
225,246,0,0,0,100,225,274,4,0,0,100,4586,200
225,244,2,0,0,100,225,274,4,0,0,100,4621,200
225,242,2,0,0,100,225,272,3,0,0,100,4655,200
225,240,2,0,0,100,225,272,4,0,0,100,4690,200
225,238,2,0,0,100,225,272,4,0,0,100,4724,200
225,236,2,0,0,100,225,272,4,0,0,100,4759,200
225,234,2,0,0,100,227,272,1,0,0,100,4793,200
225,232,2,0,0,100,225,272,0,0,0,100,4828,200
225,230,2,0,0,100,225,272,4,0,0,100,4862,200
225,228,2,0,0,100,225,272,4,0,0,100,4897,200
225,226,2,0,0,100,225,272,4,0,0,100,4931,200
225,224,2,0,0,100,225,272,4,0,0,100,4966,200
225,222,2,0,0,100,225,272,4,0,0,100,5000,200
225,220,2,0,0,100,225,270,3,0,0,100,5036,200
225,218,2,0,0,100,225,268,3,0,0,100,5071,200
225,216,2,0,0,100,225,266,3,0,0,100,5107,200
225,214,2,0,0,100,225,264,3,0,0,100,5143,200
225,212,2,0,0,100,225,262,3,0,0,100,5179,200
225,210,2,0,0,100,225,260,3,0,0,100,5214,200
225,208,2,0,0,100,225,258,3,0,0,100,5250,200
225,208,2,0,0,100,225,258,4,0,0,100,5286,200
225,206,2,0,0,100,225,256,3,0,0,100,5321,200
225,204,2,0,0,100,225,254,3,0,0,100,5357,200
225,202,2,0,0,100,225,252,3,0,0,100,5393,200
223,202,2,0,0,100,223,252,0,0,0,100,5429,200
223,200,2,0,0,100,223,250,3,0,0,100,5464,200
223,198,2,0,0,100,223,248,3,0,0,100,5500,200
223,196,2,0,0,100,223,246,3,0,0,100,5536,200
223,194,2,0,0,100,223,244,3,0,0,100,5571,200
223,192,2,0,0,100,223,242,3,0,0,100,5607,200
223,190,2,0,0,100,223,240,3,0,0,100,5643,200
223,188,2,0,0,100,223,238,3,0,0,100,5679,200
223,186,2,0,0,100,223,236,3,0,0,100,5714,200
223,184,2,0,0,100,223,234,3,0,0,100,5750,200
221,184,2,0,0,100,221,234,0,0,0,100,5786,200
221,186,2,0,0,100,221,236,2,0,0,100,5821,200
221,184,2,0,0,100,221,234,3,0,0,100,5857,200
221,182,2,0,0,100,221,232,3,0,0,100,5893,200
