P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
305,246,4,0,0,100,305,248,2,0,0,100,1276,200
305,246,4,0,0,100,305,246,3,0,0,100,1448,200
305,246,4,0,0,100,303,246,0,0,0,100,1517,200
305,246,4,0,0,100,303,248,2,0,0,100,1759,200
307,246,1,0,0,100,303,248,4,0,0,100,1862,200
309,246,1,0,0,100,303,248,4,0,0,100,1897,200
311,246,1,0,0,100,303,248,4,0,0,100,1931,200
313,246,1,0,0,100,303,248,4,0,0,100,1966,200
315,246,1,0,0,100,303,248,4,0,0,100,2000,200
317,246,1,0,0,100,303,248,4,0,0,100,2036,200
319,246,1,0,0,100,303,248,4,0,0,100,2071,200
321,246,1,0,0,100,303,248,4,0,0,100,2107,200
323,246,1,0,0,100,303,248,4,0,0,100,2143,200
325,246,1,0,0,100,303,248,4,0,0,100,2179,200
327,246,1,0,0,100,303,248,4,0,0,100,2214,200
329,246,1,0,0,100,303,248,4,0,0,100,2250,200
331,246,1,0,0,100,303,248,4,0,0,100,2286,200
333,246,1,0,0,100,303,248,4,0,0,100,2321,200
335,246,1,0,0,100,303,248,4,0,0,100,2357,200
337,246,1,0,0,100,303,248,4,0,0,100,2393,200
339,246,1,0,0,100,303,248,4,0,0,100,2429,200
341,246,1,0,0,100,303,248,4,0,0,100,2464,200
343,246,1,0,0,100,303,246,3,0,0,100,2500,200
345,246,1,0,0,100,303,246,4,0,0,100,2536,200
347,246,1,0,0,100,303,246,4,0,0,100,2571,200
349,246,1,0,0,100,303,246,4,0,0,100,2607,200
351,246,1,0,0,100,303,246,4,0,0,100,2643,200
353,246,1,0,0,100,303,246,4,0,0,100,2679,200
355,246,1,0,0,100,305,246,1,0,0,100,2714,200
357,246,1,0,0,100,307,246,1,0,0,100,2750,200
359,246,1,0,0,100,309,246,1,0,0,100,2786,200
357,246,1,0,0,100,307,246,0,0,0,100,2821,200
359,246,1,0,0,100,309,246,1,0,0,100,2857,200
361,246,1,0,0,100,311,246,1,0,0,100,2893,200
363,246,1,0,0,100,313,246,1,0,0,100,2929,200
365,246,1,0,0,100,315,246,1,0,0,100,2964,200
367,246,1,0,0,100,317,246,1,0,0,100,3000,200
369,246,1,0,0,100,319,246,1,0,0,100,3036,200
369,248,1,0,0,100,319,248,2,0,0,100,3071,200
371,248,1,0,0,100,321,248,1,0,0,100,3107,200
373,248,1,0,0,100,323,248,1,0,0,100,3143,200
375,248,1,0,0,100,325,248,1,0,0,100,3179,200
377,248,1,0,0,100,327,248,1,0,0,100,3214,200
379,248,1,0,0,100,329,248,1,0,0,100,3250,200
381,248,1,0,0,100,331,248,1,0,0,100,3286,200
383,248,1,0,0,100,333,248,1,0,0,100,3321,200
385,248,1,0,0,100,335,248,1,0,0,100,3357,200
387,248,1,0,0,100,337,248,1,0,0,100,3393,200
389,248,1,0,0,100,339,248,1,0,0,100,3429,200
391,248,1,0,0,100,341,248,1,0,0,100,3464,200
393,248,1,0,0,100,343,248,1,0,0,100,3500,200
395,248,1,0,0,100,345,248,1,0,0,100,3536,200
395,246,1,0,0,100,345,246,3,0,0,100,3571,200
397,246,1,0,0,100,347,246,1,0,0,100,3607,200
399,246,1,0,0,100,349,246,1,0,0,100,3643,200
401,246,1,0,0,100,351,246,1,0,0,100,3679,200
403,246,1,0,0,100,353,246,1,0,0,100,3714,200
405,246,1,0,0,100,355,246,1,0,0,100,3750,200
407,246,1,0,0,100,357,246,1,0,0,100,3786,200
409,246,1,0,0,100,359,246,1,0,0,100,3821,200
411,246,1,0,0,100,361,246,1,0,0,100,3857,200
413,246,1,0,0,100,363,246,1,0,0,100,3893,200
415,246,1,0,0,100,365,246,1,0,0,100,3929,200
417,246,1,0,0,100,367,246,1,0,0,100,3964,200
419,246,1,0,0,100,369,246,1,0,0,100,4000,200
421,246,1,0,0,100,371,246,1,0,0,100,4034,200
423,246,1,0,0,100,373,246,1,0,0,100,4069,200
425,246,1,0,0,100,375,246,1,0,0,100,4103,200
423,246,0,0,0,100,373,246,0,0,0,100,4138,200
421,246,0,0,0,100,375,246,1,0,0,100,4172,200
419,246,0,0,0,100,377,246,1,0,0,100,4207,200
417,246,0,0,0,100,379,246,1,0,0,100,4241,200
415,246,0,0,0,100,381,246,1,0,0,100,4276,200
413,246,0,0,0,100,381,246,4,0,0,100,4310,200
411,246,0,0,0,100,381,246,4,0,0,100,4345,200
409,246,0,0,0,100,381,246,4,0,0,100,4379,200
407,246,0,0,0,100,381,246,4,0,0,100,4414,200
405,246,0,0,0,100,381,246,4,0,0,100,4448,200
403,246,0,0,0,100,381,246,4,0,0,100,4483,200
401,246,0,0,0,100,381,246,4,0,0,100,4517,200
399,246,0,0,0,100,381,246,4,0,0,100,4552,200
397,246,0,0,0,100,381,246,4,0,0,100,4586,200
395,246,0,0,0,100,381,246,4,0,0,100,4621,200
393,246,0,0,0,100,381,246,4,0,0,100,4655,200
391,246,0,0,0,100,381,246,4,0,0,100,4690,200
389,246,0,0,0,100,381,246,4,0,0,100,4724,200
387,246,0,0,0,100,381,246,4,0,0,100,4759,200
385,246,0,0,0,100,381,246,4,0,0,100,4793,200
383,246,0,0,0,100,381,246,4,0,0,100,4828,200
381,246,0,0,0,100,381,246,4,0,0,100,4862,200
381,244,2,0,0,100,381,246,4,0,0,100,4897,200
381,242,2,0,0,100,381,246,4,0,0,100,4931,200
381,240,2,0,0,100,381,248,2,0,0,100,4966,200
381,238,2,0,0,100,381,248,4,0,0,100,5000,200
381,236,2,0,0,100,381,248,4,0,0,100,5036,200
381,234,2,0,0,100,381,248,4,0,0,100,5071,200
381,232,2,0,0,100,381,248,4,0,0,100,5107,200
381,230,2,0,0,100,381,248,4,0,0,100,5143,200
381,228,2,0,0,100,381,248,4,0,0,100,5179,200
381,226,2,0,0,100,381,248,4,0,0,100,5214,200
381,224,2,0,0,100,381,248,4,0,0,100,5250,200
381,222,2,0,0,100,381,248,4,0,0,100,5286,200
381,220,2,0,0,100,383,248,1,0,0,100,5321,200
381,218,2,0,0,100,385,248,1,0,0,100,5357,200
381,216,2,0,0,100,385,248,4,0,0,100,5393,200
381,214,2,0,0,100,385,248,4,0,0,100,5429,200
381,212,2,0,0,100,385,250,2,0,0,100,5464,200
381,210,2,0,0,100,385,250,4,0,0,100,5500,200
381,208,2,0,0,100,385,248,3,0,0,100,5536,200
381,206,2,0,0,100,385,248,4,0,0,100,5571,200
381,204,2,0,0,100,385,248,4,0,0,100,5607,200
381,202,2,0,0,100,385,248,4,0,0,100,5643,200
381,200,2,0,0,100,385,248,4,0,0,100,5679,200
381,198,2,0,0,100,385,248,4,0,0,100,5714,200
381,196,2,0,0,100,385,246,3,0,0,100,5750,200
381,194,2,0,0,100,385,244,3,0,0,100,5786,200
381,192,2,0,0,100,385,242,3,0,0,100,5821,200
381,190,2,0,0,100,385,240,3,0,0,100,5857,200
381,188,2,0,0,100,385,238,3,0,0,100,5893,200
381,186,2,0,0,100,385,236,3,0,0,100,5929,200
381,184,2,0,0,100,385,234,3,0,0,100,5964,200
381,182,2,0,0,100,385,232,3,0,0,100,6000,200
381,180,2,0,0,100,385,230,3,0,0,100,6036,200
381,178,2,0,0,100,385,228,3,0,0,100,6071,200
381,176,2,0,0,100,385,226,3,0,0,100,6107,200
381,174,2,0,0,100,385,224,3,0,0,100,6143,200
381,172,2,0,0,100,385,222,3,0,0,100,6179,200
381,170,2,0,0,100,385,220,3,0,0,100,6214,200
381,168,2,0,0,100,385,218,3,0,0,100,6250,200
381,166,2,0,0,100,385,216,3,0,0,100,6286,200
381,164,2,0,0,100,385,214,3,0,0,100,6321,200
381,162,2,0,0,100,385,212,3,0,0,100,6357,200
381,160,2,0,0,100,385,210,3,0,0,100,6393,200
381,158,2,0,0,100,385,208,3,0,0,100,6429,200
381,156,2,0,0,100,385,206,3,0,0,100,6464,200
381,154,2,0,0,100,385,204,3,0,0,100,6500,200
381,152,2,0,0,100,385,202,3,0,0,100,6536,200
381,150,2,0,0,100,385,200,3,0,0,100,6571,200
381,148,2,0,0,100,385,198,3,0,0,100,6607,200
381,146,2,0,0,100,385,196,3,0,0,100,6643,200
381,144,2,0,0,100,385,194,3,0,0,100,6679,200
381,142,2,0,0,100,385,192,3,0,0,100,6714,200
381,140,2,0,0,100,385,190,3,0,0,100,6750,200
381,138,2,0,0,100,385,188,3,0,0,100,6786,200
381,138,2,0,0,100,385,188,4,0,0,100,6821,200
381,136,2,0,0,100,385,186,3,0,0,100,6857,200
381,134,2,0,0,100,385,184,3,0,0,100,6893,200
381,132,2,0,0,100,385,182,3,0,0,100,6929,200
381,130,2,0,0,100,385,180,3,0,0,100,6964,200
381,132,2,0,0,100,385,182,2,0,0,100,7000,200
381,130,2,0,0,100,385,180,3,0,0,100,7036,200
381,128,2,0,0,100,385,178,3,0,0,100,7071,200
381,130,2,0,0,100,385,180,2,0,0,100,7107,200
381,128,2,0,0,100,385,178,3,0,0,100,7143,200
381,126,2,0,0,100,385,176,3,0,0,100,7179,200
381,124,2,0,0,100,385,174,3,0,0,100,7214,200
381,122,2,0,0,100,385,172,3,0,0,100,7250,200
381,120,2,0,0,100,385,170,3,0,0,100,7286,200
379,120,2,0,0,100,383,170,0,0,0,100,7321,200
379,118,2,0,0,100,383,168,3,0,0,100,7357,200
379,116,2,0,0,100,383,166,3,0,0,100,7393,200
379,114,2,0,0,100,383,164,3,0,0,100,7429,200
379,112,2,0,0,100,383,162,3,0,0,100,7464,200
379,110,2,0,0,100,383,160,3,0,0,100,7500,200
379,108,2,0,0,100,383,158,3,0,0,100,7536,200
379,110,2,0,0,100,383,160,2,0,0,100,7571,200
379,108,2,0,0,100,383,158,3,0,0,100,7607,200
379,106,2,0,0,100,383,156,3,0,0,100,7643,200
377,106,2,0,0,100,381,156,0,0,0,100,7679,200
377,104,2,0,0,100,381,154,3,0,0,100,7714,200
377,102,2,0,0,100,381,152,3,0,0,100,7750,200
375,102,2,0,0,100,379,152,0,0,0,100,7786,200
375,100,2,0,0,100,379,150,3,0,0,100,7821,200
375,98,2,0,0,100,379,148,3,0,0,100,7857,200
375,96,2,0,0,100,379,146,3,0,0,100,7893,200
375,94,2,0,0,100,379,144,3,0,0,100,7929,200
375,92,2,0,0,100,379,142,3,0,0,100,7964,200
375,90,2,0,0,100,379,140,3,0,0,100,8000,200
375,88,2,0,0,100,379,138,3,0,0,100,8036,200
375,86,2,0,0,100,379,136,3,0,0,100,8071,200
375,84,2,0,0,100,379,134,3,0,0,100,8107,200
375,82,2,0,0,100,379,132,3,0,0,100,8143,200
375,80,2,0,0,100,379,130,3,0,0,100,8179,200
375,78,2,0,0,100,379,128,3,0,0,100,8214,200
375,76,2,0,0,100,379,126,3,0,0,100,8250,200
375,74,2,0,0,100,379,124,3,0,0,100,8286,200
375,72,2,0,0,100,379,122,3,0,0,100,8321,200
375,70,2,0,0,100,379,120,3,0,0,100,8357,200
375,68,2,0,0,100,379,118,3,0,0,100,8393,200
375,66,2,0,0,100,379,116,3,0,0,100,8429,200
375,64,2,0,0,100,379,114,3,0,0,100,8464,200
373,64,2,0,0,100,377,114,0,0,0,100,8500,200
373,62,2,0,0,100,377,112,3,0,0,100,8536,200
373,60,2,0,0,100,377,110,3,0,0,100,8571,200
373,58,2,0,0,100,377,108,3,0,0,100,8607,200
373,56,2,0,0,100,377,106,3,0,0,100,8643,200
373,54,2,0,0,100,377,104,3,0,0,100,8679,200
373,52,2,0,0,100,377,102,3,0,0,100,8714,200
373,50,2,0,0,100,377,100,3,0,0,100,8750,200
375,50,2,0,0,100,379,100,1,0,0,100,8786,200
375,48,2,0,0,100,379,98,3,0,0,100,8821,200
375,46,2,0,0,100,379,96,3,0,0,100,8857,200
373,46,2,0,0,100,377,96,0,0,0,100,8893,200
373,44,2,0,0,100,377,94,3,0,0,100,8929,200
373,42,2,0,0,100,377,92,3,0,0,100,8964,200
373,40,2,0,0,100,377,90,3,0,0,100,9000,200
373,38,2,0,0,100,377,88,3,0,0,100,9034,200
373,36,2,0,0,100,377,86,3,0,0,100,9069,200
373,34,2,0,0,100,377,84,3,0,0,100,9103,200
373,32,2,0,0,100,377,82,3,0,0,100,9138,200
373,30,2,0,0,100,377,80,3,0,0,100,9172,200
373,28,2,0,0,100,377,78,3,0,0,100,9207,200
373,26,2,0,0,100,377,76,3,0,0,100,9241,200
373,24,2,0,0,100,377,74,3,0,0,100,9276,200
373,22,2,0,0,100,377,72,3,0,0,100,9310,200
373,20,2,0,0,100,377,70,3,0,0,100,9345,200
373,18,2,0,0,100,377,68,3,0,0,100,9379,200
373,16,2,0,0,100,377,66,3,0,0,100,9414,200
373,14,2,0,0,100,377,64,3,0,0,100,9448,200
373,14,2,0,0,100,377,64,4,0,0,100,9483,200
373,12,2,0,0,100,377,62,3,0,0,100,9517,200
373,10,2,0,0,100,377,60,3,0,0,100,9552,200
373,10,2,0,0,100,377,60,4,0,0,100,9586,200
373,8,2,0,0,100,377,58,3,0,0,100,9621,200
373,6,2,0,0,100,377,56,3,0,0,100,9655,200
373,6,4,0,0,100,375,56,0,0,0,100,9690,200
373,6,4,0,0,100,375,54,3,0,0,100,9724,200
373,6,4,0,0,100,375,52,3,0,0,100,9759,200
373,6,4,0,0,100,375,50,3,0,0,100,9793,200
373,6,4,0,0,100,375,52,2,0,0,100,9828,200
373,8,3,0,0,100,375,50,3,0,0,100,9862,200
373,10,3,0,0,100,375,50,4,0,0,100,9897,200
373,12,3,0,0,100,375,50,4,0,0,100,9931,200
373,14,3,0,0,100,375,50,4,0,0,100,9966,200
373,16,3,0,0,100,375,50,4,0,0,100,10000,200
373,18,3,0,0,100,375,50,4,0,0,100,10036,200
373,20,3,0,0,100,375,50,4,0,0,100,10071,200
373,22,3,0,0,100,375,50,4,0,0,100,10107,200
373,24,3,0,0,100,375,50,4,0,0,100,10143,200
373,26,3,0,0,100,375,50,4,0,0,100,10179,200
373,28,3,0,0,100,375,50,4,0,0,100,10214,200
371,28,0,0,0,100,375,50,4,0,0,100,10250,200
369,28,0,0,0,100,375,50,4,0,0,100,10286,200
367,28,0,0,0,100,375,50,4,0,0,100,10321,200
365,28,0,0,0,100,375,50,4,0,0,100,10357,200
363,28,0,0,0,100,375,48,3,0,0,100,10393,200
361,28,0,0,0,100,375,48,4,0,0,100,10429,200
359,28,0,0,0,100,377,48,1,0,0,100,10464,200
357,28,0,0,0,100,377,48,4,0,0,100,10500,200
355,28,0,0,0,100,377,48,4,0,0,100,10536,200
353,28,0,0,0,100,377,48,4,0,0,100,10571,200
351,28,0,0,0,100,377,48,4,0,0,100,10607,200
349,28,0,0,0,100,377,48,4,0,0,100,10643,200
347,28,0,0,0,100,377,48,4,0,0,100,10679,200
345,28,0,0,0,100,377,48,4,0,0,100,10714,200
343,28,0,0,0,100,377,48,4,0,0,100,10750,200
341,28,0,0,0,100,377,48,4,0,0,100,10786,200
339,28,0,0,0,100,377,48,4,0,0,100,10821,200
337,28,0,0,0,100,377,48,4,0,0,100,10857,200
335,28,0,0,0,100,377,48,4,0,0,100,10893,200
333,28,0,0,0,100,377,48,4,0,0,100,10929,200
331,28,0,0,0,100,377,48,4,0,0,100,10964,200
329,28,0,0,0,100,375,48,0,0,0,100,11000,200
327,28,0,0,0,100,373,48,0,0,0,100,11036,200
325,28,0,0,0,100,371,48,0,0,0,100,11071,200
323,28,0,0,0,100,369,48,0,0,0,100,11107,200
321,28,0,0,0,100,367,48,0,0,0,100,11143,200
319,28,0,0,0,100,365,48,0,0,0,100,11179,200
317,28,0,0,0,100,363,48,0,0,0,100,11214,200
315,28,0,0,0,100,361,48,0,0,0,100,11250,200
313,28,0,0,0,100,359,48,0,0,0,100,11286,200
311,28,0,0,0,100,357,48,0,0,0,100,11321,200
309,28,0,0,0,100,355,48,0,0,0,100,11357,200
307,28,0,0,0,100,353,48,0,0,0,100,11393,200
305,28,0,0,0,100,351,48,0,0,0,100,11429,200
303,28,0,0,0,100,349,48,0,0,0,100,11464,200
301,28,0,0,0,100,347,48,0,0,0,100,11500,200
299,28,0,0,0,100,345,48,0,0,0,100,11536,200
301,28,0,0,0,100,347,48,1,0,0,100,11571,200
299,28,0,0,0,100,345,48,0,0,0,100,11607,200
297,28,0,0,0,100,343,48,0,0,0,100,11643,200
295,28,0,0,0,100,341,48,0,0,0,100,11679,200
293,28,0,0,0,100,339,48,0,0,0,100,11714,200
291,28,0,0,0,100,337,48,0,0,0,100,11750,200
289,28,0,0,0,100,335,48,0,0,0,100,11786,200
287,28,0,0,0,100,333,48,0,0,0,100,11821,200
285,28,0,0,0,100,331,48,0,0,0,100,11857,200
