P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,25.0,47.67598976424087,54.20332093147061,66.0,76.55716818169282,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,524.7418412896002,523.9284302268775,6036
2.0,25.298221281347036,48.662100242385755,53.600373133029585,67.0,76.96752561957543,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,525.5558961709021,523.9284302268775,6071
3.0,25.632011235952593,49.64876634922564,53.009433122794285,68.0,77.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,526.3705918837031,523.9284302268775,6107
4.0,26.0,50.635955604688654,52.43090691567332,69.0,76.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,527.185925457044,523.9284302268775,6143
5.0,26.40075756488817,51.62363799656123,51.86520991955976,70.0,75.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,528.0018939359971,523.9284302268775,6179
6.0,26.832815729997478,51.31276644267,52.61178575186362,71.0,74.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,528.818494381579,523.9284302268775,6214
7.0,27.294688127912362,50.774009099144415,53.600373133029585,72.0,73.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,529.6357238706619,523.9284302268775,6250
8.0,27.784887978899608,50.24937810560445,54.589376255824725,72.0,73.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,530.4535794958877,523.9284302268775,6286
9.0,28.30194339616981,49.73932046178355,55.57877292636101,71.0,74.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,531.2720583655798,523.9284302268775,6321
10.0,28.844410203711913,49.24428900898052,56.568542494923804,70.0,75.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,532.0911576036573,523.9284302268775,6357
11.0,29.410882339705484,48.76474136094644,57.55866572463264,69.0,76.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,532.9108743495483,523.9284302268775,6393
12.0,30.0,48.30113870293329,58.54912467321779,68.0,77.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,533.7312057581045,523.9284302268775,6429
13.0,30.610455730027933,47.853944456021594,59.53990258641679,67.0,78.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,534.5521489995153,523.9284302268775,6464
14.0,31.240998703626616,47.4236228055175,60.530983801686226,66.0,79.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,535.3737012592233,523.9284302268775,6500
15.0,31.89043743820395,47.01063709417264,61.5223536610881,65.0,80.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,536.1958597378388,523.9284302268775,6536
16.0,32.55764119219941,46.61544808322666,62.51399843235114,64.0,81.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,537.0186216510559,523.9284302268775,6571
17.0,33.24154027718932,46.238512086787566,63.0,63.50590523722971,82.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,537.841984229569,523.9284302268775,6607
18.0,33.94112549695428,45.880278987817846,62.0,64.4980619863884,83.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,538.6659447189882,523.9284302268775,6643
19.0,34.655446902326915,45.5411901469428,61.0,65.49045732013177,84.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,539.4905003797564,523.9284302268775,6679
20.0,35.38361202590826,45.221676218380054,60.0,66.48308055437865,85.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,540.3156484870673,523.9284302268775,6714
21.0,36.124783736376884,44.9221548904324,59.0,67.47592163134935,86.0,24.73863375370596,46.69047011971501,54.817880294662984,65.0,76.0,541.1413863307814,523.9284302268775,6750
