P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,13.0,62.76941930590086,84.8528137423857,87.20665112249179,101.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,437.75107081536646,437.64026322997296,6571
2.0,13.0,63.15853069855251,85.56284240252891,87.96590248499699,102.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,437.86413417862855,437.64026322997296,6607
3.0,13.0,63.56099432828282,86.27861844049197,88.72992730753249,103.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,437.9794515727878,437.64026322997296,6643
4.0,13.0,63.97655820689325,87.0,89.49860334105779,104.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.09702121790326,437.64026322997296,6679
5.0,13.0,64.40496875241847,87.72684879784524,90.27181176868004,105.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.2168413011987,437.64026322997296,6714
6.0,13.0,64.8459713474939,88.45903006477066,91.0494371207203,106.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.33890997720016,437.64026322997296,6750
7.0,13.0,65.29931086925804,89.19641248391103,91.8313671900838,107.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.46322536787505,437.64026322997296,6786
8.0,13.0,65.76473218982953,89.9388681271896,92.61749294814668,108.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.5897855627739,437.64026322997296,6821
9.0,13.0,66.24198064671678,90.68627239003708,93.40770846134703,109.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.71858861917394,437.64026322997296,6857
10.0,13.0,66.73080248281148,91.43850392476902,94.2019108086455,110.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.8496325622251,437.64026322997296,6893
11.0,13.0,67.23094525588644,92.19544457292888,95.0,111.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,438.9829153850979,437.64026322997296,6929
12.0,13.0,67.7421582177598,92.9569792968769,95.80187889597991,112.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.11843504913344,437.64026322997296,6964
13.0,13.0,68.26419266350405,93.72299611087985,96.60745312862771,113.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.2561894839958,437.64026322997296,7000
14.0,13.0,68.79680225126747,94.49338601193207,97.41663102366043,114.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.39617658782606,437.64026322997296,7036
15.0,13.0,69.33974329343886,95.26804291051643,98.22932352408826,115.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.5383942273985,437.64026322997296,7071
16.0,13.0,69.8927750200262,96.04686356149273,99.04544411531506,116.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.682840238279,437.64026322997296,7107
17.0,13.0,70.45565981523414,96.82974749528164,99.86490875177326,117.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.82951242498496,437.64026322997296,7143
18.0,13.0,71.02816342831905,97.6165969494942,100.68763578513501,118.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,439.9784085611475,437.64026322997296,7179
19.0,13.0,71.61005515987263,98.40731680114035,101.51354589413178,119.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,440.12952638967545,437.64026322997296,7214
20.0,13.0,72.20110802473879,99.20181449953424,102.34256201600583,120.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,440.2828636229214,437.64026322997296,7250
21.0,13.0,72.80109889280519,100.0,103.1746092796091,121.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,440.4384179428493,437.64026322997296,7286
22.0,13.0,73.40980860893181,100.80178569846865,104.0096149401583,122.0,13.0,62.39390995922599,84.1486779456457,86.45229898620394,100.0,440.5961870012041,437.64026322997296,7321
