P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,114.84337159801605,149.08386901338454,213.67732682715777,223.22186272854188,239.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,776.1237014806338,776.2686390676877,5929
2.0,114.56002793295748,150.08331019803634,213.43148783626094,224.19857269840057,240.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.9800255161211,776.2686390676877,5964
3.0,114.28473213863697,151.08275877809487,213.19005605327843,225.1754871206011,241.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.8376118750624,776.2686390676877,6000
4.0,114.0175425099138,152.08221460775746,212.9530464679949,226.15260334561705,242.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.6964612527248,776.2686390676877,6036
5.0,113.75851616472501,153.08167754502824,212.72047386182646,227.1299187689724,243.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.5565743387132,776.2686390676877,6071
6.0,113.50770898930169,154.0811474515945,212.49235280357738,228.1074308302998,244.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.417951816954,776.2686390676877,6107
7.0,113.26517558367179,155.08062419270823,212.26869764522513,229.08513701242165,245.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.2805943656787,776.2686390676877,6143
8.0,113.03096920755833,156.08010763707205,212.04952251773642,230.0630348404541,246.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.1445026574078,776.2686390676877,6179
9.0,112.80514172678478,157.07959765672945,211.83484132691675,231.0411218809327,247.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,775.0096773589347,776.2686390676877,6214
10.0,112.58774356030055,158.07909412695912,211.62466774929618,232.01939574095957,248.0,115.13470371699404,148.08443537387717,213.92755783208483,222.24535990656813,238.0,774.8761191313099,776.2686390676877,6250
