P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,9.0,27.0,42.0,54.147945482723536,67.23094525588644,8.0,27.0,42.0,54.230987451824994,66.37017402418047,368.7411015875502,367.78934187928826,0,4,200,10259
2.0,10.0,27.0,42.0,54.08326913195984,68.00735254367721,8.0,27.0,42.0,54.230987451824994,66.37017402418047,369.69311597594026,367.78934187928826,0,4,200,10296
3.0,11.0,27.0,42.0,54.037024344425184,67.72001181334805,8.0,27.0,42.0,54.230987451824994,66.37017402418047,370.6453830819966,367.78934187928826,0,4,200,10333
4.0,12.0,27.0,42.0,54.00925846556311,67.446274915669,8.0,27.0,42.0,54.230987451824994,66.37017402418047,371.5979009628553,367.78934187928826,0,4,200,10370
5.0,13.0,27.0,42.0,54.0,67.1863081289633,8.0,27.0,42.0,54.230987451824994,66.37017402418047,372.550667695013,367.78934187928826,0,4,200,10407
6.0,14.0,27.0,42.0,54.0,66.94027188471824,8.0,27.0,42.0,54.230987451824994,66.37017402418047,373.503681374093,367.78934187928826,0,4,200,10444
7.0,15.0,27.0,42.0,54.0,66.70832032063167,8.0,27.0,42.0,54.230987451824994,66.37017402418047,374.4569401146145,367.78934187928826,0,4,200,10481
8.0,16.0,27.0,42.0,54.0,66.49060083951716,8.0,27.0,42.0,54.230987451824994,66.37017402418047,375.41044204976504,367.78934187928826,0,4,200,10519
9.0,17.0,27.0,42.0,54.0,66.2872536767062,8.0,27.0,42.0,54.230987451824994,66.37017402418047,376.36418533117626,367.78934187928826,0,4,200,10556
10.0,18.0,27.0,42.0,54.0,66.09841147864296,8.0,27.0,42.0,54.230987451824994,66.37017402418047,377.3181681287028,367.78934187928826,0,4,200,10593
11.0,19.0,27.0,42.0,54.0,65.92419889539804,8.0,27.0,42.0,54.230987451824994,66.37017402418047,378.27238863020386,367.78934187928826,0,4,200,10630
12.0,20.0,27.0,42.0,54.0,65.76473218982953,8.0,27.0,42.0,54.230987451824994,66.37017402418047,379.2268450413288,367.78934187928826,0,4,200,10667
13.0,21.0,27.0,42.0,54.0,65.62011886609167,8.0,27.0,42.0,54.230987451824994,66.37017402418047,380.1815355853043,367.78934187928826,0,4,200,10704
14.0,22.0,27.0,42.0,54.0,65.49045732013177,8.0,27.0,42.0,54.230987451824994,66.37017402418047,381.13645850272576,367.78934187928826,0,4,200,10741
15.0,23.0,27.0,42.0,54.0,65.37583651472461,8.0,27.0,42.0,54.230987451824994,66.37017402418047,382.09161205135086,367.78934187928826,0,4,200,10778
16.0,24.0,27.0,42.0,54.0,65.27633568147036,8.0,27.0,42.0,54.230987451824994,66.37017402418047,383.0469945058961,367.78934187928826,0,4,200,10815
17.0,25.0,27.0,42.0,54.0,65.19202405202648,8.0,27.0,42.0,54.230987451824994,66.37017402418047,384.0026041578364,367.78934187928826,0,4,200,10852
18.0,26.0,27.0,42.0,54.0,65.12296062065974,8.0,27.0,42.0,54.230987451824994,66.37017402418047,384.9584393152071,367.78934187928826,0,4,200,10889
19.0,27.0,27.0,42.0,54.0,65.06919393998976,8.0,27.0,42.0,54.230987451824994,66.37017402418047,385.91449830240896,367.78934187928826,0,4,200,10926
20.0,27.0,28.0,42.0,54.0,65.03076195155643,8.0,27.0,42.0,54.230987451824994,66.37017402418047,386.87077946001557,367.78934187928826,0,4,200,10963
21.0,27.0,29.0,42.0,54.0,65.00769185258002,8.0,27.0,42.0,54.230987451824994,66.37017402418047,387.82728114458376,367.78934187928826,0,4,200,11000
22.0,27.0,30.0,42.0,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,388.7840017284662,367.78934187928826,0,4,200,11037
23.0,27.0,31.0,42.0,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,389.74093959962687,367.78934187928826,0,4,200,11074
24.0,27.0,32.0,42.0,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,390.69809316145887,367.78934187928826,0,4,200,11111
25.0,27.0,33.0,42.01190307520001,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,391.6554608326048,367.78934187928826,0,4,200,11148
26.0,27.0,34.0,42.04759208325728,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,392.6130410467793,367.78934187928826,0,4,200,11185
27.0,27.0,35.0,42.1070065428546,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,393.57083225259464,367.78934187928826,0,4,200,11222
28.0,27.0,36.0,42.190046219457976,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,394.528832913388,367.78934187928826,0,4,200,11259
29.0,27.0,37.0,42.2965719651132,54.0,65.0,8.0,27.0,42.0,54.230987451824994,66.37017402418047,395.4870415070512,367.78934187928826,0,4,200,11296
