P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,16.0,16.0,51.15662224971465,53.665631459994955,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,266.31184727683444,267.25456029785533,1,4,200,6571
2.0,16.0,17.0,52.15361924162119,54.120236510939236,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,265.3695536417092,267.25456029785533,1,4,200,6607
3.0,16.0,18.0,53.150729063673246,54.589376255824725,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,264.42768387595123,267.25456029785533,1,4,200,6643
4.0,16.0,19.0,54.147945482723536,55.072679252057455,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,263.48624252510797,267.25456029785533,1,4,200,6679
5.0,16.0,20.0,55.14526271584895,55.569775957799216,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,262.54523419784255,267.25456029785533,1,4,200,6714
6.0,16.0,21.0,56.08029957123981,56.142675390472796,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,261.6046635669938,267.25456029785533,1,4,200,6750
7.0,16.0,22.0,56.60388679233962,57.14017850864661,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,260.66453537065604,267.25456029785533,1,4,200,6786
8.0,16.0,23.0,57.14017850864661,58.137767414994535,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,259.724854413281,267.25456029785533,1,4,200,6821
9.0,16.0,24.0,57.688820407423826,59.135437767890075,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,258.7856255668,267.25456029785533,1,4,200,6857
10.0,16.0,25.0,58.249463516842795,60.13318551349163,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,257.84685377176896,267.25456029785533,1,4,200,6893
11.0,16.0,26.0,58.82176467941097,61.1310068623117,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,256.90854403853524,267.25456029785533,1,4,200,6929
12.0,16.0,27.0,59.405386961116584,62.12889826803627,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,255.9707014484275,267.25456029785533,1,4,200,6964
13.0,16.0,28.0,60.0,63.12685640834652,105.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,255.03333115496883,267.25456029785533,1,4,200,7000
14.0,16.0,29.0,60.60528029800704,64.1248781675256,105.00476179678711,15.0,16.0,50.15974481593781,53.225933528685054,105.0,254.09643838511394,267.25456029785533,1,4,200,7036
15.0,16.0,30.0,61.220911460055866,65.12296062065974,105.01904589168576,15.0,16.0,50.15974481593781,53.225933528685054,105.0,253.16002844051033,267.25456029785533,1,4,200,7071
16.0,16.0,31.0,61.84658438426491,66.12110101926616,105.04284840006957,15.0,16.0,50.15974481593781,53.225933528685054,105.0,252.22410669878485,267.25456029785533,1,4,200,7107
17.0,16.0,32.0,62.48199740725323,67.11929677819934,105.07616285342742,15.0,16.0,50.15974481593781,53.225933528685054,105.0,251.28867861485523,267.25456029785533,1,4,200,7143
18.0,16.0,33.0,63.12685640834652,68.11754546370561,105.11898020814318,15.0,16.0,50.15974481593781,53.225933528685054,105.0,250.353749722268,267.25456029785533,1,4,200,7179
19.0,16.0,34.0,63.7808748764079,69.1158447825099,105.17128885774862,15.0,16.0,50.15974481593781,53.225933528685054,105.0,249.41932563456265,267.25456029785533,1,4,200,7214
20.0,16.0,35.0,64.4437739428721,70.11419257183242,104.38869670610895,15.0,16.0,50.15974481593781,53.225933528685054,105.0,248.4854120466632,267.25456029785533,1,4,200,7250
21.0,16.0,36.0,65.11528238439882,71.11258679024411,103.39245620450265,15.0,16.0,50.15974481593781,53.225933528685054,105.0,247.5520147362974,267.25456029785533,1,4,200,7286
22.0,16.0,37.0,65.79513659838392,72.11102550927978,102.39628899525607,15.0,16.0,50.15974481593781,53.225933528685054,105.0,246.6191395654441,267.25456029785533,1,4,200,7321
23.0,16.0,38.0,66.48308055437865,73.10950690573696,101.40019723846694,15.0,16.0,50.15974481593781,53.225933528685054,105.0,245.68679248181007,267.25456029785533,1,4,200,7357
24.0,16.0,39.0,67.17886572427373,74.10802925459562,100.40418317978589,15.0,16.0,50.15974481593781,53.225933528685054,105.0,244.7549795203358,267.25456029785533,1,4,200,7393
25.0,16.0,40.0,67.88225099390856,75.1065909225016,99.40824915468535,15.0,16.0,50.15974481593781,53.225933528685054,105.0,243.82370680473218,267.25456029785533,1,4,200,7429
26.0,16.0312195418814,41.0,68.59300255857006,76.10519036176179,98.41239759298622,15.0,16.0,50.15974481593781,53.225933528685054,105.0,242.89298054904756,267.25456029785533,1,4,200,7464
27.0,16.1245154965971,42.0,69.31089380465383,77.10382610480494,97.41663102366043,15.0,16.0,50.15974481593781,53.225933528685054,105.0,241.96280705926685,267.25456029785533,1,4,200,7500
28.0,16.278820596099706,43.0,70.03570517957252,78.10249675906654,96.42095207992918,15.0,16.0,50.15974481593781,53.225933528685054,105.0,241.03319273494262,267.25456029785533,1,4,200,7536
29.0,16.492422502470642,44.0,70.76722405181653,79.1012010022604,95.42536350467836,15.0,16.0,50.15974481593781,53.225933528685054,105.0,240.10414407085938,267.25456029785533,1,4,200,7571
30.0,16.76305461424021,45.0,71.50524456289902,80.09993757800315,94.42986815621421,15.0,16.0,50.15974481593781,53.225933528685054,105.0,239.17566765873153,267.25456029785533,1,4,200,7607
31.0,17.08800749063506,46.0,72.24956747275377,81.09870529176159,93.43446901438462,15.0,16.0,50.15974481593781,53.225933528685054,105.0,238.24777018893587,267.25456029785533,1,4,200,7643
32.0,17.46424919657298,47.0,73.0,82.09750300709517,92.43916918709297,15.0,16.0,50.15974481593781,53.225933528685054,105.0,237.32045845227924,267.25456029785533,1,4,200,7679
33.0,17.88854381999832,48.0,73.7563556583431,83.09632964216891,91.44397191723465,15.0,16.0,50.15974481593781,53.225933528685054,105.0,236.39373934180236,267.25456029785533,1,4,200,7714
34.0,18.35755975068582,49.0,74.51845409024533,84.09518416651456,90.44888059008801,15.0,16.0,50.15974481593781,53.225933528685054,105.0,235.46761985462035,267.25456029785533,1,4,200,7750
35.0,18.867962264113206,50.0,75.28612089887484,85.09406559801923,89.45389874119518,15.0,16.0,50.15974481593781,53.225933528685054,105.0,234.54210709380095,267.25456029785533,1,4,200,7786
36.0,19.4164878389476,51.0,76.05918747922567,86.09297300012354,88.45903006477066,15.0,16.0,50.15974481593781,53.225933528685054,105.0,233.6172082702813,267.25456029785533,1,4,200,7821
37.0,20.0,52.0,76.83749084919418,87.09190547921202,87.46427842267951,15.0,16.0,50.15974481593781,53.225933528685054,105.0,232.69293070482394,267.25456029785533,1,4,200,7857
38.0,20.615528128088304,53.0,77.62087348130012,86.46964785403026,88.09086218218096,15.0,16.0,50.15974481593781,53.225933528685054,105.0,231.769281830013,267.25456029785533,1,4,200,7893
39.0,21.2602916254693,54.0,78.40918313565064,85.47514258543241,89.08984229416954,15.0,16.0,50.15974481593781,53.225933528685054,105.0,230.8462691922917,267.25456029785533,1,4,200,7929
40.0,21.93171219946131,55.0,79.20227269466452,84.48076704197234,90.08884503644167,15.0,16.0,50.15974481593781,53.225933528685054,105.0,229.92390045404153,267.25456029785533,1,4,200,7964
41.0,22.627416997969522,56.0,80.0,83.48652585896721,91.08786966440702,15.0,16.0,50.15974481593781,53.225933528685054,105.0,229.00218339570478,267.25456029785533,1,4,200,8000
42.0,23.345235059857504,57.0,80.80222769206304,82.49242389456137,92.0869154657707,15.0,16.0,50.15974481593781,53.225933528685054,105.0,228.08112591795052,267.25456029785533,1,4,200,8036
43.0,24.08318915758459,58.0,81.49846624323675,81.60882305241266,93.08598175880189,15.0,16.0,50.15974481593781,53.225933528685054,105.0,227.1607360438859,267.25456029785533,1,4,200,8071
44.0,24.839484696748443,59.0,80.50465825031493,82.41965784932621,94.08506789071261,15.0,16.0,50.15974481593781,53.225933528685054,105.0,226.24102192131292,267.25456029785533,1,4,200,8107
45.0,25.612496949731394,60.0,79.51100552753688,83.23460818673925,95.08417323613851,15.0,16.0,50.15974481593781,53.225933528685054,105.0,225.32199182503248,267.25456029785533,1,4,200,8143
46.0,26.40075756488817,61.0,78.5175139698144,84.0535543567314,96.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,224.4036541591959,267.25456029785533,1,4,200,8179
47.0,27.202941017470888,62.0,77.52418977325722,84.87638069569178,95.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,223.48601745970598,267.25456029785533,1,4,200,8214
48.0,28.0178514522438,63.0,76.53103945458993,85.70297544426332,94.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,222.5690903966676,267.25456029785533,1,4,200,8250
49.0,28.844410203711913,64.0,75.53806987208503,86.53323061113575,93.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,221.65288177689007,267.25456029785533,1,4,200,8286
50.0,29.68164415931166,65.0,74.54528824815154,87.36704184073076,92.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,220.73740054644117,267.25456029785533,1,4,200,8321
50.0,29.68164415931166,65.0,74.54528824815154,87.36704184073076,92.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,220.73740054644117,267.25456029785533,1,4,200,8357
50.0,29.68164415931166,65.0,74.54528824815154,87.36704184073076,92.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,220.73740054644117,267.25456029785533,1,4,200,8393
50.0,29.68164415931166,65.0,74.54528824815154,87.36704184073076,92.0,15.0,16.0,50.15974481593781,53.225933528685054,105.0,220.73740054644117,267.25456029785533,1,4,200,8429
