P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,72.20110802473879,88.95504482602435,115.44695751729449,178.0,188.8279640307547,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,342.0014619851792,341.45863585506225,14654
2.0,73.06161783043132,89.31965069345043,116.41735265844177,178.0,189.30662957223657,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,342.54634722910123,341.45863585506225,14692
3.0,73.92563831310488,89.69392398596462,117.38824472663352,178.0,189.7893569197177,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,343.09328177625395,341.45863585506225,14731
4.0,74.79304780526061,90.07774419910837,118.35962149314267,178.0,190.2761151589973,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,343.64225584174017,341.45863585506225,14769
5.0,75.66372975210778,90.47098982546837,119.33147112141039,178.0,190.76687343456672,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,344.19325966671687,341.45863585506225,14808
6.0,76.53757247260981,90.87353850269065,120.30378215168466,178.0,191.26160095534075,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,344.74628351876396,341.45863585506225,14846
7.0,77.41446893184762,91.28526715741155,121.27654348636426,178.0,191.7602670002313,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,345.30131769224397,341.45863585506225,14885
8.0,78.29431652425353,91.706052144883,122.24974437601087,178.0,192.26284092356485,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,345.85835250865347,341.45863585506225,14923
9.0,79.17701686727027,92.13576938409967,123.2233744059949,178.0,192.76929216034384,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,346.41737831696605,341.45863585506225,14962
10.0,80.06247560499239,92.57429448826494,124.19742348374221,178.0,193.27959023135372,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,346.97838549396704,341.45863585506225,15000
11.0,80.95060222135473,93.02150289046077,125.1718818265508,178.0,193.7937047481161,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,347.5413644445795,341.45863585506225,15036
12.0,81.8413098624405,93.47726996441435,126.14673994994877,178.0,194.31160541768986,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,348.1063056021824,341.45863585506225,15071
13.0,82.73451516749222,93.94147114027967,127.12198865656563,178.0,194.26270872197782,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,348.67319942892084,341.45863585506225,15107
14.0,83.6301381082203,94.41398201537736,128.09761902549164,178.0,193.5071058126807,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,349.24203641600764,341.45863585506225,15143
15.0,84.52810183601665,94.89467845985885,129.07362240210043,178.0,192.753728887407,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,349.81280708401744,341.45863585506225,15179
16.0,85.42833253669417,95.38343671728336,130.04999038831184,178.0,192.00260414900626,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,350.3855019831728,341.45863585506225,15214
17.0,86.33075929238663,95.88013350011565,131.0267148332736,178.0,191.25375813301028,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,350.96011169362254,341.45863585506225,15250
18.0,87.23531395025755,96.38464608017192,132.00378782444085,178.0,190.50721771103582,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,351.5366268257121,341.45863585506225,15286
19.0,88.14193099768123,96.89685237405806,132.9812016790343,178.0,189.76301009416983,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,352.115038020247,341.45863585506225,15321
20.0,89.05054744357274,97.41663102366043,133.9589489358587,178.0,189.02116283633427,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,352.6953359487477,341.45863585506225,15357
21.0,89.96110270555825,97.94386147176351,134.937022347464,178.0,188.2817038376273,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,353.27751131369797,341.45863585506225,15393
22.0,90.87353850269065,98.47842403288143,135.9154148726332,178.0,187.5446613476374,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,353.86155484878543,341.45863585506225,15429
23.0,91.7877987534291,99.02019995940222,136.8941196691808,178.0,186.81006396872735,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,354.44745731913497,341.45863585506225,15464
24.0,92.70382947861431,99.56907150315303,137.87313008704777,178.0,186.07794065928394,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,355.0352095215346,341.45863585506225,15500
25.0,93.62157870918435,100.12492197250393,138.85243966167826,178.0,185.34832073693033,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,355.62480228465506,341.45863585506225,15536
26.0,94.54099639838793,100.68763578513501,139.83204210766573,178.0,184.6212338816963,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,356.21622646926124,341.45863585506225,15571
27.0,95.46203433826454,101.25709851659784,140.81193131265547,178.0,183.89671013914307,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,356.8094729684177,341.45863585506225,15607
28.0,96.38464608017192,101.83319694480774,141.79210133149166,178.0,183.17477992343814,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,357.4045327076868,341.45863585506225,15643
29.0,97.30878685915265,102.41581909060729,142.772546380598,178.0,182.45547402037573,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,358.00139664532037,341.45863585506225,15679
30.0,98.2344135219425,103.00485425454472,143.75326083258076,178.0,181.738823590338,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,358.6000557724441,341.45863585506225,15714
31.0,99.16148445843275,103.60019305001319,144.734239211045,178.0,181.02486017119307,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,359.2005011132362,341.45863585506225,15750
32.0,100.08995953640904,104.20172743289815,145.71547618561317,178.0,180.31361568112376,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,359.8027237250991,341.45863585506225,15786
33.0,101.01980003939822,104.80935072788114,146.696966567138,178.0,179.51323071016242,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,360.40671469882466,341.45863585506225,15821
34.0,101.95096860746347,105.4229576515476,147.6787053031005,178.0,178.53851125177448,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,361.01246515875323,341.45863585506225,15857
35.0,102.88342918079665,106.04244433244644,148.66068747318505,177.56407294269863,178.0,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,361.61996626292637,341.45863585506225,15893
36.0,103.81714694596457,106.66770832824712,149.64290828502365,176.58992043715293,177.49647883831386,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,362.2292092032336,341.45863585506225,15929
37.0,104.75208828467335,107.29864864013899,150.62536307010186,175.6160584912439,176.7993212656655,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,362.840185205553,341.45863585506225,15964
38.0,105.6882207249228,107.93516572461452,151.60804727981954,174.64249196572982,176.1050822662424,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,363.4528855298854,341.45863585506225,16000
39.0,106.6255128944288,108.57716150277645,152.5909564816998,173.66922582887275,175.13994404475525,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,364.06730147048364,341.45863585506225,16037
40.0,107.56393447619885,109.22453936730518,153.57408635573907,172.69626515938322,174.14074767268,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,364.6834243559748,341.45863585506225,16074
41.0,108.50345616615168,109.87720418721983,154.55743269089325,171.72361514946044,173.1415605797753,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,365.301245549478,341.45863585506225,16111
42.0,109.4440496326776,110.5350623105628,155.54099138169335,170.75128110793196,172.14238292762187,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,365.9207564487153,341.45863585506225,16148
43.0,110.38568747804219,111.19802156513397,156.52475842498527,169.77926846349644,171.14321488157222,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,366.54194848611803,341.45863585506225,16185
44.0,111.32834320154055,111.8659912573969,157.50872991678906,168.80758276807353,170.14405661086138,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,367.16481312892716,341.45863585506225,16222
45.0,112.27199116431488,112.53888216967503,158.4929020492716,167.83622970026465,169.14490828872147,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,367.78934187928826,341.45863585506225,16259
46.0,113.21660655575224,113.21660655575224,159.47727110782904,166.86521506892922,168.14577009250038,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,368.41552627434146,341.45863585506225,16296
47.0,113.89907813498755,114.16216536138407,160.46183346827368,165.89454481688057,167.14664220378464,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,369.04335788630584,341.45863585506225,16333
48.0,114.58621208504974,115.10864433221339,161.4465855941215,164.92422502470643,166.14752480852673,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,369.67282832255876,341.45863585506225,16370
49.0,115.27792503337315,116.05602095539895,162.43152403397562,163.95426191471816,165.14841809717706,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.3039292257105,341.45863585506225,16407
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16444
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16481
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16519
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16556
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16593
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16630
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16667
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16704
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16741
50.0,115.97413504743201,117.00427342623003,162.9846618550347,163.41664541900252,164.14932226482082,71.34423592694787,88.60022573334675,114.47707194019246,178.0,188.35339126227592,370.93665227367325,341.45863585506225,16778
