P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,138.0,139.0,165.3420696616563,180.31361568112376,546.0888206143759,546.1959355396193,6714
2.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,139.0,139.0,165.8463143998081,180.8535318980528,546.0888206143759,546.3048599454338,6750
3.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,139.0,140.0,166.35504200354134,181.39735389470266,546.0888206143759,546.4155927496945,6786
4.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,139.0,141.0,166.86821147240718,181.94504664870655,546.0888206143759,546.5281328531954,6821
5.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,139.0,142.0,167.38578195294843,182.49657531033287,546.0888206143759,546.6424791397025,6857
6.0,108.0,137.0,139.0,164.84234892769516,179.77764043395385,108.0,139.0,143.0,167.90771274721124,183.05190520723897,546.0888206143759,546.7586304760081,6893
6.082762530298219,109.0,137.0,140.0,165.71059109181888,180.62391868188442,108.0,139.0,143.0,167.90771274721124,183.05190520723897,547.0831746635972,546.7586304760081,8464
6.324555320336759,110.0,137.0,141.0,166.58031096140985,181.4717608885746,108.0,139.0,143.0,167.90771274721124,183.05190520723897,548.0775492574021,546.7586304760081,8500
6.708203932499369,111.0,137.0,142.0,167.45148551147582,182.3211452355431,108.0,139.0,143.0,167.90771274721124,183.05190520723897,549.0719442841712,546.7586304760081,8536
7.211102550927978,112.0,137.0,143.0,168.32409215557945,183.17205026968497,108.0,139.0,143.0,167.90771274721124,183.05190520723897,550.0663596330901,546.7586304760081,8571
7.810249675906654,113.0,137.0,144.0,169.19810873647495,184.0244548966251,108.0,139.0,143.0,167.90771274721124,183.05190520723897,551.0607951941419,546.7586304760081,8607
8.48528137423857,114.0,137.0,145.0,170.07351351694948,184.87833837418594,108.0,139.0,143.0,167.90771274721124,183.05190520723897,552.0552508581003,546.7586304760081,8643
9.219544457292887,115.0,137.0,146.0,170.95028517086482,185.73368030596927,108.0,139.0,143.0,167.90771274721124,183.05190520723897,553.0497265165222,546.7586304760081,8679
10.0,116.0,137.0,147.0,171.82840277439584,186.59046063504962,108.0,139.0,143.0,167.90771274721124,183.05190520723897,554.0442220617412,546.7586304760081,8714
10.816653826391969,117.0,137.0,148.0,172.70784579746226,187.44865963777923,108.0,139.0,143.0,167.90771274721124,183.05190520723897,555.0387373868602,546.7586304760081,8750
11.661903789690601,118.0,137.00364958642524,149.0,173.5885940953495,188.30825791770258,108.0,139.0,143.0,167.90771274721124,183.05190520723897,556.0332723857449,546.7586304760081,8786
12.529964086141668,119.0,137.01459776242822,150.0,174.4706279005151,189.16923639957952,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.0278269530168,546.7586304760081,8821
13.416407864998739,120.0,137.03284277865654,151.0,175.35392781457733,190.03157632351525,108.0,139.0,143.0,167.90771274721124,183.05190520723897,558.0224009840465,546.7586304760081,8857
13.892443989449804,120.0,136.03308421115798,151.0,174.88853593074649,189.52836199366047,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.919349010231,546.7586304760081,9179
14.422205101855956,120.0,135.03332921912278,151.0,174.42763542512407,189.02909828912584,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.8180707004749,546.7586304760081,9214
15.0,120.0,134.03357788255897,151.0,173.97126199461795,188.53381659532593,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.718567021038,546.7586304760081,9250
15.620499351813308,120.0,133.0338302838793,151.0,173.5194513592064,188.04254837669055,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.6208389219327,546.7586304760081,9286
16.278820596099706,120.0,132.03408650799233,151.0,173.07223925286226,187.55532517100121,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.5248873368794,546.7586304760081,9321
16.97056274847714,120.0,131.03434664239754,151.0,172.62966141425406,187.0721785835617,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.4307131832619,546.7586304760081,9357
17.69180601295413,120.0,130.034610777285,151.0,172.19175357722565,186.59314028120113,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.3383173620848,546.7586304760081,9393
18.439088914585774,120.0,129.0348790056394,151.0,171.75855146105536,186.11824198610947,108.0,139.0,143.0,167.90771274721124,183.05190520723897,557.2477007579305,546.7586304760081,9429
17.804493814764857,119.0,129.0155029444136,150.0,170.85666507338834,185.23768515072737,108.0,139.0,143.0,167.90771274721124,183.05190520723897,556.2517415703073,546.7586304760081,9464
17.204650534085253,118.0,129.00387591076478,149.0,169.95587662684687,184.35834670553976,108.0,139.0,143.0,167.90771274721124,183.05190520723897,555.2557969080557,546.7586304760081,9500
16.64331697709324,117.0,129.0,148.0,169.0562036720333,183.48024416813925,108.0,139.0,143.0,167.90771274721124,183.05190520723897,554.259866849477,546.7586304760081,9536
16.1245154965971,116.0,129.0,147.0,168.15766411317682,182.60339536821323,108.0,139.0,143.0,167.90771274721124,183.05190520723897,553.2639514734356,546.7586304760081,9571
15.652475842498529,115.0,129.0,146.0,167.2602762164406,181.72781845386248,108.0,139.0,143.0,167.90771274721124,183.05190520723897,552.268050859363,546.7586304760081,9607
15.231546211727817,114.0,129.0,145.0,166.3640586184408,180.8535318980528,108.0,139.0,143.0,167.90771274721124,183.05190520723897,551.2721650872643,546.7586304760081,9643
14.866068747318506,113.0,129.0,144.0,165.46903033498444,179.98055450520204,108.0,139.0,143.0,167.90771274721124,183.05190520723897,550.276294237722,546.7586304760081,9679
14.560219778561036,112.0,129.0,143.0,164.57521077003062,179.10890541790488,108.0,139.0,143.0,167.90771274721124,183.05190520723897,549.280438391902,546.7586304760081,9714
14.317821063276353,111.0,129.0,142.0,163.682619724881,178.23860412379804,108.0,139.0,143.0,167.90771274721124,183.05190520723897,548.2845976315585,546.7586304760081,9750
14.142135623730951,110.0,129.0,141.0,162.7912774076056,177.36967046256808,108.0,139.0,143.0,167.90771274721124,183.05190520723897,547.2887720390397,546.7586304760081,9786
14.035668847618199,109.0,129.0,140.0,161.90120444270946,176.50212463310464,108.0,139.0,143.0,167.90771274721124,183.05190520723897,546.292961697293,546.7586304760081,9821
14.0,108.0,129.0,139.0,161.01242188104618,175.6359872008012,108.0,139.0,143.0,167.90771274721124,183.05190520723897,545.2971666898701,546.7586304760081,9857
14.035668847618199,107.0,129.0,138.0,160.12495120998477,174.77127910500627,108.0,139.0,143.0,167.90771274721124,183.05190520723897,544.3013871009333,546.7586304760081,9893
14.142135623730951,106.0,129.0,137.0,159.2388143638353,173.90802166662698,108.0,139.0,143.0,167.90771274721124,183.05190520723897,543.3056230152602,546.7586304760081,9929
14.317821063276353,105.0,129.0,136.0,158.35403373454054,173.04623659588788,108.0,139.0,143.0,167.90771274721124,183.05190520723897,542.3098745182499,546.7586304760081,9964
14.560219778561036,104.0,129.0,135.0,157.47063218263906,172.18594600024707,108.0,139.0,143.0,167.90771274721124,183.05190520723897,541.3141416959287,546.7586304760081,10000
14.866068747318506,103.0,129.0,134.0,156.58863304850706,171.32717239247253,108.0,139.0,143.0,167.90771274721124,183.05190520723897,540.3184246349554,546.7586304760081,10036
15.811388300841896,103.0,128.0,134.0,156.11854470241516,170.8156901458411,108.0,139.0,143.0,167.90771274721124,183.05190520723897,540.2268042220786,546.7586304760081,10071
16.76305461424021,103.0,127.0,134.0,155.65346125287417,170.30854353202602,108.0,139.0,143.0,167.90771274721124,183.05190520723897,540.1370196533469,546.7586304760081,10107
17.72004514666935,103.0,126.0,134.0,155.1934276958918,169.80577139779436,108.0,139.0,143.0,167.90771274721124,183.05190520723897,540.049071844402,546.7586304760081,10143
18.681541692269406,103.0,125.0,134.0,154.7384890710776,169.30741271426953,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.9629616927442,546.7586304760081,10179
19.6468827043885,103.0,124.0,134.0,154.2886904474855,168.81350656863924,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.8786900776877,546.7586304760081,10214
20.615528128088304,103.0,123.0,134.0,153.8440769090575,168.32409215557945,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.7962578603153,546.7586304760081,10250
21.587033144922902,103.0,122.0,134.0,153.40469353966978,167.83920876839238,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.7156658834353,546.7586304760081,10286
22.561028345356956,103.0,121.0,134.0,152.97058540778355,167.35889578985635,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.636914971539,546.7586304760081,10321
23.53720459187964,103.0,120.0,134.0,152.5417975507041,166.88319268278636,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.5600059307584,546.7586304760081,10357
24.515301344262525,103.0,119.0,134.0,152.11837495845134,166.41213898030395,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.4849395488255,546.7586304760081,10393
25.495097567963924,103.0,118.0,134.0,151.7003625572464,165.94577427581578,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.4117165950328,546.7586304760081,10429
26.476404589747453,103.0,117.0,134.0,151.28780519261954,165.4841382127,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.3403378201931,546.7586304760081,10464
27.459060435491963,103.0,116.0,134.0,150.88074761214565,165.0272704737008,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.2708039566021,546.7586304760081,10500
28.442925306655784,103.0,115.0,134.0,150.47923444781344,164.57521077003062,108.0,139.0,143.0,167.90771274721124,183.05190520723897,539.2031157180011,546.7586304760081,10536
