P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,45.254833995939045,71.84705978674423,115.37764081484765,153.1012736720371,159.6151621870554,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,535.2279888047709,536.0037313302959,11643
2.0,45.967379738244816,72.00694410957877,114.54693361238441,152.26621424334422,159.53056133543816,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,534.4529913846493,536.0037313302959,11679
3.0,46.69047011971501,72.18032973047436,113.718951806636,151.43315356948756,159.45218719101973,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,533.6787423160117,536.0037313302959,11714
4.0,47.4236228055175,72.3671196055225,112.89375536317321,150.60212481900777,159.38004893963358,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,532.90524486066,536.0037313302959,11750
5.0,48.16637831516918,72.56721022610694,112.0714058089752,149.77316181479245,159.31415505221122,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,532.1325022961856,536.0037313302959,11786
6.0,48.91829923454004,72.78049189171504,111.25196627475849,148.94629904767692,159.25451327984396,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,531.3605179160379,536.0037313302959,11821
7.0,49.678969393496885,73.00684899377592,110.43550153822818,148.12157169028418,159.20113064925135,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,530.5892950295926,536.0037313302959,11857
8.0,50.44799302251776,73.24616030891995,109.62207806824317,147.29901561110313,159.15401345866212,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,529.8188369622205,536.0037313302959,11893
9.0,51.22499389946279,73.49829930005184,108.81176406988355,146.47866738880444,159.11316727411344,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,529.0491470553562,536.0037313302959,11929
10.0,52.009614495783374,73.76313442364011,108.00462953040486,145.6605643267937,158.90248582070703,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,528.2802286665667,536.0037313302959,11964
11.0,52.80151512977634,74.04052944165107,107.20074626605917,144.84474446799925,157.9271984174987,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,527.5120851696196,536.0037313302959,12000
12.0,53.600373133029585,74.33034373659252,106.40018796975878,144.03124660989366,156.95222202950808,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,526.7447199545526,536.0037313302959,12036
13.0,54.405882034941776,74.63243262818116,105.60303025955268,143.22011031974526,155.97756248896826,44.553338819890925,71.7007670809734,116.21101496846157,153.93829932800998,159.70597985047397,525.9781364277417,536.0037313302959,12071
