P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,36.0,38.0,55.072679252057455,80.65977932030313,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,189.65231345807516,190.11838417154718,1,4,200,6185
2.0,37.0,38.0,54.20332093147061,81.39410298049853,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,189.19038030513073,190.11838417154718,1,4,200,6222
3.0,38.0,38.0,53.33854141237835,82.13403679352427,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,188.73261509341728,190.11838417154718,1,4,200,6259
4.0,38.0,39.0,52.478567053607705,82.87943049997388,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,188.27904822364064,190.11838417154718,1,4,200,6296
5.0,38.0,40.0,51.62363799656123,83.6301381082203,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,187.82971010998233,190.11838417154718,1,4,200,6333
6.0,38.0,41.0,50.774009099144415,84.0,84.38601779915912,35.0,38.0,55.94640292279746,79.93122043357026,84.0,187.3846311734236,190.11838417154718,1,4,200,6370
7.0,38.0,42.0,49.92995093127971,84.0,85.14693182963201,35.0,38.0,55.94640292279746,79.93122043357026,84.0,186.9438418349211,190.11838417154718,1,4,200,6407
8.0,38.0,43.0,49.09175083453431,84.0,85.9127464349732,35.0,38.0,55.94640292279746,79.93122043357026,84.0,186.50737250843463,190.11838417154718,1,4,200,6444
9.0,38.0,44.0,48.25971404805462,84.0,86.68333173107735,35.0,38.0,55.94640292279746,79.93122043357026,84.0,186.07525359380813,190.11838417154718,1,4,200,6481
10.0,38.0,45.0,47.43416490252569,84.0,87.45856161634491,35.0,38.0,55.94640292279746,79.93122043357026,84.0,185.64751546950473,190.11838417154718,1,4,200,6519
11.0,38.0,46.0,46.61544808322666,84.0,87.04596486914255,35.0,38.0,55.94640292279746,79.93122043357026,84.0,185.22418848519757,190.11838417154718,1,4,200,6556
12.0,38.0,45.803929962395145,47.0,84.0,86.31338250816034,35.0,38.0,55.94640292279746,79.93122043357026,84.0,184.8053029542172,190.11838417154718,1,4,200,6593
13.0,38.0,45.0,48.0,84.0,85.58621384311844,35.0,38.0,55.94640292279746,79.93122043357026,84.0,184.39088914585776,190.11838417154718,1,4,200,6630
14.0,38.0,44.204072210600685,49.0,84.0,84.86459803710851,35.0,38.0,55.94640292279746,79.93122043357026,84.0,183.98097727754356,190.11838417154718,1,4,200,6667
15.0,38.0,43.41658669218482,50.0,84.0,84.1486779456457,35.0,38.0,55.94640292279746,79.93122043357026,84.0,183.5755975068582,190.11838417154718,1,4,200,6704
16.0,38.0,42.638011210655684,51.0,83.43860018001261,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,183.17477992343814,190.11838417154718,1,4,200,6741
17.0,38.0,41.86884283091664,52.0,82.73451516749222,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,182.7785545407338,190.11838417154718,1,4,200,6778
18.0,38.0,41.10960958218893,53.0,82.03657720797473,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,182.3869512876401,190.11838417154718,1,4,200,6815
19.0,38.0,40.36087214122113,54.0,81.34494452638098,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,182.0,190.11838417154718,1,4,200,6852
20.0,38.0,39.6232255123179,55.0,80.65977932030313,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,181.61773041198373,190.11838417154718,1,4,200,6889
21.0,38.0,38.897300677553446,56.0,79.98124780221924,84.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,181.24017214734707,190.11838417154718,1,4,200,6926
22.0,38.0,38.18376618407357,57.0,79.30952023559341,83.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,180.86735471057236,190.11838417154718,1,4,200,6963
23.0,37.48332962798263,38.0,58.0,78.64477096412705,82.0,35.0,38.0,55.94640292279746,79.93122043357026,84.0,180.49930747789588,190.11838417154718,1,4,200,7000
