P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,timestamp_milliseconds
1.0,55.71355310873648,91.0,135.77186748365804,156.95222202950808,173.1588865753069,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,282.44999557443793,282.936388610585,8286
2.0,55.362442142665635,91.0,135.05924625881784,156.60459763365824,173.27723451163456,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,281.966310044303,282.936388610585,8321
3.0,55.02726596879042,91.0,134.35028842544403,156.26259949200897,173.40126873814967,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,281.48534597737057,282.936388610585,8357
4.0,54.70831746635972,91.0,133.64505228402584,155.92626462530293,173.53097706173386,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,281.0071173475861,282.936388610585,8393
5.0,54.405882034941776,91.0,132.94359706281458,155.59562975867928,173.6663467687393,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,280.5316381444346,282.936388610585,8429
6.0,54.120236510939236,91.0,132.24598292575845,155.2707313050338,173.80736463107655,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,280.0589223717038,282.936388610585,8464
7.0,53.85164807134504,91.0,131.55227098001768,154.95160534825058,173.95401691251627,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,279.58898404622454,282.936388610585,8500
8.0,53.600373133029585,91.0,130.86252328302402,154.63828762631846,174.10628937519746,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,279.12183719659055,282.936388610585,8536
9.0,53.36665625650534,91.0,130.17680284904833,154.33081351434652,174.26416728633572,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,278.65749586185547,282.936388610585,8571
10.0,53.150729063673246,91.0,129.49517365523704,154.02921800749363,174.42763542512407,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,278.19597409020855,282.936388610585,8607
11.0,52.952809179494906,91.0,128.81770064707723,153.73353570382747,174.59667808981933,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,277.7372859376285,282.936388610585,8643
12.0,52.773099207835045,91.0,128.14444974324874,153.44380078712857,174.77127910500627,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,277.2814454665151,282.936388610585,8679
13.0,52.61178575186362,91.0,127.47548783981962,153.16004700965587,174.9514218290323,56.08029957123981,91.0,136.48809471891678,157.30543537970962,173.04623659588788,276.8284667443,282.936388610585,8714
