P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,105.11898020814318,143.75326083258076,153.0,220.95248357961492,230.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,187.5446613476374,188.22327167489146,2,4,200,13036
2.0,104.69479452198185,144.734239211045,153.0,221.93918085818015,231.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,186.86893802876924,188.22327167489146,2,4,200,13071
3.0,104.27847332982968,145.71547618561317,153.0,222.92599668948438,232.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,186.19613314996636,188.22327167489146,2,4,200,13107
4.0,103.87011119662864,146.696966567138,153.0,223.91292950609173,233.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,185.52627846210896,188.22327167489146,2,4,200,13143
5.0,103.46980235798269,147.6787053031005,153.0,224.89997776789573,234.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,184.85940603604675,188.22327167489146,2,4,200,13179
6.0,103.07764064044152,148.66068747318505,153.0,225.88713996153035,235.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,184.19554826325202,188.22327167489146,2,4,200,13214
7.0,102.69371937952194,149.64290828502365,153.0,226.87441459979573,236.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,183.53473785635242,188.22327167489146,2,4,200,13250
8.0,102.31813133555558,150.62536307010186,153.0,227.86180022109892,237.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,182.87700784953805,188.22327167489146,2,4,200,13286
9.0,101.95096860746347,151.60804727981954,153.0,228.84929538890873,238.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,182.22239159883728,188.22327167489146,2,4,200,13893
10.0,101.59232254457027,152.5909564816998,153.0,229.83689869122406,239.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,181.57092278225608,188.22327167489146,2,4,200,13929
11.0,101.24228365658294,153.0,153.57408635573907,230.82460874005614,240.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,180.92263539977523,188.22327167489146,2,4,200,13964
12.0,100.90094152187085,153.0,154.55743269089325,231.81242417092315,241.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,180.27756377319946,188.22327167489146,2,4,200,14000
13.0,100.56838469419701,153.0,155.54099138169335,232.80034364235806,242.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,179.63574254585305,188.22327167489146,2,4,200,14036
14.0,100.24470060806208,153.0,156.52475842498527,233.78836583542818,243.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,178.99720668211557,188.22327167489146,2,4,200,14071
15.0,99.92997548283498,153.0,157.50872991678906,234.77648945326703,244.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,178.36199146679206,188.22327167489146,2,4,200,14107
16.0,99.62429422585637,153.0,158.4929020492716,235.76471322061747,245.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,177.73013250431114,188.22327167489146,2,4,200,14143
17.0,99.32774033471213,153.0,159.47727110782904,236.7530358833863,246.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,177.1016657177453,188.22327167489146,2,4,200,14179
18.0,99.04039579888602,153.0,160.46183346827368,237.7414562082095,247.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,176.47662734764623,188.22327167489146,2,4,200,14214
19.0,98.76234100101111,153.0,161.4465855941215,238.72997298202839,248.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,175.85505395068975,188.22327167489146,2,4,200,14250
20.0,98.49365461794989,153.0,162.43152403397562,239.7185850116757,249.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,175.2369823981228,188.22327167489146,2,4,200,14286
21.0,98.2344135219425,153.0,163.41664541900252,240.7072911234722,250.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,174.62244987400675,188.22327167489146,2,4,200,14321
22.0,97.98469268207153,153.0,164.40194646049662,241.69609016283238,251.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,174.01149387324966,188.22327167489146,2,4,200,14357
23.0,97.74456506629922,153.0,165.38742394752995,242.6849809938802,252.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,173.4041521994211,188.22327167489146,2,4,200,14393
24.0,97.51410154434076,153.00326793895613,166.37307474468338,243.67396249907375,253.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,172.80046296234278,188.22327167489146,2,4,200,14429
25.0,97.29337079164233,153.0130713370593,167.35889578985635,244.6630335788388,254.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,172.20046457544765,188.22327167489146,2,4,200,14464
26.0,97.082439194738,153.0294089382822,168.34488409215172,245.65219315121126,255.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,171.6041957529011,188.22327167489146,2,4,200,14500
27.0,96.88137075826292,153.05227865013967,169.33103672983285,246.64144015148793,256.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,171.011695506477,188.22327167489146,2,4,200,14536
28.0,96.6902270139025,153.08167754502824,170.31735084835015,247.63077353188558,257.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,170.42300314218147,188.22327167489146,2,4,200,14571
29.0,96.5090669315583,153.11760186209813,171.30382365843442,248.62019226120793,258.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,169.83815825661793,188.22327167489146,2,4,200,14607
30.0,96.33794683301072,153.16004700965587,172.29045243425418,249.6096953245206,259.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,169.2572007330855,188.22327167489146,2,4,200,14643
31.0,96.17692030835673,153.20900756809309,173.27723451163456,250.59928172283335,260.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,168.6801707374047,188.22327167489146,2,4,200,14679
32.0,96.0260381354974,153.26447729333762,174.26416728633572,251.58895047279003,261.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,168.1071087134628,188.22327167489146,2,4,200,14714
33.0,95.88534820294495,153.32644912082193,175.2512482123879,252.57870060636546,262.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,167.53805537847214,188.22327167489146,2,4,200,14750
34.0,95.75489543621255,153.39491516996253,176.23847480048164,253.56853117056934,263.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,166.97305171793442,188.22327167489146,2,4,200,14786
35.0,95.63472172804185,153.46986674914396,177.22584461641028,254.55844122715712,264.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,166.41213898030395,188.22327167489146,2,4,200,14821
36.0,95.524865872714,153.55129436120035,178.2133552795637,255.54842985234717,265.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,165.8553586713435,188.22327167489146,2,4,200,14857
37.0,95.42536350467836,153.63918770938616,179.20100446147057,256.5384961365448,266.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,165.3027525481654,188.22327167489146,2,4,200,14893
38.0,95.33624704172071,153.73353570382747,180.18878988438766,257.5286391840721,267.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,164.75436261295178,188.22327167489146,2,4,200,14929
39.0,95.25754563287887,153.83432646844463,181.1767093199344,258.5188581129044,268.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,164.21023110634732,188.22327167489146,2,4,200,14964
40.0,95.1892851112981,153.9415473483361,182.1647605877712,259.50915205441214,269.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,163.67040050051813,188.22327167489146,2,4,200,15000
41.0,95.13148795220224,154.05518491761322,183.15294155431957,260.4995201531089,270.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,163.1349134918703,188.22327167489146,2,4,200,15036
42.0,95.08417323613851,154.17522498767434,184.14125013152267,261.48996156640504,271.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,162.60381299342276,188.22327167489146,2,4,200,15071
43.0,95.04735661763561,154.30165261590687,185.129684275645,262.4804754643667,272.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,162.077142126828,188.22327167489146,2,4,200,15107
44.0,95.02105029939419,154.434452114805,186.11824198610947,263.47106102948004,273.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,161.55494421403512,188.22327167489146,2,4,200,15143
45.0,95.00526301210897,154.5736070614903,187.1069213043708,264.4617174564213,274.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,161.0372627685903,188.22327167489146,2,4,200,15179
46.0,95.0,154.719100307622,188.09572031282372,265.452443951831,275.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,160.52414148656894,188.22327167489146,2,4,200,15214
47.0,95.0,154.8709139896837,189.08463713374496,266.4432397340942,276.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,160.01562423713506,188.22327167489146,2,4,200,15250
48.0,95.0,155.0290295396317,190.07366992826755,267.4341040331244,277.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,159.51175505272332,188.22327167489146,2,4,200,15286
49.0,95.0,155.1934276958918,191.06281689538653,268.4250360901531,278.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,159.0125781188394,188.22327167489146,2,4,200,15321
50.0,95.0,155.36408851468863,192.0520762709948,269.4160351575236,279.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,158.51813776347487,188.22327167489146,2,4,200,15357
50.0,95.0,155.36408851468863,192.0520762709948,269.4160351575236,279.0,105.55093557141026,142.772546380598,153.0,219.9659064491586,229.0,158.51813776347487,188.22327167489146,2,4,200,15393
