P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,51.478150704935004,69.0,97.8008179924892,113.5649593844862,150.44268011438774,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,356.03370626950476,355.5235575879607,3,4,200,8037
2.0,51.35172830587107,69.0,98.08159868191383,114.54256850621083,151.42654985173505,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,356.5459297201414,355.5235575879607,3,4,200,8074
3.0,51.24451190127583,69.0,98.37174391053561,115.52056094046635,152.41062955056645,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,357.06021901074337,355.5235575879607,3,4,200,8111
4.0,51.15662224971465,69.0,98.67117106835208,116.49892703368559,153.39491516996253,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,357.57656522764466,355.5235575879607,3,4,200,8148
5.0,51.088159097779204,69.0,98.97979591815695,117.47765745025733,154.37940277122465,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,358.0949594730426,355.5235575879607,3,4,200,8185
6.0,51.03920062069938,69.0,99.29753269845128,118.45674315968678,155.36408851468863,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,358.6153928653928,355.5235575879607,3,4,200,8222
7.0,51.0098029794274,69.0,99.62429422585637,119.4361754243663,156.348968656656,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,359.13785653979727,355.5235575879607,3,4,200,8259
8.0,51.0,69.0,99.9599919967984,120.41594578792295,157.33403954643762,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,359.6623416483855,355.5235575879607,3,4,200,8296
9.0,51.0,69.0,100.30453628824571,121.39604606411199,158.31929762350515,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,360.1888393606887,355.5235575879607,3,4,200,8333
10.0,51.0,69.0,100.65783625729296,122.37646832622684,159.3047394147456,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,360.7173408640067,355.5235575879607,3,4,200,8370
11.0,51.0,69.0,101.01980003939822,123.35720489699821,160.29036153181514,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,361.24783736376884,355.5235575879607,3,4,200,8407
12.0,51.0,69.0,101.39033484509261,124.33824833895642,161.27616066858735,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,361.7803200838874,355.5235575879607,3,4,200,8444
13.0,51.0,69.0,101.76934705499491,125.31959144523253,162.2621335986927,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,362.3147802671042,355.5235575879607,3,4,200,8481
14.0,51.0,69.0,102.15674231297707,126.30122723077555,163.24827717314508,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,362.85120917533123,355.5235575879607,3,4,200,8519
15.0,51.0,69.0,102.55242561733974,127.283148923964,164.23458831805192,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,363.38959808998385,355.5235575879607,3,4,200,8556
16.0,51.0,69.0,102.95630140987001,128.2653499585917,165.22106403240477,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,363.92993831230757,355.5235575879607,3,4,200,8593
17.0,51.0,69.0,103.36827366266692,129.24782396620841,166.20770138594662,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,364.4722211636986,355.5235575879607,3,4,200,8630
18.0,51.0,69.0,103.78824596263297,130.23056476879765,167.1944975171133,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,365.0164379860173,355.5235575879607,3,4,200,8667
19.0,51.0,69.0,104.21612159354233,131.21356637177422,168.1814496310458,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,365.5625801418958,355.5235575879607,3,4,200,8704
20.0,51.0,69.0,104.65180361560904,132.19682295728592,169.1685549976709,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,366.1106390150387,355.5235575879607,3,4,200,8741
21.0,51.0,69.0,105.09519494249011,133.18032887780387,170.1558109498468,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,366.6606060105176,355.5235575879607,3,4,200,8778
22.0,51.0,69.0,105.54619841567009,134.16407864998737,171.14321488157222,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,367.21247255505904,355.5235575879607,3,4,200,8815
23.0,51.0,69.0,106.00471687618433,135.14806694880988,172.13076424625552,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,367.7662300973269,355.5235575879607,3,4,200,8852
24.0,51.0,69.00724599634447,106.47065323364932,136.13228860193308,173.11845655504212,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,368.32187010819763,355.5235575879607,3,4,200,8889
25.0,51.0,69.02897942168927,106.94391053257777,137.11673858431726,174.10628937519746,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,368.8793840810299,355.5235575879607,3,4,200,8926
26.0,51.0,69.06518659932803,107.42439201596628,138.10141201305655,175.09426032854418,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,369.43876353192826,355.5235575879607,3,4,200,8963
27.0,51.0,69.1158447825099,107.91200118615167,139.08630414242805,176.08236708995025,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,370.0,355.5235575879607,3,4,200,9000
28.0,51.0,69.18092222571191,108.40664186294121,140.07141035914503,177.0706073858674,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,370.563085047607,355.5235575879607,3,4,200,9036
29.0,51.0,69.26037828369117,108.90821823902914,141.05672617780408,178.05897899291685,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,371.1280102606108,355.5235575879607,3,4,200,9071
28.0,51.0,69.18092222571191,108.40664186294121,140.07141035914503,177.0706073858674,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,370.563085047607,355.5235575879607,2,4,200,9286
27.0,51.0,69.1158447825099,107.91200118615167,139.08630414242805,176.08236708995025,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,370.0,355.5235575879607,2,4,200,9321
26.0,51.0,69.06518659932803,107.42439201596628,138.10141201305655,175.09426032854418,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,369.43876353192826,355.5235575879607,2,4,200,9357
25.0,51.0,69.02897942168927,106.94391053257777,137.11673858431726,174.10628937519746,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,368.8793840810299,355.5235575879607,2,4,200,9393
24.0,51.0,69.00724599634447,106.47065323364932,136.13228860193308,173.11845655504212,51.62363799656123,69.0,97.52948272189288,112.58774356030055,149.4590244849738,368.32187010819763,355.5235575879607,2,4,200,9429
