P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,9.0,28.0,29.0,39.0,105.07616285342742,9.0,27.0,28.0,39.0,105.0,410.440007796511,410.48751503547584,0,4,200,7143
2.0,9.0,29.0,30.0,39.0,104.93807697875924,9.0,27.0,28.0,39.0,105.0,410.39493174258376,410.48751503547584,0,4,200,7179
3.0,9.0,30.0,31.0,39.0,104.80935072788114,9.0,27.0,28.0,39.0,105.0,410.3522876748709,410.48751503547584,0,4,200,7214
4.0,9.0,31.0,32.0,39.0,104.6900186264192,9.0,27.0,28.0,39.0,105.0,410.31207635164725,410.48751503547584,0,4,200,7250
5.0,9.0,32.0,33.0,39.0,104.58011283222064,9.0,27.0,28.0,39.0,105.0,410.27429848821873,410.48751503547584,0,4,200,7286
6.0,9.0,33.0,34.0,39.0,104.47966309287182,9.0,27.0,28.0,39.0,105.0,410.23895475685873,410.48751503547584,0,4,200,7321
7.0,9.0,34.0,35.0,39.0,104.38869670610895,9.0,27.0,28.0,39.0,105.0,410.2060457867485,410.48751503547584,0,4,200,7357
8.0,9.0,35.0,36.0,39.0,104.30723848324239,9.0,27.0,28.0,39.0,105.0,410.17557216392106,410.48751503547584,0,4,200,7393
9.0,9.0,36.0,37.0,39.0,104.23531071570709,9.0,27.0,28.0,39.0,105.0,410.1475344312093,410.48751503547584,0,4,200,7429
10.0,9.0,37.0,38.0,39.0,104.17293314484334,9.0,27.0,28.0,39.0,105.0,410.1219330881976,410.48751503547584,0,4,200,7464
11.0,9.0,38.0,39.0,39.0,104.12012293500234,9.0,27.0,28.0,39.0,105.0,410.0987685911773,410.48751503547584,0,4,200,7500
12.0,9.0,39.0,39.0,40.0,104.0768946500615,9.0,27.0,28.0,39.0,105.0,410.07804135310636,410.48751503547584,0,4,200,7536
13.0,9.0,39.0,40.0,41.0,104.04326023342406,9.0,27.0,28.0,39.0,105.0,410.0597517435721,410.48751503547584,0,4,200,7571
14.0,9.0,39.0,41.0,42.0,104.01922899156675,9.0,27.0,28.0,39.0,105.0,410.0439000887588,410.48751503547584,0,4,200,7607
15.0,9.0,39.0,42.0,43.0,104.00480758118829,9.0,27.0,28.0,39.0,105.0,410.03048667141815,410.48751503547584,0,4,200,7643
16.0,9.0,39.0,43.0,44.0,104.0,9.0,27.0,28.0,39.0,105.0,410.01951173084433,410.48751503547584,0,4,200,7679
17.0,9.0,39.0,44.0,45.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0109754628527,410.48751503547584,0,4,200,7714
18.0,9.0,39.0,45.0,46.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0048780197621,410.48751503547584,0,4,200,7750
19.0,9.0,39.0,46.0,47.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0012195103815,410.48751503547584,0,4,200,7786
20.0,9.0,39.0,47.0,48.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0,410.48751503547584,0,4,200,7821
21.0,9.0,39.0,48.0,49.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0012195103815,410.48751503547584,0,4,200,7857
22.0,9.0,39.0,49.0,50.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0048780197621,410.48751503547584,0,4,200,7893
23.0,9.0,39.0,50.0,51.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0109754628527,410.48751503547584,0,4,200,7929
24.0,9.0,39.0,51.0,52.0,104.0,9.0,27.0,28.0,39.0,105.0,410.01951173084433,410.48751503547584,0,4,200,7964
25.0,9.0,39.0,52.0,53.0,104.0,9.0,27.0,28.0,39.0,105.0,410.03048667141815,410.48751503547584,0,4,200,8000
26.0,9.0,39.0,53.0,54.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0439000887588,410.48751503547584,0,4,200,8036
27.0,9.0,39.0,54.0,55.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0597517435721,410.48751503547584,0,4,200,8071
28.0,9.0,39.0,55.0,56.0,104.0,9.0,27.0,28.0,39.0,105.0,410.07804135310636,410.48751503547584,0,4,200,8107
29.0,9.0,39.0,56.0,57.0,104.0,9.0,27.0,28.0,39.0,105.0,410.0987685911773,410.48751503547584,0,4,200,8143
30.0,9.0,39.0,57.0,58.0,104.0,9.0,27.0,28.0,39.0,105.0,410.1219330881976,410.48751503547584,0,4,200,8179
31.0,9.0,39.0,58.0,59.0,104.0,9.0,27.0,28.0,39.0,105.0,410.1475344312093,410.48751503547584,0,4,200,8214
32.0,9.0,39.01281840626232,59.0,60.0,104.0,9.0,27.0,28.0,39.0,105.0,410.17557216392106,410.48751503547584,0,4,200,8250
33.0,9.0,39.05124837953327,60.0,61.0,104.0,9.0,27.0,28.0,39.0,105.0,410.2060457867485,410.48751503547584,0,4,200,8286
34.0,9.0,39.11521443121589,61.0,62.0,104.0,9.0,27.0,28.0,39.0,105.0,410.23895475685873,410.48751503547584,0,4,200,8321
35.0,9.0,39.20459156782532,62.0,63.0,104.0,9.0,27.0,28.0,39.0,105.0,410.27429848821873,410.48751503547584,0,4,200,8357
36.0,9.0,39.319206502675,63.0,64.0,104.0,9.0,27.0,28.0,39.0,105.0,410.31207635164725,410.48751503547584,0,4,200,8393
37.0,9.0,39.45883931389772,64.0,65.0,104.0,9.0,27.0,28.0,39.0,105.0,410.3522876748709,410.48751503547584,0,4,200,8429
38.0,9.0,39.6232255123179,65.0,66.0,104.0,9.0,27.0,28.0,39.0,105.0,410.39493174258376,410.48751503547584,0,4,200,8464
39.0,9.0,39.81205847478876,66.0,67.0,104.0,9.0,27.0,28.0,39.0,105.0,410.440007796511,410.48751503547584,0,4,200,8500
40.0,9.0,40.024992192379,67.0,68.0,104.0,9.0,27.0,28.0,39.0,105.0,410.48751503547584,410.48751503547584,0,4,200,8536
41.0,9.0,40.26164427839479,68.0,69.0,104.0,9.0,27.0,28.0,39.0,105.0,410.5374526154709,410.48751503547584,0,4,200,8571
42.0,9.0,40.52159917870962,69.0,70.0,104.0,9.0,27.0,28.0,39.0,105.0,410.58981964973265,410.48751503547584,0,4,200,8607
43.0,9.0,40.80441152620633,70.0,71.0,104.0,9.0,27.0,28.0,39.0,105.0,410.6446152088202,410.48751503547584,0,4,200,8643
44.0,9.0,41.10960958218893,71.0,72.0,104.0,9.0,27.0,28.0,39.0,105.0,410.70183832069705,410.48751503547584,0,4,200,8679
45.0,9.0,41.43669871020132,72.0,73.0,104.0,9.0,27.0,28.0,39.0,105.0,410.7614879708174,410.48751503547584,0,4,200,8714
46.0,9.0,41.78516483155236,73.0,74.0,104.0,9.0,27.0,28.0,39.0,105.0,410.8235631022155,410.48751503547584,0,4,200,8750
47.0,9.0,42.15447781671598,74.0,75.0,104.0,9.0,27.0,28.0,39.0,105.0,410.8880626155985,410.48751503547584,0,4,200,8786
48.0,9.055385138137417,42.5440947723653,75.0,76.0,104.0,9.0,27.0,28.0,39.0,105.0,410.9549853694441,410.48751503547584,0,4,200,8821
49.0,9.219544457292887,42.95346318982906,76.0,77.0,104.0,9.0,27.0,28.0,39.0,105.0,411.02433018010015,410.48751503547584,0,4,200,8857
50.0,9.486832980505138,43.382023926967726,77.0,78.0,104.0,9.0,27.0,28.0,39.0,105.0,411.0960958218893,410.48751503547584,0,4,200,8893
