P1_to_P2_distance,P1_to_obs_1_distance,P1_to_obs_2_distance,P1_to_obs_3_distance,P1_to_obs_4_distance,P1_to_obs_5_distance,P2_to_obs_1_distance,P2_to_obs_2_distance,P2_to_obs_3_distance,P2_to_obs_4_distance,P2_to_obs_5_distance,P1_to_goal_distance,P2_to_goal_distance,P1_action,P2_action,reward,timestamp_milliseconds
1.0,51.0,69.0,70.83784299369935,92.5418824100742,113.08846094982458,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,244.77336456403913,245.65219315121126,1,4,200,6214
2.0,51.0,69.0,71.78439941937245,92.43916918709297,112.16059914247963,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,243.89546941261537,245.65219315121126,1,4,200,6250
3.0,51.0,69.0,72.73238618387272,92.34717104492157,111.23398761170077,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,243.01851781294363,245.65219315121126,1,4,200,6286
4.0,51.0,69.0,73.68174807915459,92.26592003551474,110.30865786510141,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,242.1425200166216,245.65219315121126,1,4,200,6321
5.0,51.0,69.0,74.63243262818116,92.19544457292888,109.38464243210744,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,241.26748641290231,245.65219315121126,1,4,200,6357
6.0,51.0,69.0,75.58438992278762,92.13576938409967,108.46197490364999,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,240.39342753078753,245.65219315121126,1,4,200,6393
7.0,51.0,69.0,76.53757247260981,92.0869154657707,107.54068997360952,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,239.52035404115452,245.65219315121126,1,4,200,6429
8.0,51.0,69.0,77.4919350642375,92.04890004774636,106.62082348209472,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,238.64827675891564,245.65219315121126,1,4,200,6464
9.0,51.0,69.0,78.44743462982075,92.02173656261873,105.70241246064349,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,237.77720664521232,245.65219315121126,1,4,200,6500
10.0,51.0,69.0,79.40403012442127,92.00543462209176,104.78549517943789,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,236.90715480964266,245.65219315121126,1,4,200,6536
11.0,51.0,69.0,80.36168241145776,92.0,103.87011119662864,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,236.03813251252433,245.65219315121126,1,4,200,6571
12.0,51.0,69.0,81.32035415564789,92.0,102.95630140987001,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,235.17015116719213,245.65219315121126,1,4,200,6607
13.0,51.0,69.0,82.28000972289685,92.0,102.04410811016969,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,234.30322234233142,245.65219315121126,1,4,200,6643
14.0,51.0,69.0,83.24061508662703,92.0,101.13357503816425,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,233.43735776434755,245.65219315121126,1,4,200,6679
15.0,51.0,69.0,84.20213774008353,92.0,100.22474744293447,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,232.57256931977167,245.65219315121126,1,4,200,6714
16.0,51.0,69.0,85.16454661418682,92.0,99.31767214348109,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,231.70886905770354,245.65219315121126,1,4,200,6750
17.0,51.0,69.0,86.1278120005379,92.0,98.41239759298622,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,230.8462691922917,245.65219315121126,1,4,200,6786
18.0,51.0,69.0,87.09190547921202,92.0,97.50897394599124,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,229.98478210525147,245.65219315121126,1,4,200,6821
19.0,51.0,69.0,88.05679985100527,92.0,96.60745312862771,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,229.12442034842118,245.65219315121126,1,4,200,6857
20.0,51.0,69.0,89.02246907382428,92.0,95.70788891204319,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,228.26519664635694,245.65219315121126,1,4,200,6893
21.0,51.0,69.0,89.98888820293314,92.0,94.81033698917012,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,227.40712389896672,245.65219315121126,1,4,200,6929
22.0,51.0,69.0,90.95603333479313,92.0,93.91485505499116,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,226.55021518418383,245.65219315121126,1,4,200,6964
23.0,51.0,69.0,91.92388155425118,92.0,93.02150289046077,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,225.69448376068033,245.65219315121126,1,4,200,7000
24.0,51.0,69.0,92.0,92.13034245024816,92.89241088485109,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,224.8399430706208,245.65219315121126,1,4,200,7036
25.0,51.0,69.0,91.2414379544733,92.0,93.86160024205851,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,223.98660674245681,245.65219315121126,1,4,200,7071
26.0,51.0,69.0,90.35485598461214,92.0,94.83142938920619,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,223.13448859376265,245.65219315121126,1,4,200,7107
27.0,51.0,69.0,89.47066558375433,92.0,95.80187889597991,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,222.28360263411244,245.65219315121126,1,4,200,7143
28.0,51.0,69.0,88.58893836140041,92.0,96.77293009927931,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,221.43396306799912,245.65219315121126,1,4,200,7179
29.0,51.0,69.0,87.70974860299168,92.0,97.74456506629922,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,220.58558429779586,245.65219315121126,1,4,200,7214
30.0,51.0,69.0,86.83317338436964,92.0,98.71676655968832,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,219.73848092675985,245.65219315121126,1,4,200,7250
31.0,51.0,69.0,85.95929269136641,92.0,99.68951800465283,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,218.89266776207924,245.65219315121126,1,4,200,7286
32.0,51.0,69.0,85.0881895447306,92.0,100.66280345788111,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,218.04815981796315,245.65219315121126,1,4,200,7321
33.0,51.0,69.0,84.21995013059554,92.0,101.6366075781753,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,217.20497231877542,245.65219315121126,1,4,200,7357
34.0,51.0,69.0,83.35466393669883,92.0,102.61091559868278,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,216.3631207022121,245.65219315121126,1,4,200,7393
35.0,51.0,69.0,82.49242389456137,92.0,103.58571330062848,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,215.52262062252305,245.65219315121126,1,4,200,7429
36.0,51.0,69.0,81.6333265278342,92.0,104.5609869884557,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,214.68348795377813,245.65219315121126,1,4,200,7464
37.0,51.0,69.0,80.77747210701756,92.0,105.53672346628922,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,213.84573879317773,245.65219315121126,1,4,200,7500
38.0,51.0,69.0,79.92496481075234,92.0,106.51291001564083,51.0,69.0,69.8927750200262,92.65527507918802,114.0175425099138,213.00938946440834,245.65219315121126,1,4,200,7536
