P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal
223,572,3,0,0,223,573,4,0,0
223,571,3,0,0,223,573,4,0,0
223,570,3,0,0,223,573,4,0,0
223,569,3,0,0,223,573,4,0,0
223,568,3,0,0,223,573,4,0,0
223,567,3,0,0,223,573,4,0,0
223,566,3,0,0,223,573,4,0,0
223,565,3,0,0,223,573,4,0,0
223,564,3,0,0,223,573,4,0,0
223,563,3,0,0,223,573,4,0,0
223,562,3,0,0,223,573,4,0,0
223,561,3,0,0,223,573,4,0,0
223,560,3,0,0,223,573,4,0,0
223,559,3,0,0,224,573,1,0,0
223,558,3,0,0,224,573,4,0,0
223,557,3,0,0,224,573,4,0,0
223,556,3,0,0,224,573,4,0,0
223,555,3,0,0,224,573,4,0,0
223,554,3,0,0,224,573,4,0,0
223,553,3,0,0,224,573,4,0,0
223,552,3,0,0,224,573,4,0,0
223,551,3,0,0,224,573,4,0,0
223,550,3,0,0,224,573,4,0,0
223,549,3,0,0,224,573,4,0,0
223,548,3,0,0,224,573,4,0,0
223,547,3,0,0,224,573,4,0,0
223,546,3,0,0,224,573,4,0,0
223,545,3,0,0,224,573,4,0,0
223,544,3,0,0,224,573,4,0,0
223,543,3,0,0,224,573,4,0,0
223,542,3,0,0,224,573,4,0,0
223,541,3,0,0,224,573,4,0,0
223,540,3,0,0,224,573,4,0,0
223,539,3,0,0,224,573,4,0,0
223,538,3,0,0,224,573,4,0,0
223,537,3,0,0,223,573,0,0,0
223,536,3,0,0,224,573,1,0,0
223,535,3,0,0,224,573,4,0,0
223,534,3,0,0,224,573,4,0,0
223,533,3,0,0,224,573,4,0,0
223,532,3,0,0,224,573,4,0,0
223,531,3,0,0,223,573,0,0,0
223,530,3,0,0,223,573,4,0,0
223,529,3,0,0,223,573,4,0,0
223,528,3,0,0,223,574,2,0,0
223,527,3,0,0,223,574,4,0,0
223,526,3,0,0,223,574,4,0,0
223,525,3,0,0,223,574,4,0,0
223,524,3,0,0,223,574,4,0,0
223,523,3,0,0,223,573,3,0,0
222,523,3,0,0,222,573,0,0,0
222,523,3,0,0,222,573,4,0,0
222,522,3,0,0,222,572,3,0,0
222,521,3,0,0,222,571,3,0,0
221,521,3,0,0,221,571,0,0,0
221,520,3,0,0,221,570,3,0,0
221,519,3,0,0,221,569,3,0,0
221,518,3,0,0,221,568,3,0,0
220,518,3,0,0,220,568,0,0,0
220,517,3,0,0,220,567,3,0,0
220,517,3,0,0,220,567,4,0,0
220,516,3,0,0,220,566,3,0,0
220,515,3,0,0,220,565,3,0,0
220,514,3,0,0,220,564,3,0,0
220,513,3,0,0,220,563,3,0,0
220,512,3,0,0,220,562,3,0,0
220,511,3,0,0,220,561,3,0,0
220,510,3,0,0,220,560,3,0,0
220,509,3,0,0,220,559,3,0,0
220,508,3,0,0,220,558,3,0,0
220,507,3,0,0,220,557,3,0,0
220,506,3,0,0,220,556,3,0,0
220,507,3,0,0,220,557,2,0,0
221,507,3,0,0,221,557,1,0,0
221,506,3,0,0,221,556,3,0,0
221,505,3,0,0,221,555,3,0,0
221,504,3,0,0,221,554,3,0,0
221,503,3,0,0,221,553,3,0,0
221,502,3,0,0,221,552,3,0,0
221,503,3,0,0,221,553,2,0,0
221,502,3,0,0,221,552,3,0,0
221,501,3,0,0,221,551,3,0,0
221,500,3,0,0,221,550,3,0,0
221,499,3,0,0,221,549,3,0,0
221,498,3,0,0,221,548,3,0,0
221,497,3,0,0,221,547,3,0,0
221,496,3,0,0,221,546,3,0,0
221,495,3,0,0,221,545,3,0,0
221,495,3,1,0,221,544,3,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,495,3,1,0,221,544,4,0,0
221,496,3,0,0,221,545,2,0,0
221,495,3,0,0,221,545,4,0,0
221,495,3,1,0,221,544,3,0,0
221,495,3,1,0,221,543,3,0,0
221,495,3,1,0,221,542,3,0,0
221,495,3,1,0,221,541,3,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,221,541,4,0,0
221,495,3,1,0,220,541,0,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
221,495,3,1,0,220,541,4,0,0
