P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
205,256,4,0,0,100,207,256,1,0,0,100,15:00:12,1138,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
203,256,0,0,0,100,207,256,4,0,0,100,15:00:12,1448,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
201,256,0,0,0,100,207,256,4,0,0,100,15:00:12,1483,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
199,256,0,0,0,100,207,256,4,0,0,100,15:00:12,1517,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
197,256,0,0,0,100,207,256,4,0,0,100,15:00:12,1552,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
195,256,0,0,0,100,207,254,3,0,0,100,15:00:12,1586,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
193,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1621,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
191,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1655,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
189,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1690,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
187,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1724,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
185,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1759,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
183,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1793,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
181,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1828,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
179,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1862,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
177,256,0,0,0,100,207,254,4,0,0,100,15:00:12,1897,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
175,256,0,0,0,100,205,254,0,0,0,100,15:00:12,1931,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
173,256,0,0,0,100,205,254,4,0,0,100,15:00:12,1966,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
171,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2000,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
169,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2036,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
167,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2071,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
165,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2107,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
163,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2143,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
161,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2179,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
159,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2214,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
157,256,0,0,0,100,205,254,4,0,0,100,15:00:13,2250,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
155,256,0,0,0,100,205,252,3,0,0,100,15:00:13,2286,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
153,256,0,0,0,100,203,252,0,0,0,100,15:00:13,2321,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
155,256,0,0,0,100,205,252,1,0,0,100,15:00:13,2357,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
153,256,0,0,0,100,203,252,0,0,0,100,15:00:13,2393,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
153,256,0,0,0,100,203,252,4,0,0,100,15:00:13,2429,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
151,256,0,0,0,100,201,252,0,0,0,100,15:00:13,2464,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
149,256,0,0,0,100,199,252,0,0,0,100,15:00:13,2500,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
147,256,0,0,0,100,197,252,0,0,0,100,15:00:13,2536,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
145,256,0,0,0,100,195,252,0,0,0,100,15:00:13,2571,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
143,256,0,0,0,100,193,252,0,0,0,100,15:00:13,2607,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
141,256,0,0,0,100,191,252,0,0,0,100,15:00:13,2643,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
139,256,0,0,0,100,189,252,0,0,0,100,15:00:13,2679,200,61,201,243,172,99,39,157,139,52,58,21,143,44,39,118,87,30,91,162,71,50,64,229,205,83,61
