P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
44,196,4,0,0,100,46,196,1,0,0,100,14:30:45,571,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
44,196,4,0,0,100,48,196,1,0,0,100,14:30:45,762,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
46,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1069,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
48,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1103,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
50,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1138,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
52,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1172,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
54,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1207,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
56,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1241,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
58,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1276,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
60,196,1,0,0,100,48,196,4,0,0,100,14:30:46,1310,200,238,272,256,47,78,46,146,234,71,41,104,197,46,47,125,86,55,71,328,149,72,32,287,62,31,79
