P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
344,240,4,0,0,100,344,242,2,0,0,100,14:45:48,200,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
344,240,4,0,0,100,344,244,2,0,0,100,14:45:49,1138,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
342,240,0,0,0,100,344,244,4,0,0,100,14:45:49,1414,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
340,240,0,0,0,100,344,244,4,0,0,100,14:45:49,1448,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
338,240,0,0,0,100,342,244,0,0,0,100,14:45:49,1483,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
336,240,0,0,0,100,342,244,4,0,0,100,14:45:49,1517,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
334,240,0,0,0,100,342,244,4,0,0,100,14:45:49,1552,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
332,240,0,0,0,100,342,244,4,0,0,100,14:45:49,1586,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
330,240,0,0,0,100,342,244,4,0,0,100,14:45:49,1621,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
328,240,0,0,0,100,342,244,4,0,0,100,14:45:49,1655,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
326,240,0,0,0,100,342,242,3,0,0,100,14:45:49,1690,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
324,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1724,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
322,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1759,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
320,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1793,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
318,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1828,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
316,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1862,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
314,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1897,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
312,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1931,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
310,240,0,0,0,100,342,242,4,0,0,100,14:45:49,1966,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
308,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2000,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
306,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2036,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
304,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2071,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
302,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2107,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
300,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2143,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
298,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2179,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
296,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2214,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
294,240,0,0,0,100,342,242,4,0,0,100,14:45:50,2250,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
296,240,0,0,0,100,344,242,1,0,0,100,14:45:50,2286,200,246,279,158,183,78,84,21,153,98,47,79,36,80,100,357,12,43,94,157,32,92,49,337,123,60,40
