P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
340,36,4,0,0,100,340,38,2,0,0,100,15:03:13,1069,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,38,3,0,0,100,340,38,4,0,0,100,15:03:13,1483,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,40,3,0,0,100,340,38,4,0,0,100,15:03:13,1517,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,42,3,0,0,100,340,38,4,0,0,100,15:03:13,1552,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,44,3,0,0,100,338,38,0,0,0,100,15:03:13,1586,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,46,3,0,0,100,338,38,4,0,0,100,15:03:13,1621,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,48,3,0,0,100,338,38,4,0,0,100,15:03:13,1655,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,50,3,0,0,100,338,38,4,0,0,100,15:03:13,1690,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,52,3,0,0,100,338,38,4,0,0,100,15:03:13,1724,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,54,3,0,0,100,338,36,3,0,0,100,15:03:13,1759,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,56,3,0,0,100,338,36,4,0,0,100,15:03:13,1793,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,58,3,0,0,100,338,36,4,0,0,100,15:03:13,1828,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,60,3,0,0,100,338,36,4,0,0,100,15:03:13,1862,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,62,3,0,0,100,338,36,4,0,0,100,15:03:13,1897,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,64,3,0,0,100,338,36,4,0,0,100,15:03:13,1931,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,66,3,0,0,100,338,36,4,0,0,100,15:03:13,1966,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,68,3,0,0,100,338,36,4,0,0,100,15:03:14,2000,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,70,3,0,0,100,338,36,4,0,0,100,15:03:14,2036,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,72,3,0,0,100,338,36,4,0,0,100,15:03:14,2071,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,74,3,0,0,100,338,36,4,0,0,100,15:03:14,2107,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,76,3,0,0,100,338,36,4,0,0,100,15:03:14,2143,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,78,3,0,0,100,338,38,2,0,0,100,15:03:14,2179,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,80,3,0,0,100,338,38,4,0,0,100,15:03:14,2214,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,82,3,0,0,100,338,38,4,0,0,100,15:03:14,2250,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,84,3,0,0,100,338,38,4,0,0,100,15:03:14,2286,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,86,3,0,0,100,338,38,4,0,0,100,15:03:14,2321,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,88,3,0,0,100,338,38,4,0,0,100,15:03:14,2357,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,90,3,0,0,100,338,40,2,0,0,100,15:03:14,2393,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,92,3,0,0,100,338,42,2,0,0,100,15:03:14,2429,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,94,3,0,0,100,338,44,2,0,0,100,15:03:14,2464,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,94,3,0,0,100,338,44,4,0,0,100,15:03:14,2500,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,96,3,0,0,100,338,46,2,0,0,100,15:03:14,2536,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,98,3,0,0,100,338,48,2,0,0,100,15:03:14,2571,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,100,3,0,0,100,338,50,2,0,0,100,15:03:14,2607,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,102,3,0,0,100,338,52,2,0,0,100,15:03:14,2643,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,104,3,0,0,100,338,54,2,0,0,100,15:03:14,2679,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,106,3,0,0,100,338,56,2,0,0,100,15:03:14,2714,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,108,3,0,0,100,338,58,2,0,0,100,15:03:14,2750,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,110,3,0,0,100,338,60,2,0,0,100,15:03:14,2786,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,110,3,0,0,100,338,60,4,0,0,100,15:03:14,2821,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,112,3,0,0,100,338,62,2,0,0,100,15:03:14,2857,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,114,3,0,0,100,338,64,2,0,0,100,15:03:14,2893,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,116,3,0,0,100,338,66,2,0,0,100,15:03:14,2929,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,118,3,0,0,100,338,68,2,0,0,100,15:03:14,2964,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,120,3,0,0,100,338,70,2,0,0,100,15:03:15,3000,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,122,3,0,0,100,338,72,2,0,0,100,15:03:15,3036,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,124,3,0,0,100,338,74,2,0,0,100,15:03:15,3071,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,126,3,0,0,100,338,76,2,0,0,100,15:03:15,3107,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,128,3,0,0,100,338,78,2,0,0,100,15:03:15,3143,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,130,3,0,0,100,338,80,2,0,0,100,15:03:15,3179,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,132,3,0,0,100,338,82,2,0,0,100,15:03:15,3214,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,134,3,0,0,100,338,84,2,0,0,100,15:03:15,3250,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,136,3,0,0,100,338,86,2,0,0,100,15:03:15,3286,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
340,134,3,0,0,100,338,84,3,0,0,100,15:03:15,3321,200,107,104,52,185,91,69,335,182,38,83,57,169,67,94,145,39,87,59,44,134,61,91,5,85,68,71
