P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
66,72,4,0,0,100,66,74,2,0,0,100,14:31:38,1034,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,66,76,2,0,0,100,14:31:38,1828,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,68,76,1,0,0,100,14:31:39,2071,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,68,78,2,0,0,100,14:31:39,2250,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,66,78,0,0,0,100,14:31:39,2286,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,64,78,0,0,0,100,14:31:39,2357,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,66,78,1,0,0,100,14:31:39,2393,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,64,78,0,0,0,100,14:31:39,2429,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,66,78,1,0,0,100,14:31:39,2643,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
66,72,4,0,0,100,66,80,2,0,0,100,14:31:39,2679,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
64,72,0,0,0,100,66,80,4,0,0,100,14:31:39,2857,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
62,72,0,0,0,100,66,80,4,0,0,100,14:31:39,2893,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
60,72,0,0,0,100,66,80,4,0,0,100,14:31:39,2929,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
58,72,0,0,0,100,66,80,4,0,0,100,14:31:39,2964,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
56,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3000,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
54,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3034,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
52,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3069,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
50,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3103,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
48,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3138,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
46,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3172,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
44,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3207,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
42,72,0,0,0,100,66,80,4,0,0,100,14:31:40,3241,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
40,72,0,0,0,100,68,80,1,0,0,100,14:31:40,3276,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
38,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3310,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
36,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3345,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
34,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3379,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
32,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3414,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
30,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3448,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
28,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3483,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
26,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3517,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
24,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3552,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
22,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3586,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
20,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3621,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
18,72,0,0,0,100,68,80,4,0,0,100,14:31:40,3655,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
16,72,0,0,0,100,66,80,0,0,0,100,14:31:40,3690,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
14,72,0,0,0,100,64,80,0,0,0,100,14:31:40,3724,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
12,72,0,0,0,100,62,80,0,0,0,100,14:31:40,3759,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
10,72,0,0,0,100,60,80,0,0,0,100,14:31:40,3793,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
8,72,0,0,0,100,58,80,0,0,0,100,14:31:40,3828,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
6,72,0,0,0,100,56,80,0,0,0,100,14:31:40,3862,200,188,226,45,130,30,98,94,59,40,64,302,179,33,37,167,140,78,74,272,170,30,78,122,179,42,67
