P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
40,185,4,0,0,100,38,185,0,0,0,100,14:38:38,36,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
40,185,4,0,0,100,36,185,0,0,0,100,14:38:38,286,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
40,185,4,0,0,100,38,185,1,0,0,100,14:38:38,929,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
40,185,4,0,0,100,40,185,1,0,0,100,14:38:39,1000,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
42,185,1,0,0,100,38,185,0,0,0,100,14:38:39,1103,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
44,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1138,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
46,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1172,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
48,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1207,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
50,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1241,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
52,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1276,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
54,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1310,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
56,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1345,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
58,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1379,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
60,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1414,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
62,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1448,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
64,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1483,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
66,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1517,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
68,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1552,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
70,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1586,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
72,185,1,0,0,100,38,185,4,0,0,100,14:38:39,1621,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
74,185,1,0,0,100,38,187,2,0,0,100,14:38:39,1655,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
76,185,1,0,0,100,38,187,4,0,0,100,14:38:39,1690,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
78,185,1,0,0,100,38,187,4,0,0,100,14:38:39,1724,200,159,241,55,221,65,77,256,195,94,62,288,206,50,65,187,192,46,75,312,104,87,90,247,177,77,77
