P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
330,247,4,0,0,100,328,247,0,0,0,100,14:50:39,538,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,247,4,0,0,100,330,247,1,0,0,100,14:50:40,1000,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,249,3,0,0,100,330,247,4,0,0,100,14:50:40,1138,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,251,3,0,0,100,330,247,4,0,0,100,14:50:40,1172,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,253,3,0,0,100,330,247,4,0,0,100,14:50:40,1207,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,255,3,0,0,100,330,247,4,0,0,100,14:50:40,1241,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,257,3,0,0,100,330,247,4,0,0,100,14:50:40,1276,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,259,3,0,0,100,330,247,4,0,0,100,14:50:40,1310,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,261,3,0,0,100,330,247,4,0,0,100,14:50:40,1345,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,263,3,0,0,100,330,247,4,0,0,100,14:50:40,1379,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,265,3,0,0,100,330,249,2,0,0,100,14:50:40,1414,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,267,3,0,0,100,332,249,1,0,0,100,14:50:40,1448,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,269,3,0,0,100,332,249,4,0,0,100,14:50:40,1483,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,271,3,0,0,100,332,249,4,0,0,100,14:50:40,1517,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,273,3,0,0,100,332,249,4,0,0,100,14:50:40,1552,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,275,3,0,0,100,330,249,0,0,0,100,14:50:40,1586,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,277,3,0,0,100,330,249,4,0,0,100,14:50:40,1621,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,279,3,0,0,100,330,249,4,0,0,100,14:50:40,1655,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,281,3,0,0,100,330,249,4,0,0,100,14:50:40,1690,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,283,3,0,0,100,330,249,4,0,0,100,14:50:40,1724,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,285,3,0,0,100,330,249,4,0,0,100,14:50:40,1759,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,287,3,0,0,100,330,249,4,0,0,100,14:50:40,1793,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
330,289,3,0,0,100,330,249,4,0,0,100,14:50:40,1828,200,82,172,49,83,34,44,167,173,67,88,361,213,34,34,81,86,50,75,168,187,73,54,84,12,69,83
