P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
214,23,4,0,0,100,216,23,1,0,0,100,15:02:08,900,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
214,23,4,0,0,100,216,21,3,0,0,100,15:02:09,1069,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
214,23,4,0,0,100,214,21,0,0,0,100,15:02:09,1345,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
214,23,4,0,0,100,212,21,0,0,0,100,15:02:09,1379,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
216,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1414,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
218,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1448,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
220,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1483,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
222,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1517,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
224,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1552,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
226,23,1,0,0,100,212,21,4,0,0,100,15:02:09,1586,200,355,180,86,164,85,34,238,148,38,62,186,164,87,63,251,119,49,59,84,112,54,38,130,39,58,60
