P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
25,118,4,0,0,100,23,118,0,0,0,100,15:00:57,1036,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
25,118,4,0,0,100,23,116,3,0,0,100,15:00:57,1321,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
25,118,4,0,0,100,23,114,3,0,0,100,15:00:57,1500,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
27,118,1,0,0,100,23,114,4,0,0,100,15:00:57,1571,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
29,118,1,0,0,100,23,114,4,0,0,100,15:00:57,1607,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
31,118,1,0,0,100,23,114,4,0,0,100,15:00:57,1643,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
33,118,1,0,0,100,23,116,2,0,0,100,15:00:57,1679,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
35,118,1,0,0,100,23,116,4,0,0,100,15:00:57,1714,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
37,118,1,0,0,100,23,116,4,0,0,100,15:00:57,1750,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
39,118,1,0,0,100,23,116,4,0,0,100,15:00:57,1786,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
41,118,1,0,0,100,23,118,2,0,0,100,15:00:57,1821,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
43,118,1,0,0,100,23,118,4,0,0,100,15:00:57,1857,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
45,118,1,0,0,100,23,118,4,0,0,100,15:00:57,1893,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
47,118,1,0,0,100,23,118,4,0,0,100,15:00:57,1929,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
49,118,1,0,0,100,23,118,4,0,0,100,15:00:57,1964,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
51,118,1,0,0,100,23,120,2,0,0,100,15:00:58,2000,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
53,118,1,0,0,100,23,118,3,0,0,100,15:00:58,2034,200,114,123,152,153,53,45,275,161,81,100,205,160,63,78,246,61,38,73,126,4,58,30,274,80,37,36
