P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
354,9,4,0,0,100,356,9,1,0,0,100,14:36:16,1036,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
354,9,4,0,0,100,356,11,2,0,0,100,14:36:16,1571,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
354,9,4,0,0,100,354,11,0,0,0,100,14:36:16,1643,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
356,9,1,0,0,100,354,11,4,0,0,100,14:36:16,1893,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
358,9,1,0,0,100,354,11,4,0,0,100,14:36:16,1929,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
360,9,1,0,0,100,354,11,4,0,0,100,14:36:16,1964,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
362,9,1,0,0,100,354,11,4,0,0,100,14:36:17,2000,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
364,9,1,0,0,100,354,11,4,0,0,100,14:36:17,2038,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
366,9,1,0,0,100,354,11,4,0,0,100,14:36:17,2077,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
368,9,1,0,0,100,354,11,4,0,0,100,14:36:17,2115,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
370,9,1,0,0,100,354,11,4,0,0,100,14:36:17,2154,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
372,9,1,0,0,100,356,11,1,0,0,100,14:36:17,2192,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
374,9,1,0,0,100,356,11,4,0,0,100,14:36:17,2231,200,366,6,306,225,42,53,176,209,99,35,204,45,78,83,30,38,61,89,113,57,45,80,3,82,71,47
