P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
372,48,4,0,0,100,374,48,1,0,0,100,14:51:02,708,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
370,48,0,0,0,100,374,48,4,0,0,100,14:51:02,833,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
368,48,0,0,0,100,374,48,4,0,0,100,14:51:02,875,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
366,48,0,0,0,100,374,48,4,0,0,100,14:51:02,917,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
364,48,0,0,0,100,374,48,4,0,0,100,14:51:02,958,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
362,48,0,0,0,100,374,48,4,0,0,100,14:51:03,1000,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
360,48,0,0,0,100,374,48,4,0,0,100,14:51:03,1034,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
358,48,0,0,0,100,374,48,4,0,0,100,14:51:03,1069,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
356,48,0,0,0,100,374,48,4,0,0,100,14:51:03,1103,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
354,48,0,0,0,100,374,48,4,0,0,100,14:51:03,1138,200,283,6,23,156,85,61,275,152,58,92,104,229,64,50,81,254,66,31,47,108,37,44,337,183,39,33
