P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
380,140,4,0,0,100,380,140,4,0,0,100,14:40:51
380,140,4,0,0,100,380,140,4,0,0,100,14:40:51
380,140,4,0,0,100,380,140,4,0,0,100,14:40:51
380,140,4,0,0,100,380,140,4,0,0,100,14:40:51
380,140,4,0,0,100,380,138,3,0,0,100,14:40:51
380,140,4,0,0,100,380,138,4,0,0,100,14:40:52
380,140,4,0,0,100,380,138,4,0,0,100,14:40:52
380,140,4,0,0,100,380,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,1,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,382,138,4,0,0,100,14:40:52
380,140,4,0,0,100,380,138,0,0,0,100,14:40:52
378,140,0,0,0,100,380,138,4,0,0,100,14:40:52
376,140,0,0,0,100,380,138,4,0,0,100,14:40:52
374,140,0,0,0,100,380,138,4,0,0,100,14:40:52
372,140,0,0,0,100,380,138,4,0,0,100,14:40:52
370,140,0,0,0,100,380,138,4,0,0,100,14:40:52
368,140,0,0,0,100,380,138,4,0,0,100,14:40:52
366,140,0,0,0,100,380,138,4,0,0,100,14:40:52
364,140,0,0,0,100,380,138,4,0,0,100,14:40:52
362,140,0,0,0,100,380,138,4,0,0,100,14:40:53
360,140,0,0,0,100,380,138,4,0,0,100,14:40:53
358,140,0,0,0,100,380,138,4,0,0,100,14:40:53
356,140,0,0,0,100,380,138,4,0,0,100,14:40:53
354,140,0,0,0,100,380,138,4,0,0,100,14:40:53
352,140,0,0,0,100,380,138,4,0,0,100,14:40:53
350,140,0,0,0,100,380,138,4,0,0,100,14:40:53
348,140,0,0,0,100,382,138,1,0,0,100,14:40:53
346,140,0,0,0,100,382,138,4,0,0,100,14:40:53
344,140,0,0,0,100,382,138,4,0,0,100,14:40:53
342,140,0,0,0,100,382,138,4,0,0,100,14:40:53
340,140,0,0,0,100,382,136,3,0,0,100,14:40:53
340,138,2,0,0,100,382,136,4,0,0,100,14:40:53
340,136,2,0,0,100,382,136,4,0,0,100,14:40:53
340,134,2,0,0,100,382,136,4,0,0,100,14:40:53
340,132,2,0,0,100,382,136,4,0,0,100,14:40:53
338,132,0,0,0,100,382,138,2,0,0,100,14:40:53
336,132,0,0,0,100,382,138,4,0,0,100,14:40:53
334,132,0,0,0,100,382,138,4,0,0,100,14:40:53
332,132,0,0,0,100,380,138,0,0,0,100,14:40:53
330,132,0,0,0,100,380,138,4,0,0,100,14:40:53
328,132,0,0,0,100,378,138,0,0,0,100,14:40:53
326,132,0,0,0,100,376,138,0,0,0,100,14:40:53
324,132,0,0,0,100,374,138,0,0,0,100,14:40:53
322,132,0,0,0,100,372,138,0,0,0,100,14:40:53
320,132,0,0,0,100,370,138,0,0,0,100,14:40:53
318,132,0,0,0,100,368,138,0,0,0,100,14:40:53
316,132,0,0,0,100,366,138,0,0,0,100,14:40:53
314,132,0,0,0,100,364,138,0,0,0,100,14:40:53
312,132,0,0,0,100,362,138,0,0,0,100,14:40:54
310,132,0,0,0,100,360,138,0,0,0,100,14:40:54
308,132,0,0,0,100,358,138,0,0,0,100,14:40:54
306,132,0,0,0,100,356,138,0,0,0,100,14:40:54
306,130,0,0,0,100,356,136,3,0,0,100,14:40:54
304,130,0,0,0,100,354,136,0,0,0,100,14:40:54
302,130,0,0,0,100,352,136,0,0,0,100,14:40:54
300,130,0,0,0,100,350,136,0,0,0,100,14:40:54
298,130,0,0,0,100,348,136,0,0,0,100,14:40:54
296,130,0,0,0,100,346,136,0,0,0,100,14:40:54
294,130,0,0,0,100,344,136,0,0,0,100,14:40:54
292,130,0,0,0,100,342,136,0,0,0,100,14:40:54
290,130,0,0,0,100,340,136,0,0,0,100,14:40:54
288,130,0,0,0,100,338,136,0,0,0,100,14:40:54
286,130,0,0,0,100,336,136,0,0,0,100,14:40:54
288,130,0,0,0,100,338,136,1,0,0,100,14:40:54
288,132,0,0,0,100,338,138,2,0,0,100,14:40:54
286,132,0,0,0,100,336,138,0,0,0,100,14:40:54
288,132,0,0,0,100,338,138,1,0,0,100,14:40:54
286,132,0,0,0,100,336,138,0,0,0,100,14:40:54
284,132,0,0,0,100,334,138,0,0,0,100,14:40:54
282,132,0,0,0,100,332,138,0,0,0,100,14:40:54
280,132,0,0,0,100,330,138,0,0,0,100,14:40:54
278,132,0,0,0,100,328,138,0,0,0,100,14:40:54
276,132,0,0,0,100,326,138,0,0,0,100,14:40:54
274,132,0,0,0,100,324,138,0,0,0,100,14:40:54
272,132,0,0,0,100,322,138,0,0,0,100,14:40:54
270,132,0,0,0,100,320,138,0,0,0,100,14:40:54
268,132,0,0,0,100,318,138,0,0,0,100,14:40:54
266,132,0,0,0,100,316,138,0,0,0,100,14:40:55
264,132,0,0,0,100,314,138,0,0,0,100,14:40:55
262,132,0,0,0,100,312,138,0,0,0,100,14:40:55
260,132,0,0,0,100,310,138,0,0,0,100,14:40:55
258,132,0,0,0,100,308,138,0,0,0,100,14:40:55
256,132,0,0,0,100,306,138,0,0,0,100,14:40:55
254,132,0,0,0,100,304,138,0,0,0,100,14:40:55
252,132,0,0,0,100,302,138,0,0,0,100,14:40:55
250,132,0,0,0,100,300,138,0,0,0,100,14:40:55
248,132,0,0,0,100,298,138,0,0,0,100,14:40:55
246,132,0,0,0,100,296,138,0,0,0,100,14:40:55
244,132,0,0,0,100,294,138,0,0,0,100,14:40:55
242,132,0,0,0,100,292,138,0,0,0,100,14:40:55
240,132,0,0,0,100,290,138,0,0,0,100,14:40:55
238,132,0,0,0,100,288,138,0,0,0,100,14:40:55
238,130,0,0,0,100,288,136,3,0,0,100,14:40:55
236,130,0,0,0,100,286,136,0,0,0,100,14:40:55
234,130,0,0,0,100,284,136,0,0,0,100,14:40:55
232,130,0,0,0,100,282,136,0,0,0,100,14:40:55
230,130,0,0,0,100,280,136,0,0,0,100,14:40:55
228,130,0,0,0,100,278,136,0,0,0,100,14:40:55
226,130,0,0,0,100,276,136,0,0,0,100,14:40:55
224,130,0,0,0,100,274,136,0,0,0,100,14:40:55
222,130,0,0,0,100,272,136,0,0,0,100,14:40:55
220,130,0,0,0,100,270,136,0,0,0,100,14:40:55
218,130,0,0,0,100,268,136,0,0,0,100,14:40:55
216,130,0,0,0,100,266,136,0,0,0,100,14:40:55
214,130,0,0,0,100,264,136,0,0,0,100,14:40:55
212,130,0,0,0,100,262,136,0,0,0,100,14:40:56
210,130,0,0,0,100,260,136,0,0,0,100,14:40:56
208,130,0,0,0,100,258,136,0,0,0,100,14:40:56
206,130,0,0,0,100,256,136,0,0,0,100,14:40:56
204,130,0,0,0,100,254,136,0,0,0,100,14:40:56
