P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:09
173,241,4,0,0,100,173,241,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,2,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
173,241,4,0,0,100,173,243,4,0,0,100,14:54:10
171,241,0,0,0,100,175,243,1,0,0,100,14:54:10
169,241,0,0,0,100,177,243,1,0,0,100,14:54:10
167,241,0,0,0,100,177,243,4,0,0,100,14:54:10
165,241,0,0,0,100,177,243,4,0,0,100,14:54:10
163,241,0,0,0,100,177,243,4,0,0,100,14:54:10
161,241,0,0,0,100,177,243,4,0,0,100,14:54:10
159,241,0,0,0,100,177,243,4,0,0,100,14:54:10
157,241,0,0,0,100,177,243,4,0,0,100,14:54:10
155,241,0,0,0,100,177,243,4,0,0,100,14:54:10
153,241,0,0,0,100,177,243,4,0,0,100,14:54:10
151,241,0,0,0,100,179,243,1,0,0,100,14:54:10
149,241,0,0,0,100,179,243,4,0,0,100,14:54:10
147,241,0,0,0,100,179,243,4,0,0,100,14:54:10
145,241,0,0,0,100,177,243,0,0,0,100,14:54:10
143,241,0,0,0,100,177,243,4,0,0,100,14:54:10
141,241,0,0,0,100,177,243,4,0,0,100,14:54:10
139,241,0,0,0,100,177,243,4,0,0,100,14:54:10
137,241,0,0,0,100,177,243,4,0,0,100,14:54:10
135,241,0,0,0,100,177,243,4,0,0,100,14:54:11
133,241,0,0,0,100,177,243,4,0,0,100,14:54:11
131,241,0,0,0,100,177,243,4,0,0,100,14:54:11
129,241,0,0,0,100,177,243,4,0,0,100,14:54:11
127,241,0,0,0,100,177,243,4,0,0,100,14:54:11
125,241,0,0,0,100,175,243,0,0,0,100,14:54:11
125,239,0,0,0,100,175,241,3,0,0,100,14:54:11
125,241,0,0,0,100,175,243,2,0,0,100,14:54:11
123,241,0,0,0,100,173,243,0,0,0,100,14:54:11
121,241,0,0,0,100,171,243,0,0,0,100,14:54:11
119,241,0,0,0,100,169,243,0,0,0,100,14:54:11
117,241,0,0,0,100,167,243,0,0,0,100,14:54:11
115,241,0,0,0,100,165,243,0,0,0,100,14:54:11
113,241,0,0,0,100,163,243,0,0,0,100,14:54:11
111,241,0,0,0,100,161,243,0,0,0,100,14:54:11
109,241,0,0,0,100,159,243,0,0,0,100,14:54:11
107,241,0,0,0,100,157,243,0,0,0,100,14:54:11
105,241,0,0,0,100,155,243,0,0,0,100,14:54:11
103,241,0,0,0,100,153,243,0,0,0,100,14:54:11
101,241,0,0,0,100,151,243,0,0,0,100,14:54:11
101,243,0,0,0,100,151,245,2,0,0,100,14:54:11
99,243,0,0,0,100,149,245,0,0,0,100,14:54:11
97,243,0,0,0,100,147,245,0,0,0,100,14:54:11
