P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
108,196,4,0,0,100,108,196,4,0,0,100,14:28:01
108,196,4,0,0,100,108,196,4,0,0,100,14:28:01
108,196,4,0,0,100,108,196,4,0,0,100,14:28:01
108,196,4,0,0,100,108,196,4,0,0,100,14:28:01
108,196,4,0,0,100,108,196,4,0,0,100,14:28:02
108,196,4,0,0,100,108,196,4,0,0,100,14:28:02
108,196,4,0,0,100,108,196,4,0,0,100,14:28:02
108,196,4,0,0,100,108,196,4,0,0,100,14:28:02
108,196,4,0,0,100,108,196,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,2,0,0,100,14:28:02
108,196,4,0,0,100,110,198,1,0,0,100,14:28:02
108,196,4,0,0,100,110,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,0,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,110,198,1,0,0,100,14:28:02
108,196,4,0,0,100,110,198,4,0,0,100,14:28:02
108,196,4,0,0,100,110,198,4,0,0,100,14:28:02
108,196,4,0,0,100,110,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,0,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:02
108,196,4,0,0,100,108,198,4,0,0,100,14:28:03
108,196,4,0,0,100,108,198,4,0,0,100,14:28:03
108,196,4,0,0,100,110,198,1,0,0,100,14:28:03
110,196,1,0,0,100,110,198,4,0,0,100,14:28:03
112,196,1,0,0,100,110,198,4,0,0,100,14:28:03
114,196,1,0,0,100,110,198,4,0,0,100,14:28:03
116,196,1,0,0,100,110,198,4,0,0,100,14:28:03
118,196,1,0,0,100,110,198,4,0,0,100,14:28:03
120,196,1,0,0,100,110,198,4,0,0,100,14:28:03
122,196,1,0,0,100,110,198,4,0,0,100,14:28:03
124,196,1,0,0,100,110,198,4,0,0,100,14:28:03
126,196,1,0,0,100,110,198,4,0,0,100,14:28:03
128,196,1,0,0,100,110,198,4,0,0,100,14:28:03
130,196,1,0,0,100,108,198,0,0,0,100,14:28:03
132,196,1,0,0,100,108,198,4,0,0,100,14:28:03
134,196,1,0,0,100,108,198,4,0,0,100,14:28:03
136,196,1,0,0,100,108,198,4,0,0,100,14:28:03
138,196,1,0,0,100,108,198,4,0,0,100,14:28:03
140,196,1,0,0,100,108,198,4,0,0,100,14:28:03
142,196,1,0,0,100,108,198,4,0,0,100,14:28:03
144,196,1,0,0,100,108,198,4,0,0,100,14:28:03
146,196,1,0,0,100,108,198,4,0,0,100,14:28:03
148,196,1,0,0,100,108,198,4,0,0,100,14:28:03
150,196,1,0,0,100,108,198,4,0,0,100,14:28:03
152,196,1,0,0,100,108,198,4,0,0,100,14:28:03
154,196,1,0,0,100,108,198,4,0,0,100,14:28:03
156,196,1,0,0,100,108,198,4,0,0,100,14:28:03
158,196,1,0,0,100,108,196,3,0,0,100,14:28:03
160,196,1,0,0,100,110,196,1,0,0,100,14:28:04
160,198,1,0,0,100,110,198,2,0,0,100,14:28:04
162,198,1,0,0,100,112,198,1,0,0,100,14:28:04
164,198,1,0,0,100,114,198,1,0,0,100,14:28:04
164,196,1,0,0,100,114,196,3,0,0,100,14:28:04
166,196,1,0,0,100,116,196,1,0,0,100,14:28:04
168,196,1,0,0,100,118,196,1,0,0,100,14:28:04
170,196,1,0,0,100,120,196,1,0,0,100,14:28:04
172,196,1,0,0,100,122,196,1,0,0,100,14:28:04
174,196,1,0,0,100,124,196,1,0,0,100,14:28:04
174,196,1,0,0,100,124,196,4,0,0,100,14:28:04
176,196,1,0,0,100,126,196,1,0,0,100,14:28:04
178,196,1,0,0,100,128,196,1,0,0,100,14:28:04
180,196,1,0,0,100,130,196,1,0,0,100,14:28:04
182,196,1,0,0,100,132,196,1,0,0,100,14:28:04
184,196,1,0,0,100,134,196,1,0,0,100,14:28:04
184,198,1,0,0,100,134,198,2,0,0,100,14:28:04
184,198,1,0,0,100,134,198,4,0,0,100,14:28:04
186,198,1,0,0,100,136,198,1,0,0,100,14:28:04
188,198,1,0,0,100,138,198,1,0,0,100,14:28:04
188,198,1,0,0,100,138,198,4,0,0,100,14:28:04
190,198,1,0,0,100,140,198,1,0,0,100,14:28:04
192,198,1,0,0,100,142,198,1,0,0,100,14:28:04
192,200,3,0,0,100,144,198,1,0,0,100,14:28:04
192,202,3,0,0,100,146,198,1,0,0,100,14:28:04
192,204,3,0,0,100,146,198,4,0,0,100,14:28:04
192,204,3,1,0,100,146,198,4,0,0,100,14:28:04
192,204,3,1,0,50,146,198,4,0,0,100,14:28:04
192,204,3,1,0,0,146,198,4,0,0,100,14:28:04
192,204,3,1,0,-50,146,198,4,0,0,100,14:28:05
192,204,3,1,0,-100,146,198,4,0,0,100,14:28:05
192,204,3,1,0,-150,146,198,4,0,0,100,14:28:05
192,204,3,1,0,-200,146,198,4,0,0,100,14:28:05
194,204,1,0,0,-250,146,198,4,0,0,100,14:28:05
196,204,1,0,0,-250,146,198,4,0,0,100,14:28:05
198,204,1,0,0,-250,148,198,1,0,0,100,14:28:05
198,204,1,0,0,-250,148,198,4,0,0,100,14:28:05
200,204,1,0,0,-250,150,198,1,0,0,100,14:28:05
202,204,1,0,0,-250,152,198,1,0,0,100,14:28:05
