P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,14,137,4,0,0,100,14:35:53
14,137,4,0,0,100,16,137,1,0,0,100,14:35:53
14,137,4,0,0,100,16,137,4,0,0,100,14:35:53
14,137,4,0,0,100,18,137,1,0,0,100,14:35:53
14,137,4,0,0,100,20,137,1,0,0,100,14:35:54
14,137,4,0,0,100,18,137,0,0,0,100,14:35:54
14,137,4,0,0,100,18,137,4,0,0,100,14:35:54
14,137,4,0,0,100,18,139,2,0,0,100,14:35:54
14,137,4,0,0,100,18,139,4,0,0,100,14:35:54
14,137,4,0,0,100,18,139,4,0,0,100,14:35:54
14,139,3,0,0,100,18,139,4,0,0,100,14:35:54
14,141,3,0,0,100,18,139,4,0,0,100,14:35:54
14,143,3,0,0,100,18,139,4,0,0,100,14:35:54
14,145,3,0,0,100,18,139,4,0,0,100,14:35:54
14,147,3,0,0,100,18,139,4,0,0,100,14:35:54
14,149,3,0,0,100,18,139,4,0,0,100,14:35:54
14,151,3,0,0,100,18,139,4,0,0,100,14:35:54
14,153,3,0,0,100,20,139,1,0,0,100,14:35:54
14,155,3,0,0,100,20,139,4,0,0,100,14:35:54
14,157,3,0,0,100,20,139,4,0,0,100,14:35:54
14,159,3,0,0,100,18,139,0,0,0,100,14:35:54
14,161,3,0,0,100,18,139,4,0,0,100,14:35:54
14,163,3,0,0,100,18,139,4,0,0,100,14:35:54
14,165,3,0,0,100,18,139,4,0,0,100,14:35:54
14,167,3,0,0,100,18,139,4,0,0,100,14:35:54
14,169,3,0,0,100,18,139,4,0,0,100,14:35:54
14,171,3,0,0,100,18,139,4,0,0,100,14:35:54
14,173,3,0,0,100,18,139,4,0,0,100,14:35:54
14,175,3,0,0,100,18,139,4,0,0,100,14:35:54
14,177,3,0,0,100,18,139,4,0,0,100,14:35:54
14,179,3,0,0,100,18,139,4,0,0,100,14:35:54
14,181,3,0,0,100,18,139,4,0,0,100,14:35:54
14,183,3,0,0,100,18,139,4,0,0,100,14:35:54
14,185,3,0,0,100,18,139,4,0,0,100,14:35:55
14,187,3,0,0,100,18,139,4,0,0,100,14:35:55
14,189,3,0,0,100,18,139,4,0,0,100,14:35:55
14,191,3,0,0,100,18,141,2,0,0,100,14:35:55
14,193,3,0,0,100,18,143,2,0,0,100,14:35:55
14,195,3,0,0,100,18,145,2,0,0,100,14:35:55
14,197,3,0,0,100,18,147,2,0,0,100,14:35:55
12,197,3,0,0,100,16,147,0,0,0,100,14:35:55
12,199,3,0,0,100,16,149,2,0,0,100,14:35:55
12,201,3,0,0,100,16,151,2,0,0,100,14:35:55
12,203,3,0,0,100,16,153,2,0,0,100,14:35:55
12,205,3,0,0,100,16,155,2,0,0,100,14:35:55
12,207,3,0,0,100,16,157,2,0,0,100,14:35:55
12,209,3,0,0,100,16,159,2,0,0,100,14:35:55
12,211,3,0,0,100,16,161,2,0,0,100,14:35:55
12,213,3,0,0,100,16,163,2,0,0,100,14:35:55
