P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
66,26,4,0,0,100,66,26,4,0,0,100,14:35:34
66,26,4,0,0,100,66,26,4,0,0,100,14:35:34
66,26,4,0,0,100,66,24,3,0,0,100,14:35:34
66,26,4,0,0,100,66,24,4,0,0,100,14:35:34
66,26,4,0,0,100,66,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,0,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,24,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,3,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,22,4,0,0,100,14:35:35
66,26,4,0,0,100,64,20,3,0,0,100,14:35:35
66,26,4,0,0,100,64,20,4,0,0,100,14:35:35
66,26,4,0,0,100,64,20,4,0,0,100,14:35:35
66,26,4,0,0,100,64,20,4,0,0,100,14:35:35
68,26,1,0,0,100,64,20,4,0,0,100,14:35:35
70,26,1,0,0,100,64,18,3,0,0,100,14:35:35
72,26,1,0,0,100,64,18,4,0,0,100,14:35:35
74,26,1,0,0,100,64,18,4,0,0,100,14:35:35
76,26,1,0,0,100,64,18,4,0,0,100,14:35:36
78,26,1,0,0,100,64,18,4,0,0,100,14:35:36
80,26,1,0,0,100,64,18,4,0,0,100,14:35:36
82,26,1,0,0,100,64,18,4,0,0,100,14:35:36
84,26,1,0,0,100,64,18,4,0,0,100,14:35:36
86,26,1,0,0,100,64,18,4,0,0,100,14:35:36
88,26,1,0,0,100,64,18,4,0,0,100,14:35:36
90,26,1,0,0,100,64,18,4,0,0,100,14:35:36
92,26,1,0,0,100,64,18,4,0,0,100,14:35:36
94,26,1,0,0,100,64,18,4,0,0,100,14:35:36
96,26,1,0,0,100,64,18,4,0,0,100,14:35:36
98,26,1,0,0,100,64,18,4,0,0,100,14:35:36
100,26,1,0,0,100,64,18,4,0,0,100,14:35:36
102,26,1,0,0,100,64,18,4,0,0,100,14:35:36
104,26,1,0,0,100,64,18,4,0,0,100,14:35:36
106,26,1,0,0,100,64,18,4,0,0,100,14:35:36
108,26,1,0,0,100,64,18,4,0,0,100,14:35:36
110,26,1,0,0,100,64,18,4,0,0,100,14:35:36
112,26,1,0,0,100,64,18,4,0,0,100,14:35:36
114,26,1,0,0,100,64,18,4,0,0,100,14:35:36
116,26,1,0,0,100,66,18,1,0,0,100,14:35:36
118,26,1,0,0,100,68,18,1,0,0,100,14:35:36
118,26,1,0,0,100,68,18,4,0,0,100,14:35:36
120,26,1,0,0,100,70,18,1,0,0,100,14:35:36
122,26,1,0,0,100,72,18,1,0,0,100,14:35:36
124,26,1,0,0,100,74,18,1,0,0,100,14:35:36
126,26,1,0,0,100,76,18,1,0,0,100,14:35:36
128,26,1,0,0,100,78,18,1,0,0,100,14:35:36
130,26,1,0,0,100,80,18,1,0,0,100,14:35:36
130,26,1,0,0,100,80,18,4,0,0,100,14:35:37
132,26,1,0,0,100,82,18,1,0,0,100,14:35:37
132,26,1,0,0,100,82,18,4,0,0,100,14:35:37
134,26,1,0,0,100,84,18,1,0,0,100,14:35:37
136,26,1,0,0,100,86,18,1,0,0,100,14:35:37
138,26,1,0,0,100,88,18,1,0,0,100,14:35:37
140,26,1,0,0,100,90,18,1,0,0,100,14:35:37
142,26,1,0,0,100,92,18,1,0,0,100,14:35:37
144,26,1,0,0,100,94,18,1,0,0,100,14:35:37
146,26,1,0,0,100,96,18,1,0,0,100,14:35:37
148,26,1,0,0,100,98,18,1,0,0,100,14:35:37
150,26,1,0,0,100,100,18,1,0,0,100,14:35:37
152,26,1,0,0,100,102,18,1,0,0,100,14:35:37
154,26,1,0,0,100,104,18,1,0,0,100,14:35:37
156,26,1,0,0,100,106,18,1,0,0,100,14:35:37
158,26,1,0,0,100,108,18,1,0,0,100,14:35:37
160,26,1,0,0,100,110,18,1,0,0,100,14:35:37
162,26,1,0,0,100,112,18,1,0,0,100,14:35:37
164,26,1,0,0,100,114,18,1,0,0,100,14:35:37
166,26,1,0,0,100,116,18,1,0,0,100,14:35:37
168,26,1,0,0,100,118,18,1,0,0,100,14:35:37
168,24,1,0,0,100,118,16,3,0,0,100,14:35:37
170,24,1,0,0,100,120,16,1,0,0,100,14:35:37
172,24,1,0,0,100,122,16,1,0,0,100,14:35:37
