P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp
205,256,4,0,0,100,205,256,4,0,0,100,15:00:11
205,256,4,0,0,100,205,256,4,0,0,100,15:00:11
205,256,4,0,0,100,205,256,4,0,0,100,15:00:11
205,256,4,0,0,100,205,256,4,0,0,100,15:00:11
205,256,4,0,0,100,205,256,4,0,0,100,15:00:12
205,256,4,0,0,100,205,256,4,0,0,100,15:00:12
205,256,4,0,0,100,205,256,4,0,0,100,15:00:12
205,256,4,0,0,100,205,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,1,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
205,256,4,0,0,100,207,256,4,0,0,100,15:00:12
203,256,0,0,0,100,207,256,4,0,0,100,15:00:12
201,256,0,0,0,100,207,256,4,0,0,100,15:00:12
199,256,0,0,0,100,207,256,4,0,0,100,15:00:12
197,256,0,0,0,100,207,256,4,0,0,100,15:00:12
195,256,0,0,0,100,207,254,3,0,0,100,15:00:12
193,256,0,0,0,100,207,254,4,0,0,100,15:00:12
191,256,0,0,0,100,207,254,4,0,0,100,15:00:12
189,256,0,0,0,100,207,254,4,0,0,100,15:00:12
187,256,0,0,0,100,207,254,4,0,0,100,15:00:12
185,256,0,0,0,100,207,254,4,0,0,100,15:00:12
183,256,0,0,0,100,207,254,4,0,0,100,15:00:12
181,256,0,0,0,100,207,254,4,0,0,100,15:00:12
179,256,0,0,0,100,207,254,4,0,0,100,15:00:12
177,256,0,0,0,100,207,254,4,0,0,100,15:00:12
175,256,0,0,0,100,205,254,0,0,0,100,15:00:12
173,256,0,0,0,100,205,254,4,0,0,100,15:00:12
171,256,0,0,0,100,205,254,4,0,0,100,15:00:13
169,256,0,0,0,100,205,254,4,0,0,100,15:00:13
167,256,0,0,0,100,205,254,4,0,0,100,15:00:13
165,256,0,0,0,100,205,254,4,0,0,100,15:00:13
163,256,0,0,0,100,205,254,4,0,0,100,15:00:13
161,256,0,0,0,100,205,254,4,0,0,100,15:00:13
159,256,0,0,0,100,205,254,4,0,0,100,15:00:13
157,256,0,0,0,100,205,254,4,0,0,100,15:00:13
155,256,0,0,0,100,205,252,3,0,0,100,15:00:13
153,256,0,0,0,100,203,252,0,0,0,100,15:00:13
155,256,0,0,0,100,205,252,1,0,0,100,15:00:13
153,256,0,0,0,100,203,252,0,0,0,100,15:00:13
153,256,0,0,0,100,203,252,4,0,0,100,15:00:13
151,256,0,0,0,100,201,252,0,0,0,100,15:00:13
149,256,0,0,0,100,199,252,0,0,0,100,15:00:13
147,256,0,0,0,100,197,252,0,0,0,100,15:00:13
145,256,0,0,0,100,195,252,0,0,0,100,15:00:13
143,256,0,0,0,100,193,252,0,0,0,100,15:00:13
141,256,0,0,0,100,191,252,0,0,0,100,15:00:13
139,256,0,0,0,100,189,252,0,0,0,100,15:00:13
137,256,0,0,0,100,187,252,0,0,0,100,15:00:13
135,256,0,0,0,100,185,252,0,0,0,100,15:00:13
133,256,0,0,0,100,183,252,0,0,0,100,15:00:13
131,256,0,0,0,100,181,252,0,0,0,100,15:00:13
129,256,0,0,0,100,179,252,0,0,0,100,15:00:13
127,256,0,0,0,100,177,252,0,0,0,100,15:00:13
