P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(11, 0)","(19, 108)","(129, 34)","(-60, 125)","(-35, 136)","(41, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-119, 16)","(-130, 16)",1,4,200,10179
"(12, 0)","(20, 108)","(130, 34)","(-59, 125)","(-34, 136)","(42, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-118, 16)","(-130, 16)",1,4,200,10393
"(13, 0)","(21, 108)","(131, 34)","(-58, 125)","(-33, 136)","(43, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-117, 16)","(-130, 16)",1,4,200,10429
"(14, 0)","(22, 108)","(132, 34)","(-57, 125)","(-32, 136)","(44, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-116, 16)","(-130, 16)",1,4,200,10464
"(15, 0)","(23, 108)","(-56, 125)","(133, 34)","(-31, 136)","(45, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-115, 16)","(-130, 16)",1,4,200,10500
"(16, 0)","(24, 108)","(-55, 125)","(134, 34)","(-30, 136)","(46, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-114, 16)","(-130, 16)",1,4,200,10536
"(17, 0)","(25, 108)","(-54, 125)","(-29, 136)","(135, 34)","(47, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-113, 16)","(-130, 16)",1,4,200,10571
"(18, 0)","(26, 108)","(-53, 125)","(-28, 136)","(136, 34)","(48, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-112, 16)","(-130, 16)",1,4,200,10607
"(19, 0)","(27, 108)","(-52, 125)","(-27, 136)","(137, 34)","(49, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-111, 16)","(-130, 16)",1,4,200,10643
"(20, 0)","(28, 108)","(-51, 125)","(-26, 136)","(138, 34)","(50, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-110, 16)","(-130, 16)",1,4,200,10679
"(21, 0)","(29, 108)","(-50, 125)","(-25, 136)","(139, 34)","(51, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-109, 16)","(-130, 16)",1,4,200,10714
"(22, 0)","(30, 108)","(-49, 125)","(-24, 136)","(140, 34)","(52, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-108, 16)","(-130, 16)",1,4,200,10750
"(23, 0)","(31, 108)","(-48, 125)","(-23, 136)","(141, 34)","(53, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-107, 16)","(-130, 16)",1,4,200,10786
"(24, 0)","(32, 108)","(-47, 125)","(-22, 136)","(142, 34)","(54, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-106, 16)","(-130, 16)",1,4,200,10821
"(25, 0)","(33, 108)","(-46, 125)","(-21, 136)","(143, 34)","(55, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-105, 16)","(-130, 16)",1,4,200,10857
"(26, 0)","(34, 108)","(-45, 125)","(-20, 136)","(144, 34)","(56, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-104, 16)","(-130, 16)",1,4,200,10893
"(27, 0)","(35, 108)","(-44, 125)","(-19, 136)","(145, 34)","(57, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-103, 16)","(-130, 16)",1,4,200,10929
"(28, 0)","(36, 108)","(-43, 125)","(-18, 136)","(146, 34)","(58, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-102, 16)","(-130, 16)",1,4,200,10964
"(29, 0)","(37, 108)","(-42, 125)","(-17, 136)","(147, 34)","(59, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-101, 16)","(-130, 16)",1,4,200,11000
"(30, 0)","(38, 108)","(-41, 125)","(-16, 136)","(148, 34)","(60, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-100, 16)","(-130, 16)",1,4,200,11036
"(31, 0)","(39, 108)","(-40, 125)","(-15, 136)","(149, 34)","(61, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-99, 16)","(-130, 16)",1,4,200,11071
"(32, 0)","(40, 108)","(-39, 125)","(-14, 136)","(150, 34)","(62, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-98, 16)","(-130, 16)",1,4,200,11107
"(33, 0)","(41, 108)","(-38, 125)","(-13, 136)","(151, 34)","(63, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-97, 16)","(-130, 16)",1,4,200,11143
"(34, 0)","(42, 108)","(-37, 125)","(-12, 136)","(152, 34)","(64, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-96, 16)","(-130, 16)",1,4,200,11179
"(35, 0)","(43, 108)","(-36, 125)","(-11, 136)","(153, 34)","(65, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-95, 16)","(-130, 16)",1,4,200,11214
"(36, 0)","(44, 108)","(-35, 125)","(-10, 136)","(154, 34)","(66, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-94, 16)","(-130, 16)",1,4,200,11250
"(37, 0)","(45, 108)","(-34, 125)","(-9, 136)","(155, 34)","(67, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-93, 16)","(-130, 16)",1,4,200,11286
"(38, 0)","(46, 108)","(-33, 125)","(-8, 136)","(156, 34)","(68, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-92, 16)","(-130, 16)",1,4,200,11321
"(39, 0)","(47, 108)","(-32, 125)","(-7, 136)","(157, 34)","(69, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-91, 16)","(-130, 16)",1,4,200,11357
"(40, 0)","(48, 108)","(-31, 125)","(-6, 136)","(158, 34)","(70, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-90, 16)","(-130, 16)",1,4,200,11393
"(41, 0)","(49, 108)","(-30, 125)","(-5, 136)","(159, 34)","(71, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-89, 16)","(-130, 16)",1,4,200,11429
"(42, 0)","(50, 108)","(-29, 125)","(-4, 136)","(160, 34)","(72, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-88, 16)","(-130, 16)",1,4,200,11464
"(43, 0)","(51, 108)","(-28, 125)","(-3, 136)","(161, 34)","(73, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-87, 16)","(-130, 16)",1,4,200,11500
"(44, 0)","(52, 108)","(-27, 125)","(-2, 136)","(162, 34)","(74, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-86, 16)","(-130, 16)",1,4,200,11536
"(45, 0)","(53, 108)","(-26, 125)","(-1, 136)","(163, 34)","(75, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-85, 16)","(-130, 16)",1,4,200,11571
"(46, 0)","(54, 108)","(-25, 125)","(0, 136)","(164, 34)","(76, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-84, 16)","(-130, 16)",1,4,200,11607
"(47, 0)","(55, 108)","(-24, 125)","(0.0, 136.0)","(165, 34)","(77, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-83, 16)","(-130, 16)",1,4,200,11643
"(48, 0)","(56, 108)","(-23, 125)","(0.0, 136.0)","(166, 34)","(78, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-82, 16)","(-130, 16)",1,4,200,11679
"(49, 0)","(57, 108)","(-22, 125)","(0.0, 136.0)","(167, 34)","(79, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-81, 16)","(-130, 16)",1,4,200,11714
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11750
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11786
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11821
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11857
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11893
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11929
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,11964
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12000
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12037
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12074
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12111
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12148
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12185
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12222
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12259
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12296
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12333
"(50, 0)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(8, 108)","(118, 34)","(-46, 136)","(-71, 125)","(30, 176)","(-80, 16)","(-130, 16)",1,4,200,12370
"(50, 0)","(59, 108)","(-20, 125)","(0.0, 136.0)","(169, 34)","(81, 176)","(9, 108)","(119, 34)","(-45, 136)","(-70, 125)","(31, 176)","(-79, 16)","(-129, 16)",1,1,200,12407
"(50, 0)","(60, 108)","(-19, 125)","(0.0, 136.0)","(170, 34)","(82, 176)","(10, 108)","(120, 34)","(-69, 125)","(-44, 136)","(32, 176)","(-78, 16)","(-128, 16)",1,1,200,12444
"(50, 0)","(61, 108)","(-18, 125)","(0.0, 136.0)","(171, 34)","(83, 176)","(11, 108)","(121, 34)","(-68, 125)","(-43, 136)","(33, 176)","(-77, 16)","(-127, 16)",1,1,200,12481
"(50, 0)","(62, 108)","(-17, 125)","(0.0, 136.0)","(172, 34)","(84, 176)","(12, 108)","(122, 34)","(-67, 125)","(-42, 136)","(34, 176)","(-76, 16)","(-126, 16)",1,1,200,12519
"(50, 0)","(63, 108)","(-16, 125)","(0.0, 136.0)","(173, 34)","(85, 176)","(13, 108)","(123, 34)","(-66, 125)","(-41, 136)","(35, 176)","(-75, 16)","(-125, 16)",1,1,200,12556
"(50, 0)","(64, 108)","(-15, 125)","(0.0, 136.0)","(174, 34)","(86, 176)","(14, 108)","(124, 34)","(-65, 125)","(-40, 136)","(36, 176)","(-74, 16)","(-124, 16)",1,1,200,12593
"(50, 0)","(-14, 125)","(65, 108)","(0.0, 136.0)","(175, 34)","(87, 176)","(15, 108)","(125, 34)","(-64, 125)","(-39, 136)","(37, 176)","(-73, 16)","(-123, 16)",1,1,200,12630
"(50, 0)","(-13, 125)","(66, 108)","(0.0, 136.0)","(176, 34)","(88, 176)","(16, 108)","(126, 34)","(-63, 125)","(-38, 136)","(38, 176)","(-72, 16)","(-122, 16)",1,1,200,12667
"(50, 0)","(-12, 125)","(67, 108)","(0.0, 136.0)","(177, 34)","(89, 176)","(17, 108)","(127, 34)","(-62, 125)","(-37, 136)","(39, 176)","(-71, 16)","(-121, 16)",1,1,200,12704
"(50, 0)","(-11, 125)","(68, 108)","(0.0, 136.0)","(178, 34)","(90, 176)","(18, 108)","(128, 34)","(-61, 125)","(-36, 136)","(40, 176)","(-70, 16)","(-120, 16)",1,1,200,12741
"(50, 0)","(-10, 125)","(69, 108)","(0.0, 136.0)","(179, 34)","(91, 176)","(19, 108)","(129, 34)","(-60, 125)","(-35, 136)","(41, 176)","(-69, 16)","(-119, 16)",1,1,200,12778
"(50, 0)","(-9, 125)","(70, 108)","(0.0, 136.0)","(180, 34)","(92, 176)","(20, 108)","(130, 34)","(-59, 125)","(-34, 136)","(42, 176)","(-68, 16)","(-118, 16)",1,1,200,12815
"(50, 0)","(-8, 125)","(71, 108)","(0.0, 136.0)","(181, 34)","(93, 176)","(21, 108)","(131, 34)","(-58, 125)","(-33, 136)","(43, 176)","(-67, 16)","(-117, 16)",1,1,200,12852
"(50, 0)","(-7, 125)","(72, 108)","(0.0, 136.0)","(182, 34)","(94, 176)","(22, 108)","(132, 34)","(-57, 125)","(-32, 136)","(44, 176)","(-66, 16)","(-116, 16)",1,1,200,12889
"(50, 0)","(-6, 125)","(73, 108)","(0.0, 136.0)","(183, 34)","(95, 176)","(23, 108)","(-56, 125)","(133, 34)","(-31, 136)","(45, 176)","(-65, 16)","(-115, 16)",1,1,200,12926
"(50, 0)","(-5, 125)","(74, 108)","(0.0, 136.0)","(184, 34)","(96, 176)","(24, 108)","(-55, 125)","(134, 34)","(-30, 136)","(46, 176)","(-64, 16)","(-114, 16)",1,1,200,12963
"(50, 0)","(-4, 125)","(75, 108)","(0.0, 136.0)","(185, 34)","(97, 176)","(25, 108)","(-54, 125)","(-29, 136)","(135, 34)","(47, 176)","(-63, 16)","(-113, 16)",1,1,200,13000
"(50, 0)","(-3, 125)","(76, 108)","(0.0, 136.0)","(186, 34)","(98, 176)","(26, 108)","(-53, 125)","(-28, 136)","(136, 34)","(48, 176)","(-62, 16)","(-112, 16)",1,1,200,13036
"(50, 0)","(-2, 125)","(77, 108)","(0.0, 136.0)","(187, 34)","(99, 176)","(27, 108)","(-52, 125)","(-27, 136)","(137, 34)","(49, 176)","(-61, 16)","(-111, 16)",1,1,200,13071
"(50, 0)","(-1, 125)","(78, 108)","(0.0, 136.0)","(188, 34)","(100, 176)","(28, 108)","(-51, 125)","(-26, 136)","(138, 34)","(50, 176)","(-60, 16)","(-110, 16)",1,1,200,13107
"(50, 0)","(0, 125)","(79, 108)","(0.0, 136.0)","(189, 34)","(101, 176)","(29, 108)","(-50, 125)","(-25, 136)","(139, 34)","(51, 176)","(-59, 16)","(-109, 16)",1,1,200,13143
"(50, 0)","(0.0, 125.0)","(80, 108)","(0.0, 136.0)","(190, 34)","(102, 176)","(30, 108)","(-49, 125)","(-24, 136)","(140, 34)","(52, 176)","(-58, 16)","(-108, 16)",1,1,200,13179
"(50, 0)","(0.0, 125.0)","(81, 108)","(0.0, 136.0)","(191, 34)","(103, 176)","(31, 108)","(-48, 125)","(-23, 136)","(141, 34)","(53, 176)","(-57, 16)","(-107, 16)",1,1,200,13214
"(50, 0)","(0.0, 125.0)","(82, 108)","(0.0, 136.0)","(192, 34)","(104, 176)","(32, 108)","(-47, 125)","(-22, 136)","(142, 34)","(54, 176)","(-56, 16)","(-106, 16)",1,1,200,13250
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(83, 108)","(193, 34)","(105, 176)","(33, 108)","(-46, 125)","(-21, 136)","(143, 34)","(55, 176)","(-55, 16)","(-105, 16)",1,1,200,13286
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(84, 108)","(194, 34)","(106, 176)","(34, 108)","(-45, 125)","(-20, 136)","(144, 34)","(56, 176)","(-54, 16)","(-104, 16)",1,1,200,13321
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(85, 108)","(195, 34)","(107, 176)","(35, 108)","(-44, 125)","(-19, 136)","(145, 34)","(57, 176)","(-53, 16)","(-103, 16)",1,1,200,13357
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(86, 108)","(196, 34)","(108, 176)","(36, 108)","(-43, 125)","(-18, 136)","(146, 34)","(58, 176)","(-52, 16)","(-102, 16)",1,1,200,13393
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(87, 108)","(197, 34)","(109, 176)","(37, 108)","(-42, 125)","(-17, 136)","(147, 34)","(59, 176)","(-51, 16)","(-101, 16)",1,1,200,13429
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(88, 108)","(198, 34)","(110, 176)","(38, 108)","(-41, 125)","(-16, 136)","(148, 34)","(60, 176)","(-50, 16)","(-100, 16)",1,1,200,13464
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(89, 108)","(199, 34)","(111, 176)","(39, 108)","(-40, 125)","(-15, 136)","(149, 34)","(61, 176)","(-49, 16)","(-99, 16)",1,1,200,13500
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(90, 108)","(200, 34)","(112, 176)","(40, 108)","(-39, 125)","(-14, 136)","(150, 34)","(62, 176)","(-48, 16)","(-98, 16)",1,1,200,13536
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(91, 108)","(201, 34)","(113, 176)","(41, 108)","(-38, 125)","(-13, 136)","(151, 34)","(63, 176)","(-47, 16)","(-97, 16)",1,1,200,13571
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(92, 108)","(202, 34)","(114, 176)","(42, 108)","(-37, 125)","(-12, 136)","(152, 34)","(64, 176)","(-46, 16)","(-96, 16)",1,1,200,13607
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(93, 108)","(203, 34)","(115, 176)","(43, 108)","(-36, 125)","(-11, 136)","(153, 34)","(65, 176)","(-45, 16)","(-95, 16)",1,1,200,13643
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(94, 108)","(204, 34)","(116, 176)","(44, 108)","(-35, 125)","(-10, 136)","(154, 34)","(66, 176)","(-44, 16)","(-94, 16)",1,1,200,13679
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(95, 108)","(205, 34)","(117, 176)","(45, 108)","(-34, 125)","(-9, 136)","(155, 34)","(67, 176)","(-43, 16)","(-93, 16)",1,1,200,13714
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(96, 108)","(206, 34)","(118, 176)","(46, 108)","(-33, 125)","(-8, 136)","(156, 34)","(68, 176)","(-42, 16)","(-92, 16)",1,1,200,13750
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(97, 108)","(207, 34)","(119, 176)","(47, 108)","(-32, 125)","(-7, 136)","(157, 34)","(69, 176)","(-41, 16)","(-91, 16)",1,1,200,13786
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(98, 108)","(208, 34)","(120, 176)","(48, 108)","(-31, 125)","(-6, 136)","(158, 34)","(70, 176)","(-40, 16)","(-90, 16)",1,1,200,13821
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(99, 108)","(209, 34)","(121, 176)","(49, 108)","(-30, 125)","(-5, 136)","(159, 34)","(71, 176)","(-39, 16)","(-89, 16)",1,1,200,13857
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(100, 108)","(210, 34)","(122, 176)","(50, 108)","(-29, 125)","(-4, 136)","(160, 34)","(72, 176)","(-38, 16)","(-88, 16)",1,1,200,13893
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(101, 108)","(211, 34)","(123, 176)","(51, 108)","(-28, 125)","(-3, 136)","(161, 34)","(73, 176)","(-37, 16)","(-87, 16)",1,1,200,13929
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(102, 108)","(212, 34)","(124, 176)","(52, 108)","(-27, 125)","(-2, 136)","(162, 34)","(74, 176)","(-36, 16)","(-86, 16)",1,1,200,13964
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(103, 108)","(213, 34)","(125, 176)","(53, 108)","(-26, 125)","(-1, 136)","(163, 34)","(75, 176)","(-35, 16)","(-85, 16)",1,1,200,14000
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(104, 108)","(126, 176)","(214, 34)","(54, 108)","(-25, 125)","(0, 136)","(164, 34)","(76, 176)","(-34, 16)","(-84, 16)",1,1,200,14037
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(105, 108)","(127, 176)","(215, 34)","(55, 108)","(-24, 125)","(0.0, 136.0)","(165, 34)","(77, 176)","(-33, 16)","(-83, 16)",1,1,200,14074
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(106, 108)","(128, 176)","(216, 34)","(56, 108)","(-23, 125)","(0.0, 136.0)","(166, 34)","(78, 176)","(-32, 16)","(-82, 16)",1,1,200,14111
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(107, 108)","(129, 176)","(217, 34)","(57, 108)","(-22, 125)","(0.0, 136.0)","(167, 34)","(79, 176)","(-31, 16)","(-81, 16)",1,1,200,14148
"(50, 0)","(0.0, 125.0)","(0.0, 136.0)","(108, 108)","(130, 176)","(218, 34)","(58, 108)","(-21, 125)","(0.0, 136.0)","(168, 34)","(80, 176)","(-30, 16)","(-80, 16)",1,1,200,14185
"(50, 0)","(0.0, 125.0)","(0, 136)","(109, 108)","(131, 176)","(219, 34)","(59, 108)","(-20, 125)","(0.0, 136.0)","(169, 34)","(81, 176)","(-29, 16)","(-79, 16)",1,1,200,14222
"(50, 0)","(0.0, 125.0)","(1, 136)","(110, 108)","(132, 176)","(220, 34)","(60, 108)","(-19, 125)","(0.0, 136.0)","(170, 34)","(82, 176)","(-28, 16)","(-78, 16)",1,1,200,14259
"(50, 0)","(0.0, 125.0)","(2, 136)","(111, 108)","(133, 176)","(221, 34)","(61, 108)","(-18, 125)","(0.0, 136.0)","(171, 34)","(83, 176)","(-27, 16)","(-77, 16)",1,1,200,14296
"(50, 0)","(0.0, 125.0)","(3, 136)","(112, 108)","(134, 176)","(222, 34)","(62, 108)","(-17, 125)","(0.0, 136.0)","(172, 34)","(84, 176)","(-26, 16)","(-76, 16)",1,1,200,14333
"(50, 0)","(0.0, 125.0)","(4, 136)","(113, 108)","(135, 176)","(66, 215)","(63, 108)","(-16, 125)","(0.0, 136.0)","(173, 34)","(85, 176)","(-25, 16)","(-75, 16)",1,1,200,14370
"(50, 0)","(0.0, 125.0)","(5, 136)","(114, 108)","(136, 176)","(67, 215)","(64, 108)","(-15, 125)","(0.0, 136.0)","(174, 34)","(86, 176)","(-24, 16)","(-74, 16)",1,1,200,14407
