P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(50, 0)","(16, 12)","(-19, -13)","(17, -40)","(113, 28)","(119.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(63, 28)","(69.0, 0.0)","(-69, -13)","(-46, 38)","(-96, 38)",11593
"(50, 0)","(17, 12)","(-18, -13)","(18, -40)","(114, 28)","(120.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(-68, -13)","(64, 28)","(70.0, 0.0)","(-45, 38)","(-95, 38)",11630
"(50, 0)","(-17, -13)","(18, 12)","(19, -40)","(115, 28)","(121.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(-67, -13)","(65, 28)","(71.0, 0.0)","(-44, 38)","(-94, 38)",11667
"(50, 0)","(-16, -13)","(19, 12)","(20, -40)","(116, 28)","(122.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(-66, -13)","(66, 28)","(72.0, 0.0)","(-43, 38)","(-93, 38)",11704
"(50, 0)","(-15, -13)","(20, 12)","(21, -40)","(117, 28)","(123.0, 0.0)","(0.0, 12.0)","(0.0, -40.0)","(-65, -13)","(67, 28)","(73.0, 0.0)","(-42, 38)","(-92, 38)",11741
"(50, 0)","(-14, -13)","(21, 12)","(22, -40)","(118, 28)","(0.0, 123.0)","(0.0, 12.0)","(0.0, -40.0)","(-64, -13)","(68, 28)","(74.0, 0.0)","(-41, 38)","(-91, 38)",11778
"(50, 0)","(-13, -13)","(22, 12)","(23, -40)","(119, 28)","(0.0, 123.0)","(0.0, 12.0)","(0.0, -40.0)","(-63, -13)","(69, 28)","(75.0, 0.0)","(-40, 38)","(-90, 38)",11815
"(50, 0)","(-12, -13)","(23, 12)","(24, -40)","(0.0, 123.0)","(120, 28)","(0.0, 12.0)","(0.0, -40.0)","(-62, -13)","(70, 28)","(76.0, 0.0)","(-39, 38)","(-89, 38)",11852
"(50, 0)","(-11, -13)","(24, 12)","(25, -40)","(0.0, 123.0)","(121, 28)","(0.0, 12.0)","(0.0, -40.0)","(-61, -13)","(71, 28)","(77.0, 0.0)","(-38, 38)","(-88, 38)",11889
"(50, 0)","(-10, -13)","(25, 12)","(26, -40)","(0.0, 123.0)","(122, 28)","(0.0, 12.0)","(0.0, -40.0)","(-60, -13)","(72, 28)","(78.0, 0.0)","(-37, 38)","(-87, 38)",11926
"(50, 0)","(-9, -13)","(26, 12)","(27, -40)","(0.0, 123.0)","(123, 28)","(0.0, 12.0)","(0.0, -40.0)","(-59, -13)","(73, 28)","(79.0, 0.0)","(-36, 38)","(-86, 38)",11963
"(50, 0)","(-8, -13)","(27, 12)","(28, -40)","(0.0, 123.0)","(124, 28)","(0.0, 12.0)","(0.0, -40.0)","(-58, -13)","(74, 28)","(80.0, 0.0)","(-35, 38)","(-85, 38)",12000
"(50, 0)","(-7, -13)","(28, 12)","(29, -40)","(0.0, 123.0)","(125, 28)","(0.0, 12.0)","(0.0, -40.0)","(-57, -13)","(75, 28)","(81.0, 0.0)","(-34, 38)","(-84, 38)",12037
"(50, 0)","(-6, -13)","(29, 12)","(30, -40)","(0.0, 123.0)","(126, 28)","(0.0, 12.0)","(0.0, -40.0)","(-56, -13)","(76, 28)","(82.0, 0.0)","(-33, 38)","(-83, 38)",12074
"(50, 0)","(-5, -13)","(30, 12)","(31, -40)","(0.0, 123.0)","(127, 28)","(0.0, 12.0)","(0.0, -40.0)","(-55, -13)","(77, 28)","(83.0, 0.0)","(-32, 38)","(-82, 38)",12111
"(50, 0)","(-4, -13)","(31, 12)","(32, -40)","(0, 123)","(128, 28)","(0.0, 12.0)","(0.0, -40.0)","(-54, -13)","(78, 28)","(84.0, 0.0)","(-31, 38)","(-81, 38)",12148
"(50, 0)","(-3, -13)","(32, 12)","(33, -40)","(1, 123)","(129, 28)","(0.0, 12.0)","(0.0, -40.0)","(-53, -13)","(79, 28)","(85.0, 0.0)","(-30, 38)","(-80, 38)",12185
"(50, 0)","(-2, -13)","(33, 12)","(34, -40)","(2, 123)","(130, 28)","(0.0, 12.0)","(0.0, -40.0)","(-52, -13)","(80, 28)","(86.0, 0.0)","(-29, 38)","(-79, 38)",12222
"(50, 0)","(-1, -13)","(34, 12)","(35, -40)","(3, 123)","(-15, 133)","(0.0, 12.0)","(0.0, -40.0)","(-51, -13)","(81, 28)","(87.0, 0.0)","(-28, 38)","(-78, 38)",12259
"(50, 0)","(0, -13)","(35, 12)","(36, -40)","(4, 123)","(-14, 133)","(0.0, 12.0)","(0.0, -40.0)","(-50, -13)","(82, 28)","(88.0, 0.0)","(-27, 38)","(-77, 38)",12296
"(50, 0)","(0.0, -13.0)","(36, 12)","(37, -40)","(5, 123)","(-13, 133)","(0.0, 12.0)","(0.0, -40.0)","(-49, -13)","(83, 28)","(89.0, 0.0)","(-26, 38)","(-76, 38)",12333
"(50, 0)","(0.0, -13.0)","(37, 12)","(38, -40)","(6, 123)","(-12, 133)","(0.0, 12.0)","(0.0, -40.0)","(-48, -13)","(84, 28)","(90.0, 0.0)","(-25, 38)","(-75, 38)",12370
"(50, 0)","(0.0, -13.0)","(38, 12)","(39, -40)","(7, 123)","(-11, 133)","(0.0, 12.0)","(0.0, -40.0)","(-47, -13)","(85, 28)","(91.0, 0.0)","(-24, 38)","(-74, 38)",12407
"(50, 0)","(0.0, -13.0)","(39, 12)","(40, -40)","(8, 123)","(-10, 133)","(0.0, 12.0)","(0.0, -40.0)","(-46, -13)","(86, 28)","(92.0, 0.0)","(-23, 38)","(-73, 38)",12444
"(50, 0)","(0.0, -13.0)","(40, 12)","(41, -40)","(9, 123)","(-9, 133)","(0.0, 12.0)","(0.0, -40.0)","(-45, -13)","(87, 28)","(93.0, 0.0)","(-22, 38)","(-72, 38)",12481
"(50, 0)","(0.0, -13.0)","(41, 12)","(42, -40)","(10, 123)","(-8, 133)","(0.0, 12.0)","(0.0, -40.0)","(-44, -13)","(88, 28)","(94.0, 0.0)","(-21, 38)","(-71, 38)",12519
"(50, 0)","(0.0, -13.0)","(42, 12)","(43, -40)","(11, 123)","(-7, 133)","(0.0, 12.0)","(0.0, -40.0)","(-43, -13)","(89, 28)","(95.0, 0.0)","(-20, 38)","(-70, 38)",12556
"(50, 0)","(0.0, -13.0)","(43, 12)","(44, -40)","(12, 123)","(-6, 133)","(0.0, 12.0)","(0.0, -40.0)","(-42, -13)","(90, 28)","(96.0, 0.0)","(-19, 38)","(-69, 38)",12593
"(50, 0)","(0.0, -13.0)","(44, 12)","(45, -40)","(13, 123)","(-5, 133)","(0.0, 12.0)","(0.0, -40.0)","(-41, -13)","(91, 28)","(97.0, 0.0)","(-18, 38)","(-68, 38)",12630
"(50, 0)","(0.0, -13.0)","(45, 12)","(46, -40)","(14, 123)","(-4, 133)","(0.0, 12.0)","(0.0, -40.0)","(-40, -13)","(92, 28)","(98.0, 0.0)","(-17, 38)","(-67, 38)",12667
"(50, 0)","(0.0, -13.0)","(46, 12)","(47, -40)","(15, 123)","(-3, 133)","(0.0, 12.0)","(0.0, -40.0)","(-39, -13)","(93, 28)","(99.0, 0.0)","(-16, 38)","(-66, 38)",12704
"(50, 0)","(0.0, -13.0)","(47, 12)","(48, -40)","(16, 123)","(-2, 133)","(0.0, 12.0)","(0.0, -40.0)","(-38, -13)","(94, 28)","(100.0, 0.0)","(-15, 38)","(-65, 38)",12741
"(50, 0)","(0.0, -13.0)","(48, 12)","(49, -40)","(17, 123)","(-1, 133)","(0.0, 12.0)","(-37, -13)","(0.0, -40.0)","(95, 28)","(101.0, 0.0)","(-14, 38)","(-64, 38)",12778
"(50, 0)","(0.0, -13.0)","(49, 12)","(50, -40)","(18, 123)","(0, 133)","(0.0, 12.0)","(-36, -13)","(0, -40)","(96, 28)","(102.0, 0.0)","(-13, 38)","(-63, 38)",12815
"(50, 0)","(0.0, -13.0)","(50, 12)","(51, -40)","(19, 123)","(0.0, 133.0)","(0, 12)","(-35, -13)","(1, -40)","(97, 28)","(103.0, 0.0)","(-12, 38)","(-62, 38)",12852
"(50, 0)","(0.0, -13.0)","(51, 12)","(52, -40)","(20, 123)","(0.0, 133.0)","(1, 12)","(-34, -13)","(2, -40)","(98, 28)","(104.0, 0.0)","(-11, 38)","(-61, 38)",12889
"(50, 0)","(0.0, -13.0)","(52, 12)","(53, -40)","(21, 123)","(0.0, 133.0)","(2, 12)","(-33, -13)","(3, -40)","(99, 28)","(105.0, 0.0)","(-10, 38)","(-60, 38)",12926
"(50, 0)","(0.0, -13.0)","(53, 12)","(54, -40)","(22, 123)","(0.0, 133.0)","(3, 12)","(-32, -13)","(4, -40)","(100, 28)","(106.0, 0.0)","(-9, 38)","(-59, 38)",12963
"(50, 0)","(0.0, -13.0)","(54, 12)","(55, -40)","(23, 123)","(0.0, 133.0)","(4, 12)","(-31, -13)","(5, -40)","(101, 28)","(107.0, 0.0)","(-8, 38)","(-58, 38)",13000
"(50, 0)","(0.0, -13.0)","(55, 12)","(56, -40)","(24, 123)","(0.0, 133.0)","(5, 12)","(-30, -13)","(6, -40)","(102, 28)","(108.0, 0.0)","(-7, 38)","(-57, 38)",13037
"(50, 0)","(0.0, -13.0)","(56, 12)","(57, -40)","(25, 123)","(0.0, 133.0)","(6, 12)","(-29, -13)","(7, -40)","(103, 28)","(109.0, 0.0)","(-6, 38)","(-56, 38)",13074
"(50, 0)","(0.0, -13.0)","(57, 12)","(58, -40)","(26, 123)","(0.0, 133.0)","(7, 12)","(-28, -13)","(8, -40)","(104, 28)","(110.0, 0.0)","(-5, 38)","(-55, 38)",13111
"(50, 0)","(0.0, -13.0)","(58, 12)","(59, -40)","(27, 123)","(0.0, 133.0)","(8, 12)","(-27, -13)","(9, -40)","(105, 28)","(111.0, 0.0)","(-4, 38)","(-54, 38)",13148
"(50, 0)","(0.0, -13.0)","(59, 12)","(60, -40)","(28, 123)","(0.0, 133.0)","(9, 12)","(-26, -13)","(10, -40)","(106, 28)","(112.0, 0.0)","(-3, 38)","(-53, 38)",13185
"(50, 0)","(0.0, -13.0)","(60, 12)","(61, -40)","(29, 123)","(0.0, 133.0)","(10, 12)","(-25, -13)","(11, -40)","(107, 28)","(113.0, 0.0)","(-2, 38)","(-52, 38)",13222
"(50, 0)","(0.0, -13.0)","(61, 12)","(62, -40)","(30, 123)","(0.0, 133.0)","(11, 12)","(-24, -13)","(12, -40)","(108, 28)","(114.0, 0.0)","(-1, 38)","(-51, 38)",13259
"(50, 0)","(0.0, -13.0)","(62, 12)","(63, -40)","(31, 123)","(0.0, 133.0)","(12, 12)","(-23, -13)","(13, -40)","(109, 28)","(115.0, 0.0)","(0, 38)","(-50, 38)",13296
"(50, 0)","(0.0, -13.0)","(63, 12)","(64, -40)","(32, 123)","(0.0, 133.0)","(13, 12)","(-22, -13)","(14, -40)","(110, 28)","(116.0, 0.0)","(1, 38)","(-49, 38)",13333
"(50, 0)","(0.0, -13.0)","(64, 12)","(65, -40)","(33, 123)","(0.0, 133.0)","(14, 12)","(-21, -13)","(15, -40)","(111, 28)","(117.0, 0.0)","(2, 38)","(-48, 38)",13370
"(50, 0)","(0.0, -13.0)","(65, 12)","(66, -40)","(34, 123)","(0.0, 133.0)","(15, 12)","(-20, -13)","(16, -40)","(112, 28)","(118.0, 0.0)","(3, 38)","(-47, 38)",13407
"(50, 0)","(0.0, -13.0)","(66, 12)","(67, -40)","(35, 123)","(0.0, 133.0)","(16, 12)","(-19, -13)","(17, -40)","(113, 28)","(119.0, 0.0)","(4, 38)","(-46, 38)",13444
"(50, 0)","(0.0, -13.0)","(67, 12)","(68, -40)","(36, 123)","(0.0, 133.0)","(17, 12)","(-18, -13)","(18, -40)","(114, 28)","(120.0, 0.0)","(5, 38)","(-45, 38)",13481
"(50, 0)","(0.0, -13.0)","(68, 12)","(69, -40)","(37, 123)","(0.0, 133.0)","(-17, -13)","(18, 12)","(19, -40)","(115, 28)","(121.0, 0.0)","(6, 38)","(-44, 38)",13519
"(50, 0)","(0.0, -13.0)","(69, 12)","(70, -40)","(38, 123)","(0.0, 133.0)","(-16, -13)","(19, 12)","(20, -40)","(116, 28)","(122.0, 0.0)","(7, 38)","(-43, 38)",13556
"(50, 0)","(0.0, -13.0)","(70, 12)","(71, -40)","(39, 123)","(0.0, 133.0)","(-15, -13)","(20, 12)","(21, -40)","(117, 28)","(123.0, 0.0)","(8, 38)","(-42, 38)",13593
"(50, 0)","(0.0, -13.0)","(71, 12)","(72, -40)","(40, 123)","(0.0, 133.0)","(-14, -13)","(21, 12)","(22, -40)","(118, 28)","(0.0, 123.0)","(9, 38)","(-41, 38)",13630
"(50, 0)","(0.0, -13.0)","(72, 12)","(73, -40)","(41, 123)","(0.0, 133.0)","(-13, -13)","(22, 12)","(23, -40)","(119, 28)","(0.0, 123.0)","(10, 38)","(-40, 38)",13667
"(50, 0)","(0.0, -13.0)","(73, 12)","(74, -40)","(42, 123)","(0.0, 133.0)","(-12, -13)","(23, 12)","(24, -40)","(0.0, 123.0)","(120, 28)","(11, 38)","(-39, 38)",13704
"(50, 0)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(-11, -13)","(24, 12)","(25, -40)","(0.0, 123.0)","(121, 28)","(12, 38)","(-38, 38)",13741
"(50, 0)","(0.0, -13.0)","(75, 12)","(76, -40)","(44, 123)","(0.0, 133.0)","(-10, -13)","(25, 12)","(26, -40)","(0.0, 123.0)","(122, 28)","(13, 38)","(-37, 38)",13778
"(50, 0)","(0.0, -13.0)","(76, 12)","(77, -40)","(45, 123)","(0.0, 133.0)","(-9, -13)","(26, 12)","(27, -40)","(0.0, 123.0)","(123, 28)","(14, 38)","(-36, 38)",13815
"(50, 0)","(0.0, -13.0)","(77, 12)","(78, -40)","(46, 123)","(0.0, 133.0)","(-8, -13)","(27, 12)","(28, -40)","(0.0, 123.0)","(124, 28)","(15, 38)","(-35, 38)",13852
"(50, 0)","(0.0, -13.0)","(78, 12)","(79, -40)","(47, 123)","(0.0, 133.0)","(-7, -13)","(28, 12)","(29, -40)","(0.0, 123.0)","(125, 28)","(16, 38)","(-34, 38)",13889
"(50, 0)","(0.0, -13.0)","(79, 12)","(80, -40)","(48, 123)","(0.0, 133.0)","(-6, -13)","(29, 12)","(30, -40)","(0.0, 123.0)","(126, 28)","(17, 38)","(-33, 38)",13926
"(50, 0)","(0.0, -13.0)","(80, 12)","(81, -40)","(49, 123)","(0.0, 133.0)","(-5, -13)","(30, 12)","(31, -40)","(0.0, 123.0)","(127, 28)","(18, 38)","(-32, 38)",13963
"(50, 0)","(0.0, -13.0)","(81, 12)","(82, -40)","(50, 123)","(0.0, 133.0)","(-4, -13)","(31, 12)","(32, -40)","(0, 123)","(128, 28)","(19, 38)","(-31, 38)",14000
"(50, 0)","(0.0, -13.0)","(82, 12)","(83, -40)","(0.0, 133.0)","(51, 123)","(-3, -13)","(32, 12)","(33, -40)","(1, 123)","(129, 28)","(20, 38)","(-30, 38)",14036
"(50, 0)","(0.0, -13.0)","(83, 12)","(84, -40)","(0.0, 133.0)","(52, 123)","(-2, -13)","(33, 12)","(34, -40)","(2, 123)","(130, 28)","(21, 38)","(-29, 38)",14071
"(50, 0)","(0.0, -13.0)","(84, 12)","(85, -40)","(0.0, 133.0)","(53, 123)","(-1, -13)","(34, 12)","(35, -40)","(3, 123)","(-15, 133)","(22, 38)","(-28, 38)",14107
"(50, 0)","(0.0, -13.0)","(85, 12)","(86, -40)","(0.0, 133.0)","(54, 123)","(0, -13)","(35, 12)","(36, -40)","(4, 123)","(-14, 133)","(23, 38)","(-27, 38)",14143
"(50, 0)","(0.0, -13.0)","(86, 12)","(87, -40)","(0.0, 133.0)","(55, 123)","(0.0, -13.0)","(36, 12)","(37, -40)","(5, 123)","(-13, 133)","(24, 38)","(-26, 38)",14179
"(50, 0)","(0.0, -13.0)","(87, 12)","(88, -40)","(0.0, 133.0)","(56, 123)","(0.0, -13.0)","(37, 12)","(38, -40)","(6, 123)","(-12, 133)","(25, 38)","(-25, 38)",14214
"(50, 0)","(0.0, -13.0)","(88, 12)","(89, -40)","(0.0, 133.0)","(57, 123)","(0.0, -13.0)","(38, 12)","(39, -40)","(7, 123)","(-11, 133)","(26, 38)","(-24, 38)",14250
"(50, 0)","(0.0, -13.0)","(89, 12)","(90, -40)","(0.0, 133.0)","(58, 123)","(0.0, -13.0)","(39, 12)","(40, -40)","(8, 123)","(-10, 133)","(27, 38)","(-23, 38)",14286
"(50, 0)","(0.0, -13.0)","(90, 12)","(91, -40)","(0.0, 133.0)","(59, 123)","(0.0, -13.0)","(40, 12)","(41, -40)","(9, 123)","(-9, 133)","(28, 38)","(-22, 38)",14321
"(50, 0)","(0.0, -13.0)","(91, 12)","(92, -40)","(0.0, 133.0)","(60, 123)","(0.0, -13.0)","(41, 12)","(42, -40)","(10, 123)","(-8, 133)","(29, 38)","(-21, 38)",14357
"(50, 0)","(0.0, -13.0)","(92, 12)","(93, -40)","(0.0, 133.0)","(61, 123)","(0.0, -13.0)","(42, 12)","(43, -40)","(11, 123)","(-7, 133)","(30, 38)","(-20, 38)",14393
"(50, 0)","(0.0, -13.0)","(93, 12)","(94, -40)","(0.0, 133.0)","(62, 123)","(0.0, -13.0)","(43, 12)","(44, -40)","(12, 123)","(-6, 133)","(31, 38)","(-19, 38)",14429
"(50, 0)","(0.0, -13.0)","(94, 12)","(95, -40)","(0.0, 133.0)","(63, 123)","(0.0, -13.0)","(44, 12)","(45, -40)","(13, 123)","(-5, 133)","(32, 38)","(-18, 38)",14464
"(50, 0)","(0.0, -13.0)","(95, 12)","(96, -40)","(0.0, 133.0)","(64, 123)","(0.0, -13.0)","(45, 12)","(46, -40)","(14, 123)","(-4, 133)","(33, 38)","(-17, 38)",14500
"(50, 0)","(0.0, -13.0)","(96, 12)","(97, -40)","(0.0, 133.0)","(65, 123)","(0.0, -13.0)","(46, 12)","(47, -40)","(15, 123)","(-3, 133)","(34, 38)","(-16, 38)",14536
"(50, 0)","(0.0, -13.0)","(97, 12)","(98, -40)","(0.0, 133.0)","(66, 123)","(0.0, -13.0)","(47, 12)","(48, -40)","(16, 123)","(-2, 133)","(35, 38)","(-15, 38)",14571
"(50, 0)","(0.0, -13.0)","(98, 12)","(99, -40)","(0.0, 133.0)","(67, 123)","(0.0, -13.0)","(48, 12)","(49, -40)","(17, 123)","(-1, 133)","(36, 38)","(-14, 38)",14607
"(50, 0)","(0.0, -13.0)","(99, 12)","(100, -40)","(0.0, 133.0)","(68, 123)","(0.0, -13.0)","(49, 12)","(50, -40)","(18, 123)","(0, 133)","(37, 38)","(-13, 38)",14643
"(50, 0)","(0.0, -13.0)","(100, 12)","(101, -40)","(0.0, 133.0)","(69, 123)","(0.0, -13.0)","(50, 12)","(51, -40)","(19, 123)","(0.0, 133.0)","(38, 38)","(-12, 38)",14679
"(50, 0)","(0.0, -13.0)","(101, 12)","(102, -40)","(0.0, 133.0)","(70, 123)","(0.0, -13.0)","(51, 12)","(52, -40)","(20, 123)","(0.0, 133.0)","(39, 38)","(-11, 38)",14714
"(50, 0)","(0.0, -13.0)","(102, 12)","(103, -40)","(0.0, 133.0)","(71, 123)","(0.0, -13.0)","(52, 12)","(53, -40)","(21, 123)","(0.0, 133.0)","(40, 38)","(-10, 38)",14750
"(50, 0)","(0.0, -13.0)","(103, 12)","(104, -40)","(0.0, 133.0)","(72, 123)","(0.0, -13.0)","(53, 12)","(54, -40)","(22, 123)","(0.0, 133.0)","(41, 38)","(-9, 38)",14786
"(50, 0)","(0.0, -13.0)","(104, 12)","(105, -40)","(0.0, 133.0)","(73, 123)","(0.0, -13.0)","(54, 12)","(55, -40)","(23, 123)","(0.0, 133.0)","(42, 38)","(-8, 38)",14821
"(50, 0)","(0.0, -13.0)","(105, 12)","(106, -40)","(0.0, 133.0)","(74, 123)","(0.0, -13.0)","(55, 12)","(56, -40)","(24, 123)","(0.0, 133.0)","(43, 38)","(-7, 38)",14857
"(50, 0)","(0.0, -13.0)","(106, 12)","(107, -40)","(0.0, 133.0)","(75, 123)","(0.0, -13.0)","(56, 12)","(57, -40)","(25, 123)","(0.0, 133.0)","(44, 38)","(-6, 38)",14893
"(50, 0)","(0.0, -13.0)","(107, 12)","(108, -40)","(0.0, 133.0)","(76, 123)","(0.0, -13.0)","(57, 12)","(58, -40)","(26, 123)","(0.0, 133.0)","(45, 38)","(-5, 38)",14929
"(50, 0)","(0, -13)","(108, 12)","(109, -40)","(0.0, 133.0)","(77, 123)","(0.0, -13.0)","(58, 12)","(59, -40)","(27, 123)","(0.0, 133.0)","(46, 38)","(-4, 38)",14964
"(50, 0)","(1, -13)","(109, 12)","(110, -40)","(0.0, 133.0)","(78, 123)","(0.0, -13.0)","(59, 12)","(60, -40)","(28, 123)","(0.0, 133.0)","(47, 38)","(-3, 38)",15000
"(48, 0)","(0, -13)","(108, 12)","(109, -40)","(0.0, 133.0)","(77, 123)","(0.0, -13.0)","(60, 12)","(61, -40)","(29, 123)","(0.0, 133.0)","(46, 38)","(-2, 38)",15037
"(46, 0)","(0.0, -13.0)","(107, 12)","(108, -40)","(0.0, 133.0)","(76, 123)","(0.0, -13.0)","(61, 12)","(62, -40)","(30, 123)","(0.0, 133.0)","(45, 38)","(-1, 38)",15074
"(44, 0)","(0.0, -13.0)","(106, 12)","(107, -40)","(0.0, 133.0)","(75, 123)","(0.0, -13.0)","(62, 12)","(63, -40)","(31, 123)","(0.0, 133.0)","(44, 38)","(0, 38)",15111
"(42, 0)","(0.0, -13.0)","(105, 12)","(106, -40)","(0.0, 133.0)","(74, 123)","(0.0, -13.0)","(63, 12)","(64, -40)","(32, 123)","(0.0, 133.0)","(43, 38)","(1, 38)",15148
"(40, 0)","(0.0, -13.0)","(104, 12)","(105, -40)","(0.0, 133.0)","(73, 123)","(0.0, -13.0)","(64, 12)","(65, -40)","(33, 123)","(0.0, 133.0)","(42, 38)","(2, 38)",15185
"(38, 0)","(0.0, -13.0)","(103, 12)","(104, -40)","(0.0, 133.0)","(72, 123)","(0.0, -13.0)","(65, 12)","(66, -40)","(34, 123)","(0.0, 133.0)","(41, 38)","(3, 38)",15222
"(36, 0)","(0.0, -13.0)","(102, 12)","(103, -40)","(0.0, 133.0)","(71, 123)","(0.0, -13.0)","(66, 12)","(67, -40)","(35, 123)","(0.0, 133.0)","(40, 38)","(4, 38)",15259
"(34, 0)","(0.0, -13.0)","(101, 12)","(102, -40)","(0.0, 133.0)","(70, 123)","(0.0, -13.0)","(67, 12)","(68, -40)","(36, 123)","(0.0, 133.0)","(39, 38)","(5, 38)",15296
"(32, 0)","(0.0, -13.0)","(100, 12)","(101, -40)","(0.0, 133.0)","(69, 123)","(0.0, -13.0)","(68, 12)","(69, -40)","(37, 123)","(0.0, 133.0)","(38, 38)","(6, 38)",15333
"(30, 0)","(0.0, -13.0)","(99, 12)","(100, -40)","(0.0, 133.0)","(68, 123)","(0.0, -13.0)","(69, 12)","(70, -40)","(38, 123)","(0.0, 133.0)","(37, 38)","(7, 38)",15370
"(28, 0)","(0.0, -13.0)","(98, 12)","(99, -40)","(0.0, 133.0)","(67, 123)","(0.0, -13.0)","(70, 12)","(71, -40)","(39, 123)","(0.0, 133.0)","(36, 38)","(8, 38)",15407
"(26, 0)","(0.0, -13.0)","(97, 12)","(98, -40)","(0.0, 133.0)","(66, 123)","(0.0, -13.0)","(71, 12)","(72, -40)","(40, 123)","(0.0, 133.0)","(35, 38)","(9, 38)",15444
"(24, 0)","(0.0, -13.0)","(96, 12)","(97, -40)","(0.0, 133.0)","(65, 123)","(0.0, -13.0)","(72, 12)","(73, -40)","(41, 123)","(0.0, 133.0)","(34, 38)","(10, 38)",15481
"(22, 0)","(0.0, -13.0)","(95, 12)","(96, -40)","(0.0, 133.0)","(64, 123)","(0.0, -13.0)","(73, 12)","(74, -40)","(42, 123)","(0.0, 133.0)","(33, 38)","(11, 38)",15519
"(20, 0)","(0.0, -13.0)","(94, 12)","(95, -40)","(0.0, 133.0)","(63, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(32, 38)","(12, 38)",15556
"(19, 0)","(0.0, -13.0)","(93, 12)","(94, -40)","(0.0, 133.0)","(62, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(31, 38)","(12, 38)",15593
"(18, 0)","(0.0, -13.0)","(92, 12)","(93, -40)","(0.0, 133.0)","(61, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(30, 38)","(12, 38)",15630
"(17, 0)","(0.0, -13.0)","(91, 12)","(92, -40)","(0.0, 133.0)","(60, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(29, 38)","(12, 38)",15667
"(16, 0)","(0.0, -13.0)","(90, 12)","(91, -40)","(0.0, 133.0)","(59, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(28, 38)","(12, 38)",15704
"(15, 0)","(0.0, -13.0)","(89, 12)","(90, -40)","(0.0, 133.0)","(58, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(27, 38)","(12, 38)",15741
"(14, 0)","(0.0, -13.0)","(88, 12)","(89, -40)","(0.0, 133.0)","(57, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(26, 38)","(12, 38)",15778
"(13, 0)","(0.0, -13.0)","(87, 12)","(88, -40)","(0.0, 133.0)","(56, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(25, 38)","(12, 38)",15815
"(12, 0)","(0.0, -13.0)","(86, 12)","(87, -40)","(0.0, 133.0)","(55, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(24, 38)","(12, 38)",15852
"(11, 0)","(0.0, -13.0)","(85, 12)","(86, -40)","(0.0, 133.0)","(54, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(23, 38)","(12, 38)",15889
"(10, 0)","(0.0, -13.0)","(84, 12)","(85, -40)","(0.0, 133.0)","(53, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(22, 38)","(12, 38)",15926
"(9, 0)","(0.0, -13.0)","(83, 12)","(84, -40)","(0.0, 133.0)","(52, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(21, 38)","(12, 38)",15963
"(8, 0)","(0.0, -13.0)","(82, 12)","(83, -40)","(0.0, 133.0)","(51, 123)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(20, 38)","(12, 38)",16000
"(7, 0)","(0.0, -13.0)","(81, 12)","(82, -40)","(50, 123)","(0.0, 133.0)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(19, 38)","(12, 38)",16037
"(6, 0)","(0.0, -13.0)","(80, 12)","(81, -40)","(49, 123)","(0.0, 133.0)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(18, 38)","(12, 38)",16074
"(5, 0)","(0.0, -13.0)","(79, 12)","(80, -40)","(48, 123)","(0.0, 133.0)","(0.0, -13.0)","(74, 12)","(75, -40)","(43, 123)","(0.0, 133.0)","(17, 38)","(12, 38)",16111
