P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(-16, 0)","(5, 52)","(0.0, 91.0)","(82, 95)","(40, 147)","(-35, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(122, 247)","(138, 247)",8821
"(-17, 0)","(4, 52)","(0.0, 91.0)","(81, 95)","(39, 147)","(-36, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(121, 247)","(138, 247)",8857
"(-18, 0)","(3, 52)","(0, 91)","(80, 95)","(38, 147)","(-37, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(120, 247)","(138, 247)",8893
"(-19, 0)","(2, 52)","(-1, 91)","(79, 95)","(37, 147)","(-38, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(119, 247)","(138, 247)",8929
"(-20, 0)","(1, 52)","(-2, 91)","(78, 95)","(36, 147)","(-39, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(118, 247)","(138, 247)",8964
"(-21, 0)","(0, 52)","(-3, 91)","(77, 95)","(35, 147)","(-40, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(117, 247)","(138, 247)",9000
"(-22, 0)","(0.0, 52.0)","(-4, 91)","(76, 95)","(34, 147)","(-41, 172)","(21, 52)","(0.0, 91.0)","(98, 95)","(56, 147)","(-19, 172)","(116, 247)","(138, 247)",9036
"(-23, 1)","(0.0, 52.0)","(-5, 91)","(75, 95)","(33, 147)","(-42, 172)","(21, 51)","(0.0, 90.0)","(98, 94)","(56, 146)","(-19, 171)","(115, 247)","(138, 246)",9071
"(-24, 2)","(0.0, 52.0)","(-6, 91)","(74, 95)","(32, 147)","(-43, 172)","(21, 50)","(0.0, 89.0)","(98, 93)","(56, 145)","(-19, 170)","(114, 247)","(138, 245)",9107
"(-25, 3)","(0.0, 52.0)","(-7, 91)","(73, 95)","(31, 147)","(-44, 172)","(21, 49)","(0.0, 88.0)","(98, 92)","(56, 144)","(-19, 169)","(113, 247)","(138, 244)",9143
"(-26, 4)","(0.0, 52.0)","(-8, 91)","(72, 95)","(30, 147)","(-45, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(112, 247)","(138, 243)",9179
"(-27, 4)","(0.0, 52.0)","(-9, 91)","(71, 95)","(29, 147)","(-46, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(111, 247)","(138, 243)",9214
"(-28, 4)","(0.0, 52.0)","(-10, 91)","(70, 95)","(28, 147)","(-47, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(110, 247)","(138, 243)",9250
"(-29, 4)","(0.0, 52.0)","(-11, 91)","(69, 95)","(27, 147)","(-48, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(109, 247)","(138, 243)",9286
"(-30, 4)","(0.0, 52.0)","(-12, 91)","(68, 95)","(26, 147)","(-49, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(108, 247)","(138, 243)",9321
"(-31, 4)","(0.0, 52.0)","(-13, 91)","(67, 95)","(25, 147)","(-50, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(107, 247)","(138, 243)",9357
"(-32, 4)","(0.0, 52.0)","(-14, 91)","(66, 95)","(24, 147)","(-51, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(106, 247)","(138, 243)",9393
"(-33, 4)","(0.0, 52.0)","(-15, 91)","(65, 95)","(23, 147)","(-52, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(105, 247)","(138, 243)",9429
"(-34, 4)","(0.0, 52.0)","(-16, 91)","(64, 95)","(22, 147)","(-53, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(104, 247)","(138, 243)",9464
"(-35, 4)","(0.0, 52.0)","(-17, 91)","(63, 95)","(21, 147)","(-54, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(103, 247)","(138, 243)",9500
"(-36, 4)","(0.0, 52.0)","(-18, 91)","(62, 95)","(20, 147)","(-55, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(102, 247)","(138, 243)",9536
"(-37, 4)","(0.0, 52.0)","(-19, 91)","(61, 95)","(19, 147)","(-56, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(101, 247)","(138, 243)",9571
"(-38, 4)","(0.0, 52.0)","(-20, 91)","(60, 95)","(18, 147)","(-57, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(100, 247)","(138, 243)",9607
"(-39, 4)","(0.0, 52.0)","(-21, 91)","(59, 95)","(17, 147)","(-58, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(99, 247)","(138, 243)",9643
"(-40, 4)","(0.0, 52.0)","(-22, 91)","(58, 95)","(16, 147)","(-59, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(98, 247)","(138, 243)",9679
"(-41, 4)","(0.0, 52.0)","(-23, 91)","(57, 95)","(15, 147)","(-60, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(97, 247)","(138, 243)",9714
"(-42, 4)","(0.0, 52.0)","(-24, 91)","(56, 95)","(14, 147)","(-61, 172)","(21, 48)","(0.0, 87.0)","(98, 91)","(56, 143)","(-19, 168)","(96, 247)","(138, 243)",9750
"(-43, 5)","(0.0, 52.0)","(-25, 91)","(55, 95)","(13, 147)","(-62, 172)","(21, 47)","(0.0, 86.0)","(98, 90)","(56, 142)","(-19, 167)","(95, 247)","(138, 242)",9786
"(-44, 6)","(0.0, 52.0)","(-26, 91)","(54, 95)","(12, 147)","(-63, 172)","(21, 46)","(0.0, 85.0)","(98, 89)","(56, 141)","(-19, 166)","(94, 247)","(138, 241)",9821
"(-45, 7)","(0.0, 52.0)","(-27, 91)","(53, 95)","(11, 147)","(-64, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(93, 247)","(138, 240)",9857
"(-46, 7)","(0.0, 52.0)","(-28, 91)","(52, 95)","(10, 147)","(-65, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(92, 247)","(138, 240)",9893
"(-47, 7)","(0.0, 52.0)","(-29, 91)","(51, 95)","(9, 147)","(-66, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(91, 247)","(138, 240)",9929
"(-48, 7)","(0.0, 52.0)","(-30, 91)","(50, 95)","(8, 147)","(-67, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(90, 247)","(138, 240)",9964
"(-49, 7)","(0.0, 52.0)","(-31, 91)","(49, 95)","(7, 147)","(-68, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(89, 247)","(138, 240)",10000
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10036
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10071
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10107
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10143
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10179
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10214
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10250
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10286
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10321
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10357
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10393
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10429
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10464
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10500
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10536
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10571
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10607
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10643
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10679
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10714
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10750
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10786
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10821
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10857
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10893
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10929
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",10964
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11000
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11037
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11074
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11111
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11148
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11185
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11222
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11259
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11296
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11333
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11370
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11407
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11444
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11481
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11519
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11556
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11593
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11630
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11667
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11704
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11741
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11778
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11815
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11852
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11889
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11926
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",11963
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",12000
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",12036
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",12071
"(-50, 7)","(0.0, 52.0)","(-32, 91)","(48, 95)","(6, 147)","(-69, 172)","(21, 45)","(0.0, 84.0)","(98, 88)","(56, 140)","(-19, 165)","(88, 247)","(138, 240)",12107
"(-50, 7)","(0.0, 52.0)","(-33, 91)","(47, 95)","(5, 147)","(-70, 172)","(20, 45)","(0.0, 84.0)","(97, 88)","(55, 140)","(-20, 165)","(87, 247)","(137, 240)",12143
"(-50, 7)","(0.0, 52.0)","(-34, 91)","(46, 95)","(4, 147)","(-71, 172)","(19, 45)","(0.0, 84.0)","(96, 88)","(54, 140)","(-21, 165)","(86, 247)","(136, 240)",12179
"(-50, 7)","(0.0, 52.0)","(-35, 91)","(45, 95)","(3, 147)","(-72, 172)","(18, 45)","(0.0, 84.0)","(95, 88)","(53, 140)","(-22, 165)","(85, 247)","(135, 240)",12214
"(-50, 7)","(0.0, 52.0)","(-36, 91)","(44, 95)","(2, 147)","(-73, 172)","(17, 45)","(0.0, 84.0)","(94, 88)","(52, 140)","(-23, 165)","(84, 247)","(134, 240)",12250
"(-50, 7)","(0.0, 52.0)","(-37, 91)","(43, 95)","(1, 147)","(-74, 172)","(16, 45)","(0.0, 84.0)","(93, 88)","(51, 140)","(-24, 165)","(83, 247)","(133, 240)",12286
"(-50, 7)","(0.0, 52.0)","(-38, 91)","(42, 95)","(0, 147)","(-75, 172)","(15, 45)","(0.0, 84.0)","(92, 88)","(50, 140)","(-25, 165)","(82, 247)","(132, 240)",12321
"(-50, 7)","(0.0, 52.0)","(-39, 91)","(41, 95)","(0.0, 147.0)","(-76, 172)","(14, 45)","(0.0, 84.0)","(91, 88)","(49, 140)","(-26, 165)","(81, 247)","(131, 240)",12357
"(-50, 7)","(0.0, 52.0)","(-40, 91)","(40, 95)","(0.0, 147.0)","(-77, 172)","(13, 45)","(0.0, 84.0)","(90, 88)","(48, 140)","(-27, 165)","(80, 247)","(130, 240)",12393
"(-50, 7)","(0.0, 52.0)","(-41, 91)","(39, 95)","(0.0, 147.0)","(-78, 172)","(12, 45)","(0.0, 84.0)","(89, 88)","(47, 140)","(-28, 165)","(79, 247)","(129, 240)",12429
"(-50, 7)","(0.0, 52.0)","(-42, 91)","(38, 95)","(0.0, 147.0)","(-79, 172)","(11, 45)","(0.0, 84.0)","(88, 88)","(46, 140)","(-29, 165)","(78, 247)","(128, 240)",12464
"(-50, 7)","(0.0, 52.0)","(-43, 91)","(37, 95)","(0.0, 147.0)","(-80, 172)","(10, 45)","(0.0, 84.0)","(87, 88)","(45, 140)","(-30, 165)","(77, 247)","(127, 240)",12500
"(-50, 7)","(0.0, 52.0)","(-44, 91)","(36, 95)","(0.0, 147.0)","(-81, 172)","(9, 45)","(0.0, 84.0)","(86, 88)","(44, 140)","(-31, 165)","(76, 247)","(126, 240)",12536
"(-50, 7)","(0.0, 52.0)","(35, 95)","(-45, 91)","(0.0, 147.0)","(-82, 172)","(8, 45)","(0.0, 84.0)","(85, 88)","(43, 140)","(-32, 165)","(75, 247)","(125, 240)",12571
"(-50, 7)","(0.0, 52.0)","(34, 95)","(-46, 91)","(0.0, 147.0)","(-83, 172)","(7, 45)","(0.0, 84.0)","(84, 88)","(42, 140)","(-33, 165)","(74, 247)","(124, 240)",12607
"(-50, 7)","(0.0, 52.0)","(33, 95)","(-47, 91)","(0.0, 147.0)","(-84, 172)","(6, 45)","(0.0, 84.0)","(83, 88)","(41, 140)","(-34, 165)","(73, 247)","(123, 240)",12643
"(-50, 7)","(0.0, 52.0)","(32, 95)","(-48, 91)","(0.0, 147.0)","(-85, 172)","(5, 45)","(0.0, 84.0)","(82, 88)","(40, 140)","(-35, 165)","(72, 247)","(122, 240)",12679
"(-50, 7)","(0.0, 52.0)","(31, 95)","(-49, 91)","(0.0, 147.0)","(-86, 172)","(4, 45)","(0.0, 84.0)","(81, 88)","(39, 140)","(-36, 165)","(71, 247)","(121, 240)",12714
"(-50, 7)","(0.0, 52.0)","(30, 95)","(-50, 91)","(0.0, 147.0)","(-87, 172)","(3, 45)","(0, 84)","(80, 88)","(38, 140)","(-37, 165)","(70, 247)","(120, 240)",12750
"(-50, 7)","(0.0, 52.0)","(29, 95)","(-51, 91)","(0.0, 147.0)","(-88, 172)","(2, 45)","(-1, 84)","(79, 88)","(37, 140)","(-38, 165)","(69, 247)","(119, 240)",12786
