P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(2, -6)","(41.0, 0.0)","(-45, 18)","(0.0, -49.0)","(-85, -14)","(-69, 64)","(39.0, 0.0)","(0.0, -43.0)","(-47, 24)","(-87, -8)","(0.0, -96.0)","(-465, 299)","(-467, 305)",2,0,200,9857
"(3, -7)","(41.0, 0.0)","(-45, 17)","(0.0, -50.0)","(-85, -15)","(-69, 63)","(38.0, 0.0)","(0.0, -43.0)","(-48, 24)","(-88, -8)","(0.0, -96.0)","(-465, 298)","(-468, 305)",2,0,200,9893
"(5, -7)","(42.0, 0.0)","(-44, 17)","(0.0, -50.0)","(-84, -15)","(-68, 63)","(37.0, 0.0)","(0.0, -43.0)","(-49, 24)","(-89, -8)","(0.0, -96.0)","(-464, 298)","(-469, 305)",1,0,200,9929
"(7, -7)","(43.0, 0.0)","(-43, 17)","(0.0, -50.0)","(-83, -15)","(-67, 63)","(36.0, 0.0)","(0.0, -43.0)","(-50, 24)","(-90, -8)","(0.0, -96.0)","(-463, 298)","(-470, 305)",1,0,200,9964
"(9, -7)","(44.0, 0.0)","(-42, 17)","(0.0, -50.0)","(-82, -15)","(-66, 63)","(35.0, 0.0)","(0.0, -43.0)","(-51, 24)","(-91, -8)","(0.0, -96.0)","(-462, 298)","(-471, 305)",1,0,200,10000
"(11, -7)","(-41, 17)","(45.0, 0.0)","(0.0, -50.0)","(-81, -15)","(-65, 63)","(34.0, 0.0)","(0.0, -43.0)","(-52, 24)","(-92, -8)","(0.0, -96.0)","(-461, 298)","(-472, 305)",1,0,200,10036
"(13, -7)","(-40, 17)","(46.0, 0.0)","(0, -50)","(-80, -15)","(-64, 63)","(33.0, 0.0)","(0.0, -43.0)","(-53, 24)","(-93, -8)","(0.0, -96.0)","(-460, 298)","(-473, 305)",1,0,200,10071
"(15, -7)","(-39, 17)","(47.0, 0.0)","(1, -50)","(-79, -15)","(-63, 63)","(32.0, 0.0)","(0.0, -43.0)","(-54, 24)","(-94, -8)","(0.0, -96.0)","(-459, 298)","(-474, 305)",1,0,200,10107
"(16, -8)","(-39, 16)","(47.0, 0.0)","(1, -51)","(-79, -16)","(-63, 62)","(31.0, 0.0)","(0.0, -43.0)","(-55, 24)","(-95, -8)","(0.0, -96.0)","(-459, 297)","(-475, 305)",2,0,200,10143
"(17, -9)","(-39, 15)","(47.0, 0.0)","(1, -52)","(-79, -17)","(-63, 61)","(30.0, 0.0)","(0.0, -43.0)","(-56, 24)","(0.0, -96.0)","(-96, -8)","(-459, 296)","(-476, 305)",2,0,200,10179
"(18, -10)","(-39, 14)","(47.0, 0.0)","(1, -53)","(-79, -18)","(-63, 60)","(29.0, 0.0)","(0.0, -43.0)","(-57, 24)","(0.0, -96.0)","(-97, -8)","(-459, 295)","(-477, 305)",2,0,200,10214
"(19, -11)","(-39, 13)","(47.0, 0.0)","(1, -54)","(-79, -19)","(-63, 59)","(28.0, 0.0)","(0.0, -43.0)","(-58, 24)","(0.0, -96.0)","(-98, -8)","(-459, 294)","(-478, 305)",2,0,200,10250
"(20, -12)","(-39, 12)","(47.0, 0.0)","(1, -55)","(-79, -20)","(-63, 58)","(27.0, 0.0)","(0.0, -43.0)","(-59, 24)","(0.0, -96.0)","(-99, -8)","(-459, 293)","(-479, 305)",2,0,200,10286
"(21, -13)","(-39, 11)","(47.0, 0.0)","(1, -56)","(-79, -21)","(-63, 57)","(26.0, 0.0)","(0.0, -43.0)","(-60, 24)","(0.0, -96.0)","(-100, -8)","(-459, 292)","(-480, 305)",2,0,200,10321
"(22, -14)","(-39, 10)","(47.0, 0.0)","(1, -57)","(-79, -22)","(-63, 56)","(25.0, 0.0)","(0.0, -43.0)","(-61, 24)","(0.0, -96.0)","(-101, -8)","(-459, 291)","(-481, 305)",2,0,200,10357
"(23, -15)","(-39, 9)","(47.0, 0.0)","(1, -58)","(-79, -23)","(-63, 55)","(24.0, 0.0)","(0.0, -43.0)","(-62, 24)","(0.0, -96.0)","(37, 94)","(-459, 290)","(-482, 305)",2,0,200,10393
"(24, -16)","(-39, 8)","(47.0, 0.0)","(1, -59)","(-79, -24)","(-63, 54)","(23.0, 0.0)","(0.0, -43.0)","(-63, 24)","(0.0, -96.0)","(36, 94)","(-459, 289)","(-483, 305)",2,0,200,10429
"(25, -17)","(-39, 7)","(47.0, 0.0)","(1, -60)","(-63, 53)","(-79, -25)","(22.0, 0.0)","(0.0, -43.0)","(-64, 24)","(0.0, -96.0)","(35, 94)","(-459, 288)","(-484, 305)",2,0,200,10464
"(26, -18)","(-39, 6)","(47.0, 0.0)","(1, -61)","(-63, 52)","(-79, -26)","(21.0, 0.0)","(0.0, -43.0)","(-65, 24)","(0.0, -96.0)","(34, 94)","(-459, 287)","(-485, 305)",2,0,200,10500
"(27, -19)","(-39, 5)","(47.0, 0.0)","(1, -62)","(-63, 51)","(-79, -27)","(20.0, 0.0)","(0.0, -43.0)","(-66, 24)","(0.0, -96.0)","(33, 94)","(-459, 286)","(-486, 305)",2,0,200,10536
"(28, -20)","(-39, 4)","(47.0, 0.0)","(1, -63)","(-63, 50)","(-79, -28)","(19.0, 0.0)","(0.0, -43.0)","(-67, 24)","(0.0, -96.0)","(32, 94)","(-459, 285)","(-487, 305)",2,0,200,10571
"(29, -21)","(-39, 3)","(47.0, 0.0)","(1, -64)","(-63, 49)","(-79, -29)","(18.0, 0.0)","(0.0, -43.0)","(-68, 24)","(0.0, -96.0)","(31, 94)","(-459, 284)","(-488, 305)",2,0,200,10607
"(30, -22)","(-39, 2)","(47.0, 0.0)","(1, -65)","(-63, 48)","(-79, -30)","(17.0, 0.0)","(0.0, -43.0)","(-69, 24)","(0.0, -96.0)","(30, 94)","(-459, 283)","(-489, 305)",2,0,200,10643
"(31, -23)","(-39, 1)","(47.0, 0.0)","(1, -66)","(-63, 47)","(-79, -31)","(16.0, 0.0)","(0.0, -43.0)","(-70, 24)","(0.0, -96.0)","(29, 94)","(-459, 282)","(-490, 305)",2,0,200,10679
"(32, -24)","(-39, 0)","(47.0, 0.0)","(1, -67)","(-63, 46)","(-79, -32)","(15.0, 0.0)","(0.0, -43.0)","(-71, 24)","(0.0, -96.0)","(28, 94)","(-459, 281)","(-491, 305)",2,0,200,10714
"(33, -25)","(-39.0, 0.0)","(47.0, 0.0)","(1, -68)","(-63, 45)","(-79, -33)","(14.0, 0.0)","(0.0, -43.0)","(-72, 24)","(0.0, -96.0)","(27, 94)","(-459, 280)","(-492, 305)",2,0,200,10750
"(34, -26)","(-39.0, 0.0)","(47.0, 0.0)","(1, -69)","(-63, 44)","(-79, -34)","(13.0, 0.0)","(0.0, -43.0)","(-73, 24)","(0.0, -96.0)","(26, 94)","(-459, 279)","(-493, 305)",2,0,200,10786
"(35, -27)","(-39.0, 0.0)","(47.0, 0.0)","(1, -70)","(-63, 43)","(-79, -35)","(12.0, 0.0)","(0.0, -43.0)","(-74, 24)","(0.0, -96.0)","(25, 94)","(-459, 278)","(-494, 305)",2,0,200,10821
"(36, -28)","(-39.0, 0.0)","(47.0, 0.0)","(1, -71)","(-63, 42)","(-79, -36)","(11.0, 0.0)","(0.0, -43.0)","(-75, 24)","(0.0, -96.0)","(24, 94)","(-459, 277)","(-495, 305)",2,0,200,10857
"(37, -29)","(-39.0, 0.0)","(47.0, 0.0)","(1, -72)","(-63, 41)","(-79, -37)","(10.0, 0.0)","(0.0, -43.0)","(-76, 24)","(0.0, -96.0)","(23, 94)","(-459, 276)","(-496, 305)",2,0,200,10893
"(38, -30)","(-39.0, 0.0)","(47.0, 0.0)","(1, -73)","(-63, 40)","(-79, -38)","(9.0, 0.0)","(0.0, -43.0)","(-77, 24)","(0.0, -96.0)","(22, 94)","(-459, 275)","(-497, 305)",2,0,200,10929
"(39, -31)","(-39.0, 0.0)","(47.0, 0.0)","(1, -74)","(-63, 39)","(60, 63)","(8.0, 0.0)","(0.0, -43.0)","(-78, 24)","(0.0, -96.0)","(21, 94)","(-459, 274)","(-498, 305)",2,0,200,10964
"(39, -31)","(-40.0, 0.0)","(46.0, 0.0)","(0, -74)","(-64, 39)","(59, 63)","(7.0, 0.0)","(0.0, -43.0)","(-79, 24)","(0.0, -96.0)","(20, 94)","(-460, 274)","(-499, 305)",2,0,200,11000
"(39, -31)","(-41.0, 0.0)","(45.0, 0.0)","(0.0, -74.0)","(-65, 39)","(58, 63)","(6.0, 0.0)","(0.0, -43.0)","(-80, 24)","(19, 94)","(0.0, -96.0)","(-461, 274)","(-500, 305)",2,0,200,11500
"(39, -31)","(-42.0, 0.0)","(44.0, 0.0)","(0.0, -74.0)","(-66, 39)","(57, 63)","(5.0, 0.0)","(0.0, -43.0)","(-81, 24)","(18, 94)","(0.0, -96.0)","(-462, 274)","(-501, 305)",2,0,200,11999
"(39, -32)","(-42.0, 0.0)","(44.0, 0.0)","(0.0, -75.0)","(-66, 38)","(57, 62)","(5.0, 0.0)","(0.0, -43.0)","(-81, 24)","(18, 94)","(0.0, -96.0)","(-462, 273)","(-501, 305)",2,0,-99800,13999
