P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-45, 0)","(-19, -8)","(0.0, 38.0)","(-59, 72)","(-76, 107)","(-22, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-355, -257)","(-310, -257)",0,4,200,15519
"(-46, 0)","(-20, -8)","(0.0, 38.0)","(-60, 72)","(-77, 107)","(-23, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-356, -257)","(-310, -257)",0,4,200,15556
"(-47, 0)","(-21, -8)","(0.0, 38.0)","(-61, 72)","(-78, 107)","(-24, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-357, -257)","(-310, -257)",0,4,200,15593
"(-48, 0)","(-22, -8)","(0.0, 38.0)","(-62, 72)","(-79, 107)","(-25, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-358, -257)","(-310, -257)",0,4,200,15630
"(-49, 0)","(-23, -8)","(0.0, 38.0)","(-63, 72)","(-80, 107)","(-26, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-359, -257)","(-310, -257)",0,4,200,15667
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15704
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15741
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15778
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15815
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15852
"(-50, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(11, 38)","(-14, 72)","(-110, -4)","(-31, 107)","(-360, -257)","(-310, -257)",0,4,200,15889
"(-49, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(10, 38)","(-15, 72)","(-111, -4)","(-32, 107)","(-360, -257)","(-311, -257)",4,0,200,16571
"(-48, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(9, 38)","(-16, 72)","(-33, 107)","(-112, -4)","(-360, -257)","(-312, -257)",4,0,200,16607
"(-47, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(8, 38)","(-17, 72)","(-34, 107)","(-113, -4)","(-360, -257)","(-313, -257)",4,0,200,16643
"(-46, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(7, 38)","(-18, 72)","(-35, 107)","(-114, -4)","(-360, -257)","(-314, -257)",4,0,200,16679
"(-45, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(6, 38)","(-19, 72)","(-36, 107)","(-115, -4)","(-360, -257)","(-315, -257)",4,0,200,16714
"(-44, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(5, 38)","(-20, 72)","(-37, 107)","(-116, -4)","(-360, -257)","(-316, -257)",4,0,200,16750
"(-43, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(4, 38)","(-21, 72)","(-38, 107)","(-117, -4)","(-360, -257)","(-317, -257)",4,0,200,16786
"(-42, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(3, 38)","(-22, 72)","(-39, 107)","(-118, -4)","(-360, -257)","(-318, -257)",4,0,200,16821
"(-41, 0)","(-24, -8)","(0.0, 38.0)","(-64, 72)","(-81, 107)","(-27, 147)","(0.0, -8.0)","(2, 38)","(-23, 72)","(-40, 107)","(-119, -4)","(-360, -257)","(-319, -257)",4,0,200,16857
"(-41, 0)","(-25, -8)","(0.0, 38.0)","(-65, 72)","(-82, 107)","(-28, 147)","(0.0, -8.0)","(1, 38)","(-24, 72)","(-41, 107)","(-120, -4)","(-361, -257)","(-320, -257)",0,0,200,16893
"(-41, 0)","(-26, -8)","(0.0, 38.0)","(-66, 72)","(-83, 107)","(-29, 147)","(0.0, -8.0)","(0, 38)","(-25, 72)","(-42, 107)","(-121, -4)","(-362, -257)","(-321, -257)",0,0,200,16929
"(-41, 0)","(-27, -8)","(0.0, 38.0)","(-67, 72)","(-84, 107)","(-30, 147)","(0.0, -8.0)","(0.0, 38.0)","(-26, 72)","(-43, 107)","(-122, -4)","(-363, -257)","(-322, -257)",0,0,200,16964
"(-41, 0)","(-28, -8)","(0.0, 38.0)","(-68, 72)","(-85, 107)","(-31, 147)","(0.0, -8.0)","(0.0, 38.0)","(-27, 72)","(-44, 107)","(-123, -4)","(-364, -257)","(-323, -257)",0,0,200,17000
"(-41, 0)","(-29, -8)","(0.0, 38.0)","(-69, 72)","(-86, 107)","(-32, 147)","(0.0, -8.0)","(0.0, 38.0)","(-28, 72)","(-45, 107)","(-124, -4)","(-365, -257)","(-324, -257)",0,0,200,17036
"(-41, 0)","(-30, -8)","(0.0, 38.0)","(-70, 72)","(-87, 107)","(-33, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-366, -257)","(-325, -257)",0,0,200,17071
"(-42, 0)","(-31, -8)","(0.0, 38.0)","(-71, 72)","(-88, 107)","(-34, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-367, -257)","(-325, -257)",0,4,200,17107
"(-43, 0)","(-32, -8)","(0.0, 38.0)","(-72, 72)","(-89, 107)","(-35, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-368, -257)","(-325, -257)",0,4,200,17143
"(-44, 0)","(-33, -8)","(0.0, 38.0)","(-73, 72)","(-90, 107)","(-36, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-369, -257)","(-325, -257)",0,4,200,17179
"(-45, 0)","(-34, -8)","(0.0, 38.0)","(-74, 72)","(-91, 107)","(-37, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-370, -257)","(-325, -257)",0,4,200,17214
"(-46, 0)","(-35, -8)","(0.0, 38.0)","(-75, 72)","(-92, 107)","(-38, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-371, -257)","(-325, -257)",0,4,200,17250
"(-47, 0)","(-36, -8)","(0.0, 38.0)","(-76, 72)","(-93, 107)","(-39, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-372, -257)","(-325, -257)",0,4,200,17286
"(-48, 0)","(-37, -8)","(0.0, 38.0)","(-77, 72)","(-94, 107)","(-40, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-373, -257)","(-325, -257)",0,4,200,17321
"(-49, 0)","(0.0, 38.0)","(-38, -8)","(-78, 72)","(-95, 107)","(-41, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-374, -257)","(-325, -257)",0,4,200,17357
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17643
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17679
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17714
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17750
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17786
"(-50, 0)","(0.0, 38.0)","(-39, -8)","(-79, 72)","(-96, 107)","(-42, 147)","(0.0, -8.0)","(0.0, 38.0)","(-29, 72)","(-46, 107)","(-125, -4)","(-375, -257)","(-325, -257)",0,4,200,17821
"(-50, 0)","(0.0, 38.0)","(-40, -8)","(-80, 72)","(-97, 107)","(-43, 147)","(0.0, -8.0)","(0.0, 38.0)","(-30, 72)","(-47, 107)","(-126, -4)","(-376, -257)","(-326, -257)",0,0,200,17857
"(-50, 0)","(0, 38)","(-41, -8)","(-81, 72)","(-98, 107)","(-44, 147)","(0.0, -8.0)","(0.0, 38.0)","(-31, 72)","(-48, 107)","(-127, -4)","(-377, -257)","(-327, -257)",0,0,200,17893
"(-50, 0)","(-1, 38)","(-42, -8)","(-82, 72)","(-99, 107)","(-45, 147)","(0.0, -8.0)","(0.0, 38.0)","(-32, 72)","(-49, 107)","(-128, -4)","(-378, -257)","(-328, -257)",0,0,200,17929
"(-50, 0)","(-2, 38)","(-43, -8)","(-83, 72)","(-100, 107)","(-46, 147)","(0.0, -8.0)","(0.0, 38.0)","(-33, 72)","(-50, 107)","(-129, -4)","(-379, -257)","(-329, -257)",0,0,200,17964
"(-50, 0)","(-3, 38)","(-44, -8)","(-84, 72)","(-101, 107)","(-47, 147)","(0.0, -8.0)","(0.0, 38.0)","(-34, 72)","(-51, 107)","(-130, -4)","(-380, -257)","(-330, -257)",0,0,200,18000
"(-49, 0)","(-3, 38)","(-44, -8)","(-84, 72)","(-101, 107)","(-47, 147)","(0.0, -8.0)","(0.0, 38.0)","(-35, 72)","(-52, 107)","(-131, -4)","(-380, -257)","(-331, -257)",4,0,200,18036
"(-48, 1)","(-3, 39)","(-44, -7)","(-84, 73)","(-101, 108)","(-47, 148)","(0.0, -8.0)","(0.0, 38.0)","(-36, 72)","(-53, 107)","(-132, -4)","(-380, -256)","(-332, -257)",3,0,200,18071
"(-47, 2)","(-3, 40)","(-44, -6)","(-84, 74)","(-101, 109)","(-47, 149)","(0.0, -8.0)","(0.0, 38.0)","(-37, 72)","(-54, 107)","(-133, -4)","(-380, -255)","(-333, -257)",3,0,200,18107
"(-46, 3)","(-3, 41)","(-44, -5)","(-84, 75)","(-101, 110)","(-47, 150)","(0.0, -8.0)","(0.0, 38.0)","(-38, 72)","(-55, 107)","(-134, -4)","(-380, -254)","(-334, -257)",3,0,200,18143
"(-45, 4)","(-3, 42)","(-44, -4)","(-84, 76)","(-101, 111)","(-47, 151)","(0.0, -8.0)","(0.0, 38.0)","(-39, 72)","(-56, 107)","(-135, -4)","(-380, -253)","(-335, -257)",3,0,200,18179
"(-44, 5)","(-3, 43)","(-44, -3)","(-84, 77)","(-101, 112)","(-47, 152)","(0, -8)","(0.0, 38.0)","(-40, 72)","(-57, 107)","(-136, -4)","(-380, -252)","(-336, -257)",3,0,200,18214
"(-43, 6)","(-44, -2)","(-3, 44)","(-84, 78)","(-101, 113)","(-47, 153)","(-1, -8)","(0.0, 38.0)","(-41, 72)","(-58, 107)","(-137, -4)","(-380, -251)","(-337, -257)",3,0,200,18250
"(-42, 7)","(-44, -1)","(-3, 45)","(-84, 79)","(-101, 114)","(-47, 154)","(-2, -8)","(0.0, 38.0)","(-42, 72)","(-59, 107)","(-138, -4)","(-380, -250)","(-338, -257)",3,0,200,18286
"(-41, 8)","(-44, 0)","(-3, 46)","(-84, 80)","(-101, 115)","(-47, 155)","(-3, -8)","(0.0, 38.0)","(-43, 72)","(-60, 107)","(-139, -4)","(-380, -249)","(-339, -257)",3,0,200,18321
"(-40, 9)","(-44.0, 0.0)","(-3, 47)","(-84, 81)","(-101, 116)","(-47, 156)","(-4, -8)","(0.0, 38.0)","(-44, 72)","(-61, 107)","(-140, -4)","(-380, -248)","(-340, -257)",3,0,200,18357
"(-39, 10)","(-44.0, 0.0)","(-3, 48)","(-84, 82)","(-101, 117)","(-47, 157)","(-5, -8)","(0.0, 38.0)","(-45, 72)","(-62, 107)","(-141, -4)","(-380, -247)","(-341, -257)",3,0,200,18393
"(-38, 11)","(-44.0, 0.0)","(-3, 49)","(-84, 83)","(-101, 118)","(-47, 158)","(-6, -8)","(0.0, 38.0)","(-46, 72)","(-63, 107)","(-142, -4)","(-380, -246)","(-342, -257)",3,0,200,18429
"(-37, 12)","(-44.0, 0.0)","(-3, 50)","(-84, 84)","(-101, 119)","(-47, 159)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -245)","(-343, -257)",3,0,200,18464
"(-37, 13)","(-44.0, 0.0)","(-3, 51)","(-84, 85)","(-101, 120)","(-47, 160)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -244)","(-343, -257)",3,4,200,18500
"(-37, 14)","(-44.0, 0.0)","(-3, 52)","(-84, 86)","(-101, 121)","(-47, 161)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -243)","(-343, -257)",3,4,200,18536
"(-37, 15)","(-44.0, 0.0)","(-3, 53)","(-84, 87)","(-101, 122)","(-47, 162)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -242)","(-343, -257)",3,4,200,18571
"(-37, 16)","(-44.0, 0.0)","(-3, 54)","(-84, 88)","(-101, 123)","(-47, 163)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -241)","(-343, -257)",3,4,200,18607
"(-37, 17)","(-44.0, 0.0)","(-3, 55)","(-84, 89)","(-101, 124)","(-47, 164)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -240)","(-343, -257)",3,4,200,18643
"(-37, 18)","(-44.0, 0.0)","(-3, 56)","(-84, 90)","(-101, 125)","(-47, 165)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -239)","(-343, -257)",3,4,200,18679
"(-37, 19)","(-44.0, 0.0)","(-3, 57)","(-84, 91)","(-101, 126)","(-47, 166)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -238)","(-343, -257)",3,4,200,18714
"(-37, 20)","(-44.0, 0.0)","(-3, 58)","(-84, 92)","(-101, 127)","(-155, -75)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -237)","(-343, -257)",3,4,200,18750
"(-37, 21)","(-44.0, 0.0)","(-3, 59)","(-84, 93)","(-101, 128)","(-155, -74)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -236)","(-343, -257)",3,4,200,18786
"(-37, 22)","(-44.0, 0.0)","(-3, 60)","(-84, 94)","(-101, 129)","(-155, -73)","(-7, -8)","(0.0, 38.0)","(-47, 72)","(-64, 107)","(-143, -4)","(-380, -235)","(-343, -257)",3,4,200,18821
