P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-14, -43)","(-55.0, 0.0)","(-68, 24)","(41, 66)","(-7, 83)","(-128, 24)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 211)","(-19, 254)",0,4,200,12464
"(-14, -44)","(-55.0, 0.0)","(-68, 23)","(41, 65)","(-7, 82)","(-128, 23)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 210)","(-19, 254)",2,4,200,12500
"(-14, -45)","(-55.0, 0.0)","(-68, 22)","(41, 64)","(-7, 81)","(-128, 22)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 209)","(-19, 254)",2,4,200,12536
"(-14, -46)","(-55.0, 0.0)","(-68, 21)","(41, 63)","(-7, 80)","(-128, 21)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 208)","(-19, 254)",2,4,200,12571
"(-14, -47)","(-55.0, 0.0)","(-68, 20)","(41, 62)","(-7, 79)","(-128, 20)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 207)","(-19, 254)",2,4,200,12607
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12643
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12679
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12714
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12750
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12786
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12821
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12857
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12893
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12929
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,12964
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13000
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13036
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13071
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13107
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13143
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13179
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13214
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13250
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13286
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13321
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13357
"(-14, -48)","(-55.0, 0.0)","(-68, 19)","(41, 61)","(-7, 78)","(-128, 19)","(-41, 27)","(-54, 67)","(-113, -10)","(55, 109)","(0.0, 126.0)","(-33, 206)","(-19, 254)",2,4,200,13393
"(-14, -48)","(-55.0, 0.0)","(-68, 18)","(41, 60)","(-7, 77)","(-128, 18)","(-41, 26)","(-54, 66)","(-113, -11)","(55, 108)","(0.0, 125.0)","(-33, 205)","(-19, 253)",2,2,200,13429
"(-14, -48)","(-55.0, 0.0)","(-68, 17)","(41, 59)","(-7, 76)","(-128, 17)","(-41, 25)","(-54, 65)","(-113, -12)","(55, 107)","(0.0, 124.0)","(-33, 204)","(-19, 252)",2,2,200,13464
"(-14, -48)","(-55.0, 0.0)","(-68, 16)","(41, 58)","(-7, 75)","(-128, 16)","(-41, 24)","(-54, 64)","(-113, -13)","(55, 106)","(0.0, 123.0)","(-33, 203)","(-19, 251)",2,2,200,13500
"(-14, -48)","(-55.0, 0.0)","(-68, 15)","(41, 57)","(-7, 74)","(-128, 15)","(-41, 23)","(-54, 63)","(-113, -14)","(55, 105)","(0.0, 122.0)","(-33, 202)","(-19, 250)",2,2,200,13536
"(-14, -48)","(-55.0, 0.0)","(41, 56)","(-68, 14)","(-7, 73)","(-128, 14)","(-41, 22)","(-54, 62)","(-113, -15)","(55, 104)","(0.0, 121.0)","(-33, 201)","(-19, 249)",2,2,200,13571
"(-14, -48)","(-55.0, 0.0)","(41, 55)","(-68, 13)","(-7, 72)","(-128, 13)","(-41, 21)","(-54, 61)","(-113, -16)","(55, 103)","(0.0, 120.0)","(-33, 200)","(-19, 248)",2,2,200,13607
"(-14, -48)","(-55.0, 0.0)","(41, 54)","(-68, 12)","(-7, 71)","(-128, 12)","(-41, 20)","(-54, 60)","(-113, -17)","(55, 102)","(0.0, 119.0)","(-33, 199)","(-19, 247)",2,2,200,13643
"(-14, -48)","(-55.0, 0.0)","(41, 53)","(-68, 11)","(-7, 70)","(-128, 11)","(-41, 19)","(-54, 59)","(-113, -18)","(55, 101)","(0.0, 118.0)","(-33, 198)","(-19, 246)",2,2,200,13679
"(-14, -48)","(-55.0, 0.0)","(41, 52)","(-68, 10)","(-7, 69)","(-128, 10)","(-41, 18)","(-54, 58)","(55, 100)","(-113, -19)","(0.0, 117.0)","(-33, 197)","(-19, 245)",2,2,200,13714
"(-14, -48)","(-55.0, 0.0)","(41, 51)","(-7, 68)","(-68, 9)","(-128, 9)","(-41, 17)","(-54, 57)","(55, 99)","(-113, -20)","(0.0, 116.0)","(-33, 196)","(-19, 244)",2,2,200,13750
"(-14, -48)","(-55.0, 0.0)","(41, 50)","(-7, 67)","(-68, 8)","(-128, 8)","(-41, 16)","(-54, 56)","(55, 98)","(-113, -21)","(0.0, 115.0)","(-33, 195)","(-19, 243)",2,2,200,13786
"(-14, -48)","(-55.0, 0.0)","(41, 49)","(-7, 66)","(-68, 7)","(-128, 7)","(-41, 15)","(-54, 55)","(55, 97)","(0.0, 114.0)","(-113, -22)","(-33, 194)","(-19, 242)",2,2,200,13821
"(-14, -48)","(-55.0, 0.0)","(41, 48)","(-7, 65)","(-68, 6)","(-128, 6)","(-41, 14)","(-54, 54)","(55, 96)","(0.0, 113.0)","(-113, -23)","(-33, 193)","(-19, 241)",2,2,200,13857
"(-14, -48)","(-55.0, 0.0)","(41, 47)","(-7, 64)","(-68, 5)","(-128, 5)","(-41, 13)","(-54, 53)","(55, 95)","(0.0, 112.0)","(-113, -24)","(-33, 192)","(-19, 240)",2,2,200,13893
"(-14, -48)","(-55.0, 0.0)","(41, 46)","(-7, 63)","(-68, 4)","(-128, 4)","(-41, 12)","(-54, 52)","(55, 94)","(0.0, 111.0)","(-113, -25)","(-33, 191)","(-19, 239)",2,2,200,13929
"(-14, -48)","(-55.0, 0.0)","(41, 45)","(-7, 62)","(-68, 3)","(-128, 3)","(-41, 11)","(-54, 51)","(55, 93)","(0.0, 110.0)","(-113, -26)","(-33, 190)","(-19, 238)",2,2,200,13964
"(-14, -48)","(-55.0, 0.0)","(41, 44)","(-7, 61)","(-68, 2)","(-128, 2)","(-41, 10)","(-54, 50)","(55, 92)","(0.0, 109.0)","(-113, -27)","(-33, 189)","(-19, 237)",2,2,200,14000
"(-14, -48)","(-55.0, 0.0)","(41, 43)","(-7, 60)","(-68, 1)","(-128, 1)","(-41, 9)","(-54, 49)","(55, 91)","(0.0, 108.0)","(-113, -28)","(-33, 188)","(-19, 236)",2,2,200,14037
"(-14, -48)","(-55.0, 0.0)","(41, 42)","(-7, 59)","(-68, 0)","(-128, 0)","(-41, 8)","(-54, 48)","(55, 90)","(0.0, 107.0)","(-113, -29)","(-33, 187)","(-19, 235)",2,2,200,14074
"(-14, -48)","(-55.0, 0.0)","(41, 41)","(-7, 58)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 7)","(-54, 47)","(55, 89)","(0.0, 106.0)","(-113, -30)","(-33, 186)","(-19, 234)",2,2,200,14111
"(-14, -48)","(-55.0, 0.0)","(41, 40)","(-7, 57)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 6)","(-54, 46)","(55, 88)","(0.0, 105.0)","(-113, -31)","(-33, 185)","(-19, 233)",2,2,200,14148
"(-14, -48)","(-55.0, 0.0)","(-7, 56)","(41, 39)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 5)","(-54, 45)","(55, 87)","(0.0, 104.0)","(-113, -32)","(-33, 184)","(-19, 232)",2,2,200,14185
"(-14, -48)","(-55.0, 0.0)","(-7, 55)","(41, 38)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 4)","(-54, 44)","(55, 86)","(0.0, 103.0)","(-113, -33)","(-33, 183)","(-19, 231)",2,2,200,14222
"(-14, -48)","(-7, 54)","(-55.0, 0.0)","(41, 37)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 3)","(-54, 43)","(55, 85)","(0.0, 102.0)","(-113, -34)","(-33, 182)","(-19, 230)",2,2,200,14259
"(-14, -48)","(-7, 53)","(41, 36)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 2)","(-54, 42)","(55, 84)","(0.0, 101.0)","(-113, -35)","(-33, 181)","(-19, 229)",2,2,200,14296
"(-14, -48)","(-7, 52)","(41, 35)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 1)","(-54, 41)","(55, 83)","(0.0, 100.0)","(-113, -36)","(-33, 180)","(-19, 228)",2,2,200,14333
"(-14, -48)","(-7, 51)","(41, 34)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41, 0)","(-54, 40)","(55, 82)","(0.0, 99.0)","(-113, -37)","(-33, 179)","(-19, 227)",2,2,200,14370
"(-14, -48)","(-7, 50)","(41, 33)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 39)","(55, 81)","(0.0, 98.0)","(-113, -38)","(-33, 178)","(-19, 226)",2,2,200,14407
"(-14, -48)","(-7, 49)","(41, 32)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 38)","(0.0, 97.0)","(55, 80)","(-113, -39)","(-33, 177)","(-19, 225)",2,2,200,14444
"(-14, -48)","(-7, 48)","(41, 31)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 37)","(0.0, 96.0)","(55, 79)","(-114, 37)","(-33, 176)","(-19, 224)",2,2,200,14481
"(-14, -48)","(-7, 47)","(41, 30)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 36)","(0.0, 95.0)","(55, 78)","(-114, 36)","(-33, 175)","(-19, 223)",2,2,200,14519
"(-14, -48)","(-7, 46)","(41, 29)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 35)","(0.0, 94.0)","(55, 77)","(-114, 35)","(-33, 174)","(-19, 222)",2,2,200,14556
"(-14, -48)","(-7, 45)","(41, 28)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 34)","(0.0, 93.0)","(55, 76)","(-114, 34)","(-33, 173)","(-19, 221)",2,2,200,14593
"(-14, -48)","(-7, 44)","(41, 27)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 33)","(0.0, 92.0)","(55, 75)","(-114, 33)","(-33, 172)","(-19, 220)",2,2,200,14630
"(-14, -48)","(-7, 43)","(41, 26)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 32)","(0.0, 91.0)","(55, 74)","(-114, 32)","(-33, 171)","(-19, 219)",2,2,200,14667
"(-14, -48)","(-7, 42)","(41, 25)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 31)","(0.0, 90.0)","(55, 73)","(-114, 31)","(-33, 170)","(-19, 218)",2,2,200,14704
"(-14, -48)","(-7, 41)","(41, 24)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 30)","(0.0, 89.0)","(55, 72)","(-114, 30)","(-33, 169)","(-19, 217)",2,2,200,14741
"(-14, -48)","(-7, 40)","(41, 23)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 29)","(0.0, 88.0)","(55, 71)","(-114, 29)","(-33, 168)","(-19, 216)",2,2,200,14778
"(-14, -48)","(-7, 39)","(41, 22)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 28)","(0.0, 87.0)","(55, 70)","(-114, 28)","(-33, 167)","(-19, 215)",2,2,200,14815
"(-14, -48)","(-7, 38)","(41, 21)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 27)","(0.0, 86.0)","(55, 69)","(-114, 27)","(-33, 166)","(-19, 214)",2,2,200,14852
"(-14, -48)","(-7, 37)","(41, 20)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 26)","(0.0, 85.0)","(55, 68)","(-114, 26)","(-33, 165)","(-19, 213)",2,2,200,14889
"(-14, -48)","(-7, 36)","(41, 19)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 25)","(0.0, 84.0)","(55, 67)","(-114, 25)","(-33, 164)","(-19, 212)",2,2,200,14926
"(-14, -48)","(-7, 35)","(41, 18)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 24)","(0.0, 83.0)","(55, 66)","(-114, 24)","(-33, 163)","(-19, 211)",2,2,200,14963
"(-14, -48)","(-7, 34)","(41, 17)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 23)","(0.0, 82.0)","(55, 65)","(-114, 23)","(-33, 162)","(-19, 210)",2,2,200,15000
"(-14, -48)","(-7, 33)","(41, 16)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 22)","(0.0, 81.0)","(55, 64)","(-114, 22)","(-33, 161)","(-19, 209)",2,2,200,15037
"(-14, -48)","(-7, 32)","(41, 15)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 21)","(0.0, 80.0)","(55, 63)","(-114, 21)","(-33, 160)","(-19, 208)",2,2,200,15074
"(-14, -48)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 20)","(0.0, 79.0)","(55, 62)","(-114, 20)","(-33, 159)","(-19, 207)",2,2,200,15111
"(-14, -47)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 19)","(0.0, 78.0)","(55, 61)","(-114, 19)","(-33, 159)","(-19, 206)",4,2,200,15148
"(-14, -46)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 18)","(0.0, 77.0)","(55, 60)","(-114, 18)","(-33, 159)","(-19, 205)",4,2,200,15185
"(-14, -45)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 17)","(0.0, 76.0)","(55, 59)","(-114, 17)","(-33, 159)","(-19, 204)",4,2,200,15222
"(-14, -44)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 16)","(0.0, 75.0)","(55, 58)","(-114, 16)","(-33, 159)","(-19, 203)",4,2,200,15259
"(-14, -43)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 15)","(0.0, 74.0)","(55, 57)","(-114, 15)","(-33, 159)","(-19, 202)",4,2,200,15296
"(-14, -42)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 14)","(0.0, 73.0)","(55, 56)","(-114, 14)","(-33, 159)","(-19, 201)",4,2,200,15333
"(-14, -41)","(-7, 31)","(41, 14)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 13)","(0.0, 72.0)","(55, 55)","(-114, 13)","(-33, 159)","(-19, 200)",4,2,200,15370
"(-14, -39)","(-7, 32)","(41, 15)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 12)","(0.0, 71.0)","(55, 54)","(-114, 12)","(-33, 160)","(-19, 199)",3,2,200,15407
"(-14, -37)","(-7, 33)","(41, 16)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 11)","(0.0, 70.0)","(55, 53)","(-114, 11)","(-33, 161)","(-19, 198)",3,2,200,15444
"(-14, -35)","(-7, 34)","(41, 17)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 10)","(0.0, 69.0)","(55, 52)","(-114, 10)","(-33, 162)","(-19, 197)",3,2,200,15481
"(-14, -33)","(-7, 35)","(41, 18)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 9)","(0.0, 68.0)","(55, 51)","(-114, 9)","(-33, 163)","(-19, 196)",3,2,200,15519
"(-14, -31)","(-7, 36)","(41, 19)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 8)","(0.0, 67.0)","(55, 50)","(-114, 8)","(-33, 164)","(-19, 195)",3,2,200,15556
"(-14, -29)","(-7, 37)","(41, 20)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 7)","(0.0, 66.0)","(55, 49)","(-114, 7)","(-33, 165)","(-19, 194)",3,2,200,15593
"(-14, -27)","(-7, 38)","(41, 21)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 6)","(0.0, 65.0)","(55, 48)","(-114, 6)","(-33, 166)","(-19, 193)",3,2,200,15630
"(-14, -25)","(-7, 39)","(41, 22)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 5)","(0.0, 64.0)","(55, 47)","(-114, 5)","(-33, 167)","(-19, 192)",3,2,200,15667
"(-14, -23)","(-7, 40)","(41, 23)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-33, 168)","(-19, 191)",3,2,200,15704
"(-14, -22)","(-7, 41)","(41, 24)","(-55.0, 0.0)","(-68.0, 0.0)","(-128.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-33, 169)","(-19, 191)",3,4,200,15741
"(-15, -22)","(-8, 41)","(40, 24)","(-56.0, 0.0)","(-69.0, 0.0)","(-129.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-34, 169)","(-19, 191)",0,4,200,15778
"(-16, -22)","(-9, 41)","(39, 24)","(-57.0, 0.0)","(-70.0, 0.0)","(-130.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-35, 169)","(-19, 191)",0,4,200,15815
"(-17, -22)","(-10, 41)","(38, 24)","(-58.0, 0.0)","(-71.0, 0.0)","(-131.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-36, 169)","(-19, 191)",0,4,200,15852
"(-18, -22)","(-11, 41)","(37, 24)","(-59.0, 0.0)","(-72.0, 0.0)","(-132.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-37, 169)","(-19, 191)",0,4,200,15889
"(-19, -22)","(-12, 41)","(36, 24)","(-60.0, 0.0)","(-73.0, 0.0)","(-133.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-38, 169)","(-19, 191)",0,4,200,15926
"(-20, -22)","(35, 24)","(-13, 41)","(-61.0, 0.0)","(-74.0, 0.0)","(-134.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-39, 169)","(-19, 191)",0,4,200,15963
"(-21, -22)","(34, 24)","(-14, 41)","(-62.0, 0.0)","(-75.0, 0.0)","(-135.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-40, 169)","(-19, 191)",0,4,200,16000
"(-22, -22)","(33, 24)","(-15, 41)","(-63.0, 0.0)","(-76.0, 0.0)","(-136.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-41, 169)","(-19, 191)",0,4,200,16036
"(-23, -22)","(32, 24)","(-16, 41)","(-64.0, 0.0)","(-77.0, 0.0)","(-137.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-42, 169)","(-19, 191)",0,4,200,16071
"(-24, -22)","(31, 24)","(-17, 41)","(-65.0, 0.0)","(-78.0, 0.0)","(-138.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-43, 169)","(-19, 191)",0,4,200,16107
"(-25, -22)","(30, 24)","(-18, 41)","(-66.0, 0.0)","(-79.0, 0.0)","(-139.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-44, 169)","(-19, 191)",0,4,200,16143
"(-26, -22)","(29, 24)","(-19, 41)","(-67.0, 0.0)","(-80.0, 0.0)","(-140.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-45, 169)","(-19, 191)",0,4,200,16179
"(-27, -22)","(28, 24)","(-20, 41)","(-68.0, 0.0)","(-81.0, 0.0)","(-141.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-46, 169)","(-19, 191)",0,4,200,16214
"(-28, -22)","(27, 24)","(-21, 41)","(-69.0, 0.0)","(-82.0, 0.0)","(-142.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-47, 169)","(-19, 191)",0,4,200,16250
"(-29, -22)","(26, 24)","(-22, 41)","(-70.0, 0.0)","(-83.0, 0.0)","(-143.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-48, 169)","(-19, 191)",0,4,200,16286
"(-30, -22)","(25, 24)","(-23, 41)","(-71.0, 0.0)","(-84.0, 0.0)","(-144.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-49, 169)","(-19, 191)",0,4,200,16321
"(-31, -22)","(24, 24)","(-24, 41)","(-72.0, 0.0)","(-85.0, 0.0)","(-145.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-50, 169)","(-19, 191)",0,4,200,16357
"(-32, -22)","(23, 24)","(-25, 41)","(-73.0, 0.0)","(-86.0, 0.0)","(-146.0, 0.0)","(-41.0, 0.0)","(-54, 4)","(0.0, 63.0)","(55, 46)","(-114, 4)","(-51, 169)","(-19, 191)",0,4,200,16393
