P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(-11, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(67, -30)","(21, -117)","(0.0, -140.0)","(-159.0, 0.0)","(-22, -188)","(-11, -188)",6667
"(-12, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(68, -30)","(22, -117)","(0.0, -140.0)","(-158.0, 0.0)","(-22, -188)","(-10, -188)",6704
"(-13, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(69, -30)","(23, -117)","(0.0, -140.0)","(-157.0, 0.0)","(-22, -188)","(-9, -188)",6741
"(-14, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(70, -30)","(24, -117)","(0.0, -140.0)","(-156.0, 0.0)","(-22, -188)","(-8, -188)",6778
"(-15, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(71, -30)","(25, -117)","(0.0, -140.0)","(-155.0, 0.0)","(-22, -188)","(-7, -188)",6815
"(-16, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(72, -30)","(26, -117)","(0.0, -140.0)","(-154.0, 0.0)","(-22, -188)","(-6, -188)",6852
"(-17, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-22, -188)","(-5, -188)",6889
"(-18, 0)","(0.0, -11.0)","(55, -30)","(9, -117)","(-6, -140)","(-171.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-23, -188)","(-5, -188)",7963
"(-19, 0)","(0.0, -11.0)","(54, -30)","(8, -117)","(-7, -140)","(-172.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-24, -188)","(-5, -188)",8000
"(-20, 0)","(0.0, -11.0)","(53, -30)","(7, -117)","(-8, -140)","(-173.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-25, -188)","(-5, -188)",8036
"(-21, 0)","(0.0, -11.0)","(52, -30)","(6, -117)","(-9, -140)","(-174.0, 0.0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-26, -188)","(-5, -188)",8071
"(-22, 0)","(0.0, -11.0)","(51, -30)","(5, -117)","(-10, -140)","(116, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-27, -188)","(-5, -188)",8107
"(-23, 0)","(0.0, -11.0)","(50, -30)","(4, -117)","(-11, -140)","(115, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-28, -188)","(-5, -188)",8143
"(-24, 0)","(0.0, -11.0)","(49, -30)","(3, -117)","(-12, -140)","(114, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-29, -188)","(-5, -188)",8179
"(-25, 0)","(0.0, -11.0)","(48, -30)","(2, -117)","(-13, -140)","(113, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-30, -188)","(-5, -188)",8214
"(-26, 0)","(0.0, -11.0)","(47, -30)","(1, -117)","(-14, -140)","(112, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-31, -188)","(-5, -188)",8250
"(-27, 0)","(0.0, -11.0)","(46, -30)","(0, -117)","(-15, -140)","(111, -129)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(-32, -188)","(-5, -188)",8286
"(-29, 0)","(0.0, -11.0)","(45, -30)","(0.0, -117.0)","(-16, -140)","(110, -129)","(0.0, -11.0)","(74, -30)","(28, -117)","(0.0, -140.0)","(-152.0, 0.0)","(-33, -188)","(-4, -188)",8321
"(-31, 0)","(0.0, -11.0)","(44, -30)","(0.0, -117.0)","(-17, -140)","(109, -129)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(-34, -188)","(-3, -188)",8357
"(-33, 0)","(0.0, -11.0)","(43, -30)","(0.0, -117.0)","(-18, -140)","(108, -129)","(0.0, -11.0)","(76, -30)","(30, -117)","(0.0, -140.0)","(-150.0, 0.0)","(-35, -188)","(-2, -188)",8393
"(-35, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(77, -30)","(31, -117)","(0.0, -140.0)","(-149.0, 0.0)","(-36, -188)","(-1, -188)",8429
"(-37, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(78, -30)","(32, -117)","(0.0, -140.0)","(-148.0, 0.0)","(-37, -188)","(0, -188)",8464
"(-39, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(79, -30)","(33, -117)","(0.0, -140.0)","(-147.0, 0.0)","(-38, -188)","(1, -188)",8500
"(-41, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(80, -30)","(34, -117)","(0.0, -140.0)","(-146.0, 0.0)","(-39, -188)","(2, -188)",8536
"(-43, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(81, -30)","(35, -117)","(0.0, -140.0)","(-145.0, 0.0)","(-40, -188)","(3, -188)",8571
"(-45, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(82, -30)","(36, -117)","(0.0, -140.0)","(-144.0, 0.0)","(-41, -188)","(4, -188)",8607
"(-47, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(83, -30)","(37, -117)","(0.0, -140.0)","(-143.0, 0.0)","(-42, -188)","(5, -188)",8643
"(-49, 0)","(0.0, -11.0)","(35, -30)","(0.0, -117.0)","(-26, -140)","(100, -129)","(0.0, -11.0)","(84, -30)","(38, -117)","(0.0, -140.0)","(-142.0, 0.0)","(-43, -188)","(6, -188)",8679
"(-49, 0)","(0.0, -11.0)","(36, -30)","(0.0, -117.0)","(-25, -140)","(101, -129)","(0.0, -11.0)","(85, -30)","(39, -117)","(0.0, -140.0)","(-141.0, 0.0)","(-42, -188)","(7, -188)",8714
"(-49, 0)","(0.0, -11.0)","(37, -30)","(0.0, -117.0)","(-24, -140)","(102, -129)","(0.0, -11.0)","(86, -30)","(40, -117)","(-140.0, 0.0)","(0.0, -140.0)","(-41, -188)","(8, -188)",8750
"(-49, 0)","(0.0, -11.0)","(38, -30)","(0.0, -117.0)","(-23, -140)","(103, -129)","(0.0, -11.0)","(87, -30)","(41, -117)","(-139.0, 0.0)","(0.0, -140.0)","(-40, -188)","(9, -188)",8786
"(-49, 0)","(0.0, -11.0)","(39, -30)","(0.0, -117.0)","(-22, -140)","(104, -129)","(0.0, -11.0)","(88, -30)","(42, -117)","(-138.0, 0.0)","(0.0, -140.0)","(-39, -188)","(10, -188)",8821
"(-49, 0)","(0.0, -11.0)","(40, -30)","(0.0, -117.0)","(-21, -140)","(105, -129)","(0.0, -11.0)","(89, -30)","(43, -117)","(-137.0, 0.0)","(0.0, -140.0)","(-38, -188)","(11, -188)",8857
"(-49, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(90, -30)","(44, -117)","(-136.0, 0.0)","(0.0, -140.0)","(-37, -188)","(12, -188)",8893
"(-49, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-36, -188)","(13, -188)",8929
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",8964
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9000
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9036
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9071
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9107
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9143
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9179
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9214
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9250
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9286
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9321
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9357
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9393
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9429
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9464
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9500
"(-50, 0)","(0.0, -11.0)","(41, -30)","(0.0, -117.0)","(-20, -140)","(106, -129)","(0.0, -11.0)","(91, -30)","(45, -117)","(-135.0, 0.0)","(0.0, -140.0)","(-37, -188)","(13, -188)",9536
"(-50, 0)","(0.0, -11.0)","(42, -30)","(0.0, -117.0)","(-19, -140)","(107, -129)","(0.0, -11.0)","(92, -30)","(46, -117)","(-134.0, 0.0)","(0.0, -140.0)","(-36, -188)","(14, -188)",9571
"(-50, 0)","(0.0, -11.0)","(43, -30)","(0.0, -117.0)","(-18, -140)","(108, -129)","(0.0, -11.0)","(93, -30)","(47, -117)","(-133.0, 0.0)","(0.0, -140.0)","(-35, -188)","(15, -188)",9607
"(-50, 0)","(0.0, -11.0)","(44, -30)","(0.0, -117.0)","(-17, -140)","(109, -129)","(0.0, -11.0)","(94, -30)","(48, -117)","(-132.0, 0.0)","(0.0, -140.0)","(-34, -188)","(16, -188)",9643
"(-50, 0)","(0.0, -11.0)","(45, -30)","(0.0, -117.0)","(-16, -140)","(110, -129)","(0.0, -11.0)","(95, -30)","(49, -117)","(-131.0, 0.0)","(0.0, -140.0)","(-33, -188)","(17, -188)",9679
"(-50, 0)","(0.0, -11.0)","(46, -30)","(0, -117)","(-15, -140)","(111, -129)","(0.0, -11.0)","(96, -30)","(50, -117)","(-130.0, 0.0)","(0.0, -140.0)","(-32, -188)","(18, -188)",9714
"(-50, 0)","(0.0, -11.0)","(47, -30)","(1, -117)","(-14, -140)","(112, -129)","(0.0, -11.0)","(97, -30)","(51, -117)","(-129.0, 0.0)","(0.0, -140.0)","(-31, -188)","(19, -188)",9750
"(-50, 0)","(0.0, -11.0)","(48, -30)","(2, -117)","(-13, -140)","(113, -129)","(0.0, -11.0)","(98, -30)","(-128.0, 0.0)","(52, -117)","(0.0, -140.0)","(-30, -188)","(20, -188)",9786
"(-50, 0)","(0.0, -11.0)","(49, -30)","(3, -117)","(-12, -140)","(114, -129)","(0.0, -11.0)","(99, -30)","(-127.0, 0.0)","(53, -117)","(0.0, -140.0)","(-29, -188)","(21, -188)",9821
"(-50, 0)","(0.0, -11.0)","(50, -30)","(4, -117)","(-11, -140)","(115, -129)","(0.0, -11.0)","(100, -30)","(-126.0, 0.0)","(54, -117)","(0.0, -140.0)","(-28, -188)","(22, -188)",9857
"(-50, 0)","(0.0, -11.0)","(51, -30)","(5, -117)","(-10, -140)","(116, -129)","(0.0, -11.0)","(101, -30)","(-125.0, 0.0)","(55, -117)","(0.0, -140.0)","(-27, -188)","(23, -188)",9893
"(-50, 0)","(0.0, -11.0)","(52, -30)","(6, -117)","(-9, -140)","(-174.0, 0.0)","(0.0, -11.0)","(102, -30)","(-124.0, 0.0)","(56, -117)","(0.0, -140.0)","(-26, -188)","(24, -188)",9929
"(-50, 0)","(0.0, -11.0)","(53, -30)","(7, -117)","(-8, -140)","(-173.0, 0.0)","(0.0, -11.0)","(103, -30)","(-123.0, 0.0)","(57, -117)","(0.0, -140.0)","(-25, -188)","(25, -188)",9964
"(-50, 0)","(0.0, -11.0)","(54, -30)","(8, -117)","(-7, -140)","(-172.0, 0.0)","(0, -11)","(104, -30)","(-122.0, 0.0)","(58, -117)","(0.0, -140.0)","(-24, -188)","(26, -188)",10000
"(-50, 0)","(0.0, -11.0)","(55, -30)","(9, -117)","(-6, -140)","(-171.0, 0.0)","(1, -11)","(105, -30)","(-121.0, 0.0)","(59, -117)","(0.0, -140.0)","(-23, -188)","(27, -188)",10037
"(-50, 0)","(0.0, -11.0)","(56, -30)","(10, -117)","(-5, -140)","(-170.0, 0.0)","(2, -11)","(106, -30)","(-120.0, 0.0)","(60, -117)","(0.0, -140.0)","(-22, -188)","(28, -188)",10074
"(-50, 0)","(0.0, -11.0)","(57, -30)","(11, -117)","(-4, -140)","(-169.0, 0.0)","(3, -11)","(107, -30)","(-119.0, 0.0)","(61, -117)","(0.0, -140.0)","(-21, -188)","(29, -188)",10111
"(-50, 0)","(0.0, -11.0)","(58, -30)","(12, -117)","(-3, -140)","(-168.0, 0.0)","(4, -11)","(108, -30)","(-118.0, 0.0)","(62, -117)","(0.0, -140.0)","(-20, -188)","(30, -188)",10148
"(-50, 0)","(0.0, -11.0)","(59, -30)","(13, -117)","(-2, -140)","(-167.0, 0.0)","(5, -11)","(109, -30)","(-117.0, 0.0)","(63, -117)","(0.0, -140.0)","(-19, -188)","(31, -188)",10185
"(-50, 0)","(0.0, -11.0)","(60, -30)","(14, -117)","(-1, -140)","(-166.0, 0.0)","(6, -11)","(110, -30)","(-116.0, 0.0)","(64, -117)","(0.0, -140.0)","(-18, -188)","(32, -188)",10222
"(-50, 0)","(0.0, -11.0)","(61, -30)","(15, -117)","(0, -140)","(-165.0, 0.0)","(7, -11)","(111, -30)","(-115.0, 0.0)","(65, -117)","(0.0, -140.0)","(-17, -188)","(33, -188)",10259
"(-50, 0)","(0.0, -11.0)","(62, -30)","(16, -117)","(0.0, -140.0)","(-164.0, 0.0)","(8, -11)","(-114.0, 0.0)","(112, -30)","(66, -117)","(0.0, -140.0)","(-16, -188)","(34, -188)",10296
"(-50, 0)","(0.0, -11.0)","(63, -30)","(17, -117)","(0.0, -140.0)","(-163.0, 0.0)","(9, -11)","(-113.0, 0.0)","(113, -30)","(67, -117)","(0.0, -140.0)","(-15, -188)","(35, -188)",10333
"(-50, 0)","(0.0, -11.0)","(64, -30)","(18, -117)","(0.0, -140.0)","(-162.0, 0.0)","(10, -11)","(-112.0, 0.0)","(114, -30)","(68, -117)","(-126, -60)","(-14, -188)","(36, -188)",10370
"(-50, 0)","(0.0, -11.0)","(65, -30)","(19, -117)","(0.0, -140.0)","(-161.0, 0.0)","(11, -11)","(-111.0, 0.0)","(115, -30)","(69, -117)","(-125, -60)","(-13, -188)","(37, -188)",10407
"(-50, 0)","(0.0, -11.0)","(66, -30)","(20, -117)","(0.0, -140.0)","(-160.0, 0.0)","(12, -11)","(-110.0, 0.0)","(116, -30)","(70, -117)","(-124, -60)","(-12, -188)","(38, -188)",10444
"(-50, 0)","(0.0, -11.0)","(67, -30)","(21, -117)","(0.0, -140.0)","(-159.0, 0.0)","(13, -11)","(-109.0, 0.0)","(117, -30)","(-123, -60)","(71, -117)","(-11, -188)","(39, -188)",10481
"(-50, 0)","(0.0, -11.0)","(68, -30)","(22, -117)","(0.0, -140.0)","(-158.0, 0.0)","(14, -11)","(-108.0, 0.0)","(118, -30)","(-122, -60)","(72, -117)","(-10, -188)","(40, -188)",10519
"(-50, 0)","(0.0, -11.0)","(69, -30)","(23, -117)","(0.0, -140.0)","(-157.0, 0.0)","(15, -11)","(-107.0, 0.0)","(119, -30)","(-121, -60)","(73, -117)","(-9, -188)","(41, -188)",10556
"(-50, 0)","(0.0, -11.0)","(70, -30)","(24, -117)","(0.0, -140.0)","(-156.0, 0.0)","(16, -11)","(-106.0, 0.0)","(120, -30)","(-120, -60)","(74, -117)","(-8, -188)","(42, -188)",10593
"(-50, 0)","(0.0, -11.0)","(71, -30)","(25, -117)","(0.0, -140.0)","(-155.0, 0.0)","(17, -11)","(-105.0, 0.0)","(121, -30)","(-119, -60)","(75, -117)","(-7, -188)","(43, -188)",10630
"(-50, 0)","(0.0, -11.0)","(72, -30)","(26, -117)","(0.0, -140.0)","(-154.0, 0.0)","(18, -11)","(-104.0, 0.0)","(122, -30)","(-118, -60)","(76, -117)","(-6, -188)","(44, -188)",10667
"(-50, 0)","(0.0, -11.0)","(73, -30)","(27, -117)","(0.0, -140.0)","(-153.0, 0.0)","(19, -11)","(-103.0, 0.0)","(123, -30)","(-117, -60)","(0, -140)","(-5, -188)","(45, -188)",10704
"(-50, 0)","(0.0, -11.0)","(74, -30)","(28, -117)","(0.0, -140.0)","(-152.0, 0.0)","(20, -11)","(-102.0, 0.0)","(124, -30)","(-116, -60)","(1, -140)","(-4, -188)","(46, -188)",10741
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",10778
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",10815
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",10852
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",10889
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",10926
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11214
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11250
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11286
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11321
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11357
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11393
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11429
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11464
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11500
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11536
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11571
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11607
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11643
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11679
"(-50, 0)","(0.0, -11.0)","(75, -30)","(29, -117)","(0.0, -140.0)","(-151.0, 0.0)","(21, -11)","(-101.0, 0.0)","(125, -30)","(-115, -60)","(2, -140)","(-3, -188)","(47, -188)",11714
