P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(21, 0)","(0.0, -51.0)","(0.0, 69.0)","(87, -23)","(0.0, 92.0)","(-85, 42)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-195, 117)","(-216, 117)",6929
"(22, 0)","(0.0, -51.0)","(0.0, 69.0)","(88, -23)","(0.0, 92.0)","(-84, 42)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-194, 117)","(-216, 117)",6964
"(23, 0)","(0.0, -51.0)","(0.0, 69.0)","(89, -23)","(0.0, 92.0)","(-83, 42)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-193, 117)","(-216, 117)",7000
"(24, 0)","(0.0, -51.0)","(0.0, 69.0)","(0.0, 92.0)","(-82, 42)","(90, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-192, 117)","(-216, 117)",7036
"(25, 0)","(0.0, -51.0)","(0.0, 69.0)","(-81, 42)","(0.0, 92.0)","(91, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-191, 117)","(-216, 117)",7071
"(26, 0)","(0.0, -51.0)","(0.0, 69.0)","(-80, 42)","(0.0, 92.0)","(92, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-190, 117)","(-216, 117)",7107
"(27, 0)","(0.0, -51.0)","(0.0, 69.0)","(-79, 42)","(0.0, 92.0)","(93, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-189, 117)","(-216, 117)",7143
"(28, 0)","(0.0, -51.0)","(0.0, 69.0)","(-78, 42)","(0.0, 92.0)","(94, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-188, 117)","(-216, 117)",7179
"(29, 0)","(0.0, -51.0)","(0.0, 69.0)","(-77, 42)","(0.0, 92.0)","(95, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-187, 117)","(-216, 117)",7214
"(30, 0)","(0.0, -51.0)","(0.0, 69.0)","(-76, 42)","(0.0, 92.0)","(96, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-186, 117)","(-216, 117)",7250
"(31, 0)","(0.0, -51.0)","(0.0, 69.0)","(-75, 42)","(0.0, 92.0)","(97, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-185, 117)","(-216, 117)",7286
"(32, 0)","(0.0, -51.0)","(0.0, 69.0)","(-74, 42)","(0.0, 92.0)","(98, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-184, 117)","(-216, 117)",7321
"(33, 0)","(0.0, -51.0)","(0.0, 69.0)","(-73, 42)","(0.0, 92.0)","(99, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-183, 117)","(-216, 117)",7357
"(34, 0)","(0.0, -51.0)","(0.0, 69.0)","(-72, 42)","(0.0, 92.0)","(100, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-182, 117)","(-216, 117)",7393
"(35, 0)","(0.0, -51.0)","(0.0, 69.0)","(-71, 42)","(0.0, 92.0)","(101, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-181, 117)","(-216, 117)",7429
"(36, 0)","(0.0, -51.0)","(0.0, 69.0)","(-70, 42)","(0.0, 92.0)","(102, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-180, 117)","(-216, 117)",7464
"(37, 0)","(0.0, -51.0)","(0.0, 69.0)","(-69, 42)","(0.0, 92.0)","(103, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-179, 117)","(-216, 117)",7500
"(38, 0)","(0.0, -51.0)","(0.0, 69.0)","(-68, 42)","(0.0, 92.0)","(104, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-178, 117)","(-216, 117)",7536
"(39, 0)","(0.0, -51.0)","(0.0, 69.0)","(-67, 42)","(0.0, 92.0)","(105, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-177, 117)","(-216, 117)",7571
"(40, 0)","(0.0, -51.0)","(0.0, 69.0)","(-66, 42)","(0.0, 92.0)","(106, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-176, 117)","(-216, 117)",7607
"(41, 0)","(0.0, -51.0)","(0.0, 69.0)","(-65, 42)","(0.0, 92.0)","(107, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-175, 117)","(-216, 117)",7643
"(42, 0)","(0.0, -51.0)","(0.0, 69.0)","(-64, 42)","(0.0, 92.0)","(108, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-174, 117)","(-216, 117)",7679
"(43, 0)","(0.0, -51.0)","(0.0, 69.0)","(-63, 42)","(0.0, 92.0)","(109, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-173, 117)","(-216, 117)",7714
"(44, 0)","(0.0, -51.0)","(0.0, 69.0)","(-62, 42)","(0.0, 92.0)","(110, -23)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-172, 117)","(-216, 117)",7750
"(45, 0)","(0.0, -51.0)","(0.0, 69.0)","(-61, 42)","(0.0, 92.0)","(-85, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-171, 117)","(-216, 117)",7786
"(46, 0)","(0.0, -51.0)","(0, 69)","(-60, 42)","(0.0, 92.0)","(-84, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-170, 117)","(-216, 117)",7821
"(47, 0)","(0.0, -51.0)","(1, 69)","(-59, 42)","(0.0, 92.0)","(-83, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-169, 117)","(-216, 117)",7857
"(48, 0)","(0.0, -51.0)","(2, 69)","(-58, 42)","(0.0, 92.0)","(-82, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-168, 117)","(-216, 117)",7893
"(49, 0)","(0.0, -51.0)","(3, 69)","(-57, 42)","(0.0, 92.0)","(-81, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-167, 117)","(-216, 117)",7929
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",7964
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8000
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8036
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8071
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8107
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8143
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8179
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8214
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8250
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8286
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8321
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8357
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8393
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8429
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8464
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8500
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8536
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8571
"(50, 0)","(0.0, -51.0)","(4, 69)","(-56, 42)","(0.0, 92.0)","(-80, 75)","(0.0, -51.0)","(0.0, 69.0)","(66, -23)","(-11, 92)","(-106, 42)","(-166, 117)","(-216, 117)",8607
"(50, 0)","(0.0, -51.0)","(5, 69)","(-55, 42)","(0.0, 92.0)","(-79, 75)","(0.0, -51.0)","(0.0, 69.0)","(67, -23)","(-10, 92)","(-105, 42)","(-165, 117)","(-215, 117)",8643
"(50, 0)","(0.0, -51.0)","(-54, 42)","(6, 69)","(0.0, 92.0)","(-78, 75)","(0.0, -51.0)","(0.0, 69.0)","(68, -23)","(-9, 92)","(-104, 42)","(-164, 117)","(-214, 117)",8679
"(50, 0)","(0.0, -51.0)","(-53, 42)","(7, 69)","(0.0, 92.0)","(-77, 75)","(0.0, -51.0)","(0.0, 69.0)","(69, -23)","(-8, 92)","(-103, 42)","(-163, 117)","(-213, 117)",8714
"(50, 0)","(0.0, -51.0)","(-52, 42)","(8, 69)","(0.0, 92.0)","(-76, 75)","(0.0, -51.0)","(0.0, 69.0)","(70, -23)","(-7, 92)","(-102, 42)","(-162, 117)","(-212, 117)",8750
"(50, 0)","(0.0, -51.0)","(-51, 42)","(9, 69)","(0.0, 92.0)","(-75, 75)","(0.0, -51.0)","(0.0, 69.0)","(71, -23)","(-6, 92)","(-101, 42)","(-161, 117)","(-211, 117)",8786
"(50, 0)","(0.0, -51.0)","(-50, 42)","(10, 69)","(0.0, 92.0)","(-74, 75)","(0.0, -51.0)","(0.0, 69.0)","(72, -23)","(-5, 92)","(-100, 42)","(-160, 117)","(-210, 117)",8821
"(50, 0)","(0.0, -51.0)","(-49, 42)","(11, 69)","(0.0, 92.0)","(-73, 75)","(0.0, -51.0)","(0.0, 69.0)","(73, -23)","(-4, 92)","(-99, 42)","(-159, 117)","(-209, 117)",8857
"(50, 0)","(0, -51)","(-48, 42)","(12, 69)","(0.0, 92.0)","(-72, 75)","(0.0, -51.0)","(0.0, 69.0)","(74, -23)","(-3, 92)","(-98, 42)","(-158, 117)","(-208, 117)",8893
"(50, 0)","(1, -51)","(-47, 42)","(13, 69)","(0.0, 92.0)","(-71, 75)","(0.0, -51.0)","(0.0, 69.0)","(75, -23)","(-2, 92)","(-97, 42)","(-157, 117)","(-207, 117)",8929
"(50, 0)","(2, -51)","(-46, 42)","(14, 69)","(0.0, 92.0)","(-70, 75)","(0.0, -51.0)","(0.0, 69.0)","(76, -23)","(-1, 92)","(-96, 42)","(-156, 117)","(-206, 117)",8964
"(50, 0)","(3, -51)","(-45, 42)","(15, 69)","(0.0, 92.0)","(-69, 75)","(0.0, -51.0)","(0.0, 69.0)","(77, -23)","(0, 92)","(-95, 42)","(-155, 117)","(-205, 117)",9000
"(50, 0)","(4, -51)","(-44, 42)","(16, 69)","(0.0, 92.0)","(-68, 75)","(0.0, -51.0)","(0.0, 69.0)","(78, -23)","(0.0, 92.0)","(-94, 42)","(-154, 117)","(-204, 117)",9037
"(50, 0)","(5, -51)","(-43, 42)","(17, 69)","(0.0, 92.0)","(-67, 75)","(0.0, -51.0)","(0.0, 69.0)","(79, -23)","(0.0, 92.0)","(-93, 42)","(-153, 117)","(-203, 117)",9074
"(50, 0)","(6, -51)","(-42, 42)","(18, 69)","(0.0, 92.0)","(-66, 75)","(0.0, -51.0)","(0.0, 69.0)","(80, -23)","(0.0, 92.0)","(-92, 42)","(-152, 117)","(-202, 117)",9111
"(50, 0)","(7, -51)","(-41, 42)","(19, 69)","(0.0, 92.0)","(-65, 75)","(0.0, -51.0)","(0.0, 69.0)","(81, -23)","(0.0, 92.0)","(-91, 42)","(-151, 117)","(-201, 117)",9148
"(50, 0)","(8, -51)","(-40, 42)","(20, 69)","(0.0, 92.0)","(-64, 75)","(0.0, -51.0)","(0.0, 69.0)","(82, -23)","(0.0, 92.0)","(-90, 42)","(-150, 117)","(-200, 117)",9185
"(50, 0)","(9, -51)","(-39, 42)","(21, 69)","(0.0, 92.0)","(-63, 75)","(0.0, -51.0)","(0.0, 69.0)","(83, -23)","(0.0, 92.0)","(-89, 42)","(-149, 117)","(-199, 117)",9222
"(50, 0)","(10, -51)","(-38, 42)","(22, 69)","(0.0, 92.0)","(-62, 75)","(0.0, -51.0)","(0.0, 69.0)","(84, -23)","(0.0, 92.0)","(-88, 42)","(-148, 117)","(-198, 117)",9259
"(50, 0)","(11, -51)","(-37, 42)","(23, 69)","(0.0, 92.0)","(-61, 75)","(0.0, -51.0)","(0.0, 69.0)","(85, -23)","(0.0, 92.0)","(-87, 42)","(-147, 117)","(-197, 117)",9296
"(50, 0)","(12, -51)","(-36, 42)","(24, 69)","(0.0, 92.0)","(-60, 75)","(0.0, -51.0)","(0.0, 69.0)","(86, -23)","(0.0, 92.0)","(-86, 42)","(-146, 117)","(-196, 117)",9333
"(50, 0)","(13, -51)","(-35, 42)","(25, 69)","(0.0, 92.0)","(-59, 75)","(0.0, -51.0)","(0.0, 69.0)","(87, -23)","(0.0, 92.0)","(-85, 42)","(-145, 117)","(-195, 117)",9370
"(50, 0)","(14, -51)","(-34, 42)","(26, 69)","(0.0, 92.0)","(-58, 75)","(0.0, -51.0)","(0.0, 69.0)","(88, -23)","(0.0, 92.0)","(-84, 42)","(-144, 117)","(-194, 117)",9407
"(50, 0)","(15, -51)","(-33, 42)","(27, 69)","(0.0, 92.0)","(-57, 75)","(0.0, -51.0)","(0.0, 69.0)","(89, -23)","(0.0, 92.0)","(-83, 42)","(-143, 117)","(-193, 117)",9444
"(50, 0)","(-32, 42)","(16, -51)","(28, 69)","(0.0, 92.0)","(-56, 75)","(0.0, -51.0)","(0.0, 69.0)","(0.0, 92.0)","(-82, 42)","(90, -23)","(-142, 117)","(-192, 117)",9481
"(50, 0)","(-31, 42)","(17, -51)","(29, 69)","(0.0, 92.0)","(-55, 75)","(0.0, -51.0)","(0.0, 69.0)","(-81, 42)","(0.0, 92.0)","(91, -23)","(-141, 117)","(-191, 117)",9519
"(50, 0)","(-30, 42)","(18, -51)","(30, 69)","(0.0, 92.0)","(-54, 75)","(0.0, -51.0)","(0.0, 69.0)","(-80, 42)","(0.0, 92.0)","(92, -23)","(-140, 117)","(-190, 117)",9556
"(50, 0)","(-29, 42)","(19, -51)","(31, 69)","(-53, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-79, 42)","(0.0, 92.0)","(93, -23)","(-139, 117)","(-189, 117)",9593
"(50, 0)","(-28, 42)","(20, -51)","(32, 69)","(-52, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-78, 42)","(0.0, 92.0)","(94, -23)","(-138, 117)","(-188, 117)",9630
"(50, 0)","(-27, 42)","(21, -51)","(33, 69)","(-51, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-77, 42)","(0.0, 92.0)","(95, -23)","(-137, 117)","(-187, 117)",9667
"(50, 0)","(-26, 42)","(22, -51)","(34, 69)","(-50, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-76, 42)","(0.0, 92.0)","(96, -23)","(-136, 117)","(-186, 117)",9704
"(50, 0)","(-25, 42)","(23, -51)","(35, 69)","(-49, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-75, 42)","(0.0, 92.0)","(97, -23)","(-135, 117)","(-185, 117)",9741
"(50, 0)","(-24, 42)","(24, -51)","(36, 69)","(-48, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-74, 42)","(0.0, 92.0)","(98, -23)","(-134, 117)","(-184, 117)",9778
"(50, 0)","(-23, 42)","(25, -51)","(37, 69)","(-47, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-73, 42)","(0.0, 92.0)","(99, -23)","(-133, 117)","(-183, 117)",9815
"(50, 0)","(-22, 42)","(26, -51)","(38, 69)","(-46, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-72, 42)","(0.0, 92.0)","(100, -23)","(-132, 117)","(-182, 117)",9852
"(50, 0)","(-21, 42)","(27, -51)","(39, 69)","(-45, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-71, 42)","(0.0, 92.0)","(101, -23)","(-131, 117)","(-181, 117)",9889
"(50, 0)","(-20, 42)","(28, -51)","(40, 69)","(-44, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-70, 42)","(0.0, 92.0)","(102, -23)","(-130, 117)","(-180, 117)",9926
"(50, 0)","(-19, 42)","(29, -51)","(41, 69)","(-43, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-69, 42)","(0.0, 92.0)","(103, -23)","(-129, 117)","(-179, 117)",9963
"(50, 0)","(-18, 42)","(30, -51)","(42, 69)","(-42, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-68, 42)","(0.0, 92.0)","(104, -23)","(-128, 117)","(-178, 117)",10000
"(50, 0)","(-17, 42)","(31, -51)","(43, 69)","(-41, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-67, 42)","(0.0, 92.0)","(105, -23)","(-127, 117)","(-177, 117)",10036
"(50, 0)","(-16, 42)","(32, -51)","(44, 69)","(-40, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-66, 42)","(0.0, 92.0)","(106, -23)","(-126, 117)","(-176, 117)",10071
"(50, 0)","(-15, 42)","(33, -51)","(45, 69)","(-39, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-65, 42)","(0.0, 92.0)","(107, -23)","(-125, 117)","(-175, 117)",10107
"(50, 0)","(-14, 42)","(34, -51)","(46, 69)","(-38, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-64, 42)","(0.0, 92.0)","(108, -23)","(-124, 117)","(-174, 117)",10143
"(50, 0)","(-13, 42)","(35, -51)","(47, 69)","(-37, 75)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-63, 42)","(0.0, 92.0)","(109, -23)","(-123, 117)","(-173, 117)",10179
"(50, 0)","(-12, 42)","(36, -51)","(-36, 75)","(48, 69)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-62, 42)","(0.0, 92.0)","(110, -23)","(-122, 117)","(-172, 117)",10214
"(50, 0)","(-11, 42)","(37, -51)","(-35, 75)","(49, 69)","(0.0, 92.0)","(0.0, -51.0)","(0.0, 69.0)","(-61, 42)","(0.0, 92.0)","(-85, 75)","(-121, 117)","(-171, 117)",10250
"(50, 0)","(-10, 42)","(38, -51)","(-34, 75)","(50, 69)","(0.0, 92.0)","(0.0, -51.0)","(0, 69)","(-60, 42)","(0.0, 92.0)","(-84, 75)","(-120, 117)","(-170, 117)",10286
"(50, 0)","(-9, 42)","(39, -51)","(-33, 75)","(51, 69)","(0.0, 92.0)","(0.0, -51.0)","(1, 69)","(-59, 42)","(0.0, 92.0)","(-83, 75)","(-119, 117)","(-169, 117)",10321
