P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(30, 0)","(-58, 119)","(-133, 68)","(-148, 73)","(-61, 183)","(-211, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(15, 19)","(-15, 19)",9250
"(31, 0)","(-57, 119)","(-132, 68)","(-147, 73)","(-60, 183)","(-210, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(16, 19)","(-15, 19)",9286
"(32, 0)","(-56, 119)","(-131, 68)","(-146, 73)","(-59, 183)","(-209, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(17, 19)","(-15, 19)",9321
"(33, 0)","(-55, 119)","(-130, 68)","(-145, 73)","(-58, 183)","(-208, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(18, 19)","(-15, 19)",9357
"(34, 0)","(-54, 119)","(-129, 68)","(-144, 73)","(-57, 183)","(-207, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(19, 19)","(-15, 19)",9393
"(35, 0)","(-53, 119)","(-128, 68)","(-143, 73)","(-56, 183)","(-206, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(20, 19)","(-15, 19)",9429
"(36, 0)","(-52, 119)","(-127, 68)","(-142, 73)","(-55, 183)","(-205, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(21, 19)","(-15, 19)",9464
"(37, 0)","(-51, 119)","(-126, 68)","(-141, 73)","(-54, 183)","(-204, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(22, 19)","(-15, 19)",9500
"(38, 0)","(-50, 119)","(-125, 68)","(-140, 73)","(-53, 183)","(-203, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(23, 19)","(-15, 19)",9536
"(39, 0)","(-49, 119)","(-124, 68)","(-139, 73)","(-52, 183)","(-202, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(24, 19)","(-15, 19)",9571
"(40, 0)","(-48, 119)","(-123, 68)","(-138, 73)","(-51, 183)","(-201, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(25, 19)","(-15, 19)",9607
"(41, 0)","(-47, 119)","(-122, 68)","(-137, 73)","(-50, 183)","(-200, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(26, 19)","(-15, 19)",9643
"(42, 0)","(-46, 119)","(-121, 68)","(-136, 73)","(-49, 183)","(-199, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(27, 19)","(-15, 19)",9679
"(43, 0)","(-45, 119)","(-120, 68)","(-135, 73)","(-48, 183)","(-198, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(28, 19)","(-15, 19)",9714
"(44, 0)","(-44, 119)","(-119, 68)","(-134, 73)","(-47, 183)","(-197, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(29, 19)","(-15, 19)",9750
"(45, 0)","(-43, 119)","(-118, 68)","(-133, 73)","(-46, 183)","(-196, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(30, 19)","(-15, 19)",9786
"(46, 0)","(-42, 119)","(-117, 68)","(-132, 73)","(-45, 183)","(-195, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(31, 19)","(-15, 19)",9821
"(47, 0)","(-41, 119)","(-116, 68)","(-131, 73)","(-44, 183)","(-194, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(32, 19)","(-15, 19)",9857
"(48, 0)","(-40, 119)","(-115, 68)","(-130, 73)","(-43, 183)","(-193, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(33, 19)","(-15, 19)",9893
"(49, 0)","(-39, 119)","(-114, 68)","(-129, 73)","(-42, 183)","(-192, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(34, 19)","(-15, 19)",9929
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",9964
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10000
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10036
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10071
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10107
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10143
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10179
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10214
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10250
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10286
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10321
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10357
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10393
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10429
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10464
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10500
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10536
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10571
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10607
"(50, 0)","(-38, 119)","(-113, 68)","(-128, 73)","(-41, 183)","(-191, -4)","(-88, 119)","(-163, 68)","(-178, 73)","(-91, 183)","(-38, 218)","(35, 19)","(-15, 19)",10643
"(50, 0)","(-37, 119)","(-112, 68)","(-127, 73)","(-40, 183)","(-190, -4)","(-87, 119)","(-162, 68)","(-177, 73)","(-90, 183)","(-37, 218)","(36, 19)","(-14, 19)",10679
"(50, 0)","(-36, 119)","(-111, 68)","(-126, 73)","(-39, 183)","(-189, -4)","(-86, 119)","(-161, 68)","(-176, 73)","(-89, 183)","(-36, 218)","(37, 19)","(-13, 19)",10714
"(50, 0)","(-35, 119)","(-110, 68)","(-125, 73)","(-38, 183)","(-188, -4)","(-85, 119)","(-160, 68)","(-175, 73)","(-88, 183)","(-35, 218)","(38, 19)","(-12, 19)",10750
"(50, 0)","(-34, 119)","(-109, 68)","(-124, 73)","(-37, 183)","(-187, -4)","(-84, 119)","(-159, 68)","(-174, 73)","(-87, 183)","(-34, 218)","(39, 19)","(-11, 19)",10786
"(50, 0)","(-33, 119)","(-108, 68)","(-123, 73)","(-186, -4)","(-36, 183)","(-83, 119)","(-158, 68)","(-173, 73)","(-86, 183)","(-33, 218)","(40, 19)","(-10, 19)",10821
"(50, 0)","(-32, 119)","(-107, 68)","(-122, 73)","(-185, -4)","(-35, 183)","(-82, 119)","(-157, 68)","(-172, 73)","(-85, 183)","(-32, 218)","(41, 19)","(-9, 19)",10857
"(50, 0)","(-31, 119)","(-106, 68)","(-121, 73)","(-184, -4)","(-34, 183)","(-81, 119)","(-156, 68)","(-171, 73)","(-84, 183)","(-31, 218)","(42, 19)","(-8, 19)",10893
"(50, 0)","(-30, 119)","(-105, 68)","(-120, 73)","(-183, -4)","(-33, 183)","(-80, 119)","(-155, 68)","(-170, 73)","(-83, 183)","(-30, 218)","(43, 19)","(-7, 19)",10929
"(50, 0)","(-29, 119)","(-104, 68)","(-119, 73)","(-182, -4)","(-32, 183)","(-79, 119)","(-154, 68)","(-169, 73)","(-82, 183)","(-29, 218)","(44, 19)","(-6, 19)",10964
"(50, 0)","(-28, 119)","(-103, 68)","(-118, 73)","(-181, -4)","(-31, 183)","(-78, 119)","(-153, 68)","(-168, 73)","(-81, 183)","(-28, 218)","(45, 19)","(-5, 19)",11000
"(50, 0)","(-27, 119)","(-102, 68)","(-117, 73)","(-180, -4)","(-30, 183)","(-77, 119)","(-152, 68)","(-167, 73)","(-80, 183)","(-27, 218)","(46, 19)","(-4, 19)",11167
"(50, 0)","(-101, 68)","(-26, 119)","(-116, 73)","(-179, -4)","(-29, 183)","(-76, 119)","(-151, 68)","(-166, 73)","(-79, 183)","(-26, 218)","(47, 19)","(-3, 19)",11333
"(50, 0)","(-100, 68)","(-25, 119)","(-115, 73)","(-178, -4)","(-28, 183)","(-75, 119)","(-150, 68)","(-165, 73)","(-78, 183)","(-25, 218)","(48, 19)","(-2, 19)",11500
"(49, 0)","(-100, 68)","(-25, 119)","(-115, 73)","(-178, -4)","(-28, 183)","(-74, 119)","(-149, 68)","(-164, 73)","(-77, 183)","(-24, 218)","(48, 19)","(-1, 19)",11666
"(48, 0)","(-100, 68)","(-25, 119)","(-115, 73)","(-178, -4)","(-28, 183)","(-73, 119)","(-148, 68)","(-163, 73)","(-76, 183)","(-23, 218)","(48, 19)","(0, 19)",11833
"(47, 0)","(-100, 68)","(-25, 119)","(-115, 73)","(-178, -4)","(-28, 183)","(-72, 119)","(-147, 68)","(-162, 73)","(-75, 183)","(-22, 218)","(48, 19)","(1, 19)",11999
"(46, 0)","(-100, 68)","(-25, 119)","(-115, 73)","(-178, -4)","(-28, 183)","(-71, 119)","(-146, 68)","(-161, 73)","(-74, 183)","(-21, 218)","(48, 19)","(2, 19)",18999
