P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,timestamp_milliseconds
"(-20, 0)","(0.0, 10.0)","(-41.0, 0.0)","(0.0, -49.0)","(127, -46)","(142, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(253, -98)","(273, -98)",6667
"(-21, 0)","(0.0, 10.0)","(-42.0, 0.0)","(0.0, -49.0)","(126, -46)","(141, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(252, -98)","(273, -98)",6704
"(-22, 0)","(0.0, 10.0)","(-43.0, 0.0)","(0.0, -49.0)","(125, -46)","(140, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(251, -98)","(273, -98)",6741
"(-23, 0)","(0.0, 10.0)","(-44.0, 0.0)","(0.0, -49.0)","(124, -46)","(139, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(250, -98)","(273, -98)",6778
"(-24, 0)","(0.0, 10.0)","(-45.0, 0.0)","(0.0, -49.0)","(123, -46)","(138, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(249, -98)","(273, -98)",6815
"(-25, 0)","(0.0, 10.0)","(-46.0, 0.0)","(0.0, -49.0)","(122, -46)","(137, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(248, -98)","(273, -98)",6852
"(-26, 0)","(0.0, 10.0)","(-47.0, 0.0)","(0.0, -49.0)","(121, -46)","(136, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(247, -98)","(273, -98)",6889
"(-27, 0)","(0.0, 10.0)","(-48.0, 0.0)","(0.0, -49.0)","(120, -46)","(135, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(246, -98)","(273, -98)",6926
"(-28, 0)","(0.0, 10.0)","(0.0, -49.0)","(-49.0, 0.0)","(119, -46)","(134, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(245, -98)","(273, -98)",6963
"(-29, 0)","(0.0, 10.0)","(0.0, -49.0)","(-50.0, 0.0)","(118, -46)","(133, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(244, -98)","(273, -98)",7000
"(-30, 0)","(0.0, 10.0)","(0.0, -49.0)","(-51.0, 0.0)","(117, -46)","(132, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(243, -98)","(273, -98)",7037
"(-31, 0)","(0.0, 10.0)","(0.0, -49.0)","(-52.0, 0.0)","(116, -46)","(131, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(242, -98)","(273, -98)",7074
"(-32, 0)","(0.0, 10.0)","(0.0, -49.0)","(-53.0, 0.0)","(115, -46)","(130, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(241, -98)","(273, -98)",7111
"(-33, 0)","(0.0, 10.0)","(0.0, -49.0)","(-54.0, 0.0)","(114, -46)","(129, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(240, -98)","(273, -98)",7148
"(-34, 0)","(0.0, 10.0)","(0.0, -49.0)","(-55.0, 0.0)","(113, -46)","(128, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(239, -98)","(273, -98)",7185
"(-35, 0)","(0, 10)","(0.0, -49.0)","(-56.0, 0.0)","(112, -46)","(127, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(238, -98)","(273, -98)",7222
"(-36, 0)","(-1, 10)","(0.0, -49.0)","(-57.0, 0.0)","(111, -46)","(126, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(237, -98)","(273, -98)",7259
"(-37, 0)","(-2, 10)","(0.0, -49.0)","(-58.0, 0.0)","(110, -46)","(125, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(236, -98)","(273, -98)",7296
"(-38, 0)","(-3, 10)","(0.0, -49.0)","(-59.0, 0.0)","(109, -46)","(124, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(235, -98)","(273, -98)",7333
"(-39, 0)","(-4, 10)","(0.0, -49.0)","(-60.0, 0.0)","(108, -46)","(123, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(234, -98)","(273, -98)",7370
"(-40, 0)","(-5, 10)","(0.0, -49.0)","(-61.0, 0.0)","(107, -46)","(122, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(233, -98)","(273, -98)",7407
"(-41, 0)","(-6, 10)","(0.0, -49.0)","(-62.0, 0.0)","(106, -46)","(121, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(232, -98)","(273, -98)",7444
"(-42, 0)","(-7, 10)","(0.0, -49.0)","(-63.0, 0.0)","(105, -46)","(120, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(231, -98)","(273, -98)",7481
"(-43, 0)","(-8, 10)","(0.0, -49.0)","(-64.0, 0.0)","(104, -46)","(119, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(230, -98)","(273, -98)",7519
"(-44, 0)","(-9, 10)","(0.0, -49.0)","(-65.0, 0.0)","(103, -46)","(118, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(229, -98)","(273, -98)",7556
"(-45, 0)","(-10, 10)","(0.0, -49.0)","(-66.0, 0.0)","(102, -46)","(117, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(228, -98)","(273, -98)",7593
"(-46, 0)","(-11, 10)","(0.0, -49.0)","(-67.0, 0.0)","(101, -46)","(116, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(227, -98)","(273, -98)",7630
"(-47, 0)","(-12, 10)","(0.0, -49.0)","(-68.0, 0.0)","(100, -46)","(115, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(226, -98)","(273, -98)",7667
"(-48, 0)","(-13, 10)","(0.0, -49.0)","(-69.0, 0.0)","(99, -46)","(114, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(225, -98)","(273, -98)",7704
"(-49, 0)","(-14, 10)","(0.0, -49.0)","(-70.0, 0.0)","(98, -46)","(113, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(224, -98)","(273, -98)",7741
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7778
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7815
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7852
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7889
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7926
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",7963
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8000
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8037
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8074
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8111
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8148
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8185
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8222
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8259
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8296
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8333
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8370
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8407
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8444
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8481
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8519
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8556
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8593
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8630
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8667
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8704
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8741
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8778
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8815
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8852
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8889
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8926
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",8963
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9000
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9037
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9074
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9111
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9148
"(-50, 0)","(-15, 10)","(0.0, -49.0)","(-71.0, 0.0)","(97, -46)","(112, -42)","(0.0, 10.0)","(-21.0, 0.0)","(16, -49)","(147, -46)","(162, -42)","(223, -98)","(273, -98)",9185
"(-50, 0)","(-16, 10)","(0.0, -49.0)","(-72.0, 0.0)","(96, -46)","(111, -42)","(0.0, 10.0)","(-22.0, 0.0)","(15, -49)","(146, -46)","(161, -42)","(222, -98)","(272, -98)",9222
"(-50, 0)","(-17, 10)","(0.0, -49.0)","(-73.0, 0.0)","(95, -46)","(110, -42)","(0.0, 10.0)","(-23.0, 0.0)","(14, -49)","(145, -46)","(160, -42)","(221, -98)","(271, -98)",9259
"(-50, 0)","(-18, 10)","(0.0, -49.0)","(-74.0, 0.0)","(94, -46)","(109, -42)","(0.0, 10.0)","(-24.0, 0.0)","(13, -49)","(144, -46)","(159, -42)","(220, -98)","(270, -98)",9296
"(-50, 0)","(-19, 10)","(0.0, -49.0)","(-75.0, 0.0)","(93, -46)","(108, -42)","(0.0, 10.0)","(-25.0, 0.0)","(12, -49)","(143, -46)","(158, -42)","(219, -98)","(269, -98)",9333
"(-50, 0)","(-20, 10)","(0.0, -49.0)","(-76.0, 0.0)","(92, -46)","(107, -42)","(0.0, 10.0)","(-26.0, 0.0)","(11, -49)","(142, -46)","(157, -42)","(218, -98)","(268, -98)",9370
"(-50, 0)","(-21, 10)","(0.0, -49.0)","(-77.0, 0.0)","(91, -46)","(106, -42)","(0.0, 10.0)","(-27.0, 0.0)","(10, -49)","(141, -46)","(156, -42)","(217, -98)","(267, -98)",9407
"(-50, 0)","(-22, 10)","(0.0, -49.0)","(-78.0, 0.0)","(90, -46)","(105, -42)","(0.0, 10.0)","(-28.0, 0.0)","(9, -49)","(140, -46)","(155, -42)","(216, -98)","(266, -98)",9444
"(-50, 0)","(-23, 10)","(0.0, -49.0)","(-79.0, 0.0)","(89, -46)","(104, -42)","(0.0, 10.0)","(-29.0, 0.0)","(8, -49)","(139, -46)","(154, -42)","(215, -98)","(265, -98)",9481
"(-50, 0)","(-24, 10)","(0.0, -49.0)","(-80.0, 0.0)","(88, -46)","(103, -42)","(0.0, 10.0)","(-30.0, 0.0)","(7, -49)","(138, -46)","(153, -42)","(214, -98)","(264, -98)",9519
"(-50, 0)","(-25, 10)","(0.0, -49.0)","(-81.0, 0.0)","(87, -46)","(102, -42)","(0.0, 10.0)","(-31.0, 0.0)","(6, -49)","(137, -46)","(152, -42)","(213, -98)","(263, -98)",9556
"(-50, 0)","(-26, 10)","(0.0, -49.0)","(-82.0, 0.0)","(86, -46)","(101, -42)","(0.0, 10.0)","(-32.0, 0.0)","(5, -49)","(136, -46)","(151, -42)","(212, -98)","(262, -98)",9593
"(-50, 0)","(-27, 10)","(0.0, -49.0)","(-83.0, 0.0)","(85, -46)","(100, -42)","(0.0, 10.0)","(-33.0, 0.0)","(4, -49)","(135, -46)","(150, -42)","(211, -98)","(261, -98)",9630
"(-50, 0)","(-28, 10)","(0.0, -49.0)","(-84.0, 0.0)","(84, -46)","(99, -42)","(0.0, 10.0)","(-34.0, 0.0)","(3, -49)","(134, -46)","(149, -42)","(210, -98)","(260, -98)",9667
"(-50, 0)","(-29, 10)","(0.0, -49.0)","(-85.0, 0.0)","(83, -46)","(98, -42)","(0.0, 10.0)","(-35.0, 0.0)","(2, -49)","(133, -46)","(148, -42)","(209, -98)","(259, -98)",9704
"(-50, 0)","(-30, 10)","(0.0, -49.0)","(-86.0, 0.0)","(82, -46)","(97, -42)","(0.0, 10.0)","(-36.0, 0.0)","(1, -49)","(132, -46)","(147, -42)","(208, -98)","(258, -98)",9741
"(-50, 0)","(-31, 10)","(0.0, -49.0)","(-87.0, 0.0)","(81, -46)","(96, -42)","(0.0, 10.0)","(-37.0, 0.0)","(0, -49)","(131, -46)","(146, -42)","(207, -98)","(257, -98)",9778
"(-50, 0)","(-32, 10)","(0.0, -49.0)","(-88.0, 0.0)","(80, -46)","(95, -42)","(0.0, 10.0)","(-38.0, 0.0)","(0.0, -49.0)","(130, -46)","(145, -42)","(206, -98)","(256, -98)",9815
"(-50, 0)","(-33, 10)","(0.0, -49.0)","(-89.0, 0.0)","(79, -46)","(94, -42)","(0.0, 10.0)","(-39.0, 0.0)","(0.0, -49.0)","(129, -46)","(144, -42)","(205, -98)","(255, -98)",9852
"(-50, 0)","(-34, 10)","(0.0, -49.0)","(-90.0, 0.0)","(78, -46)","(93, -42)","(0.0, 10.0)","(-40.0, 0.0)","(0.0, -49.0)","(128, -46)","(143, -42)","(204, -98)","(254, -98)",9889
"(-50, 0)","(-35, 10)","(0.0, -49.0)","(77, -46)","(-91.0, 0.0)","(92, -42)","(0.0, 10.0)","(-41.0, 0.0)","(0.0, -49.0)","(127, -46)","(142, -42)","(203, -98)","(253, -98)",9926
"(-50, 0)","(-36, 10)","(0.0, -49.0)","(76, -46)","(-92.0, 0.0)","(91, -42)","(0.0, 10.0)","(-42.0, 0.0)","(0.0, -49.0)","(126, -46)","(141, -42)","(202, -98)","(252, -98)",9963
"(-50, 0)","(-37, 10)","(0.0, -49.0)","(75, -46)","(-93.0, 0.0)","(90, -42)","(0.0, 10.0)","(-43.0, 0.0)","(0.0, -49.0)","(125, -46)","(140, -42)","(201, -98)","(251, -98)",10000
"(-50, 0)","(-38, 10)","(0.0, -49.0)","(74, -46)","(-94.0, 0.0)","(89, -42)","(0.0, 10.0)","(-44.0, 0.0)","(0.0, -49.0)","(124, -46)","(139, -42)","(200, -98)","(250, -98)",10037
"(-50, 0)","(-39, 10)","(0.0, -49.0)","(73, -46)","(-95.0, 0.0)","(88, -42)","(0.0, 10.0)","(-45.0, 0.0)","(0.0, -49.0)","(123, -46)","(138, -42)","(199, -98)","(249, -98)",10074
"(-50, 0)","(-40, 10)","(0.0, -49.0)","(72, -46)","(-96.0, 0.0)","(87, -42)","(0.0, 10.0)","(-46.0, 0.0)","(0.0, -49.0)","(122, -46)","(137, -42)","(198, -98)","(248, -98)",10111
"(-50, 0)","(-41, 10)","(0.0, -49.0)","(71, -46)","(86, -42)","(-97.0, 0.0)","(0.0, 10.0)","(-47.0, 0.0)","(0.0, -49.0)","(121, -46)","(136, -42)","(197, -98)","(247, -98)",10148
"(-50, 0)","(-42, 10)","(0.0, -49.0)","(70, -46)","(85, -42)","(-98.0, 0.0)","(0.0, 10.0)","(-48.0, 0.0)","(0.0, -49.0)","(120, -46)","(135, -42)","(196, -98)","(246, -98)",10185
"(-50, 0)","(-43, 10)","(0.0, -49.0)","(69, -46)","(84, -42)","(-99.0, 0.0)","(0.0, 10.0)","(0.0, -49.0)","(-49.0, 0.0)","(119, -46)","(134, -42)","(195, -98)","(245, -98)",10222
"(-50, 0)","(-44, 10)","(0, -49)","(68, -46)","(83, -42)","(-100.0, 0.0)","(0.0, 10.0)","(0.0, -49.0)","(-50.0, 0.0)","(118, -46)","(133, -42)","(194, -98)","(244, -98)",10259
