P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, 45)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 47)","(-31, 71)","(63, 77)","(0.0, 107.0)","(89, 71)","(20, 24)","(20, -21)",4,3,200,15148
"(0, 44)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 48)","(-31, 72)","(63, 78)","(0.0, 108.0)","(89, 72)","(20, 24)","(20, -20)",4,3,200,15185
"(0, 43)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 49)","(-31, 73)","(63, 79)","(0.0, 109.0)","(89, 73)","(20, 24)","(20, -19)",4,3,200,15222
"(0, 42)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 50)","(-31, 74)","(63, 80)","(0.0, 110.0)","(89, 74)","(20, 24)","(20, -18)",4,3,200,15259
"(0, 41)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 51)","(-31, 75)","(63, 81)","(0.0, 111.0)","(89, 75)","(20, 24)","(20, -17)",4,3,200,15296
"(0, 40)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 52)","(-31, 76)","(63, 82)","(0.0, 112.0)","(78, -87)","(20, 24)","(20, -16)",4,3,200,15333
"(0, 39)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 53)","(-31, 77)","(63, 83)","(0.0, 113.0)","(78, -86)","(20, 24)","(20, -15)",4,3,200,15370
"(0, 38)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 54)","(-31, 78)","(63, 84)","(0.0, 114.0)","(78, -85)","(20, 24)","(20, -14)",4,3,200,15407
"(0, 37)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 55)","(-31, 79)","(63, 85)","(78, -84)","(0.0, 115.0)","(20, 24)","(20, -13)",4,3,200,15444
"(0, 36)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 56)","(-31, 80)","(63, 86)","(78, -83)","(0.0, 116.0)","(20, 24)","(20, -12)",4,3,200,15481
"(0, 35)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 57)","(-31, 81)","(63, 87)","(78, -82)","(0.0, 117.0)","(20, 24)","(20, -11)",4,3,200,15518
"(0, 34)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 58)","(-31, 82)","(63, 88)","(78, -81)","(0.0, 118.0)","(20, 24)","(20, -10)",4,3,200,15555
"(0, 33)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 59)","(-31, 83)","(63, 89)","(78, -80)","(0.0, 119.0)","(20, 24)","(20, -9)",4,3,200,15592
"(0, 32)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 60)","(-31, 84)","(63, 90)","(78, -79)","(0.0, 120.0)","(20, 24)","(20, -8)",4,3,200,15629
"(0, 31)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 61)","(-31, 85)","(78, -78)","(63, 91)","(0.0, 121.0)","(20, 24)","(20, -7)",4,3,200,15666
"(0, 30)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 62)","(-31, 86)","(78, -77)","(63, 92)","(0.0, -121.0)","(20, 24)","(20, -6)",4,3,200,15703
"(0, 29)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 63)","(-31, 87)","(78, -76)","(63, 93)","(0.0, -120.0)","(20, 24)","(20, -5)",4,3,200,15740
"(0, 28)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 64)","(-31, 88)","(78, -75)","(63, 94)","(0.0, -119.0)","(20, 24)","(20, -4)",4,3,200,15777
"(0, 27)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 65)","(-31, 89)","(78, -74)","(63, 95)","(0.0, -118.0)","(20, 24)","(20, -3)",4,3,200,15814
"(0, 26)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 66)","(-31, 90)","(78, -73)","(63, 96)","(0.0, -117.0)","(20, 24)","(20, -2)",4,3,200,15851
"(0, 25)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 67)","(-31, 91)","(78, -72)","(63, 97)","(0.0, -116.0)","(20, 24)","(20, -1)",4,3,200,15888
"(0, 24)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 68)","(-31, 92)","(78, -71)","(0.0, -115.0)","(63, 98)","(20, 24)","(20, 0)",4,3,200,15925
"(0, 23)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 69)","(-31, 93)","(78, -70)","(0.0, -114.0)","(63, 99)","(20, 24)","(20, 1)",4,3,200,15962
"(0, 22)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 70)","(-31, 94)","(78, -69)","(0.0, -113.0)","(63, 100)","(20, 24)","(20, 2)",4,3,200,15999
"(0, 21)","(0.0, -91.0)","(78, -47)","(-12, 92)","(0.0, -117.0)","(-31, 116)","(-12, 71)","(-31, 95)","(78, -68)","(0.0, -112.0)","(63, 101)","(20, 24)","(20, 3)",4,3,10200,23999
