P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-1, 0)","(-22, 10)","(-22, 11)","(-22, 12)","(-22, 13)","(-22, 14)","(-22, 15)","(-22, 16)","(-22, 17)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-28, -4)","(-28, 4)","(-22, 18)","(-28, -5)","(-28, 5)","(-28, -6)","(-28, 6)","(-28, -7)","(-28, 7)","(-29, 0)","(-29, -1)","(-29, 1)","(-22, 19)","(-29, -2)","(-29, 2)","(-28, -8)","(-28, 8)","(-29, -3)","(-29, 3)","(-29, -4)","(-29, 4)","(-28, -9)","(-28, 9)","(-29, -5)","(-29, 5)","(-29, -6)","(-29, 6)","(-22, 20)","(-28, 10)","(-29, -7)","(-29, 7)","(-29, -8)","(-29, 8)","(-28, 11)","(-29, -9)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(19, -410)","(20, -410)",0,4,200,7143
"(-2, 0)","(-23, 10)","(-23, 11)","(-23, 12)","(-23, 13)","(-23, 14)","(-23, 15)","(-23, 16)","(-23, 17)","(-29, 0)","(-29, -1)","(-29, 1)","(-29, -2)","(-29, 2)","(-29, -3)","(-29, 3)","(-23, 18)","(-29, -4)","(-29, 4)","(-29, -5)","(-29, 5)","(-29, -6)","(-29, 6)","(-23, 19)","(-29, -7)","(-29, 7)","(-30, 0)","(-30, -1)","(-30, 1)","(-30, -2)","(-30, 2)","(-29, -8)","(-29, 8)","(-30, -3)","(-30, 3)","(-30, -4)","(-30, 4)","(-29, -9)","(-29, 9)","(-30, -5)","(-30, 5)","(-23, 20)","(-30, -6)","(-30, 6)","(-29, 10)","(-30, -7)","(-30, 7)","(-29, 11)","(-30, -8)","(-30, 8)","(-23, 21)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(18, -410)","(20, -410)",0,4,200,7179
"(-3, 0)","(-24, 10)","(-24, 11)","(-24, 12)","(-24, 13)","(-24, 14)","(-24, 15)","(-24, 16)","(-24, 17)","(-24, 18)","(-30, 0)","(-30, -1)","(-30, 1)","(-30, -2)","(-30, 2)","(-30, -3)","(-30, 3)","(-30, -4)","(-30, 4)","(-30, -5)","(-30, 5)","(-30, -6)","(-30, 6)","(-24, 19)","(-30, -7)","(-30, 7)","(-31, 0)","(-31, -1)","(-31, 1)","(-30, -8)","(-30, 8)","(-31, -2)","(-31, 2)","(-31, -3)","(-31, 3)","(-24, 20)","(-31, -4)","(-31, 4)","(-30, -9)","(-30, 9)","(-31, -5)","(-31, 5)","(-31, -6)","(-31, 6)","(-30, 10)","(-31, -7)","(-31, 7)","(-24, 21)","(-30, 11)","(-31, -8)","(-31, 8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(17, -410)","(20, -410)",0,4,200,7214
"(-4, 0)","(-25, 10)","(-25, 11)","(-25, 12)","(-25, 13)","(-25, 14)","(-25, 15)","(-25, 16)","(-25, 17)","(-25, 18)","(-31, 0)","(-31, -1)","(-31, 1)","(-31, -2)","(-31, 2)","(-31, -3)","(-31, 3)","(-31, -4)","(-31, 4)","(-25, 19)","(-31, -5)","(-31, 5)","(-31, -6)","(-31, 6)","(-31, -7)","(-31, 7)","(-32, 0)","(-25, 20)","(-32, -1)","(-32, 1)","(-31, -8)","(-31, 8)","(-32, -2)","(-32, 2)","(-32, -3)","(-32, 3)","(-32, -4)","(-32, 4)","(-31, -9)","(-31, 9)","(-32, -5)","(-32, 5)","(-32, -6)","(-32, 6)","(-31, 10)","(-25, 21)","(-32, -7)","(-32, 7)","(-31, 11)","(-32, -8)","(-32, 8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(16, -410)","(20, -410)",0,4,200,7250
"(-5, 0)","(-26, 10)","(-26, 11)","(-26, 12)","(-26, 13)","(-26, 14)","(-26, 15)","(-26, 16)","(-26, 17)","(-26, 18)","(-32, 0)","(-32, -1)","(-32, 1)","(-32, -2)","(-32, 2)","(-32, -3)","(-32, 3)","(-26, 19)","(-32, -4)","(-32, 4)","(-32, -5)","(-32, 5)","(-32, -6)","(-32, 6)","(-32, -7)","(-32, 7)","(-26, 20)","(-32, -8)","(-32, 8)","(-33, 0)","(-33, -1)","(-33, 1)","(-33, -2)","(-33, 2)","(-33, -3)","(-33, 3)","(-33, -4)","(-33, 4)","(-32, -9)","(-32, 9)","(-33, -5)","(-33, 5)","(-26, 21)","(-32, 10)","(-33, -6)","(-33, 6)","(-33, -7)","(-33, 7)","(-32, 11)","(-33, -8)","(-33, 8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(15, -410)","(20, -410)",0,4,200,7286
"(-6, 0)","(-27, 10)","(-27, 11)","(-27, 12)","(-27, 13)","(-27, 14)","(-27, 15)","(-27, 16)","(-27, 17)","(-27, 18)","(-33, 0)","(-27, 19)","(-33, -1)","(-33, 1)","(-33, -2)","(-33, 2)","(-33, -3)","(-33, 3)","(-33, -4)","(-33, 4)","(-33, -5)","(-33, 5)","(-33, -6)","(-33, 6)","(-27, 20)","(-33, -7)","(-33, 7)","(-33, -8)","(-33, 8)","(-34, 0)","(-34, -1)","(-34, 1)","(-34, -2)","(-34, 2)","(-34, -3)","(-34, 3)","(-27, 21)","(-33, -9)","(-33, 9)","(-34, -4)","(-34, 4)","(-34, -5)","(-34, 5)","(-33, 10)","(-34, -6)","(-34, 6)","(-34, -7)","(-34, 7)","(-33, 11)","(-27, 22)","(-34, -8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(14, -410)","(20, -410)",0,4,200,7321
"(-7, 0)","(-28, 10)","(-28, 11)","(-28, 12)","(-28, 13)","(-28, 14)","(-28, 15)","(-28, 16)","(-28, 17)","(-28, 18)","(-28, 19)","(-34, 0)","(-34, -1)","(-34, 1)","(-34, -2)","(-34, 2)","(-34, -3)","(-34, 3)","(-34, -4)","(-34, 4)","(-34, -5)","(-34, 5)","(-28, 20)","(-34, -6)","(-34, 6)","(-34, -7)","(-34, 7)","(-34, -8)","(-34, 8)","(-28, 21)","(-35, 0)","(-35, -1)","(-35, 1)","(-35, -2)","(-35, 2)","(-35, -3)","(-35, 3)","(-34, -9)","(-34, 9)","(-35, -4)","(-35, 4)","(-35, -5)","(-35, 5)","(-34, 10)","(-35, -6)","(-35, 6)","(-28, 22)","(-35, -7)","(-35, 7)","(-34, 11)","(-35, -8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(13, -410)","(20, -410)",0,4,200,7357
"(-8, 0)","(-29, 10)","(-29, 11)","(-29, 12)","(-29, 13)","(-29, 14)","(-29, 15)","(-29, 16)","(-29, 17)","(-29, 18)","(-29, 19)","(-35, 0)","(-35, -1)","(-35, 1)","(-35, -2)","(-35, 2)","(-35, -3)","(-35, 3)","(-29, 20)","(-35, -4)","(-35, 4)","(-35, -5)","(-35, 5)","(-35, -6)","(-35, 6)","(-35, -7)","(-35, 7)","(-29, 21)","(-35, -8)","(-35, 8)","(-36, 0)","(-36, -1)","(-36, 1)","(-36, -2)","(-36, 2)","(-36, -3)","(-36, 3)","(-35, -9)","(-35, 9)","(-36, -4)","(-36, 4)","(-36, -5)","(-36, 5)","(-29, 22)","(-35, 10)","(-36, -6)","(-36, 6)","(-36, -7)","(-36, 7)","(-35, 11)","(-36, -8)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(12, -410)","(20, -410)",0,4,200,7393
"(-9, 0)","(-30, 10)","(-30, 11)","(-30, 12)","(-30, 13)","(-30, 14)","(-30, 15)","(-30, 16)","(-30, 17)","(-30, 18)","(-30, 19)","(-36, 0)","(-36, -1)","(-36, 1)","(-30, 20)","(-36, -2)","(-36, 2)","(-36, -3)","(-36, 3)","(-36, -4)","(-36, 4)","(-36, -5)","(-36, 5)","(-36, -6)","(-36, 6)","(-30, 21)","(-36, -7)","(-36, 7)","(-36, -8)","(-36, 8)","(-37, 0)","(-37, -1)","(-37, 1)","(-37, -2)","(-37, 2)","(-36, -9)","(-36, 9)","(-37, -3)","(-37, 3)","(-30, 22)","(-37, -4)","(-37, 4)","(-37, -5)","(-37, 5)","(-36, 10)","(-37, -6)","(-37, 6)","(-36, 11)","(-37, -7)","(-37, 7)","(-30, 23)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(11, -410)","(20, -410)",0,4,200,7429
"(-10, 0)","(-31, 10)","(-31, 11)","(-31, 12)","(-31, 13)","(-31, 14)","(-31, 15)","(-31, 16)","(-31, 17)","(-31, 18)","(-31, 19)","(-31, 20)","(-37, 0)","(-37, -1)","(-37, 1)","(-37, -2)","(-37, 2)","(-37, -3)","(-37, 3)","(-37, -4)","(-37, 4)","(-37, -5)","(-37, 5)","(-31, 21)","(-37, -6)","(-37, 6)","(-37, -7)","(-37, 7)","(-37, -8)","(-37, 8)","(-38, 0)","(-31, 22)","(-38, -1)","(-38, 1)","(-38, -2)","(-38, 2)","(37, 9)","(-37, -9)","(-37, 9)","(-38, -3)","(-38, 3)","(-38, -4)","(-38, 4)","(37, 10)","(-38, -5)","(-38, 5)","(-37, 10)","(-38, -6)","(-38, 6)","(-31, 23)","(37, 11)","(-21, 10)","(-21, 11)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-27, 0)","(-21, 17)","(-27, -1)","(-27, 1)","(-27, -2)","(-27, 2)","(-27, -3)","(-27, 3)","(-27, -4)","(-27, 4)","(-27, -5)","(-27, 5)","(-21, 18)","(-27, -6)","(-27, 6)","(-27, -7)","(-27, 7)","(-28, 0)","(-28, -1)","(-28, 1)","(-28, -2)","(-28, 2)","(-28, -3)","(-28, 3)","(-27, -8)","(-27, 8)","(-28, -4)","(-28, 4)","(-21, 19)","(-28, -5)","(-28, 5)","(-27, -9)","(-27, 9)","(-28, -6)","(-28, 6)","(-27, 10)","(-28, -7)","(-28, 7)","(-21, 20)","(-28, -8)","(-28, 8)","(-27, 11)","(-28, -9)","(10, -410)","(20, -410)",0,4,200,7464
