P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(1, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(32, 217)","(31, 217)",1,4,200,9000
"(2, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(33, 217)","(31, 217)",1,4,200,9036
"(3, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(34, 217)","(31, 217)",1,4,200,9071
"(4, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(35, 217)","(31, 217)",1,4,200,9107
"(5, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(36, 217)","(31, 217)",1,4,200,9143
"(6, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(37, 217)","(31, 217)",1,4,200,9179
"(7, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(38, 217)","(31, 217)",1,4,200,9214
"(8, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(39, 217)","(31, 217)",1,4,200,9250
"(9, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(40, 217)","(31, 217)",1,4,200,9286
"(10, 0)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(0, -20)","(1, -20)","(-1, -20)","(2, -20)","(-2, -20)","(3, -20)","(-3, -20)","(4, -20)","(-4, -20)","(5, -20)","(-5, -20)","(6, -20)","(-6, -20)","(7, -20)","(-7, -20)","(8, -20)","(-8, -20)","(9, -20)","(-9, -20)","(10, -20)","(-10, -20)","(11, -20)","(-11, -20)","(12, -20)","(-12, -20)","(13, -20)","(-13, -20)","(14, -20)","(-14, -20)","(15, -20)","(-15, -20)","(16, -20)","(-16, -20)","(17, -20)","(-17, -20)","(18, -20)","(-18, -20)","(19, -20)","(-19, -20)","(20, -20)","(-20, -20)","(21, -20)","(-21, -20)","(22, -20)","(-22, -20)","(23, -20)","(-23, -20)","(24, -20)","(-24, -20)","(25, -20)","(41, 217)","(31, 217)",1,4,200,9321
