P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(0, 1)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -386)","(-34, -387)",3,4,200,6786
"(0, 2)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -385)","(-34, -387)",3,4,200,6821
"(0, 3)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -384)","(-34, -387)",3,4,200,6857
"(0, 4)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -383)","(-34, -387)",3,4,200,6893
"(0, 5)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -382)","(-34, -387)",3,4,200,6929
"(0, 6)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -381)","(-34, -387)",3,4,200,6964
"(0, 7)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(3, 47)","(-23, 42)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -380)","(-34, -387)",3,4,200,7000
"(0, 8)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(3, 47)","(3, 48)","(-23, 43)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(-23, 35)","(3, 42)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -379)","(-34, -387)",3,4,200,7037
"(0, 9)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(3, 47)","(3, 48)","(3, 49)","(-23, 44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -378)","(-34, -387)",3,4,200,7074
"(0, 10)","(3, 37)","(3, 38)","(3, 39)","(3, 40)","(3, 41)","(3, 42)","(3, 43)","(3, 44)","(3, 45)","(3, 46)","(3, 47)","(3, 48)","(3, 49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3, 27)","(3, 28)","(3, 29)","(3, 30)","(3, 31)","(3, 32)","(3, 33)","(3, 34)","(3, 35)","(3, 36)","(3, 37)","(3, 38)","(3, 39)","(3, 41)","(-23, 35)","(3, 42)","(-23, 36)","(3, 43)","(-23, 37)","(3, 44)","(-23, 38)","(3, 45)","(-23, 39)","(3, 46)","(-23, 40)","(-23, 41)","(3, 47)","(-23, 42)","(3, 48)","(41, 26)","(-23, 43)","(3, 49)","(41, 27)","(-23, 44)","(41, 28)",,,,,,,,,,,,,,,,"(-34, -377)","(-34, -387)",3,4,200,7111
