,accuracy,loss,val_accuracy,val_loss
0,0.6960437893867493,0.7336711883544922,0.8421052694320679,0.3873099684715271
1,0.8714085221290588,0.3267800211906433,0.8815789222717285,0.28473472595214844
2,0.898316502571106,0.2510809004306793,0.9014139771461487,0.23747630417346954
3,0.9099045991897583,0.21328391134738922,0.9173212647438049,0.19702036678791046
4,0.9193602800369263,0.18961307406425476,0.9192851781845093,0.19277380406856537
5,0.9250560998916626,0.17604294419288635,0.9308719635009766,0.17522861063480377
6,0.9296015501022339,0.16248388588428497,0.9285153150558472,0.1662428379058838
7,0.931621789932251,0.15834033489227295,0.9275333881378174,0.16918346285820007
8,0.9351571202278137,0.1456259787082672,0.9304791688919067,0.16285333037376404
9,0.9361110925674438,0.14180248975753784,0.9359779953956604,0.15206019580364227
10,0.93855220079422,0.13462990522384644,0.9359779953956604,0.15062351524829865
11,0.9396464824676514,0.13343070447444916,0.9393165707588196,0.14258094131946564
12,0.9411335587501526,0.1284373253583908,0.9402984976768494,0.14596904814243317
13,0.9435746073722839,0.1231343150138855,0.9363707900047302,0.15309551358222961
14,0.9441357851028442,0.1236625388264656,0.9381382465362549,0.15183094143867493
15,0.9461279511451721,0.12004922330379486,0.9353888630867004,0.16380935907363892
16,0.9464927315711975,0.11639340221881866,0.9367635250091553,0.15859588980674744
17,0.9461560249328613,0.11388073861598969,0.9377455115318298,0.1444958746433258
18,0.9466891288757324,0.11114956438541412,0.9399057626724243,0.15704062581062317
19,0.9484567642211914,0.11296410113573074,0.9371563196182251,0.15135040879249573
20,0.9488215446472168,0.1103719174861908,0.9434406757354736,0.14560946822166443
21,0.9480639696121216,0.10859180986881256,0.9401021003723145,0.15263459086418152
22,0.9481481313705444,0.1091524288058281,0.9436370730400085,0.15804506838321686
23,0.9491301774978638,0.1056835800409317,0.9438334703445435,0.16111797094345093
24,0.9497194290161133,0.1070389598608017,0.9418696165084839,0.1557977795600891
25,0.9496913552284241,0.10821127891540527,0.9402984976768494,0.1541854441165924
26,0.9500280618667603,0.10426461696624756,0.9420660138130188,0.15703824162483215
27,0.9511223435401917,0.10081718862056732,0.9414768218994141,0.18036183714866638
28,0.9509259462356567,0.10149403661489487,0.9446189999580383,0.14480635523796082
29,0.9510942697525024,0.1049199029803276,0.9420660138130188,0.16273227334022522
30,0.9514870643615723,0.10245727002620697,0.9404948949813843,0.15902653336524963
31,0.9496913552284241,0.10674016177654266,0.9434406757354736,0.15777483582496643
32,0.9505611658096313,0.10102221369743347,0.9436370730400085,0.16103804111480713
33,0.9530864357948303,0.09810931235551834,0.9414768218994141,0.17618867754936218
34,0.9511223435401917,0.10056199133396149,0.9408876895904541,0.19057932496070862
35,0.9505892395973206,0.10010130703449249,0.9432442784309387,0.17020097374916077
36,0.9524410963058472,0.09723182767629623,0.9424587488174438,0.16791003942489624
37,0.9528900384902954,0.0961599126458168,0.9450117945671082,0.17633727192878723
38,0.953142523765564,0.09934469312429428,0.9422623515129089,0.19649675488471985
39,0.9517676830291748,0.09931281954050064,0.9381382465362549,0.19169816374778748
40,0.9530864357948303,0.09597354382276535,0.9440298676490784,0.18599426746368408
41,0.9536476135253906,0.09578131884336472,0.9426551461219788,0.17062576115131378
42,0.9525533318519592,0.09732042998075485,0.9420660138130188,0.16522179543972015
43,0.9522446393966675,0.10021217167377472,0.9448153972625732,0.15997321903705597
44,0.953254759311676,0.09526523947715759,0.9391201734542847,0.1897943764925003
45,0.9527216553688049,0.09773913770914078,0.9446189999580383,0.17515644431114197
46,0.95387202501297,0.09404094517230988,0.9430479407310486,0.1745975911617279
47,0.9533669948577881,0.09587719291448593,0.9430479407310486,0.18846926093101501
48,0.9540684819221497,0.09391658753156662,0.9404948949813843,0.19961228966712952
49,0.9526935815811157,0.10356803983449936,0.9402984976768494,0.21407535672187805
