,accuracy,loss,val_accuracy,val_loss
0,0.3623456656932831,1.3215755224227905,0.3984681963920593,1.2820641994476318
1,0.4108585715293884,1.261220932006836,0.4404948949813843,1.234588623046875
2,0.44048821926116943,1.2236731052398682,0.44619008898735046,1.227298378944397
3,0.46703141927719116,1.1885384321212769,0.4595443904399872,1.2001254558563232
4,0.49203142523765564,1.1519066095352173,0.48625293374061584,1.1450488567352295
5,0.5071548819541931,1.123947024345398,0.4998036026954651,1.1346886157989502
6,0.5203142762184143,1.1000818014144897,0.512175977230072,1.1017911434173584
7,0.5353254675865173,1.0746519565582275,0.5237627625465393,1.0912525653839111
8,0.5427048206329346,1.0567222833633423,0.5359387397766113,1.0764394998550415
9,0.5530864000320435,1.032548427581787,0.5349568128585815,1.0720477104187012
10,0.5616722702980042,1.0138585567474365,0.5490966439247131,1.0325517654418945
11,0.5689393877983093,0.9970370531082153,0.5534171462059021,1.0207054615020752
12,0.5784792304039001,0.9805241227149963,0.5681461095809937,1.001145839691162
13,0.5821829438209534,0.96602463722229,0.5744304656982422,0.9898541569709778
14,0.5911335349082947,0.9518900513648987,0.5846425890922546,0.9761632680892944
15,0.5997755527496338,0.9365105032920837,0.5815004110336304,0.9626619219779968
16,0.6021885275840759,0.9305979013442993,0.6038884520530701,0.9410074949264526
17,0.6119528412818909,0.909937858581543,0.5958365797996521,0.9506012201309204
18,0.613973081111908,0.9039121866226196,0.5850353240966797,0.9597829580307007
19,0.6189113259315491,0.8964238166809082,0.5950510501861572,0.9395907521247864
20,0.6218574643135071,0.884662389755249,0.6217595934867859,0.9108089208602905
21,0.6296857595443726,0.8707314133644104,0.6146897077560425,0.9110482335090637
22,0.6289562582969666,0.8722981214523315,0.62529456615448,0.9036361575126648
23,0.6374859809875488,0.853096604347229,0.6211704611778259,0.9048560857772827
24,0.6381593942642212,0.853686511516571,0.6319717168807983,0.8900101780891418
25,0.6447250247001648,0.8421897292137146,0.6360958218574524,0.8640039563179016
26,0.644753098487854,0.8352997899055481,0.616260826587677,0.8786714673042297
27,0.6478394865989685,0.8277876377105713,0.641201913356781,0.8548401594161987
28,0.6572110056877136,0.815115213394165,0.6235271096229553,0.8802808523178101
29,0.6523569226264954,0.8165783286094666,0.6419874429702759,0.8548799753189087
30,0.6576318740844727,0.8044017553329468,0.641791045665741,0.8733794093132019
