,accuracy,loss,val_accuracy,val_loss
0,0.330475389957428,1.4716377258300781,0.3722304403781891,1.4272860288619995
1,0.3737139105796814,1.4168115854263306,0.40011078119277954,1.3781572580337524
2,0.40510737895965576,1.3734416961669922,0.38884785771369934,1.3604769706726074
3,0.42489317059516907,1.3346717357635498,0.4447931945323944,1.3041201829910278
4,0.4434390366077423,1.2944447994232178,0.4571639597415924,1.272948145866394
5,0.4628027081489563,1.2629661560058594,0.4678729772567749,1.2484098672866821
6,0.4795019328594208,1.2314863204956055,0.48393648862838745,1.2273831367492676
7,0.49612197279930115,1.2013969421386719,0.494276225566864,1.1882390975952148
8,0.5086529850959778,1.1763626337051392,0.5083087086677551,1.1628735065460205
9,0.5211312174797058,1.149592399597168,0.5184637904167175,1.1521074771881104
10,0.5290455222129822,1.1296199560165405,0.5387740135192871,1.116692066192627
11,0.5351131558418274,1.1129150390625,0.5299113988876343,1.1187655925750732
12,0.5423415899276733,1.0964277982711792,0.5413589477539062,1.1004445552825928
13,0.5562971830368042,1.071366310119629,0.5511447787284851,1.075487494468689
14,0.563235342502594,1.0572547912597656,0.5572378039360046,1.0705431699752808
15,0.5700680613517761,1.0389893054962158,0.5533604025840759,1.0575741529464722
16,0.5755817294120789,1.0255436897277832,0.5744091868400574,1.0362054109573364
17,0.5815965533256531,1.0180503129959106,0.5651772618293762,1.0479704141616821
18,0.5904342532157898,0.9949191808700562,0.5744091868400574,1.0408196449279785
19,0.593177855014801,0.9878181219100952,0.5817946791648865,1.0185538530349731
20,0.6004853844642639,0.9784525632858276,0.5736706256866455,1.0201187133789062
21,0.6036511659622192,0.9669755697250366,0.5949040055274963,0.9953453540802002
22,0.605787992477417,0.9580678939819336,0.6074593663215637,0.9784333109855652
23,0.6112488508224487,0.9476751685142517,0.5982275009155273,0.975342333316803
24,0.6144673824310303,0.941405713558197,0.5985967516899109,0.9823510646820068
25,0.6196380257606506,0.9289457201957703,0.5997045636177063,0.9925885796546936
26,0.6234369277954102,0.9214093089103699,0.6275849342346191,0.9380357265472412
