P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score
169,188,3,0,0,100,169,187,4,0,0,100,15:36:26,6786,200
169,189,3,0,0,100,169,187,4,0,0,100,15:36:26,6821,200
169,190,3,0,0,100,169,187,4,0,0,100,15:36:26,6857,200
169,191,3,0,0,100,169,187,4,0,0,100,15:36:26,6893,200
169,192,3,0,0,100,169,187,4,0,0,100,15:36:26,6929,200
169,193,3,0,0,100,169,187,4,0,0,100,15:36:26,6964,200
169,194,3,0,0,100,169,187,4,0,0,100,15:36:27,7000,200
169,195,3,0,0,100,169,187,4,0,0,100,15:36:27,7037,200
169,196,3,0,0,100,169,187,4,0,0,100,15:36:27,7074,200
169,197,3,0,0,100,169,187,4,0,0,100,15:36:27,7111,200
169,198,3,0,0,100,169,187,4,0,0,100,15:36:27,7148,200
169,199,3,0,0,100,169,187,4,0,0,100,15:36:27,7185,200
169,200,3,0,0,100,169,187,4,0,0,100,15:36:27,7222,200
169,201,3,0,0,100,169,187,4,0,0,100,15:36:27,7259,200
169,202,3,0,0,100,169,187,4,0,0,100,15:36:27,7296,200
169,203,3,0,0,100,169,187,4,0,0,100,15:36:27,7333,200
169,204,3,0,0,100,169,187,4,0,0,100,15:36:27,7370,200
169,205,3,0,0,100,169,187,4,0,0,100,15:36:27,7407,200
169,206,3,0,0,100,169,187,4,0,0,100,15:36:27,7444,200
169,207,3,0,0,100,169,187,4,0,0,100,15:36:27,7481,200
169,208,3,0,0,100,169,187,4,0,0,100,15:36:27,7519,200
169,209,3,0,0,100,169,187,4,0,0,100,15:36:27,7556,200
169,210,3,0,0,100,169,187,4,0,0,100,15:36:27,7593,200
169,211,3,0,0,100,169,187,4,0,0,100,15:36:27,7630,200
169,212,3,0,0,100,169,187,4,0,0,100,15:36:27,7667,200
169,213,3,0,0,100,169,187,4,0,0,100,15:36:27,7704,200
169,214,3,0,0,100,169,187,4,0,0,100,15:36:27,7741,200
169,215,3,0,0,100,169,187,4,0,0,100,15:36:27,7778,200
169,216,3,0,0,100,169,187,4,0,0,100,15:36:27,7815,200
169,217,3,0,0,100,169,187,4,0,0,100,15:36:27,7852,200
169,218,3,0,0,100,169,187,4,0,0,100,15:36:27,7889,200
169,219,3,0,0,100,169,187,4,0,0,100,15:36:27,7926,200
169,220,3,0,0,100,169,187,4,0,0,100,15:36:27,7963,200
169,221,3,0,0,100,169,187,4,0,0,100,15:36:28,8000,200
169,222,3,0,0,100,169,187,4,0,0,100,15:36:28,8036,200
169,223,3,0,0,100,169,187,4,0,0,100,15:36:28,8071,200
169,224,3,0,0,100,169,187,4,0,0,100,15:36:28,8107,200
169,225,3,0,0,100,169,187,4,0,0,100,15:36:28,8143,200
169,226,3,0,0,100,169,187,4,0,0,100,15:36:28,8179,200
169,227,3,0,0,100,169,187,4,0,0,100,15:36:28,8214,200
169,228,3,0,0,100,169,187,4,0,0,100,15:36:28,8250,200
169,229,3,0,0,100,169,187,4,0,0,100,15:36:28,8286,200
169,230,3,0,0,100,169,187,4,0,0,100,15:36:28,8321,200
169,231,3,0,0,100,169,187,4,0,0,100,15:36:28,8357,200
169,232,3,0,0,100,169,187,4,0,0,100,15:36:28,8393,200
169,233,3,0,0,100,169,187,4,0,0,100,15:36:28,8429,200
169,234,3,0,0,100,169,187,4,0,0,100,15:36:28,8464,200
169,235,3,0,0,100,169,187,4,0,0,100,15:36:28,8500,200
169,236,3,0,0,100,169,187,4,0,0,100,15:36:28,8536,200
169,237,3,0,0,100,169,187,4,0,0,100,15:36:28,8571,200
